"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","Class_7","Class_8","model"
-9.71150800521318,-16.7018576445643,-15.1308161200145,-12.9305563971891,-7.38767004088543,-7.85993982965747,-175.428357768759,-12.0879462589899,-8.15400493977925
-4.05358980940085,-1.49858978726105,-3.83366484981916,-4.10118595466749,-2.9296469788873,-5.53495490014171,-2.44834729372294,-4.81525896610394,-1.8575393511122
-12.9918753203346,-32.0137954606265,-19.8902471142599,-27.4505357401016,-12.5822483899213,-17.8869491743305,-156.812057881376,-8.14507554808072,-11.2337841857582
-4.94127446343694,-2.82090700779395,-5.93129747890361,-4.21135953441364,-2.54432279014263,-3.9543128358798,-13.5337801351009,-7.51096471941139,-2.8784495537002
-4.41780447304129,-1.68996562383873,-1.84135560295988,-3.07508286936937,-2.37080608905237,-4.04346544207037,-3.09930005057456,-4.64713684185721,-1.95378087236647
-2.51623535019117,-3.41978134157235,-3.14572280295605,-2.66488598431759,-2.61880528271986,-2.18823099649875,-13.874503884313,-5.3302819019188,-2.54285568092504
-34.7071066179185,-5.356007975118,-18.0820531873083,-7.5324788587021,-9.48447018298025,-18.1317133538401,-17.4669149959826,-25.1502457046432,-6.96386237803633
-15.7244502127518,-8.40123812223497,-14.9627758865881,-9.32817539498495,-6.4111744819069,-6.73814952969094,-28.8386273401713,-15.028845890916,-7.06872122780331
-4.4499179233296,-1.80179264463932,-4.22933569745018,-3.15419486007199,-3.3955112936295,-5.64909739197561,-9.8516282889177,-1.91586729372646,-2.21910010145588
-3.79392559248334,-3.09787167303545,-2.48479738840427,-4.30421788595349,-4.43710358609198,-6.93403347025083,-29.0129860376528,-12.2095112262762,-2.94221471586599
-20.7776943887581,-49.4672243994178,-42.7120464167112,-41.0573192780371,-26.2622121193316,-21.1659370806415,-208.185330237868,-45.9674087607715,-22.913390419724
-2.71210810080661,-3.60664658745007,-2.10283728210284,-6.5004850970773,-5.25046475264621,-5.15674612819627,-3.73291622104821,-12.2379928789146,-2.75278676644745
-7.88098744306676,-10.7837584190764,-12.5918788757534,-8.0932799702448,-10.3132007309935,-12.726442234859,-113.060040855942,-14.8698647627082,-9.00701661268454
-8.3427499980952,-0.916071494518176,-3.40864146791057,-1.68660977213019,-2.24527277744456,-2.9944037316525,-1.36623795720587,-2.58247852772744,-1.26103512196449
-46.9608116639311,-19.5891795272697,-27.3626449107914,-18.5692379715755,-19.7534042373015,-25.3922448914323,-103.07496091629,-26.0145696378345,-20.3681860701484
-33.1177111474908,-11.9455636379291,-31.221658172202,-16.0616249918901,-16.3267083063587,-23.5538599509124,-6.94855395855041,-53.4786077801675,-9.9641341810279
-4.36069988744987,-6.09221742859218,-7.75890085717519,-8.75369930370382,-8.15837325775919,-5.72158580487723,-19.9378342349523,-11.8783130258099,-5.68669283394098
-12.8061652547249,-3.08755225633672,-6.05982946276685,-1.78374888290774,-3.60488736932732,-3.53171910089576,-10.7364822135054,-6.6852382791424,-2.26551916167169
-27.6207349221514,-7.94377635124021,-14.0569477586799,-10.6024580437799,-11.0110425357443,-16.9720175376019,-3.73981955605822,-44.0944325049816,-6.12223406608439
-11.8698143148135,-8.59982142232964,-9.6389901885373,-13.3881344882258,-8.56660297578966,-14.4184196418826,-42.7728727225841,-20.8957534608436,-9.44988405441315
-5.28852656981485,-4.39019092634367,-3.95941155123821,-1.97991724786423,-3.6591461224459,-1.75295116665941,-15.5094444210259,-6.44231439250694,-2.10147488417533
-13.0950506567815,-4.62489755191656,-5.49151355611285,-10.8885965108175,-7.9669100777354,-8.45562189282967,-7.0135689185451,-19.8623659174429,-5.6818297473179
-74.1528225560264,-33.4008493209885,-61.2471045875802,-61.5303512490684,-49.7996507247807,-86.4052366993498,-86.0459249010314,-80.5333696099412,-41.9532128845348
-108.983242013175,-83.6034883373896,-75.0415069240184,-43.4221745065832,-36.1518933449473,-33.0995327516948,-Inf,-107.795530666028,-36.9212121471213
-24.7528299268923,-35.5502954543436,-33.2950029073988,-41.8895905094992,-25.7673997793712,-32.4483664001052,-200.92654589089,-36.8665276409894,-27.7711925688974
-50.252176487773,-31.105072613048,-28.4010138948113,-18.1535198611498,-14.1122503866714,-18.5223343061264,-Inf,-34.1342535148246,-15.9873879509671
-6.60931907365341,-5.13106050076122,-6.38419138833032,-7.02043033240832,-2.78564338638523,-5.45925094688013,-27.8148510942802,-6.15628644300332,-3.17374584529022
-11.9065448765819,-8.24682398183348,-6.55090999058333,-10.4328765399091,-7.45237524802019,-10.5529582556987,-8.31388147444975,-14.3629272008303,-7.31053513309486
-4.55589902533052,-1.14953577771785,-3.43107495248447,-2.51997013160891,-2.4592654982389,-3.50944433410191,-1.6924803255141,-4.41456272342273,-1.50217057963857
-14.9902412740042,-5.33325082833153,-6.27741833875377,-5.8836919188301,-5.2999045820321,-7.22229151935811,-17.4026260650862,-8.66939258406204,-5.60709216312288
-4.49854322854416,-1.47913587407742,-2.33279580854452,-2.03473599562621,-3.20918457562882,-3.56931895503271,-0.244076401337305,-5.76574441843307,-0.754239501647457
-7.48619732456518,-8.28199453028389,-2.91343841890717,-6.23903567719665,-6.50931746268772,-5.75502284507685,-132.62260491424,-17.8153059182653,-3.86826696221219
-3.0012571706966,-0.527194528856644,-1.88511394076361,-1.32581373878394,-2.08795856108669,-2.98450236682575,-2.1343856191873,-3.18661280450086,-0.873605201303297
-5.21848363820654,-10.2507053774861,-6.2110292448569,-8.79920521004454,-5.86488037218981,-6.02670152953695,-42.3842133500875,-5.76350801754532,-5.98350401878765
-6.58471798024441,-6.62158556739654,-9.29412094455686,-11.4307295796658,-13.1562091675805,-9.74149741710673,-20.7976954079847,-14.126289206454,-7.90307254769496
-45.8370833345158,-11.7646264975114,-29.5945412007914,-9.66408156667237,-16.952282422857,-23.4364575853529,-28.2910398361336,-23.5277947609002,-11.3562375564867
-11.9504338384996,-4.44492475609318,-5.58817666392804,-6.56535968937656,-6.36982255648547,-9.5973449643181,-2.37594232423175,-10.724166680211,-3.44950608060529
-7.18855839452134,-2.53924176606928,-3.770587832651,-1.51651193036765,-3.6100980144007,-3.48019882860339,-14.6186751807214,-2.88338008947783,-2.01937733156941
-4.67734452362718,-3.80733906328202,-6.14344225112407,-4.72549669107744,-3.8561861286916,-5.26638215049376,-14.7800008995448,-5.57028078074136,-4.12787991802846
-3.81472860774876,-2.14570191665152,-1.71034205322847,-2.84898474006497,-2.72935811337386,-2.6401315987978,-2.42247268739479,-7.41709371203508,-2.01956610503262
-18.9167546340956,-6.67493987163086,-14.8738921456651,-5.65115606596339,-9.28615318105251,-10.105730155199,-13.6923506438289,-24.7091483725841,-6.71168290943817
-8.56565933709965,-9.76395479104375,-10.1625452205614,-5.96719116631378,-4.03032217265029,-5.59280586097057,-196.462253522256,-4.38629684529749,-4.5272847685983
-54.3266161987154,-21.9003053525263,-57.7999993291845,-43.6551559576247,-38.856151878891,-58.4593552438023,-17.3913023998023,-76.9860610393218,-22.8818223901198
-163.806815072985,-144.063445046381,-190.44628557439,-143.408721815703,-73.4588758647072,-130.434547253981,-Inf,-33.3538184490558,-49.528416165224
-16.0053303631247,-5.81492612410921,-7.16335014788452,-5.80568841517699,-3.47725146172259,-4.57105594295462,-84.423360744571,-7.86316536574012,-4.02653307468451
-3.1727421935477,-1.87150993606121,-1.18465847317168,-3.58266895931336,-2.73113267400449,-4.40886508131018,-4.59380581307872,-4.08560448190663,-1.51261478109061
-32.2361201251511,-23.4429576742862,-28.2128296119944,-23.9658227306651,-11.0062626971499,-21.7201738216784,-473.556949734142,-34.8128712043939,-12.8722104087668
-21.7924366397804,-14.6077038357199,-20.794148203923,-23.9309536173881,-10.5027224392792,-21.789002688509,-44.7388721173425,-19.8198424704775,-11.7448591914375
-5.40804303467465,-1.2095299465142,-3.97835608593876,-3.47252135317215,-2.65009631247111,-4.03871217850138,-1.62763745331038,-7.7757832410512,-1.66049467516691
-14.7019213249692,-9.79161495587896,-7.06638874878904,-6.81239932995796,-5.1049734951478,-4.3285847315642,-29.2294748472223,-10.2448158509201,-4.91562514210862
-36.1885875849061,-7.97220210132163,-21.9615714232113,-3.21607364823506,-10.6136133494912,-8.25255098376839,-46.7784386756418,-23.9920085765467,-4.31944122741956
-1.65239054172379,-2.64843893867435,-2.12071375084815,-3.6858880049457,-2.43922282947794,-2.76620553812726,-13.9210753260863,-2.9940076204636,-2.11004378336998
-20.6091867633178,-5.86912098076541,-16.3267638644268,-8.273903625349,-7.13894426564862,-14.0156054792743,-44.2928595502533,-12.4765612944007,-6.83882327256975
-64.2854909988795,-7.51145389845053,-14.3303021401071,-13.9201720500067,-15.7777306401588,-21.3423503995309,-3.30626270653464,-24.2757199158144,-6.61837286422071
-67.6384930710509,-23.3293405017111,-29.4125981656442,-30.7544061912066,-13.9434750691213,-22.6503216787697,-86.0143870957604,-16.6646479947512,-15.7845307221568
-5.39001900847263,-8.44979146248427,-5.61925923231844,-4.69413001425897,-5.84686806296812,-3.38048451939714,-39.0336821422933,-10.465971742991,-3.98742645003323
-17.731793937417,-3.42171107596456,-10.3774470936375,-6.1637742201545,-6.23095177130928,-7.08725048767901,-3.17296859983215,-15.0373506596268,-3.96842511834778
-4.85310650160016,-6.4116628062436,-7.24652699831638,-9.62866675833866,-2.97285685232761,-6.30701342657631,-19.8071163029523,-7.29536111878769,-3.35008259882766
-111.077901532441,-39.7449810559071,-102.428035510056,-64.3895525322646,-65.0675121420284,-86.3688720117459,-497.224359669011,-86.8412670060947,-48.4354039266315
-13.2766910277993,-19.9495702066214,-24.3724062371815,-35.7510496986336,-10.5260662451729,-22.7377878692282,-88.5386698529373,-12.0266020348131,-12.0772532087349
-36.003985445682,-15.7660807632861,-27.7055213703762,-6.77864309539379,-15.4217263427474,-9.68572466056482,-76.2853656045581,-29.2032425282175,-8.61677340336773
-16.647731730125,-2.09014838672469,-6.52218276443112,-2.77577119644217,-3.70281631354357,-6.33687454816726,-13.6091378293617,-8.78654636015086,-2.52746632144685
-10.8324018108608,-3.7187116771623,-4.44202373380751,-5.60178420870694,-7.76526059483945,-9.27085096013299,-7.15346879462044,-11.3118188072212,-4.62253766880941
