"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big","split_execution","part1_job_id","part2_job_id","part3_job_id","original_job_id"
"LC8_NL_pref",78572.0287101269,4421.98066711426,TRUE,0,"successful convergence",-7784.90534371385,15839.8106874277,16826.1961834394,91,1,2,TRUE,-0.704537230673412,-0.755439268216622,7.46521428422313,14.2682299815361,0.49438112898486,0.47102719663506,4.61986278283858,0.11800000000002,0.375785546472903,0.390710524069028,2.74951583147049,1.71056529998779,1.50667142152786,263.4,593.2,911,0.45074,0.47578,0.44451,0.45701,0.00834,0.0076,0.00639,0.00744333333333333,25.145,37.4469999999999,TRUE,"35774751","35808537","35813009","35774751"
