"model","part2_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","part2_complete","part2_job_id","timestamp"
"LC8_NL_pref",13296.5190405846,4421.98066711426,TRUE,0,"successful convergence",-7784.90534371385,15839.8106874277,16826.1961834394,TRUE,"35808537",2025-11-05 13:54:57.158868
