"model","part3_elapsed","total_elapsed","cv_successful","psi_tests_complete","feval_tests_complete","part3_complete","all_parts_complete","timestamp"
"LC8_NL_pref",9834.60751008987,78572.0287101269,TRUE,TRUE,TRUE,TRUE,TRUE,2025-11-05 17:30:19.733675
