"model","part1_elapsed","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","best_beta_found","part1_complete","timestamp"
"LC8_NL_pref",55440.9021594524,91,1,2,TRUE,TRUE,TRUE,2025-11-04 03:14:50.03783
