"veh_id","Price","Acceleration","OpCost","hev","phev20","phev40","bev","bevRangeRel","noBEVFC","american","chinese","japanese","skorean","icev_nest_indicator","hev_nest_indicator","phev_nest_indicator","bev_nest_indicator","created_alternative"
"BMW_1609_car",71.7356919569048,3.31182643381022,9.68721423013384,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1610_car",52.76362048603,4.17937239198241,7.97711836965998,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1611_car",40.5780737082361,2.96556452412284,7.69014988540258,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1612_car",31.8220282073271,3.90164731716985,7.10666442096232,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1613_car",40.2115473249139,3.11961075802017,7.56057982684301,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1614_car",31.6352090187986,3.8975503515004,7.2371419233924,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1615_car",41.1349357940292,2.52082364082382,7.96001139476684,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1616_car",67.1421056089853,3.1788918248562,10.4556794463551,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1617_car",80.927440704138,2.3418395644287,10.8430865772198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1618_car",62.7881464631529,3.43212685600388,9.22938086055986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1619_car",66.5989191659616,3.23584906989173,8.80941835103862,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1620_car",392.718742797915,2.67950608840584,12.4022006061061,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1621_car",537.878307925465,2.72706307609713,13.4557787598518,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1622_car",132.401593922843,2.81245896300251,11.1879583019262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1623_car",98.8073760811369,3.27663789067729,10.2546854415961,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1648_car",44.9281941729354,3.36775051043972,6.73622631213537,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1649_car",59.3008681385179,3.71732842740356,7.54849404555092,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1650_car",42.6060546980993,5.0328003913542,9.19956386952584,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1651_car",57.2456079688425,4.85096853748225,9.80668544035432,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1652_car",96.4441285679906,4.02561103264313,11.363398525327,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1653_car",36.5168496633102,4.5632884883901,6.84150194244281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BMW_1654_car",48.4032370131331,3.88770844065799,3.91887547485926,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BMW_1655_car",29.7386814587693,8.80833114574704,3.2888850128152,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BMW_1656_car",46.7178680447303,6.6671909930789,3.29123077307558,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BMW_1657_car",357.749650454702,4.81279022825808,5.25507224252405,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"BMW_1658_car",54.4904357615202,7.88820090955881,3.82055602276673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"BMW_1659_car",340.957922474658,4.86643439250671,15.7875096564542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BMW_1660_car",42.1765815933266,8.05042921908445,11.8717623528166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BMW_1661_car",332.814678808247,3.07987718132656,13.7296933677133,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BMW_1662_car",50.0083427096318,4.03088175296438,10.6109382436991,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ferrari_112_car",239.602509750732,2.73566507300286,3.99947298969754,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Ferrari_113_car",235.209388716633,2.5485059169074,4.15895777923215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Ferrari_114_car",443.275358791973,2.21793362299374,5.0595198383389,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Ferrari_115_car",308.873511180003,2.10962762184579,4.74436549301794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
