"stage","candidate","LL","gradNorm","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2"
1,12,-12050.1660146301,NA,0.0119250445977048,-0.0829240458664507,-0.277316080229864,0.0929837391404516,0.0236499043084351,-0.135861591463261,0.0366566405786292,0.0853094305974864,-0.194906881377083,-0.229529270218293,-0.274713988960326,-0.14104192225175,-0.186457331519967,0.243917012554593,0.941509981234558,-0.325869492245336,-0.124145611286926,-0.0754444833447223,-0.185910114782949,0.132860994576222,0.0564484168906845,0.107265595295569,-0.138851156684772,0.487896678289118,0.0304434689794224,-0.0690113220625639,-0.499004530512832,-0.138270239194485,-0.567094590458405,0.95461546335835,0.127150491108187,0.989752231341293,0.546317278304212
1,13,-11493.7073537266,NA,-0.0235354193568555,-0.135983011900542,-0.251308872131483,0.257138373878214,0.032457458464313,-0.121480950701091,-0.461702631617235,0.276988687423819,-0.0209034544781351,-0.101937335493971,-2.58602590134598,-0.0847227389438767,0.064957293745821,0.284573643887416,0.508084192220122,0.679161528926006,-0.0288091169074078,-0.146821109448753,-0.163864105761048,0.114928480224489,0.0256650960122498,0.142715416536192,-0.371805617974951,0.419931468622442,-0.451348571913891,-0.133522224346914,-1.50514756859738,-0.106981871372697,-0.601205265299627,0.196495968131349,0.565116453673691,-0.0184107857346101,0.590511175317137
1,14,-11798.6480510665,NA,0.0194797351503173,0.0715354533960555,-0.2968212068271,0.103190993128058,0.0709388398020382,-0.103052472464117,-0.197661050658359,-0.0123392839733669,-0.25200939347501,-0.193267364649529,-1.2223900238944,-0.13127896121978,-0.388212283879798,0.195759694571607,0.723266109372489,-0.198699120665715,-0.0615226996865895,-0.135693157561202,-0.186014296302715,-0.0817812761356885,0.000111938680006474,0.222122794967251,-0.0727508534418382,0.335725485729402,-0.258683460073508,-0.392057484526564,-0.925878391594056,0.0534283356293239,-0.34897082322188,0.683743140632287,0.242130786608905,-0.371238038969409,-0.891472286149811
1,15,-14120.9343477319,NA,-0.053565761945061,-0.0491724694359778,-0.191989496214545,0.155568154022611,-0.00461400094506979,0.156720615508058,0.17919470473392,0.173249624011332,-0.0824773513039554,-0.00567485429403736,2.02374284350926,-0.0492039367138917,-1.19414652691998,0.0999999004974961,0.908854909809306,0.475460050600441,-0.132111397596236,-0.124762409092436,-0.126011996133566,0.115408947335699,0.00605313222601676,0.133012506797692,-0.303252308334166,0.328469880817637,-0.127587637025798,-0.0701529704427577,0.579355598143204,-0.0294674291987872,-0.247053246347472,0.2770375268301,0.860269992551766,-0.574823191706138,-0.294918288389428
1,16,-14384.1731119607,NA,0.0389964983824896,-0.204146136436769,-0.166861724173665,0.0564605405806175,0.0339303522555182,0.255327910044233,-0.141836629235888,0.646036299993212,0.0673618536460235,-0.130911279809532,-1.28035601800897,-0.0370064029949582,-1.03083835888006,0.13474728374742,0.544604192203842,-0.579460418173402,-0.087306275893424,-0.0321345872582764,0.0653117179534735,0.188308391733669,0.00160164087968788,0.0601741773333316,-0.326165889492342,0.244692166404457,-0.524384876165136,-0.0809755775631073,-2.41808289569365,-0.0360007763628957,-0.504229430251598,0.19925694714766,0.31160878916271,0.890133924369634,-0.0379226219957604
1,17,-16123.2410776224,NA,-0.0696006995384394,0.0133959514026156,-0.0411325700302075,0.0823877388536409,0.0240276411896053,0.282650452017381,-0.144151895471512,0.211847431037675,-0.548005002780358,-0.0159918802068074,-1.64467260764266,-0.062711587361955,-0.559534706603868,0.872272526132874,0.111122147338465,-0.204948096560344,0.0539402338932401,0.0473170805504316,-0.220963068001501,-0.106442607608017,0.0117652471647243,-0.00153187112409289,-0.131314775931489,0.723119201041642,0.0329585618380817,-0.112646439766921,-3.44697466319229,-0.0335622355734605,-0.275716252368167,0.149317241106182,0.972666912856512,0.266419100138147,0.664274962288711
1,18,-10871.2247705773,NA,-0.0106546115804034,-0.00687403470110205,-0.174834803315553,0.134465983820282,0.0296829676066257,0.0261773251989581,-0.380077999135782,0.179135101920185,-0.0622163362500894,0.0332681401656361,-0.28144105005009,-0.0384719516158043,-0.274976106725655,0.754718561274931,0.810028526354581,-0.364864805170752,-0.00965985251928988,0.0465188399945028,-0.0831109597784065,0.155708440446936,0.04096068697693,0.0984495672591576,-0.137725145463854,0.671423474185303,-0.661571824232113,-0.170534648653643,-1.7257748272298,-0.0365965734061202,-1.36830289045728,0.491090391417965,0.647048659846187,-0.0804046095135674,0.0640438283141084
1,19,-10811.90105741,NA,-0.0554488140775502,-0.125633840672868,-0.196317540606642,0.121510997660085,0.0126211968033934,0.0933761901088763,0.315178369231409,0.372937905193187,0.256239817013093,-0.211281074460377,-0.214251303543499,-0.151678864141618,-0.326305587533153,0.42053719655145,0.932533342652023,-0.566712671960334,0.0491603369674223,-0.193864952067046,-0.200425008031327,0.261249417761388,0.0190783430143027,0.205010659984522,-0.382238533088094,0.0732064007215978,-0.515717146289386,-0.0516761646649144,-1.65735567016314,-0.0142253399895288,-0.617781511092543,0.257654138579965,0.529295927342027,-0.997198197105603,-0.488245857049083
1,20,-16185.8892323473,NA,-0.0246724336891311,0.0928447828879054,-0.281175193618649,0.140077057306027,0.0426076017844324,0.207210901877177,-0.216270778966504,-0.0298838232561201,-0.645121354601779,-0.110260030228919,0.962036835714704,-0.0338222867235581,-1.15896718583102,0.291402987320907,0.639501012242399,0.310933585127858,0.00330309383368166,-0.0980234137549381,-0.091536091461616,0.0645271812208147,0.00806755330254939,0.182143913526668,-0.297562049646895,0.562576722932459,-0.672063361957564,0.167752221856662,1.15280270686896,-0.0285015330207328,-0.289235472215767,0.969483111160807,0.309751038416289,0.170201694475115,-0.121270623553088
1,21,-9986.36355375373,NA,-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872,0.702445471612737,0.637183884652331,-0.318387917219589,-0.0425411926860326,-0.130205039459765,0.0772931496784015,0.00316835504837008,0.0350024475027578,0.106325942525859,-0.403922023149556,0.517033623970745,-0.0827435530523518,-0.103108827718352,-2.57439387901164,-0.0949349313344273,0.0202639646482179,0.73867963981349,0.790388852120377,0.645657335429759,0.114455970512062
1,22,-12489.3436777984,NA,-0.0210397454746102,-0.184647231588183,-0.170379100922395,-0.0427451356177151,0.0197457514060354,-0.332539200067357,-0.405563831025354,-0.141969910892968,-0.148811183850136,-0.0293627716076242,-1.30843606105943,-0.0824375775768003,-1.06444281319364,0.345048877596855,0.151578315692022,-0.470959050031099,-0.166957359366589,-0.146233031652946,-0.084074966770996,0.0802900723525332,0.0298150271552586,0.0404659355569526,-0.608041310477583,0.203838981891989,-0.283522705954346,-0.35583073696002,-2.16273309747703,-0.142557171862661,-0.157692722060255,0.937252587410621,0.535707601406612,-0.100926130381523,0.18206862820899
1,23,-12438.1303639812,NA,-0.110948656671453,-0.199080446159849,-0.0229502749329279,0.105761645779237,0.0354828650703596,0.335497322086969,-0.618093498001693,0.478351528289954,-0.147962615887963,-0.206758266940633,-3.18076424815352,-0.0754817382257684,0.29550097944595,0.0558168299356476,0.730788132119924,-0.391995732905181,-0.096090965095425,-0.035625937145665,-0.16969353250561,0.163673983128206,0.0253950237694268,0.0783042093158628,-0.463996931351794,-0.0843593465504341,-0.0591278615889059,-0.192069184021453,-0.558073798803418,0.0186897434689927,-1.2740857312021,0.251063805390149,0.555163060021587,1.15349469996222,0.990451102479502
1,24,-12529.6565973356,NA,-0.113667792760491,0.0208501648210444,-0.156386249681062,0.0555012563981592,0.0355288951295535,-0.0672618613524734,-0.323823796885421,0.653918300164178,-0.37289934639035,-0.129083813895681,-1.28153437728993,0.0140469578581673,0.554362600001555,0.563009774871171,0.418306049727835,0.230035016197302,-0.0901911683801997,-0.168804552161851,-0.0310644870442473,0.0482455263979575,0.0270515044360811,0.252980366551864,-0.404143356400564,0.262790473786924,-0.442634805140386,-0.192167324490109,-0.584983524663099,-0.0926158437504866,-0.474939753387162,0.343719555772841,0.270765022723936,0.45770586305585,0.115862121191606
1,25,-13022.3619038795,NA,0.0444264677224167,0.0602784986077976,0.0452990206001027,0.161298455889508,-0.00757001227390251,0.228796754429988,-0.563250699928185,0.123772991046785,-0.0913145276052806,-0.186989250167275,-1.12053594816673,-0.0447159208476775,-0.357184557581327,0.0485966433258727,0.541452436181717,-0.355918590301858,-0.0658475157017906,-0.0349229432604471,-0.0947091026750367,-0.0973815113822326,0.0137437151189884,0.350051207046982,-0.251235172682991,0.279624358419387,-0.460995235831782,-0.0872237481751951,-4.25276760310511,-0.108639564072389,-0.058362580662264,0.915879259668291,0.78438581104856,-0.216045353034152,-0.582819570070311
1,26,-10597.0434262136,NA,-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986,0.747878790972754,0.753702301522717,-0.532073493933975,-0.0853575007411749,0.0289995962711388,-0.134759668635209,0.0986855816076289,-0.0242844171805985,0.191812475644149,-0.572017126448056,0.308207281500733,0.028038217534845,-0.156199156197996,-0.963860737836111,-0.0185985478844488,-0.624285407286487,0.206422060304321,0.34655316030141,1.08154073992333,0.0964546846287763
1,27,-11024.0932021304,NA,0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,0.891290236748755,0.649886972974055,-0.216989400944609,-0.0599061267636216,-0.142275224716495,-0.309238462786144,0.221620324887683,0.00285185796618525,0.0720570135165563,-0.414212093257322,0.689604948102937,-0.107554070491873,-0.273004780624959,-2.01710521650078,-0.176382667657673,-0.0948456710025441,0.303596415175125,0.695481105283834,0.0890046778791978,0.320234969656815
1,28,-10674.2010680106,NA,-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,0.876834738329053,0.401165138054639,-0.422045214388287,-0.0751630489107958,-0.110921042514079,0.0162882346335269,0.0632844339466065,0.0204736987394208,0.5375301619018,-0.60998522445888,0.515326028751684,0.0888935310908841,0.101333480418389,-0.667556515116303,-0.0553763702528628,-0.447227612987361,0.149837207053788,0.930292847538367,0.703328419985449,0.328655249273824
1,29,-9694.17999233864,NA,-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,0.328423199541867,0.672523477170616,0.470995245141017,-0.0149747426613442,-0.120059870231602,-0.0642961130960841,0.196191097254131,-0.0178646134155232,0.14341409860804,-0.103444400720383,0.496486978705775,-0.146040478980925,-0.402814801460806,0.011026619838395,-0.0726074141380419,-0.447299051825195,0.259778370810673,0.586745946467854,-0.592473350598777,-1.19771817708054
1,30,-11166.111323551,NA,-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,0.341455218982883,0.947242575157434,0.437067154018259,-0.00965246110013463,-0.148336425288047,-0.160015650676148,-0.0518786297243621,-0.00800208474596852,0.0571347512153902,-0.34655536966929,0.00844846461227433,-0.0948572644868308,-0.163132762783773,-2.35145336617753,-0.124778439246509,-0.298618151659608,0.668391944142058,0.340947004682384,0.459473676466188,0.571955048251646
1,31,-11378.0159717915,NA,-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,0.825676954202354,0.860774386990815,0.902134578188158,-0.112459415373491,0.0154243228282257,-0.204586469636838,0.1766944894127,0.045790967492257,0.023109391923535,-0.402370786968107,0.269902242581293,0.443231209324268,0.0919470995871427,-1.15792992549718,-0.0174560388861058,0.16672624664115,0.301455955435522,0.019935218221508,-0.992378045229456,0.196918365637098
1,32,-19222.739084975,NA,-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,0.401425308245234,0.0368639501789585,0.318998968127756,-0.0744462929755665,-0.109131933964313,-0.184793059896496,0.105451920930662,-0.00635381783501762,0.127601852550785,-0.371928444628289,0.172947189122551,-0.320663624322378,-0.147731176811836,1.4251313059914,-0.0466852370332584,-0.0358167717426934,0.196185758234933,0.357191786579788,-0.294935760962536,0.36648983842854
1,33,-11054.8352130916,NA,-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,0.726129382001236,0.798678785897791,-0.364002004384393,-0.0378559694773761,-0.174184014350895,-0.125534757679088,0.0039123143502765,0.0462817934729399,0.248419222884385,0.0249060729056141,0.533565678793376,0.0826894154494731,-0.0616955263723791,-0.772004127306209,-0.100260523652412,-0.209604278919928,0.0600920229312032,0.361916966144927,-0.58547445432897,0.351871001441632
1,34,-9387.99337291629,NA,-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,0.866726754261181,0.876879775319248,-0.646517233082054,-0.0480033062046253,0.0128454410009398,-0.16323698848469,0.161943548857091,-0.00326588540139989,-0.017239814097868,-0.156581608788852,0.608400940588866,-0.296241079818999,-0.18033225620213,-1.45780854780123,-0.0976542262292879,-0.247495792480903,0.712918669208884,0.734713263940066,0.485702240951389,0.530982253652263
1,35,-21475.6355652479,NA,-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,0.744026414952241,0.103018557359464,-0.366704025145432,-0.103346488377967,0.0989015566238918,-0.186527632542038,0.0452967910168531,0.00789159541376421,0.227271490509438,-0.144466163166646,0.425631326253685,-0.530194882101341,0.00740834352731802,0.19264333615501,-0.0061374854940846,-0.18941537014449,0.883135284110904,0.168030814905651,-0.673691725132924,-0.452748452474345
1,36,-11435.679912728,NA,-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,0.491129684126936,0.960222019422799,0.192422613378906,-0.0306829814815649,-0.0288398157967051,0.218981151011994,0.141817379674911,0.00809389092989006,0.0791737003991734,-0.0595245002367435,0.796450294468671,-0.0650118028144059,-0.106465423547024,-0.672447373486259,-0.0896220598920776,-0.179684246827769,0.352523636603728,0.354046729062684,0.536893156534283,0.438613441869785
1,37,-10996.0012977209,NA,-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,0.105763487070799,0.980704872226343,0.443985965509157,-0.128907717196591,-0.147353253173805,-0.150185580856101,0.205732995426536,-0.00724774548216196,0.0994662449571684,-0.288678931876817,0.703584971490296,0.00365247177078115,-0.242647057239644,-3.59817352484076,0.0142137159128455,-0.127168594328997,0.84004272592254,0.962938013700768,-0.449326861496392,0.150901572561401
1,38,-12024.7376644184,NA,-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084,0.157098903539591,0.157955951439217,-0.847760515037384,0.00118965709119315,-0.0562545434052984,-0.131467026309884,0.161480133035678,0.0193760449701661,-0.0564102666767383,-0.820174269151899,0.0583602833590628,-0.0147672054801729,-0.182684344574241,-0.60393785846709,-0.100864050826946,-0.706498803405853,0.0882084965752438,0.674148298511282,0.653107963197563,-0.0354811907433081
1,39,-9893.78943803174,NA,-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903,0.734073960692622,0.804379433402792,1.02885118021317,-0.104918069667144,-0.182204492999384,0.0114667496626997,0.148694552024231,0.00858274161307502,0.117822227098036,-0.320634003861029,0.239712215904505,-0.416263620928452,-0.125049804910108,-0.954343407850583,-0.161663115877193,0.227918480139164,0.0381646108347923,0.231261977455579,0.468001691225473,0.0105637909857362
1,40,-12842.9862344937,NA,-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862,0.543627531598322,0.505576451695524,0.45305592325692,0.00529090449997772,-0.147131562488246,-0.143613364713314,0.0483929853865206,0.0117022624703098,-0.0507056393675249,-0.419259971456897,0.25502540890857,-0.471848738740228,-0.0467612247845517,1.28969469852629,-0.0360670495833432,-0.174773026320642,0.0382409658515826,0.673342138668522,0.439898297341581,-0.584738294278587
1,41,-11373.9827932075,NA,-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429,0.057935357587412,0.76130588142667,-0.595583589362229,-0.114626530248957,-0.0599176584542495,0.011922210764375,0.064789055916458,0.0411962140842424,0.0185778886358579,0.114090737652434,0.472842778236393,-0.367051603998274,-0.29304302258582,-1.95933178053239,-0.0637374707795072,-1.11841828721598,0.406207624641247,0.657629744284786,0.157766552656949,-0.286231096758837
1,42,-9712.5658946505,NA,-0.0878284637654204,-0.0671021490632055,-0.164200959871222,0.0923076633545622,0.0204381781903257,0.0592146828260812,-0.373568703267639,0.195138102227347,-0.487476599624027,-0.147813232584619,-0.853436150659576,-0.0209551427657548,-0.48315893262604,0.966876622163691,0.931857897094451,-0.221261754152033,-0.205527026989819,-0.0793221554587504,-0.0937368496186474,0.122734188111194,0.00659622053847186,0.174234519490073,-0.13219322749236,0.516824988346628,-0.265258123760562,-0.0922814087497789,-1.2292370705961,-0.105583899062566,-0.418812449404196,0.785531371776015,0.797792167556472,0.439366002944604,0.329924406425033
1,43,-9426.20868821567,NA,-0.0795700669041592,-0.0042624781674544,-0.182976663649602,0.109172265866806,-0.0156205617362328,0.281094452178381,-0.230530437468423,0.228805095862794,0.043762739102487,-0.363705354283371,-1.76810405834797,-0.0788003763299671,-0.753693674965121,0.238284362507984,0.537353491196409,0.479260001853115,-0.0467598640917098,-0.109691020769319,-0.133133327500503,0.108902623998524,0.0247693340208769,0.129774190344601,-0.287906801422531,0.341971438586111,-0.0379636918387923,-0.0796848924507685,-1.51643586075206,-0.0926684162497768,-0.585389183284673,0.591589301927015,0.950928353103809,0.155463126551045,0.365849642129128
