"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","logLike"
-0.031997058123947,-0.0788749738326188,-0.0936884540080667,-0.00818437207449886,-0.0556289941010709,0.139011699794285,-0.232335459548211,0.261233827172786,-0.336624642221925,-0.158675851507274,-1.2036290749593,0.00752215365949839,-0.371822200988174,0.66350321878052,0.734073918967538,9.71420775560459,0,-0.127093940116221,-0.064429100822381,-0.12029475326193,0.161309090406076,0.242894230357018,0.133814003816027,-0.280618542907404,0.276578413633962,-0.0275507558856417,0.105961112080935,-0.649752540572088,-0.0592726004414569,-0.139561326909507,0.471900316835238,0.595786345336544,0.686661372392399,-0.455438573268568,-8832.70695554044
-0.0319970901474256,-0.0788761242331328,-0.0936881795027037,-0.00818427181271149,-0.0556272736142377,0.139012425916121,-0.232334061705125,0.261235662847578,-0.336620088655646,-0.158673816548797,-1.20362929157921,0.00752513051052606,-0.371819387709188,0.66350265457674,0.734076101154373,9.71420980630309,0,-0.127094060254861,-0.0644304365317628,-0.120296099416551,0.161308008006267,0.242890842534454,0.133815765308811,-0.28061876486265,0.27658047713201,-0.0275491952124106,0.105959462677761,-0.649749191151724,-0.0592746570745318,-0.139563480783758,0.471899800896628,0.595787019932189,0.686663434680597,-0.455435806258694,-8832.70695551913
-0.0319970965952572,-0.078876390949584,-0.0936883254074556,-0.00818338106390255,-0.0556267032924197,0.139012431609192,-0.232333580563367,0.261236787440107,-0.336618550255356,-0.158673023660049,-1.20362894184843,0.0075262503073559,-0.371818182094063,0.663502676448428,0.734076741537431,9.71421104159166,0,-0.127093907756321,-0.0644283165986881,-0.120295626027658,0.161307466176774,0.242889357829068,0.133816302746742,-0.280619030702729,0.27658149481411,-0.0275486264825858,0.105958661865832,-0.649747678401924,-0.0592756016200214,-0.139564574962482,0.47189962178344,0.595787353977164,0.68666466339388,-0.455434289585414,-8832.70695550888
-0.0319970867642278,-0.0788763099733277,-0.0936883262865029,-0.00817838637952746,-0.0556263490651373,0.139011361234191,-0.232333410209421,0.261235775202654,-0.336619094473169,-0.158672054044722,-1.20362665900979,0.007527320813721,-0.371816616246137,0.663503963645562,0.734076163729395,9.71421487333916,0,-0.127093712040401,-0.0644284996564448,-0.120295568067886,0.161306210139643,0.242886935690739,0.133816160169997,-0.280620586249685,0.276581546183696,-0.027548556026844,0.105957205574272,-0.649745079354815,-0.0592774117412273,-0.139567038665722,0.471898750091821,0.595787229234431,0.686668418731698,-0.45543023767542,-8832.70695548599
-0.0319970086324923,-0.0788762046652595,-0.0936881154443865,-0.0081769829874912,-0.0556261323571944,0.13901175329006,-0.232331280480015,0.26123559950169,-0.3366200526471,-0.158670699239526,-1.20362608634,0.00752822859808705,-0.371816344211408,0.663501350109207,0.734074453714026,9.71421969014419,0,-0.127093486261837,-0.0644283769688462,-0.120295426778312,0.161304285686121,0.242885730562453,0.133814747743124,-0.28062239470648,0.276580888893757,-0.027549083156204,0.105956358248368,-0.649744963626757,-0.0592780784633747,-0.139568186003912,0.471897883554779,0.595786621751092,0.686673032666547,-0.455426280723009,-8832.70695546651
-0.0319969292866089,-0.0788760996833416,-0.0936880454534943,-0.00817784832017606,-0.0556244061470816,0.139014000712054,-0.232327466520407,0.261235068939218,-0.33662105596283,-0.158671374453205,-1.20362305253078,0.00752809249769561,-0.371814770462537,0.663501522811752,0.734072980119923,9.71422982793753,0,-0.127093226636996,-0.0644283269135416,-0.12029511363178,0.16130033797656,0.242884114322577,0.133811702514317,-0.280626436266682,0.27658156757495,-0.0275501729919553,0.105955161205231,-0.649746102161852,-0.0592787147724747,-0.139568445461343,0.471897526502677,0.595785326675202,0.686682493061853,-0.455419460938375,-8832.706955433
-0.0319969267678162,-0.078876145764435,-0.0936881459062646,-0.00817713115970317,-0.0556230523061576,0.139014770054256,-0.232326367286641,0.261235835246748,-0.336620453194524,-0.158671485573703,-1.20362212857221,0.00752903929409503,-0.37181625713799,0.663502524411658,0.734073928541844,9.71424035777351,0,-0.127093267983948,-0.0644283613348821,-0.120295129745386,0.161297740977679,0.242881378913084,0.133809176128789,-0.28063017239888,0.276579648630972,-0.0275498989902386,0.105955649644828,-0.649748703737192,-0.0592782997261609,-0.139567416224791,0.471898812904636,0.595785986576766,0.686691903723407,-0.455415166609453,-8832.7069554047
-0.0319968996787265,-0.078876302546367,-0.0936882906351734,-0.00817406204395435,-0.0556216279923923,0.13901596678956,-0.232326562404335,0.261235075697368,-0.336619913535515,-0.158670897488579,-1.2036241468911,0.00752879878370484,-0.371817566421741,0.663502651864914,0.7340762608856,9.71426480249137,0,-0.127093424736643,-0.0644286129802956,-0.120295159311487,0.161294024278255,0.242874604464728,0.133804013657304,-0.280639126862369,0.276583002940968,-0.0275490340436389,0.105958301811143,-0.649754994816243,-0.0592769643109976,-0.139565341623559,0.471901906123568,0.595785674461423,0.686713134021874,-0.455408816046932,-8832.70695535563
-0.0319968944151174,-0.0788762975605644,-0.0936883240849354,-0.00817352521920015,-0.055622347637778,0.139016178422344,-0.232325953295629,0.26123529503757,-0.336620125982223,-0.158672765395203,-1.20362740890966,0.00752632477838161,-0.371815800442783,0.663502907486146,0.734075652215164,9.71428520760018,0,-0.127093751832603,-0.0644287722301353,-0.120295515500267,0.161292299890565,0.242869496214469,0.133799667813724,-0.280644374521955,0.276583057164558,-0.0275475503662111,0.105959840545368,-0.649756334718466,-0.0592764978417888,-0.139565647355358,0.4719036929799,0.595789299610534,0.686730327271548,-0.455407544293874,-8832.70695531179
-0.031996888163053,-0.0788763415151168,-0.0936883547106044,-0.00817537374862858,-0.0556231320410233,0.139015751675952,-0.232325005906357,0.261234591345945,-0.336621240510427,-0.158675188577381,-1.20362974342728,0.00752581242846717,-0.371820456977863,0.663503702355735,0.734074457361656,9.71431975575686,0,-0.127094202877511,-0.0644289692253624,-0.120295947739923,0.161290044391241,0.242863583458728,0.133793129476884,-0.280651652670027,0.276586316942669,-0.0275461046394115,0.105961329265307,-0.64975426698092,-0.059276349473156,-0.139568765122412,0.471906004808166,0.595794224188521,0.686758724661509,-0.455409216483962,-8832.7069552442
-0.031997089212523,-0.0788766902205734,-0.0936885888380423,-0.00817871234658973,-0.0556203989713434,0.139010562867967,-0.232329015584468,0.261236639100263,-0.336622362842873,-0.158673195947873,-1.20363212440068,0.00751864370828691,-0.371821583186245,0.663501463347684,0.734082086694039,9.71443324320181,0,-0.127094368074989,-0.0644287299599261,-0.12029564557244,0.161281564643723,0.242861423797649,0.133785001232772,-0.280663284744552,0.276582616805704,-0.0275501941548452,0.105959862176691,-0.649745480364196,-0.0592815723834593,-0.139569508996793,0.471910146103645,0.595787008400955,0.686847259840598,-0.455426318748598,-8832.70695511989
-0.0319971736495579,-0.0788765580995531,-0.0936886580523139,-0.00817803578903167,-0.0556231685421511,0.139010787421835,-0.232329660894148,0.261236862058244,-0.336620580694285,-0.158675139658351,-1.20363424157656,0.00752269324084748,-0.371820230269917,0.663503194497556,0.734081261015799,9.71449675824443,0,-0.127094079009963,-0.0644285569822257,-0.120295159466152,0.161278951449343,0.242860524608732,0.133781827339361,-0.280664181238715,0.276581097429946,-0.0275505977360656,0.105957945936565,-0.649743953021609,-0.0592812500968939,-0.139567907734739,0.471909646966376,0.595780125851507,0.686895075743049,-0.455436493814834,-8832.70695501654
-0.0319972315576314,-0.0788765135734952,-0.0936887761969468,-0.00817721105242917,-0.0556253163260782,0.139014110097736,-0.232328621418114,0.261237029696935,-0.336619874036143,-0.158670434116427,-1.20363237066489,0.00752109608692551,-0.371820363325704,0.663505065599555,0.734080930830981,9.71453362403018,0,-0.127094211655692,-0.0644286203045313,-0.120295121547091,0.161281201009634,0.242860571443345,0.133781956930593,-0.280661557437361,0.276581176252697,-0.0275502467501422,0.105957503615356,-0.649744212890511,-0.0592791276029522,-0.139566781345326,0.471907871796619,0.595779943890924,0.686919956984924,-0.455440451697527,-8832.70695496452
-0.0319971559160114,-0.0788762883213945,-0.0936884904659545,-0.00817120072322105,-0.0556115829455173,0.139017902816281,-0.232325384347776,0.261236951594108,-0.336625607367734,-0.158669377377417,-1.20362032797334,0.00752687572075173,-0.371812969281867,0.663497984407539,0.734082492652684,9.71469214830293,0,-0.127095636423429,-0.0644292113291068,-0.120296250708128,0.161307808096136,0.242870981305588,0.133791671917877,-0.280648081019929,0.276585153268232,-0.027553621950886,0.105960231888462,-0.649748135166926,-0.0592653486237922,-0.139563901983064,0.471909873212584,0.595791141138549,0.687010168538983,-0.455446956380055,-8832.70695488534
-0.0319971097994886,-0.0788761763660053,-0.093688374905529,-0.00817044240977634,-0.055610443196482,0.139017713565095,-0.232323323133884,0.261236509600568,-0.33662450532247,-0.158668512557381,-1.20361893798539,0.0075270636006356,-0.371812265443782,0.663497849585145,0.734079732092255,9.71473063216619,0,-0.12709598068832,-0.0644293583771029,-0.120296573211309,0.16131394355922,0.242875118152522,0.133795464021104,-0.280644633026635,0.276585624257482,-0.0275539188090876,0.105964003977282,-0.649748917167668,-0.059266278767592,-0.139564514746775,0.471915914969747,0.595791631996087,0.687028108165045,-0.455446045176685,-8832.70695482842
-0.0319970048642847,-0.0788761653458425,-0.0936879552785566,-0.0081717772256899,-0.0556242151776704,0.139023817629434,-0.232332003946011,0.261236328771848,-0.336623926156979,-0.158675939550632,-1.20361855602257,0.00752627079508533,-0.371814819433753,0.663493119636546,0.734084030702067,9.71485010526663,0,-0.127096496996471,-0.0644297838923072,-0.120297750252904,0.161324196480386,0.242891060008547,0.133808084870322,-0.280636398832825,0.276587328397948,-0.0275543681861816,0.10596307881884,-0.649752940978784,-0.0592748538127901,-0.13956886711687,0.47192449114692,0.595797459445715,0.687064512915349,-0.455432614750417,-8832.70695480698
-0.0319969411223768,-0.0788764026122517,-0.093688035283538,-0.00818450418361254,-0.0556329076814099,0.13900513821146,-0.232345866788141,0.26123481992146,-0.336621543986498,-0.158679151328658,-1.20363187958517,0.00752037319945831,-0.371821067776318,0.663498390109394,0.734083845450106,9.715069961408,0,-0.12709620723985,-0.0644301719650832,-0.120298468252983,0.161335863743254,0.242912736245389,0.133823613047154,-0.280616672647831,0.27659185478153,-0.0275526124556537,0.105949291966106,-0.649768801570858,-0.0592803103280703,-0.139580836286531,0.471924318217147,0.595803609300698,0.687112795991803,-0.45540452546873,-8832.70695468672
-0.0319969412061748,-0.0788766777683624,-0.0936882254939116,-0.00819416198765781,-0.0556421331213587,0.138998699283415,-0.232346408525974,0.261236307973732,-0.33662834766898,-0.158679702658242,-1.20363309359837,0.00752038480168158,-0.371821424303269,0.663500569818207,0.734087275433681,9.71522482893913,0,-0.127095779019277,-0.0644300136869591,-0.120298154406175,0.161345302986385,0.242903154947686,0.133831894767485,-0.2806135259429,0.276589668733022,-0.0275603107418165,0.105943922582267,-0.649773878294323,-0.0592775538401183,-0.139587835407178,0.471929711181037,0.595798591412125,0.687124626678303,-0.455397211488586,-8832.70695457511
-0.0319967416445971,-0.0788755052179861,-0.0936871285951224,-0.00821723713377202,-0.0556612953812502,0.13897344105942,-0.232349993799196,0.261234262912959,-0.336637761011284,-0.158671371128306,-1.20361653530435,0.00753632660566351,-0.371815593793175,0.663501484540983,0.734082213663296,9.71690026973727,0,-0.127095330292523,-0.0644287149717414,-0.120299853269624,0.161370710469357,0.242872026033009,0.133796754586795,-0.28061876483405,0.276592025564427,-0.0275784455019475,0.105951362268949,-0.649791377377983,-0.0593291968397835,-0.139554474357238,0.471917526398746,0.595805993170274,0.687154322992674,-0.455387613929335,-8832.70695391831
-0.0319961632512129,-0.0788713923158064,-0.0936846270077986,-0.00822412624349309,-0.0556792721837019,0.138962673251673,-0.232362829447868,0.261229554035453,-0.336618343152642,-0.158663263884354,-1.20358128070534,0.00754159134030709,-0.371801371074467,0.663493445306478,0.73406787511931,9.72057357724159,0,-0.127096080866975,-0.0644298488082537,-0.12030166463111,0.161352293871631,0.242855756945302,0.133728045898197,-0.28064795827776,0.276588369709625,-0.0275838195897025,0.105960236847578,-0.649817357142907,-0.0593182746303616,-0.139574817399324,0.471933455020419,0.595807045381895,0.687198564431383,-0.455385928073287,-8832.70694954306
-0.0319942174993985,-0.0788612106662567,-0.0936770348891488,-0.00817474880487319,-0.0556789217106538,0.13895394170607,-0.232271652555448,0.261214069706381,-0.336657906579924,-0.158698055743819,-1.20354952508172,0.00750572893442924,-0.371837472312397,0.66348142860844,0.734018341175146,9.73178348564442,0,-0.127094629688947,-0.0644301299397184,-0.120310095894196,0.161179674398242,0.242771163829186,0.133731524451757,-0.280729520176219,0.276605102713813,-0.0275403887340488,0.105937292891283,-0.649894798995243,-0.0593224962390645,-0.139540403154911,0.471977772873399,0.595838953345747,0.687330877142527,-0.455419117734595,-8832.70694390789
-0.0319951829991556,-0.0788611083972646,-0.093680603545323,-0.00811535159284808,-0.0556345497107384,0.13901882111046,-0.232157167730607,0.261227326253128,-0.336692507602018,-0.158749581942547,-1.20364967426821,0.00747365884506884,-0.371891811611478,0.663536034346848,0.734055730798483,9.73820785912307,0,-0.127085297005833,-0.0644223679115359,-0.120303761516241,0.161169755414,0.242767024399538,0.133708891928419,-0.280807377613739,0.276581116672118,-0.0275451710479821,0.105997979427344,-0.64989273381218,-0.0593362305444148,-0.139576328174105,0.471905548401235,0.595796933738298,0.687401594446858,-0.455403876692589,-8832.70694173026
-0.0319953268459423,-0.0788610602964197,-0.0936808929738107,-0.00810577967296064,-0.0556294550305997,0.139028171987306,-0.232143859097018,0.261228431697713,-0.336696079581661,-0.158754359517659,-1.20366827943368,0.00746687834599872,-0.371901582094904,0.663541828934601,0.734059678860727,9.73892159000007,0,-0.127084255194744,-0.064422142531661,-0.120303703490243,0.161178132729159,0.242768700682916,0.133694823930957,-0.280813278945351,0.276579629925209,-0.0275431346329746,0.105985566755836,-0.649875518812469,-0.0593295889962394,-0.139563150746082,0.471912128606018,0.59578871001431,0.687408122993872,-0.455394494862185,-8832.70694090613
-0.0319951058957217,-0.0788607326381355,-0.093680185295968,-0.00811141202570214,-0.0556319795164958,0.139023268217816,-0.232151307458414,0.261226498685533,-0.336694608756035,-0.158765025519807,-1.20367204075541,0.00745733574776772,-0.371909632359069,0.663537299019451,0.734057450817194,9.73948670142204,0,-0.12708166969091,-0.064420752675433,-0.120302297593805,0.161172370246428,0.242760276351195,0.133697486468312,-0.280805635248663,0.27657734644348,-0.0275355707082973,0.106012755349106,-0.649838504562813,-0.0593050587611232,-0.139538362856462,0.471901444096806,0.595776080760743,0.687413979798225,-0.455370876119793,-8832.70694031212
-0.0319950392734022,-0.0788607761578901,-0.0936801361942059,-0.00811337975220942,-0.0556379076732602,0.139018487177758,-0.232151503171975,0.261225529991022,-0.336691897637071,-0.158763734500153,-1.20367571029994,0.00745883281102706,-0.371909182079404,0.66353955486111,0.734055931331719,9.73971838299961,0,-0.127081126176159,-0.0644203970795154,-0.120302088547866,0.161168940267836,0.242764080215387,0.133702641620735,-0.280812336925315,0.276577743927076,-0.0275428925264664,0.106021165113496,-0.649824888325521,-0.0592931201927852,-0.139527010378366,0.471897497086887,0.595778213866178,0.68741555430207,-0.455363744822429,-8832.7069400048
-0.0319952545694568,-0.0788613788376157,-0.0936806181244658,-0.00811861114640935,-0.0556455913592056,0.139013255838781,-0.23214905058575,0.261227869389206,-0.336707086170977,-0.158754272187316,-1.20367719107743,0.00746920574864362,-0.37190085971788,0.663544476249635,0.734064056569676,9.74026562489029,0,-0.127081241213995,-0.0644207194809813,-0.120302422187257,0.161163793823034,0.242773057386276,0.13369860608422,-0.280813830861708,0.276578922044351,-0.0275299098564897,0.106029269696122,-0.649818064117826,-0.0592865750502645,-0.139524052484078,0.471901362780656,0.595778455124195,0.687415840262576,-0.45536006940065,-8832.70693925175
-0.031994219848164,-0.0788588432218083,-0.093678011049308,-0.00817371952357752,-0.0556875632034754,0.138969027411378,-0.232193128481172,0.261219584618774,-0.336659460056119,-0.158722514161817,-1.20359502881604,0.00748151054728358,-0.371865268101656,0.663516169587506,0.734027377188771,9.75724298232834,0,-0.127078887603593,-0.0644192539670403,-0.120297211269083,0.161259892903915,0.242806079551982,0.133685943960901,-0.280961226445929,0.276548731859817,-0.0273897435505589,0.105997220102116,-0.649803916776445,-0.0592390853155931,-0.139522321462891,0.471894725608061,0.595732787542517,0.687406808095859,-0.455363434460733,-8832.70691863997
-0.0319941467905412,-0.0788563976303761,-0.0936765231154571,-0.00818099526608552,-0.0557023589450855,0.138970387599024,-0.232291106916134,0.26121320174976,-0.336578114619614,-0.158681396931781,-1.20354964687441,0.00750364903614304,-0.371818452591256,0.663494096644755,0.734008988319457,9.78957095588001,0,-0.127088766757814,-0.0644286465025958,-0.120302595812283,0.161223875492148,0.242780670710063,0.133519950582956,-0.280859370669568,0.276562604551505,-0.0275173720136391,0.105997395694692,-0.649788016055453,-0.0591855758647983,-0.139560008670313,0.471984267782827,0.595756124592076,0.687391033359538,-0.45536244788353,-8832.70687413392
-0.0319940410321431,-0.0788556602024569,-0.0936754379301536,-0.0082228789859732,-0.0557457415939804,0.138940910160052,-0.232414082329436,0.261206822145631,-0.336492685805937,-0.158614342572622,-1.2034780097502,0.00754482946623607,-0.371746259059557,0.663464430594318,0.733988156634084,9.9220133639958,0,-0.127097464445405,-0.0644372426579628,-0.120304735092662,0.161237613266386,0.242796049988631,0.133382180561852,-0.280806927064455,0.276565561189111,-0.0275706828669915,0.105994625490748,-0.6497359576766,-0.0590988939270079,-0.139580540289017,0.472061810113084,0.595761014555841,0.687303565981673,-0.455356653989194,-8832.70673585706
-0.0319942974034074,-0.078857428438455,-0.0936764426030633,-0.00822436225819115,-0.0557419733445211,0.138942073587594,-0.232423150950606,0.261208592613419,-0.336492724798738,-0.158610578143778,-1.20348170570796,0.00754867226261848,-0.371742887663875,0.663463586884785,0.733993497428467,9.96294070746827,0,-0.127098404393671,-0.0644376733033066,-0.120304261051415,0.16124547165325,0.242805814992818,0.133401797057862,-0.280783318408209,0.276567696065651,-0.0275766952786205,0.105990896163586,-0.649730316749811,-0.059103306005944,-0.139582307398896,0.472058504078951,0.595764442740536,0.687247007166206,-0.455362255172353,-8832.70668661585
-0.0319947615966282,-0.0788606255492633,-0.0936783827632345,-0.00821938498529869,-0.0557262601612902,0.138950799321949,-0.232416711571891,0.261212809123479,-0.336508301120238,-0.158616202234847,-1.20350122148477,0.00754785097338965,-0.371750178020322,0.66346766016689,0.734006531278558,9.97091036127686,0,-0.127098427938883,-0.064436850872705,-0.120303037903269,0.16125657787262,0.242819951559869,0.133460732136205,-0.280752207906868,0.276570815228633,-0.0275772757008525,0.105984974414484,-0.64972978102929,-0.0591264920006978,-0.139581485832463,0.47203862971849,0.595769351494916,0.687165347504096,-0.455372820723547,-8832.70666698089
-0.0319977486560763,-0.0788812110291051,-0.0936910633324091,-0.00817584614358172,-0.0556137959946703,0.139014800048639,-0.232340019568614,0.261241534506653,-0.336632464976117,-0.158671052414732,-1.20364600208929,0.00753115065753668,-0.371817112073156,0.663502346727957,0.734095629136815,9.96796969864253,0,-0.127096046537832,-0.0644291080834745,-0.120294606221623,0.161323251989116,0.24290596492604,0.133876253185417,-0.280570263703477,0.276589747014258,-0.0275650186660838,0.105948247198638,-0.649741713527474,-0.0592993246667822,-0.139570515718051,0.47188927155793,0.595799263421019,0.686670876900081,-0.455441805010285,-8832.70664152094
-0.0319968271880585,-0.0788748912583452,-0.0936874066558347,-0.00817435802401588,-0.0556365874261764,0.139002305218947,-0.232317522905966,0.261234776044841,-0.336625380258205,-0.158678314029716,-1.20362604986942,0.00752158964727953,-0.371822332190241,0.663502394119428,0.734075003061882,9.98322657063958,0,-0.127093541991083,-0.0644283231093156,-0.120296508117277,0.161296812032514,0.24287328888777,0.1337957814592,-0.280649602275093,0.276582523565836,-0.0275480368405816,0.105961278258047,-0.649758422166775,-0.0592770622428794,-0.139566693706757,0.471907486423739,0.595788190602855,0.686862804564148,-0.455422228920705,-8832.70662282206
-0.0319967479254592,-0.0788743396861251,-0.09368704804782,-0.0081765459613451,-0.0556400135557734,0.139000499578782,-0.232323065412411,0.261233845022434,-0.336619695418722,-0.158675189029155,-1.20362049445046,0.00752296348008871,-0.371818782385233,0.663500658157348,0.734072106624014,9.97293249373201,0,-0.127093840192166,-0.0644287663567384,-0.120296786884498,0.161295513356812,0.242871319948572,0.133781107018452,-0.280652466594121,0.27658213515246,-0.0275499991318337,0.105962079938718,-0.649756391085518,-0.0592700675972104,-0.139567372652356,0.471913603560178,0.595787457257456,0.686873081132824,-0.45542018471729,-8832.70663407997
