"Class_1","Class_2","model"
-7.01790775687424,-18.8837016128035,-7.2504447064994
-26.1764177016263,-36.7954283034592,-27.1974794072184
-25.7310452244518,-40.9552151256156,-26.4654031614954
-5.3344673735507,-6.91788506521246,-5.49827564027094
-14.4218556394052,-12.7210541204078,-13.4075951987648
-50.7080501494167,-71.3125597129428,-52.734075288087
-4.61225525631691,-7.67795284027123,-4.7132045455388
-12.1822996653468,-34.5725948939532,-12.6583410000338
-2.85676728262472,-3.44360595721024,-2.95032817555296
-2.45121503305982,-1.69430871212673,-1.87674024114992
-2.74792273625979,-1.19778390025921,-1.38712868031313
-33.6122969813255,-42.6719010413008,-35.1180948603563
-7.06318353588602,-5.62166199581153,-6.01057821075903
-3.97276818743179,-7.24083756929687,-4.18625698472667
-2.21477739616772,-3.97266265359505,-2.31570133868266
-12.5911297448983,-12.0907350972128,-12.3701818573515
-4.61549694460056,-2.68774708841179,-3.12414701488449
-6.80074372728351,-8.8587193308149,-7.0061509957949
-4.80243611642171,-2.66416373444439,-2.90963714070235
-2.99272446218824,-2.47813955496479,-2.6729574340533
-6.56203279145701,-3.03780809138037,-3.45015420585378
-4.12232989311464,-7.28808606975856,-4.28808780034822
-4.24311296951783,-2.66271353874031,-2.93951077627254
-10.8077936769528,-20.3419145324842,-11.0558409129066
-9.15463381319876,-10.5475451315714,-9.41033392107872
-35.1253452039103,-58.6802437882494,-36.1547996542149
-34.6245549491531,-71.8564889577251,-35.6540270891289
-20.2147452381564,-52.0925685732433,-20.8192401819845
-4.07679079842987,-2.97512707048547,-3.32909196975093
-17.8917239601551,-36.1951068510126,-18.7873128510628
-22.6062032573138,-9.7876955648645,-10.860442256868
-6.3412470316084,-8.79915489718214,-6.46840734407124
-75.815285734831,-51.5963751810165,-56.2715847813676
-3.14727239624258,-1.34013719529646,-1.52958026014018
-3.75094000771723,-1.59825126715061,-1.86074544141461
-2.92092067841089,-2.94608445623718,-2.93040867850647
-2.86403682803615,-2.13088825778197,-2.31681784514499
-3.62108603789651,-7.07728983088411,-3.78685447494473
-7.97984927463399,-19.9668994350392,-8.21206235114208
-7.72041119029626,-3.91800483190798,-4.36618361462545
-11.1779379879981,-10.0398855193807,-10.5012454037472
-2.27030543447374,-3.50636730355392,-2.36816523629025
-3.78159218337468,-2.65641883233908,-2.89672127443954
-10.5107930074389,-11.2488944735484,-10.7356099102482
-3.65786717246511,-3.04573146982552,-3.26402765459132
-2.37680834617145,-2.28617644218407,-2.33680636607723
-6.45779046697816,-4.70474375751728,-5.13510556176871
-8.50859726881389,-11.2442611339759,-8.84953638017738
-2.46177430305427,-4.97395572725968,-2.56272298676769
-49.0013661225492,-77.5735847665221,-51.4439786161174
-32.8045227846285,-19.2554601446974,-21.2382555710375
-10.0337721797079,-9.74596203336712,-9.91200237582328
-2.49248721747002,-1.0964917631459,-1.29106542395398
-62.9265616627416,-90.8647312910249,-65.3677653600113
-3.28063175636106,-5.7480837975142,-3.38158028233849
-18.9582706416113,-15.7466669380683,-16.9467046540867
-20.4331778179899,-9.83544762295258,-11.0024157412598
-6.31000624423311,-5.90773380949712,-6.12049230194063
-2.96308519697878,-2.79912033631606,-2.88682126152666
-12.1781599860356,-5.40108387181921,-6.31893805292036
-3.27623306118906,-2.23973723150194,-2.49219108924664
-15.3609166152723,-8.02785464517681,-8.98314534050995
-9.50305731118436,-9.71828354776523,-9.58105194350907
-8.56850875610072,-15.4392147128822,-9.04691797352863
-11.3374945218233,-15.6358598932134,-11.8237582112295
-5.06537707067043,-1.6298221781935,-2.04313285179358
-7.31060075735466,-10.2253137603575,-7.73551405109162
-20.2717867687443,-13.5324362910094,-15.2469175166508
-20.4242579883985,-40.4611805781442,-21.3198782298077
-5.66501960046139,-12.746522771594,-5.94673016414784
-2.80835349310283,-3.69646540008242,-2.90498757118345
-44.2668879690167,-45.4101208008054,-44.6581008946305
-12.9709735617628,-35.7056743963547,-13.5754684980303
-23.6163577948225,-19.694456092734,-21.1468593667902
-6.82924691765338,-11.693641678628,-6.95656830018331
-2.22836400790499,-3.63261256223896,-2.32637276043704
-7.76241426982045,-4.44238546772371,-5.12577347669062
-58.8077416786881,-36.7534737209004,-41.3955147011964
-7.60033380211837,-10.8025143350518,-7.91142099285615
-3.19158844047487,-1.55834191792211,-1.74773289169701
-36.0349384989849,-66.8087421126627,-37.0644100972214
-23.9188326406263,-38.5977800685147,-24.7545655383838
-8.61445362099925,-12.5168538620428,-8.84658798267631
-3.87274079856375,-4.85144148780762,-3.97257298560336
-13.9060522400955,-9.26635671978853,-9.9419378815041
-12.2131549805161,-7.4031916730239,-8.07913533048254
-6.11922024774374,-7.81250233991741,-6.34312966124317
-19.112285851577,-34.9591931913278,-19.887611076626
-5.14092787848138,-8.38659968925236,-5.42962068555717
-7.3843166307798,-5.45088155810254,-5.91273977128571
-2.51196933037629,-2.49704976849001,-2.50605524059675
-3.27924952041524,-4.65074620941596,-3.4055967956617
-2.64739324825585,-1.43855165589464,-1.63258187673823
-22.5891589143471,-12.7513642367127,-13.823831240901
-2.69960827739564,-4.51294462056828,-2.82663077169636
-2.41036097471231,-2.21865156501003,-2.31407997484168
-2.09705227707967,-1.16404345247237,-1.35057154749071
-2.53470431787831,-0.955184914451166,-1.14454825441277
-4.91276419065393,-4.65598580727959,-4.78397988384665
-2.6828170612474,-4.17146350580196,-2.80946420827732
-6.73817049933299,-14.1956261241648,-7.02841233532632
-4.95334608503795,-4.96236507851625,-4.95682108522385
-62.4458569530401,-69.1334510438355,-64.1299704904424
-11.7191583817357,-4.61216759751376,-5.65409553177546
-3.56105389017916,-5.1414159482936,-3.72484433279832
-2.61026698892945,-0.990804763842913,-1.18562160389039
-7.32913435489799,-7.33680265936296,-7.33209298484894
-2.58385496660167,-1.58840385492953,-1.77571948356646
-31.4731909363439,-65.0910173526163,-32.2485603901203
-8.29327143154353,-8.77191593833936,-8.43022710487237
-2.06351683462971,-3.11786690983333,-2.16369205752333
-3.78476773062873,-7.62614544126189,-3.92922502333769
-5.26881790644027,-5.57682235219768,-5.36962387407854
-4.31355490875356,-4.58741327367331,-4.39234315995076
-11.0447362419445,-6.76418705819444,-7.5620063684798
-4.13473666857451,-1.97235275080817,-2.23485331051077
-1.91382673097504,-0.658431936730738,-0.847320069240165
-17.1194877353106,-40.7501776159321,-17.6147588640815
-7.0924564231884,-4.81521882448432,-5.4472842729605
-4.92944409651734,-4.11472768242662,-4.42961924841848
-4.72796733800294,-9.38862478279212,-4.93542704410218
-4.96414138597496,-2.01422659187118,-2.42599771867429
-9.40769632804995,-6.85261712757415,-7.68953556772211
-10.0578596780255,-7.88509213154453,-8.71041352280161
-5.0191670610543,-3.80695281496631,-4.20091914740018
-16.8270040331307,-20.1250625418261,-17.5139001988692
-2.30338886593562,-3.02236453187904,-2.39806191467603
-16.4715020202858,-11.7343983394167,-12.6421239448881
-33.0108706061985,-46.2471033979977,-34.615497411766
-15.2045176732484,-5.87848089213578,-7.044802867587
-3.35506213766514,-2.73272148558684,-2.97736058022235
-6.80620427068666,-3.02435741390051,-3.4367973407412
-6.71228476425795,-6.8939855739616,-6.77382423091384
-25.0247137155312,-18.9942973804024,-20.6208406642587
-4.06286963329083,-7.45657199937318,-4.19723750358441
-2.54327364919442,-2.23718556435956,-2.38262721271616
-48.5709060914947,-61.7213164291049,-50.8007846616637
-5.89690552860709,-5.7636440378494,-5.83884800304149
-13.8344712853338,-10.5229232245619,-11.421085290057
-3.41330568866043,-3.27318680930172,-3.34693574825851
-63.1430844808456,-160.568356037621,-65.5961293147231
-15.9452026319491,-24.5433764329659,-16.5003701621796
-7.86167875701639,-11.5130161378594,-8.17412965768431
-3.49431476642341,-1.99625144374883,-2.25696711571932
-7.540717483019,-13.7544277820974,-7.78876324896757
-3.39629114821057,-4.47210345558239,-3.52726687358171
-2.4080415801421,-1.39197015187695,-1.5794968453625
-9.58112595312723,-6.16313666465499,-6.76428854833195
-9.4294743584554,-20.2766322016181,-9.78020777410692
-4.49271843060806,-7.97905954892974,-4.62708650773327
-41.1230439048209,-22.8209207981523,-25.1961022037123
-7.4293483746073,-5.27524567179665,-5.84731350421866
-13.1503805301305,-37.4551396559147,-13.6456516589306
-85.1859823896118,-169.877095501869,-87.6390270949665
-4.07783047908866,-5.06581694062523,-4.21585196743835
-18.7287903933422,-17.9427218679186,-18.3469309175914
-4.63610888117413,-8.21413644598096,-4.86816576830897
-9.07246796508162,-13.3843912181836,-9.35438869873837
-8.5027856813424,-12.3145397959208,-8.81553404601932
-2.45117152691828,-1.61586631953473,-1.80055672096158
-51.3142951462094,-64.9386354825726,-52.5387004169358
-28.627275672124,-37.7409731462031,-29.7514961316746
-3.41349163311594,-5.37781881818645,-3.51443165606712
-3.14600324644314,-5.16018900058021,-3.2902615811108
-11.4441814021929,-15.5213645765807,-12.0204799237441
-11.3419410183223,-21.7151950765087,-11.8371901138093
-3.67923635756621,-5.71052237902179,-3.82350593694182
-13.3433325742749,-14.0390317488807,-13.5354398759351
-3.02724159224808,-2.68822779321676,-2.82855487736509
-2.7512128973344,-1.2382517262441,-1.42756875733985
-5.23529811625071,-5.29679485635626,-5.25809402615958
-3.32148508482324,-3.34836180870318,-3.33161731201255
-2.16414363360099,-1.42884593546109,-1.6104887532551
-19.118140564205,-11.6815874068235,-12.6369867520489
-3.2727674132884,-2.07528988741957,-2.31712790379828
-2.8789881168818,-2.87479330666023,-2.87735113396207
-3.22510844644125,-1.29862808760767,-1.55772318133758
-10.4951433305191,-17.1433995771736,-10.8458354564517
-5.01927589554702,-3.5351921226848,-3.92556082330234
-4.03514512261636,-4.89266905476709,-4.22763570242816
-4.30015340845414,-8.29135982387962,-4.44461086168954
-8.51507736338069,-7.80158652148654,-8.13305304442765
-6.36245960537677,-6.70163625466518,-6.46643084930483
-2.51724254395344,-2.98566316747361,-2.60354512582573
-3.26415397686176,-4.8148384238611,-3.36503381441203
-1.98280289764513,-3.28557288319247,-2.08352046594777
-8.94094710908602,-7.40354232413874,-7.898339620755
-16.3017741827935,-5.29781181589146,-6.61145689434552
-7.74218703777145,-15.3452072687379,-7.90796320531101
-16.2419147898347,-21.3758990218096,-16.7216060420523
-4.12292224496761,-8.07550804802687,-4.26737966428691
-7.13705853564491,-7.67329920414187,-7.27697749961918
-6.80482452404102,-4.01791000472056,-4.46486926079328
-6.62304384498882,-13.5083654524986,-6.90516399079651
-14.1534217188987,-17.0907257805852,-14.5792003840845
-2.36374572689417,-2.22985604762476,-2.30538375959382
-8.23778204938576,-9.45843978241962,-8.54550673349038
-44.541969358798,-108.023074976116,-46.9950045054788
-3.05669626552228,-2.33584438637458,-2.5574049528237
-7.73937187266376,-5.01219164132355,-5.41176575580003
-20.7542426595579,-40.6858420884216,-21.2373202362424
-9.38527488003553,-13.1936590007233,-9.74304898241972
-9.33146989623221,-13.4979508053674,-9.80179727703476
-5.1238306012606,-3.02070749306887,-3.4278047226964
-4.34130108607768,-2.87751911748429,-3.26685665633398
-26.7172817126831,-21.2922354657642,-22.9261932313898
-13.9879389037291,-5.44114155158007,-6.51296777637222
-3.17038450995102,-2.79869423670665,-2.96547697831421
-6.39872423964617,-7.29045478220187,-6.62220008857217
-12.9285467756622,-7.70893886064101,-8.65632861421308
-8.24645694687644,-3.22202180116998,-3.78231197930632
-4.41363238686037,-3.71439143465155,-3.95299173830777
-3.82180346907768,-6.02751988473784,-3.9199232070175
-13.9462904210139,-24.7336452497653,-14.3639743492446
-44.3632137637382,-34.7040095662895,-37.5966174893112
-3.80665352114453,-6.7846600012263,-3.9339731981097
-5.11488728413454,-4.69882951207814,-4.90484195568823
-62.9826139263929,-30.6781397314416,-35.4028286052035
-10.780979372206,-5.64877290335197,-6.45212241667481
-4.43007199126277,-9.57063323460946,-4.57452968158405
-2.23056040943612,-2.06486390198032,-2.14944984840996
-3.06070946348999,-1.92002380625159,-2.10845419479045
-8.83127530325768,-3.79834721893016,-4.35864012433626
-11.7901171092523,-16.07058289342,-12.2762203920564
-25.1725393156837,-14.8172469017292,-16.7815451205104
-6.12712106307555,-3.38372879022555,-3.79601905064727
-2.09076108553548,-1.69353162564673,-1.84378781238098
-4.09767231534983,-2.62947005255229,-2.87363470998483
-5.99394575118336,-3.7770882439844,-4.35224834828435
-3.19748587507311,-3.00199403075888,-3.09820964800398
-6.13742240093771,-9.50923993776867,-6.38506328771301
-12.3289487837015,-9.36986129014005,-10.3724886065213
-2.99574705778701,-1.06863691269588,-1.26354996138081
-3.20198702892453,-7.07141531967509,-3.30010882221508
-6.07991590675668,-3.01655739243431,-3.41670967984571
-8.71310675427817,-14.228814563862,-8.94531722589876
-14.6076628910888,-8.3331317362063,-9.25553507102624
-12.2785383595913,-8.70975275373148,-9.37942010700556
-23.7481881549295,-15.4832257226185,-16.8919714435053
-11.0294937234235,-10.3618261053555,-10.7142763055035
-6.4496120661421,-8.49509072406332,-6.66074472986713
-2.55713119598461,-0.625359929594336,-0.814820432694371
-20.0297603655625,-36.2348480674868,-20.9252390008376
-2.20233270420052,-1.81393837803321,-1.98124728901568
-5.89773676224748,-3.76274098044298,-4.28579273835002
-4.93367740598832,-2.16536730193899,-2.42802717191699
-9.58546835466301,-6.72246407115539,-7.56473293384964
-7.76460124432732,-15.4898450190469,-7.9787688053352
-3.90225560874014,-3.1309114629115,-3.36772967994881
-27.911627087826,-24.1408521109434,-25.7627311145281
-5.27721889194822,-4.74458448853892,-4.99094666316986
-4.39205636673133,-2.41662209737852,-2.85367394859743
-3.98910586311105,-2.74122120924095,-2.99619324901431
-4.39805698772327,-4.76157204104077,-4.49775906332416
-14.107048102939,-21.2868890030966,-14.585604576415
-2.6861947185058,-2.71204692668538,-2.69593478349821
-2.84356442354112,-1.57999923484055,-1.85266250704924
-7.53511726571712,-2.46166967300124,-3.00633585158744
-27.8665100561143,-41.0623231681708,-28.8985453842176
-2.43265914191436,-5.02613318100079,-2.53078063991274
-6.22494866964575,-10.2514793407413,-6.43908896235126
-2.51755529459353,-2.33916604191646,-2.42883541932464
-8.93890004174931,-2.45376125201428,-3.0596795089805
-6.32474300293096,-6.97138750153986,-6.48000985486611
-2.09185878102111,-0.976690434925862,-1.1649783234311
-13.7885832823206,-18.3443639059287,-14.3928849432191
-19.1982944191291,-44.0843480665738,-19.6836480657183
-5.24150172963392,-5.27679947717478,-5.25484467846714
-6.16747539702599,-3.99503792057532,-4.46680753232904
-4.98036217019329,-2.58080572928157,-2.97358760014413
-3.04237185621634,-3.91184193359999,-3.16387208872255
-24.0413038773954,-10.6272697090673,-12.6194021454991
-3.40421432422843,-2.21352452228484,-2.43398800901954
-77.0696397250502,-159.382382891117,-79.5226843454652
-4.19013815265341,-2.70312473101223,-3.07981395067905
-12.5365563050826,-10.4364472197467,-11.3259404763318
-3.27888834982554,-2.91981304473481,-3.07907177609799
-5.80425862898609,-2.11092307973093,-2.5159296732153
-5.72779774924565,-4.43714249169597,-4.83130772006231
-14.7674903189225,-17.2110565940909,-15.2956960515962
-8.57254434046396,-11.2537697536864,-8.9907129033489
-4.71775340381187,-5.97098969617838,-4.9093780570685
-6.89338721015743,-14.9236166260435,-7.17509906900429
-27.7634170077272,-25.8159234499633,-26.8104093377981
-15.045960101299,-8.88810294707249,-10.8023741699669
-34.5830363333449,-66.0645792692034,-35.7729516378626
-5.83807992182308,-6.37622360693741,-5.97565301998459
-20.9167349193555,-10.8246615507477,-11.9914481946769
-60.5548456509972,-37.9010966793838,-42.5537787680759
-17.2421623007981,-7.79904666581338,-9.51232654717509
-5.09051908215,-3.56371755252,-3.94202847567507
-28.99272603748,-63.1175594682995,-30.4034230173533
-28.1539388435551,-67.8176802565524,-29.1834110014825
-32.095488172062,-39.1087496790141,-33.1185362708705
-5.74319854521397,-3.22553258373024,-3.62879037033413
-61.6473260744621,-139.272771957928,-63.6921251760117
-48.7158362105735,-95.9319732483082,-50.1265458267292
-3.32608581922597,-2.77409531340945,-2.97507668520207
-2.86325260177011,-2.67265675161538,-2.77037807514731
-31.09911479466,-13.1196013551084,-14.7337728724242
-15.3845600079535,-17.1302987733217,-15.8192783887958
-41.4447862517515,-42.347349899087,-41.7756958779242
-14.2349201572919,-6.23613808841332,-7.50536529446439
-18.9237514411667,-14.0624196762469,-15.2810790110172
-4.75909059621587,-2.71152179078256,-3.10156755685348
-15.9518341442518,-21.5627916964517,-16.4515797700237
-6.00225559996189,-4.35055729069428,-4.85542893925124
-41.0055309485983,-52.6754247310977,-42.0299020332929
-4.18347974861294,-7.04292073770722,-4.31064991237008
-16.6658387682598,-6.11036178556974,-7.29665722696732
-2.30725053603336,-4.20909576943643,-2.4053629362253
-4.86256935266556,-4.0494391965914,-4.36402853910877
-7.71831080796952,-8.83517953606841,-7.9502491347716
-42.7644563609399,-45.8847019762989,-43.6620609295176
-6.40649077303832,-5.72544640209546,-6.0201859933506
-6.45440985084762,-10.4320739799161,-6.66802065832186
-3.82101565084543,-1.2820904530808,-1.54472434021469
-19.1744781285489,-21.5777758484575,-19.6061216030679
-12.1979581082022,-10.1981161040274,-10.9421152145224
-9.79310954007443,-6.39780733224191,-6.87977633801525
-3.78556321824162,-4.26220801306607,-3.88786517966204
-50.8842993158673,-37.9270108219783,-42.1050488732965
-28.2389604874303,-35.543522537529,-29.5095697103165
-8.38144490519945,-16.3905912749938,-8.58591937330762
-11.3350035637716,-29.3076609669252,-11.8203572023007
-5.04000608912175,-5.88559174769863,-5.18869923684425
-31.5174222889649,-70.079593120031,-32.1219172327994
-23.171478463678,-14.6834704719815,-16.3856504563939
-11.641820621988,-10.7525880772882,-11.1907532132291
-14.4787696947423,-23.3666701267888,-14.9640447886342
-69.9333569270918,-61.6115363011612,-64.9788383914189
-6.48564669777156,-9.12996571640541,-6.73396441627619
-4.15816937426047,-7.72550421806047,-4.25629116578308
-43.3473479146916,-95.1496005014652,-44.7580576381141
-3.42504966996949,-5.00067353763097,-3.52312347154056
-8.11031100340117,-8.44062417439474,-8.22146488084925
-24.1906563336086,-29.6376475920278,-25.1562264289787
-2.20294432470133,-2.74872698620623,-2.30413283861534
-16.0441175085486,-14.4216974968142,-15.237869368993
-7.83352073947867,-4.77626566158845,-5.59275540103883
-2.52878548961486,-2.55671138410695,-2.53922372491
-9.38052468423704,-10.9205965355981,-9.6858562452915
-50.9483684892068,-42.1031254330976,-44.8067634977666
-14.9722988918988,-26.7167439243023,-15.286091847487
-3.84913552414941,-1.87090528305432,-2.11657220026466
-14.0240645059239,-13.272485127957,-13.6715041561116
-3.9839065979301,-10.582720460266,-4.08485593124454
-23.7776006564171,-33.2429532563914,-24.9060798718742
-50.2114279130496,-85.526325122584,-52.6617622166753
-32.124325621133,-48.2422273498962,-33.3531174952873
-26.2622341069636,-51.6998824879637,-26.886426954429
-6.08632904661073,-9.40227837905867,-6.33596518774242
-24.969538966721,-41.9009671558451,-26.1990456441537
-4.84411679010869,-7.1922652800324,-5.0565039903251
-4.04843634180396,-2.80959690266915,-3.03049139125018
-5.05819986287722,-4.75101897108784,-4.91466658266023
-3.16764038218269,-1.90662688759725,-2.14906914942872
-9.64979689562073,-23.3098859469202,-10.0982740786632
-3.58922986392852,-4.37907259011749,-3.68492567117184
-10.4766356796731,-9.88016671970676,-10.2007473427209
-8.80762061279685,-7.0590452740923,-7.73421396927165
-25.4217517269653,-61.0405780710359,-26.2135895336503
-3.39039512810474,-1.44384367291474,-1.66655014068716
-8.70726465248675,-5.16845554883608,-5.85504926952138
-57.5626430716006,-79.4978867615271,-59.1108813494855
-12.4738871176385,-9.82187803480938,-10.6118475684249
-6.91523641022749,-6.81747468418589,-6.87607918797929
-21.9058239333914,-12.2679602364043,-13.7905724724313
-2.28816081916719,-1.6146850786178,-1.81720092421401
-13.4624886475072,-28.9956730253793,-13.9478421990631
-4.14009156246856,-3.0338583897033,-3.3909754609966
-7.56320377673103,-14.1909019496708,-7.92352308824812
-5.0256297461027,-5.86501064619715,-5.22868299921194
-16.8645220013367,-7.21356026938376,-8.92858395914304
-93.1928757986201,-183.384730131757,-95.6459205970095
-11.9122867357215,-29.5274765793639,-12.360764103696
-6.01926930989841,-6.01280623856759,-6.01675136588376
-26.9774640129039,-53.6945200988452,-28.0120524339514
-6.78390655468624,-8.46174882013067,-7.02049225320769
-7.99567081652795,-11.6235884146773,-8.4332730407507
-3.51990359510971,-2.86794008710286,-3.06860161261055
-13.8929459684422,-19.5210542025955,-14.2066778400019
-4.40448503065023,-2.47617443380156,-2.88060007907098
-3.24730969214446,-1.8303674825451,-2.01958374248409
-28.5139526447872,-39.8593410985035,-29.3484974485985
-7.48824888858789,-12.8118911827237,-7.65402502540411
-6.6368562435787,-14.909081832797,-6.84432032662633
-7.7359775910501,-10.8623323788966,-7.9494080289721
-2.75543318170232,-6.28346384663424,-2.85355497273049
-5.7386657253398,-7.66462856329388,-5.9494921855248
-3.13657673435978,-1.97959892508034,-2.17336883602248
-24.3328060736433,-10.2713149895605,-11.5336355359309
-3.91517774087397,-6.08145341781719,-4.08060242332265
-2.73644090704023,-2.58869435928807,-2.66613801512143
-3.89907501825153,-3.6949332623356,-3.80482554853117
-2.47268551516313,-2.87561056303617,-2.56735620566449
-11.7018617982636,-21.1393639252486,-11.9499090338046
-9.15610053456847,-6.19326042327117,-6.73283078287874
-4.29451396360266,-2.35153096640341,-2.61064831909747
-21.9588100663553,-13.4589599651741,-15.2239073775012
-2.5954488546589,-2.16127304723773,-2.31762904545198
-4.56740252959138,-2.65161299274887,-2.84107181843228
-5.68470304465214,-8.68596434990309,-5.89858509583538
-11.5570295944839,-17.484993774315,-11.7706698173841
-7.50858220899309,-5.88678677101424,-6.31151976398196
-3.17247384624916,-3.52633737627593,-3.25131455361288
-9.48115010924822,-19.4439786925605,-9.7713931833424
