"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big"
"LCL2_CNL_pref",11322.6074347496,282.998155355453,TRUE,0,"successful convergence",-8832.70663065179,17731.4132613036,17972.5297158842,98,3,67,TRUE,-0.799190741258168,-0.822437311834576,3.11152319427301,11.3895172116311,0.449750199859963,0.440200718472017,2.00604237055906,0.039399999999992,0.208227771419921,0.222028622161671,0.954888744354248,0.582869462966919,0.864463438987732,966.5,1297.1,1615.7,0.19125,0.08888,0.29127,0.190466666666667,0.00257,0.00113,0.00322,0.00230666666666667,6.34000000000002,37.799
