"Class_1","Class_2","model"
-7.27443429640301,-20.2622084968327,-7.50291476541486
-3.00889757648776,-1.6665660444121,-1.86383141272103
-12.351330870103,-37.4467626102831,-12.8190679226637
-2.78997191074266,-3.57357327303888,-2.88635184712772
-2.29789542011133,-1.71188866334477,-1.88756410478081
-2.20958279329148,-4.07713795097774,-2.30875654696587
-11.0270871902878,-6.48111327973732,-7.40448861128086
-6.91036090275147,-9.3019075837132,-7.11329062131707
-2.89430166908275,-2.47020141587412,-2.6485490596807
-3.88874500610983,-2.82748307684965,-3.09780765747527
-21.3746318290444,-53.5752450595174,-21.9685816873437
-3.84914566180542,-3.00409686360714,-3.32681308247713
-8.29307936507778,-11.6496478787654,-8.63365917288209
-2.39945283026824,-1.22095666340028,-1.41763059423146
-18.3831693466292,-17.1982171654613,-17.8211585148006
-19.3220762001398,-9.91832477140306,-11.1015236147149
-6.23051946250829,-6.15678276245584,-6.20122098822314
-3.08943488859162,-2.79229477309013,-2.93410961965698
-11.4975645027912,-5.18457565878021,-6.11476884429301
-8.99722751800933,-10.6016464875906,-9.34505209901354
-2.38337607686797,-3.57577944144627,-2.47946749211108
-7.31356101225358,-4.54084720819166,-5.22007986640855
-55.0406961150735,-42.1873130852137,-46.4104888835937
-37.1142838680333,-70.1495153848441,-38.1257972630807
-23.7180724969335,-42.8764491626355,-24.5394049384067
-14.6462575112573,-31.5440157544868,-15.1328888709676
-3.76630161109764,-5.31450156353307,-3.86542114402922
-6.97186092453832,-5.25195169442122,-5.71137159685587
-2.46588306111802,-1.43214374475064,-1.62772237808271
-4.8621697812811,-4.59007500254367,-4.72534464020657
-2.48993407876253,-0.927899375930626,-1.12548431478002
-5.07257173588938,-5.79277749914953,-5.25604480046411
-1.77929705639982,-0.677501036242063,-0.868411089221325
-4.68695073890498,-9.67004662198215,-4.89079372733221
-9.38736191066192,-6.94867398022896,-7.78290944599106
-16.592059136079,-11.4365619312879,-12.3614069865707
-6.4307173384163,-3.0237068840333,-3.44193237014461
-2.57119353678734,-2.29891694035666,-2.43385110342605
-3.35560513784173,-4.43973521269783,-3.48440968850112
-2.26330691094086,-1.45807402687166,-1.64460771422989
-9.37326019919517,-6.012594121168,-6.6219195293005
-4.4944059378835,-8.65339563521851,-4.62643049880001
-38.8186164618926,-24.5437437518916,-26.9422270212487
