"Class_1","Class_2","model"
-3.03995828007751,-3.23867513520006,-3.11188939295261
-5.05943715495269,-2.71451813129625,-3.06231537278463
-2.18189957883101,-1.88963924983185,-1.99923816058655
-35.4146066573363,-62.7357672194739,-36.772170597584
-22.5079577566929,-11.6996162358646,-12.5392174442377
-5.94721119028188,-8.67837172928343,-6.11490812602325
-3.76354578861685,-2.65324809314753,-2.85335408833068
-3.92513552800361,-5.95514205929789,-4.14298982630407
-10.9770774516971,-10.2158307116505,-10.5413429704179
-2.36519852071021,-2.21491925841889,-2.28006367582337
-6.01404729943782,-5.2012398250844,-5.46697556048387
-9.0986565827844,-9.3117461359565,-9.1923098679901
-2.59307843666955,-1.16635302582974,-1.31871925762928
-53.270278374284,-34.1298772894923,-37.174474502441
-20.2573206292092,-14.413358454964,-15.5428689398614
-12.7407091956946,-6.06287344914866,-6.78132368443738
-14.6803386747234,-9.43047405932872,-10.1729836923398
-21.7516266305393,-13.1492165328472,-14.5347915078894
-20.0408437334962,-36.8065322673438,-21.2217565045221
-17.2316372353158,-19.2188004047804,-17.7517267659848
-24.1503682050878,-34.6678164487871,-25.2494801369145
-14.6042597807566,-25.5923467939381,-15.2573581550857
-8.57026141518333,-12.0277962959314,-8.87619215831168
-3.9617632777614,-2.51854220534763,-2.82501422859329
-2.86723679901027,-4.41813052961254,-3.03434615606127
-3.00350140369661,-1.8704261775723,-2.02209652059065
-5.01416639620414,-4.48155879142378,-4.64577657815393
-6.94470875962297,-7.49621899429039,-7.13271593014989
-2.67828015876443,-1.7477382767723,-1.89396542922587
-3.14536818661997,-1.73488890303949,-1.88301135991829
-4.70075225608713,-4.53809899195861,-4.61555321459409
-34.7209691963246,-40.6498300655146,-36.4066206079117
-6.39135448050547,-7.08854165759818,-6.59676307941165
-2.96620583022335,-1.81738824959624,-2.01598664639543
-5.79918653119686,-5.68852626862703,-5.7419483177317
-7.36662382729452,-10.8276763258015,-7.77783028374434
-8.25086287795864,-11.7935442081138,-8.57754722571879
-3.55025477459861,-4.06292558358475,-3.69157282144502
-4.51103324513163,-7.63277979519758,-4.68822273223315
-7.59506328759499,-5.06496752986107,-5.5259506167564
-4.44164940564941,-3.06893768927228,-3.36480688238163
-3.56095295326538,-4.40632751995557,-3.73665606887408
-2.25159241540071,-1.58797310038071,-1.72847706174357
-2.90900098724433,-2.74819987607486,-2.81649778738808
-10.5830833265612,-15.7987509268003,-11.0451556355218
-4.19832132057021,-7.34710346936265,-4.38881205971665
-7.41361782784154,-14.7946895868376,-7.63222737893248
-6.89091498884995,-7.79452387146361,-7.12589776671508
-47.6800853758086,-91.3557075392377,-50.9141917500009
-3.35572567621747,-1.99194714095544,-2.18291026102214
-9.64242758255279,-8.93598163073032,-9.20199135005452
-4.46924649673621,-2.97987277751747,-3.28741396376925
-7.19628008912268,-6.09118392325921,-6.45680450067555
-16.3756768720195,-19.6503551029836,-16.9767318081995
-62.091789131753,-36.5161831635509,-40.1911014364344
-8.7386510965626,-4.19509426262119,-4.63350087181752
-3.12344711048291,-3.05289951056639,-3.08673560012642
-8.31293634146069,-5.6025058256878,-6.03459153203313
-12.2390621408015,-9.10436044226848,-9.6247709680131
-2.378660894085,-1.13025985035723,-1.32018626798575
-2.4397931380739,-1.74423937283352,-1.91783429438626
-5.97913392550681,-4.20635591553895,-4.60452624520044
-4.62440825503562,-4.22842336489201,-4.37997511721138
-27.3051067289139,-36.0634554684384,-28.6394955738691
-6.09280601753279,-9.32296861314142,-6.37498667145922
-2.20067316417772,-1.21187340580479,-1.35862550333067
-2.19632005769615,-2.17915627020064,-2.18795986233086
-13.7328051516151,-16.5540542782744,-14.4377794745037
-3.17661827357116,-3.61627358822739,-3.30432429994283
-25.8375169018927,-12.4202529771322,-13.9800609034883
-3.45343855589831,-2.23898599646937,-2.41190590970586
-4.70292477834251,-5.46208315669077,-4.91533934506492
-6.23133028180096,-9.34190683629559,-6.50771544377734
-32.2493460436618,-53.8425499027288,-34.1082207319522
-34.6593145371471,-35.3783556556326,-34.9728262748883
-5.61150628910254,-3.72065571930949,-4.03215179789318
-31.4304047195472,-14.6686158276995,-15.932034718096
-16.1808643389533,-6.34268307008518,-7.33950874445163
-18.6614209316063,-14.8180301023016,-15.7334085112515
-6.38531364786251,-4.23575452068142,-4.65657119988349
-18.4079281715808,-21.5431150102508,-19.0108353202563
-4.03899875039771,-3.93179089530895,-3.98240145978246
-7.77641508358528,-15.1856365851614,-8.04605619920035
-11.9603548467081,-16.5025100243954,-12.4342057683642
-51.023272881175,-44.926694734465,-46.8018473396735
-24.575503868047,-29.677274197662,-25.8653672569089
-6.08152856585173,-8.39736646510414,-6.40644752866245
-3.43859578990046,-1.76914430665484,-1.96091371359916
-14.0122498261928,-9.34041012514736,-10.0122498445683
-5.36163971603852,-5.15513146519639,-5.25400016198458
-13.7005669225503,-18.0939210707878,-14.11376205657
-28.5694890980198,-36.90788849717,-29.6602559740371
-5.46745772195585,-7.78406265583951,-5.74791672195241
-4.65384624405923,-4.83215257162331,-4.72727846950083
-4.73148178159549,-10.4626879742284,-4.95009131956198
-2.76148511953738,-2.42264087659108,-2.53570091334996
-3.86314136723217,-3.65317753100564,-3.74694934389341
-4.1657609281843,-2.79964853633226,-3.00070336005838
-5.39325529397129,-8.18755276976617,-5.67502009624054
-9.4816148859729,-17.9195102499298,-9.86435901638879
-7.32897939287159,-10.254878254137,-7.70790770318664
-5.30427634611207,-2.92866798884701,-3.14691660844725
-3.00778793808297,-2.25380035777046,-2.44815262402855
-13.7888055686722,-15.9858546694635,-14.3533059440306
-5.63666757525667,-9.81762441270838,-5.91836925434178
-13.5360757368868,-9.35892777289573,-10.1101495989195
