"Class_1","Class_2","Class_3","Class_4","model"
-3.69087356861728,-2.46165814541166,-5.63878345672403,-6.35537782112035,-3.06353983973535
-41.8663973595613,-42.0315486708564,-15.7886485129519,-39.43928649597,-18.8327903577009
-52.3657568270985,-52.3064653597554,-35.6672010211572,-23.6832271618825,-25.7139376258368
-8.86155152203091,-6.47814279103414,-8.2043456072661,-4.69765311393604,-5.15455434338812
-15.7673112824136,-26.5100255150916,-10.2407546439032,-14.8253878076143,-11.6433873965771
-87.9977199111134,-34.5062419696587,-85.8087702927809,-49.3026596787948,-40.4066339641473
-9.16539582474972,-5.91193934260644,-6.72868172714801,-4.08973975165027,-4.3689149876785
-3.64522762063405,-6.38801652926481,-4.42611756033369,-4.00542979338651,-3.92852430640318
-0.871946353861433,-4.92361925556124,-2.46231172604083,-2.5733785198412,-1.13166056843728
-47.4767171243192,-27.5273362834922,-38.2423088064785,-43.7804514630878,-32.2076776112627
-6.62482604917277,-15.4725807304691,-5.1638784298375,-6.82802382945328,-5.76959102056271
-8.16644895721984,-3.35962100378856,-4.51420962280186,-5.2126054471465,-3.95372154804379
-12.4597970504581,-9.58036164601586,-12.6223298190955,-16.3034848058721,-11.0485313211489
-9.85208031677959,-10.8823808333592,-15.0728900317973,-9.38260222766993,-9.95134071160051
-3.10542512363057,-12.1913275504157,-3.23395455483005,-4.87151008767493,-3.47584630197861
-3.05773325065654,-17.1129125504897,-2.58170396503657,-4.46416957912962,-2.91348322900367
-1.11887236946151,-4.972756267213,-3.35568436865004,-3.02109183504579,-1.45540938654796
-24.0506627989269,-34.2573661083024,-17.3576235693602,-13.218735788515,-14.728771780243
-2.74811812699009,-9.34760021316222,-8.3324554416533,-5.57392222146527,-3.31318328694614
-10.2701402879754,-6.86752163336658,-6.55449132980664,-3.32186058637842,-3.78032909924254
-2.00118919944333,-1.41970684450405,-2.92492189193381,-2.14872071819169,-1.72730474773966
-24.4234907123812,-26.8842366411019,-13.0125852822189,-10.3313596586569,-11.0151158215308
-13.2832263904676,-16.2721066478239,-13.161708519509,-8.19465906110425,-8.99716702589942
-82.0466997306576,-65.7197473636042,-51.9624370539566,-27.6423421841562,-30.4896068505898
-6.1812881919947,-6.98748041072642,-6.56025027523936,-3.8986234930269,-4.25071352406766
-94.9404384801662,-96.8499490361703,-40.4887910291549,-29.132102254553,-31.9708778928117
-44.9551703139858,-12.4115856166129,-24.070566551185,-24.0461216207814,-15.0460357971602
-8.43840375173393,-46.2624750838672,-25.4824904981316,-14.4120018837278,-9.90391255466513
-10.328181608382,-12.0147353558029,-8.28485032504212,-5.83972370980199,-6.1914354788577
-72.1084435663298,-148.400297352102,-80.7232540577508,-59.1911193228035,-65.5343252629485
-1.90773933347763,-3.85888586774396,-4.83617233417013,-4.02784713212822,-2.26758082157732
-1.21498317967099,-5.45804590743837,-3.560423849926,-2.08960328937386,-1.47242804302776
-1.29572817428887,-4.5917839698227,-5.30126955287609,-2.77506941073195,-1.65465127655633
-3.48886166964427,-4.0865062382028,-2.63052763776906,-3.81112479843829,-3.01311354421856
-2.13410455620111,-3.59712590152343,-3.48043464690587,-3.0515276923118,-2.39877313956418
-9.4708652142798,-9.53710724316975,-3.16998749237728,-4.27181575453685,-3.64624988599097
-27.8364822328054,-12.2729076168856,-12.525620506735,-6.76950416949979,-7.41174582453962
-4.43754701652042,-17.0216263307985,-9.91156646417118,-5.14655440165267,-4.96178936464186
-11.2300937000692,-14.3612630226375,-14.2685625072166,-9.75276445125835,-10.575931811275
-1.50037320336612,-3.04347530512582,-2.13647436477686,-2.03313991604924,-1.79073464164106
-4.45600929576334,-2.31962497440263,-3.33813399263636,-2.30662335482762,-2.45368417388743
-3.22043150410534,-4.02660876351558,-5.67560992566566,-2.87983126213323,-3.16440594464154
-15.281827738474,-9.67274109203357,-9.70346639377598,-10.7035883392596,-10.2511900101714
-3.449111854246,-4.77484600912162,-4.9992825752912,-3.17491394400117,-3.45819377672605
-2.91104931328162,-3.59513181242672,-2.95037209891118,-2.08455288088612,-2.35703051908703
-4.37662025957002,-9.04359212351067,-9.95442280878551,-5.52788507307161,-4.95377177349102
-6.63257314504057,-3.1083180598962,-2.48456540477857,-2.99408591696356,-2.75597578076822
-104.055081244986,-26.38936125543,-73.1958461378627,-62.0727430096775,-33.6177003344225
-20.1878539312851,-49.6427397697052,-28.039793094285,-30.0205893232668,-22.8536076188346
-12.2841787904098,-13.1944508833016,-12.2424349055946,-9.12734249881346,-10.3730656555217
-119.938425854925,-72.0252925416303,-75.5047025720277,-60.3655570694961,-66.526364246074
-7.85642561860333,-4.64847544170455,-4.16986817349612,-3.07159135193943,-3.34980732691115
-20.1272568183942,-46.4029323560854,-76.1278319655145,-51.4518089151495,-25.5328867054352
-1.65382313146023,-8.31959014827696,-8.01691428912355,-6.1314210241924,-2.31054730653418
-2.36711654243177,-2.45639322081799,-4.79371044350664,-3.00848105967755,-2.57712588236884
-6.17415724371929,-18.6229937443151,-18.7550625147007,-14.6123985999054,-7.48533565670245
-11.2687987864463,-16.5727038889898,-6.31617627387823,-12.4786621550186,-7.7415524874847
-19.150831309934,-4.25452246044382,-10.7726072944695,-12.2120207914165,-5.66524131937871
-0.757787766654086,-4.45620028444301,-1.86854087236667,-1.95778993333927,-1.01647034602406
-19.506139910405,-10.9672624680937,-15.7073454973391,-10.8075292366171,-11.5908855339333
-1.19507188591454,-5.69852255385769,-4.69290398442254,-5.39282694185575,-1.76199358931523
-10.9419874882847,-5.23597468467536,-8.47797270859746,-10.0172745564363,-6.52532021903048
-11.8189443727188,-20.4587946715914,-16.9309462786124,-29.0019548944919,-14.1614876370116
-52.0278254262677,-13.8025589440533,-30.470115959433,-25.310651670343,-16.4396221977718
-15.7414430195663,-5.45931575875948,-4.72009734696781,-8.97687282756511,-5.41236949051973
-4.73599906002014,-3.21449762799022,-3.46265132148262,-2.89961057342729,-3.12732817849041
-55.5727769540546,-60.2901672741348,-60.682979884886,-35.5918472306455,-39.4897093731645
-44.3252739633068,-9.03864057454883,-17.6246482479599,-18.9598808955766,-10.8194881760302
-31.1202939941896,-43.2003230507034,-24.9810679284084,-15.5046417251206,-18.0686038552996
-14.9462737143713,-14.9856206106232,-9.46607225708239,-4.79521754066909,-5.14735909468884
-7.36219303142587,-4.25730400539391,-3.51415647394467,-4.06805613417586,-3.78646635519208
-1.21641955888718,-4.56645259621955,-3.47148840233255,-2.99537703994568,-1.7579957122768
-3.63820797146628,-1.94960873396608,-5.38234169555174,-5.51553097808609,-2.55217881910058
-55.7682418914117,-33.5755678398042,-36.4118418483758,-33.3526231083743,-34.8893088507026
-6.24437542295688,-6.09844602155091,-6.39409982747821,-4.89660953718993,-5.33652463430524
-31.3035152659416,-37.1921189179056,-19.8821831749915,-12.2746830503595,-13.590955895364
-13.130572789635,-4.57857455356051,-10.5798730530315,-9.26335319629266,-5.5033174884004
-1.52437300522772,-6.53103857686504,-3.49443088861131,-2.54958664407839,-1.78305873998024
-17.1712494395707,-21.660257997781,-11.0339257199131,-6.15883912859321,-6.80107240108493
-10.0480304636752,-25.4099870561315,-13.1424880927203,-11.9663286576951,-10.9244738543833
