"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4","logLike"
-0.152758388210641,-0.0758496441177415,-0.148113337806467,0.163535166117375,0.308684897239214,0.117917127673147,-0.0189034362449573,0.266542891829557,-0.0608048874159489,0.0490775073938515,-0.632884177183735,-0.0641215607127508,-0.139197918057545,0.524610095543508,0.596283643837053,0.288215156185457,0,-0.0687246113047128,-0.109129573235608,-0.199239045207751,0.102423155918579,0.179572150340902,0.164303872267723,0.259574210880296,0.284831660446266,-0.475739297449169,-0.437720941339249,-4.5903969414568,-0.040285256062618,-0.570507333958259,0.336567109207113,1.03743842240337,0.547779285078544,-0.199423663618561,-0.0572659759697039,-0.0417513821780802,-0.0700935824071593,-0.370351581485816,-0.491140675142395,-0.298684549151183,-1.97354269208256,0.480505593391833,-0.286768502484007,0.022724075036166,-1.19355452711476,-0.139139304692931,-0.170140909158651,0.784722960755493,0.744783964005867,-7.87490368615634,-0.269275293923055,-0.0244889481415552,-0.149377933643159,-0.0932070050297616,0.251524373157572,0.110921098641609,0.459767669275897,0.510302710643009,0.343957708206265,-0.36963489752443,-0.0287285384202172,-0.240429792024388,0.170179512983651,-0.500618021053278,0.703335459349287,0.912532070678276,9.93137208383049,-0.283936677001563,-8243.61482905428
-0.152758388210641,-0.0758496441177415,-0.148113337806467,0.163535166117375,0.308684897239214,0.117917127673147,-0.0189034362449573,0.266542891829557,-0.0608048874159489,0.0490775073938515,-0.632884177183735,-0.0641215607127508,-0.139197918057545,0.524610095543508,0.596283643837053,0.288215156185457,0,-0.0687246113047128,-0.109129573235608,-0.199239045207751,0.102423155918579,0.179572150340902,0.164303872267723,0.259574210880296,0.284831660446266,-0.475739297449169,-0.437720941339249,-4.5903969414568,-0.040285256062618,-0.570507333958259,0.336567109207113,1.03743842240337,0.547779285078544,-0.199423663618561,-0.0572659759697039,-0.0417513821780802,-0.0700935824071593,-0.370351581485816,-0.491140675142395,-0.298684549151183,-1.97354269208256,0.480505593391833,-0.286768502484007,0.022724075036166,-1.19355452711476,-0.139139304692931,-0.170140909158651,0.784722960755493,0.744783964005867,-7.87490368615634,-0.269275293923055,-0.0244889481415552,-0.149377933643159,-0.0932070050297616,0.251524373157572,0.110921098641609,0.459767669275897,0.510302710643009,0.343957708206265,-0.36963489752443,-0.0287285384202172,-0.240429792024388,0.170179512983651,-0.500618021053278,0.703335459349287,0.912532070678276,9.93137208383049,-0.283936677001563,-8243.61482905428
-0.152758388210641,-0.0758496441177415,-0.148113337806467,0.163535166117375,0.308684897239214,0.117917127673147,-0.0189034362449573,0.266542891829557,-0.0608048874159489,0.0490775073938515,-0.632884177183735,-0.0641215607127508,-0.139197918057545,0.524610095543508,0.596283643837053,0.288215156185457,0,-0.0687246113047128,-0.109129573235608,-0.199239045207751,0.102423155918579,0.179572150340902,0.164303872267723,0.259574210880296,0.284831660446266,-0.475739297449169,-0.437720941339249,-4.5903969414568,-0.040285256062618,-0.570507333958259,0.336567109207113,1.03743842240337,0.547779285078544,-0.199423663618561,-0.0572659759697039,-0.0417513821780802,-0.0700935824071593,-0.370351581485816,-0.491140675142395,-0.298684549151183,-1.97354269208256,0.480505593391833,-0.286768502484007,0.022724075036166,-1.19355452711476,-0.139139304692931,-0.170140909158651,0.784722960755493,0.744783964005867,-7.87490368615634,-0.269275293923055,-0.0244889481415552,-0.149377933643159,-0.0932070050297616,0.251524373157572,0.110921098641609,0.459767669275897,0.510302710643009,0.343957708206265,-0.36963489752443,-0.0287285384202172,-0.240429792024388,0.170179512983651,-0.500618021053278,0.703335459349287,0.912532070678276,9.93137208383049,-0.283936677001563,-8243.61482905428
-0.152758388210641,-0.0758496441177415,-0.148113337806467,0.163535166117375,0.308684897239214,0.117917127673147,-0.0189034362449573,0.266542891829557,-0.0608048874159489,0.0490775073938515,-0.632884177183735,-0.0641215607127508,-0.139197918057545,0.524610095543508,0.596283643837053,0.288215156185457,0,-0.0687246113047128,-0.109129573235608,-0.199239045207751,0.102423155918579,0.179572150340902,0.164303872267723,0.259574210880296,0.284831660446266,-0.475739297449169,-0.437720941339249,-4.5903969414568,-0.040285256062618,-0.570507333958259,0.336567109207113,1.03743842240337,0.547779285078544,-0.199423663618561,-0.0572659759697039,-0.0417513821780802,-0.0700935824071593,-0.370351581485816,-0.491140675142395,-0.298684549151183,-1.97354269208256,0.480505593391833,-0.286768502484007,0.022724075036166,-1.19355452711476,-0.139139304692931,-0.170140909158651,0.784722960755493,0.744783964005867,-7.87490368615634,-0.269275293923055,-0.0244889481415552,-0.149377933643159,-0.0932070050297616,0.251524373157572,0.110921098641609,0.459767669275897,0.510302710643009,0.343957708206265,-0.36963489752443,-0.0287285384202172,-0.240429792024388,0.170179512983651,-0.500618021053278,0.703335459349287,0.912532070678276,9.93137208383049,-0.283936677001563,-8243.61482905428
-0.152758379875304,-0.0758496778549017,-0.148113315897104,0.163535157782038,0.308684901360316,0.117917133936291,-0.0189034377350734,0.266542867824718,-0.0608048949829448,0.0490775126791071,-0.632884194739166,-0.064121574519608,-0.139197922527894,0.524610073494446,0.596283648563515,0.288215155114436,0,-0.0687245569853236,-0.109129566576652,-0.199239056034375,0.102423183741841,0.179572151295508,0.164303867448129,0.259574209343614,0.284831665149445,-0.475739289719192,-0.437720935658182,-4.59039695647438,-0.0402852629311219,-0.570507348952552,0.33656711009187,1.03743842803787,0.547779274368334,-0.199423653630126,-0.0572663982779253,-0.0417514490004749,-0.0700936986129335,-0.370351556200408,-0.491140701172861,-0.298684581677624,-1.9735426839102,0.480505619259317,-0.286768501156873,0.0227241041167134,-1.19355455519414,-0.139139332609325,-0.170140914327491,0.784722903106625,0.744783942189636,-7.87490369053355,-0.269275291478334,-0.0244892189701599,-0.149377960721363,-0.0932070344129888,0.251524376370635,0.110921066604112,0.459767656656476,0.510302730526746,0.343957717729038,-0.369634883042364,-0.0287285480361228,-0.240429791651859,0.170179519852155,-0.500618021169693,0.703335441118648,0.912532074869227,9.93137208904589,-0.283936677513791,-8243.6148290529
-0.152758419723084,-0.0758497189657509,-0.148113291174579,0.163535146971343,0.308684905815478,0.117917140795183,-0.0189034367102097,0.266542832765762,-0.0608049022567623,0.0490775190843312,-0.632884218011092,-0.0641215913240212,-0.139197927407017,0.524610043282516,0.596283649884884,0.288215153714348,0,-0.0687244883996132,-0.109129558145389,-0.199239069412594,0.102423218504483,0.179572152686424,0.164303861302593,0.259574207498003,0.284831669811523,-0.475739280358621,-0.437720928783204,-4.59039697562154,-0.0402852713888051,-0.570507367624617,0.336567111048625,1.03743843428477,0.547779261048844,-0.199423641745153,-0.0572665221326309,-0.0417515346446767,-0.0700938443342351,-0.370351523790913,-0.49114073295223,-0.298684621523569,-1.97354267758972,0.480505654948192,-0.286768501580084,0.0227241410820572,-1.19355459201123,-0.139139367773274,-0.170140919905872,0.784722834672393,0.744783921993943,-7.87490369600249,-0.269275287370813,-0.0244891122600158,-0.149377993091225,-0.0932070803668336,0.251524380979736,0.110921027369059,0.459767640902043,0.510302754105998,0.343957733232068,-0.369634865964231,-0.0287285593813207,-0.240429791136862,0.17017952864434,-0.500618021897425,0.703335421983473,0.912532082186787,9.93137209556207,-0.283936676344983,-8243.61482904973
-0.152758676236357,-0.0758501594398408,-0.14811308121026,0.16353502950224,0.308684951231692,0.117917208357381,-0.0189034123174562,0.266542458815611,-0.0608049728677469,0.0490775874811959,-0.632884467148486,-0.0641217632397677,-0.139197981116219,0.524609727385409,0.596283681937835,0.288215139621141,0,-0.0687242603974782,-0.109129462200126,-0.19923915691512,0.102423585971133,0.179572169582855,0.164303795728123,0.259574188298047,0.284831714924231,-0.475739180775746,-0.437720855306687,-4.59039717685158,-0.0402853618502211,-0.570507565881195,0.336567117869144,1.03743849369884,0.547779121560096,-0.199423516394219,-0.0572664270173459,-0.0417524372290463,-0.070095337433968,-0.370351180023294,-0.491141067833032,-0.298685040693652,-1.97354261996192,0.480506048351909,-0.286768511033671,0.0227245332867367,-1.1935549869063,-0.139139741220497,-0.170140976105421,0.7847221238262,0.744783741316993,-7.87490375376434,-0.269275236387938,-0.0244892385173579,-0.14937832086894,-0.0932074974697473,0.251524430759627,0.110920612691316,0.459767476904146,0.510302999555822,0.343957891071573,-0.36963468645449,-0.028728677627736,-0.240429782608151,0.170179617583726,-0.500618030313973,0.703335214895396,0.912532152776203,9.93137216454154,-0.283936669274744,-8243.61482903017
-0.152758661640914,-0.0758503167180562,-0.148113024226468,0.163534980807348,0.308684970513245,0.117917235966987,-0.0189034022981372,0.266542304273002,-0.0608050025215011,0.0490776188380015,-0.632884582143368,-0.0641218320351696,-0.139198003645413,0.524609597939719,0.596283702719235,0.288215133473126,0,-0.0687245361700323,-0.109129414752857,-0.199239146627392,0.10242374327897,0.179572178759874,0.164303767105593,0.25957417952073,0.284831731566201,-0.475739138746521,-0.437720823859771,-4.59039726254154,-0.0402854017084533,-0.570507650307639,0.336567119087134,1.03743851284209,0.547779062668564,-0.199423463434559,-0.0572664662908553,-0.0417527829235756,-0.070095820338935,-0.370351034217294,-0.491141209503668,-0.298685218516729,-1.97354259718811,0.480506216101411,-0.286768516512655,0.0227247001572655,-1.19355515492306,-0.139139902774435,-0.170141000654976,0.784721820512912,0.74478366649797,-7.87490377851611,-0.269275212542411,-0.0244892041340688,-0.149378431858422,-0.0932076156708223,0.25152445220372,0.110920436133442,0.459767407318727,0.510303103382675,0.343957958827289,-0.369634610666348,-0.0287287290539011,-0.2404297755383,0.170179654326679,-0.500618034109431,0.703335134060915,0.912532186465409,9.93137219411978,-0.283936665607899,-8243.61482902214
-0.15275675043899,-0.0758508057422521,-0.148113263538255,0.163534512364183,0.308685169149119,0.117917470799821,-0.0189032939917002,0.266540946158647,-0.0608053013252488,0.0490779523433826,-0.632885781613772,-0.0641224623091922,-0.139198252422718,0.524608431845979,0.596283983005477,0.288215070797124,0,-0.068724192987778,-0.109129015607501,-0.19923885595168,0.102425307979476,0.179572266575817,0.164303482908918,0.259574091664485,0.284831930543979,-0.475738724274952,-0.437720518341508,-4.59039813739768,-0.0402857804170364,-0.570508508950039,0.336567216399703,1.03743878245287,0.547778455833027,-0.199422930054415,-0.0572664206793378,-0.0417549916447443,-0.0700960660631742,-0.370349612349174,-0.491142577787548,-0.298686947869056,-1.97354244449688,0.480507906975689,-0.286768631528996,0.0227263382984436,-1.19355681337575,-0.139141571623504,-0.170141263452524,0.784718823669913,0.744783063089754,-7.87490402853331,-0.269274910442104,-0.0244890253226236,-0.149378705150774,-0.0932068965101352,0.251524666040042,0.110918699251972,0.459766729640829,0.51030409520801,0.343958621399966,-0.369633893026872,-0.0287292410280433,-0.240429692576351,0.170180000613409,-0.500618073999823,0.703334545902412,0.91253261072722,9.93137249240571,-0.283936611102907,-8243.61482901734
-0.15275702560182,-0.0758508842566534,-0.14811310111031,0.163534192149567,0.308685297041402,0.117917637822701,-0.0189032213461172,0.266540058338892,-0.0608054844802206,0.049078150625387,-0.632886557477817,-0.0641228701235519,-0.139198429099346,0.52460761433463,0.596284068976444,0.288215025076016,0,-0.0687242018660548,-0.109128747901765,-0.199238657420686,0.102426348886182,0.179572335306025,0.164303295027731,0.259574032463773,0.284832040427555,-0.475738454033121,-0.437720315887548,-4.59039873096121,-0.0402860318752507,-0.570509083656327,0.336567280927027,1.03743895318567,0.547778049501277,-0.199422585142025,-0.057266428596238,-0.0417560710102479,-0.0700956668430804,-0.370348667844341,-0.491143483867578,-0.29868809479385,-1.97354236557629,0.480509014646432,-0.286768727676503,0.0227274154665533,-1.19355791195062,-0.139142692874389,-0.170141442842285,0.784716816653591,0.744782691909281,-7.87490419719697,-0.269274704597212,-0.0244890411369397,-0.149378786056873,-0.0932062796058477,0.251524805809057,0.11091754104506,0.459766280113529,0.510304754415639,0.343959032759753,-0.369633420141858,-0.0287295828979047,-0.240429637838051,0.170180236241387,-0.50061810227741,0.703334178020017,0.912532906428396,9.93137269365168,-0.28393660096165,-8243.61482898346
