"stage","candidate","LL","gradNorm","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4"
1,11,-9819.65185535194,NA,-0.0417809629912746,-0.125698268753003,-0.269967530623023,0.151437675894396,0.0111494948484412,-0.104761992242752,-0.251729757074729,-0.306753575555337,-0.320560748428287,-0.134548953657592,-2.56519973957376,-0.0240609370063418,-0.848475616178635,0.318303458578885,0.365497044525109,0.209598066618987,-0.105453946444205,-0.167034363231481,-0.0693395197966778,0.158285408391424,0.0112104889654241,-0.0357737998117207,-0.202576790560669,0.600418007882883,0.0568532185395081,-0.111033122297995,-0.726090322547603,-0.0972983250517426,-0.316175687819083,0.427044734284282,0.829392463453114,-0.37415591328665,-0.233793638794281,-0.0264155061597998,-0.0802229635665156,-0.0876958507013466,0.174468742007789,0.00121100996199812,0.291420620903914,0.391107205552805,0.452367551422984,0.240736815732838,0.0559020687444417,-0.162740953147887,-0.0237993648219063,-0.528402640951418,0.982804156821221,0.252130084312521,-0.278950124786235,0.0936488267377536,-0.0610990213625369,0.0729481383771492,-0.0558586451081036,0.0702457243923511,0.0184963689326185,0.24833435450222,0.125338814078476,0.659035945675201,0.00109505297683177,-0.212675703558503,0.941303146596861,-0.123529613328599,0.223110581863745,0.986394063797779,0.929650405757129,0.383121914684341,0.859545060651032
1,12,-9696.24467752633,NA,0.0119250445977048,-0.0829240458664507,-0.277316080229864,0.0929837391404516,0.0236499043084351,-0.135861591463261,0.0366566405786292,0.0853094305974864,-0.194906881377083,-0.229529270218293,-0.274713988960326,-0.14104192225175,-0.186457331519967,0.243917012554593,0.941509981234558,-0.325869492245336,-0.124145611286926,-0.0754444833447223,-0.185910114782949,0.132860994576222,0.0564484168906845,0.107265595295569,-0.138851156684772,0.487896678289118,0.0304434689794224,-0.0690113220625639,-0.499004530512832,-0.138270239194485,-0.567094590458405,0.95461546335835,0.127150491108187,0.989752231341293,0.546317278304212,-0.0569472969532175,-0.0431737833294421,-0.0755231636165703,0.0746438893191004,0.0270256781954167,0.237241403452159,0.167864056940816,0.35389596911652,-0.103487981165236,-0.0196044382568295,-0.481595410207324,-0.0634803595276266,-0.75679566532831,0.967965556257404,0.535187022355385,-0.492870818545998,-0.155100700481846,-0.023357471597265,-0.0954449268889614,-0.274564429830393,-0.113540633947083,0.0294653346936291,-0.00740452275185102,0.178397724693372,0.854380444904534,-0.132005767319976,-0.0896175457884049,-1.72451775679388,-0.00220344512129451,-0.315897706189919,0.883389141410589,0.691725515211001,0.0443385843329478,0.458628519343903
1,13,-9647.70613007072,NA,-0.0235354193568555,-0.135983011900542,-0.251308872131483,0.257138373878214,0.032457458464313,-0.121480950701091,-0.461702631617235,0.276988687423819,-0.0209034544781351,-0.101937335493971,-2.58602590134598,-0.0847227389438767,0.064957293745821,0.284573643887416,0.508084192220122,0.679161528926006,-0.0288091169074078,-0.146821109448753,-0.163864105761048,0.114928480224489,0.0256650960122498,0.142715416536192,-0.371805617974951,0.419931468622442,-0.451348571913891,-0.133522224346914,-1.50514756859738,-0.106981871372697,-0.601205265299627,0.196495968131349,0.565116453673691,-0.0184107857346101,0.590511175317137,-0.0173659359337523,-0.0871150766326758,0.075865307208598,-0.0112010564393815,0.0279919044166385,0.213658439122854,-0.0600305551324887,0.148120286212214,-0.777414226868215,-0.153166957492195,-2.9610878223629,0.0509191638892633,-0.616366101418359,0.269557713768445,0.750518534737639,0.47731122901231,0.0238682239293238,-0.0567643909631313,-0.134931293661433,-0.0681701774402387,0.127471410259128,-0.0110673860931622,0.213251058443867,-0.469439196061817,0.133699390476712,0.0837468399844886,-0.0732717653192856,-1.18171262352753,-0.0358855240545105,-1.19329576240776,0.698808970358223,0.779238934158348,0.490384974154435,0.73773446237877
1,14,-11024.3546987291,NA,0.0194797351503173,0.0715354533960555,-0.2968212068271,0.103190993128058,0.0709388398020382,-0.103052472464117,-0.197661050658359,-0.0123392839733669,-0.25200939347501,-0.193267364649529,-1.2223900238944,-0.13127896121978,-0.388212283879798,0.195759694571607,0.723266109372489,-0.198699120665715,-0.0615226996865895,-0.135693157561202,-0.186014296302715,-0.0817812761356885,0.000111938680006474,0.222122794967251,-0.0727508534418382,0.335725485729402,-0.258683460073508,-0.392057484526564,-0.925878391594056,0.0534283356293239,-0.34897082322188,0.683743140632287,0.242130786608905,-0.371238038969409,-0.891472286149811,-0.11069362301328,-0.078291361983399,-0.308512780395807,0.0106181206870885,0.0291453573430894,0.0556613992942455,-0.356155414199102,-0.189876224096119,-0.367978248299142,-0.0245524073061701,-2.50301820267439,-0.110052696583751,-0.556732439131162,0.34930974422954,0.0403293063072488,-0.254698279246011,-0.133720672698183,-0.123251788027692,-0.0178780947026696,-0.104192687398542,-0.056559618490399,-0.0125638569801331,0.010035753331876,-0.199254529916852,0.760998042887849,-0.0333271147182263,0.0724628143737621,-2.62097567832749,-0.0641352759469992,-0.424395615345449,0.716771725416184,0.544416034650058,-0.0788251968274422,-1.16438457623004
1,15,-10254.0667311436,NA,-0.053565761945061,-0.0491724694359778,-0.191989496214545,0.155568154022611,-0.00461400094506979,0.156720615508058,0.17919470473392,0.173249624011332,-0.0824773513039554,-0.00567485429403736,2.02374284350926,-0.0492039367138917,-1.19414652691998,0.0999999004974961,0.908854909809306,0.475460050600441,-0.132111397596236,-0.124762409092436,-0.126011996133566,0.115408947335699,0.00605313222601676,0.133012506797692,-0.303252308334166,0.328469880817637,-0.127587637025798,-0.0701529704427577,0.579355598143204,-0.0294674291987872,-0.247053246347472,0.2770375268301,0.860269992551766,-0.574823191706138,-0.294918288389428,-0.0828448673026646,-0.0499596812045133,-0.0161448620535241,0.228512052715963,0.0231560742351721,0.121659821976219,-0.713642694841721,0.321993276460423,0.073014991820511,-0.191880637650752,-0.333750699896376,-0.0876776532415008,-0.154577524281619,0.941312693296932,0.71427281819284,0.315885450246192,0.13225425549939,-0.0211247885296526,-0.0268103016644759,-0.32622758764027,0.135033619065502,0.0580072104016789,0.0034703105399484,-0.363649339612103,0.747224166867417,-0.495987277979066,-0.127459534905823,-2.87672243412055,-0.0767893512163187,-0.482486459113483,0.0685130506753922,0.326874042078853,-0.0527747635504666,-0.0980040538288989
1,16,-11424.3110918701,NA,0.0389964983824896,-0.204146136436769,-0.166861724173665,0.0564605405806175,0.0339303522555182,0.255327910044233,-0.141836629235888,0.646036299993212,0.0673618536460235,-0.130911279809532,-1.28035601800897,-0.0370064029949582,-1.03083835888006,0.13474728374742,0.544604192203842,-0.579460418173402,-0.087306275893424,-0.0321345872582764,0.0653117179534735,0.188308391733669,0.00160164087968788,0.0601741773333316,-0.326165889492342,0.244692166404457,-0.524384876165136,-0.0809755775631073,-2.41808289569365,-0.0360007763628957,-0.504229430251598,0.19925694714766,0.31160878916271,0.890133924369634,-0.0379226219957604,-0.102085957550851,-0.0541222408532112,-0.238060766955942,0.0359192829635341,0.0136372333474487,0.185372629845388,-0.706542613642089,0.153012263456438,-0.134796368382835,-0.0885529720519835,-2.26433339971338,0.0204273599013698,0.142293995313406,0.696188985779881,0.134492336916737,-0.588376376935718,0.43656360006228,-0.109934344991637,-0.0195889978651645,-0.375512339680724,0.201406103819458,0.0302487251596375,0.0387027284929131,-0.0767547757858909,0.260469694903877,0.0652075265322479,-0.125436732527533,-1.35055921600867,-0.0418957597875535,-0.49037838300213,0.413327181939967,0.587485948391259,-0.597400593963378,-0.55725055468721
1,17,-10908.9739122356,NA,-0.0696006995384394,0.0133959514026156,-0.0411325700302075,0.0823877388536409,0.0240276411896053,0.282650452017381,-0.144151895471512,0.211847431037675,-0.548005002780358,-0.0159918802068074,-1.64467260764266,-0.062711587361955,-0.559534706603868,0.872272526132874,0.111122147338465,-0.204948096560344,0.0539402338932401,0.0473170805504316,-0.220963068001501,-0.106442607608017,0.0117652471647243,-0.00153187112409289,-0.131314775931489,0.723119201041642,0.0329585618380817,-0.112646439766921,-3.44697466319229,-0.0335622355734605,-0.275716252368167,0.149317241106182,0.972666912856512,0.266419100138147,0.664274962288711,-0.0980125909832853,-0.021656474216685,-0.298770483866529,-0.106859874557783,0.025623323809751,0.217755080072118,0.0177555297215582,0.327940950955622,-0.295246114303202,-0.118470447417905,-2.76276922709735,-0.131211843856285,-0.733888213860342,0.581505606300198,0.854688240145333,-0.130943526034179,0.451104196026108,0.0627433108463551,-0.0593410796700825,-0.308231407471557,0.0938585531379872,0.0148156123879155,0.019787645825154,-0.157525015534116,0.566863873820043,-0.552941688055506,-0.0467282432960038,-1.2910485657036,-0.0470448522647559,-0.430135603056757,0.307770424853079,0.944243048178032,-0.517789261331993,-0.819448053671929
1,18,-10636.5448328993,NA,-0.0106546115804034,-0.00687403470110205,-0.174834803315553,0.134465983820282,0.0296829676066257,0.0261773251989581,-0.380077999135782,0.179135101920185,-0.0622163362500894,0.0332681401656361,-0.28144105005009,-0.0384719516158043,-0.274976106725655,0.754718561274931,0.810028526354581,-0.364864805170752,-0.00965985251928988,0.0465188399945028,-0.0831109597784065,0.155708440446936,0.04096068697693,0.0984495672591576,-0.137725145463854,0.671423474185303,-0.661571824232113,-0.170534648653643,-1.7257748272298,-0.0365965734061202,-1.36830289045728,0.491090391417965,0.647048659846187,-0.0804046095135674,0.0640438283141084,0.0490817946845052,0.0491518711308564,-0.12403873585514,0.0647005313701947,0.0107755495651406,0.024565093108979,-0.152072473890161,-0.28365358516054,0.0699940447280831,-0.0402213114287778,-1.36625460380353,-0.00255208853893221,-0.252731751909982,0.364864008533768,0.154061368242838,-0.878586280564409,0.210439752945606,-0.205998042761961,-0.0609203480201088,-0.0587709608406965,0.123428917812576,0.00923836258156068,0.11508626306796,-0.171743509616188,0.0987132262782613,0.0593023357808845,0.077831779059597,0.515353088819022,-0.160372331434336,-0.746039478855361,0.539940666859038,0.154867311548442,-1.032853108222,0.781190547174034
1,19,-9431.37841685342,NA,-0.0554488140775502,-0.125633840672868,-0.196317540606642,0.121510997660085,0.0126211968033934,0.0933761901088763,0.315178369231409,0.372937905193187,0.256239817013093,-0.211281074460377,-0.214251303543499,-0.151678864141618,-0.326305587533153,0.42053719655145,0.932533342652023,-0.566712671960334,0.0491603369674223,-0.193864952067046,-0.200425008031327,0.261249417761388,0.0190783430143027,0.205010659984522,-0.382238533088094,0.0732064007215978,-0.515717146289386,-0.0516761646649144,-1.65735567016314,-0.0142253399895288,-0.617781511092543,0.257654138579965,0.529295927342027,-0.997198197105603,-0.488245857049083,-0.00574025521027564,-0.0199122520518322,-0.175288700671896,0.00888671825583605,-0.00262797507907184,0.197695590026995,-0.386266733184406,0.0671246447171979,-0.288414864710814,-0.276977080446844,-1.99234897685312,0.00448371341067548,-1.10305048433722,0.870810811575502,0.867301611807197,0.902415656677369,-1.17387401074268,-0.0999637236208749,-0.031682930249594,0.0353310389885448,-0.0381731363643595,0.0102284478238383,0.261912818214604,-0.438880210698812,0.401417999233666,-0.219097351950271,-0.0958157903039695,-1.43776828458132,-0.0584667269880234,-0.641447343223748,0.330060239145532,0.501029133102857,-0.581769795744234,-0.338378817602919
1,20,-11571.7055705287,NA,-0.0246724336891311,0.0928447828879054,-0.281175193618649,0.140077057306027,0.0426076017844324,0.207210901877177,-0.216270778966504,-0.0298838232561201,-0.645121354601779,-0.110260030228919,0.962036835714704,-0.0338222867235581,-1.15896718583102,0.291402987320907,0.639501012242399,0.310933585127858,0.00330309383368166,-0.0980234137549381,-0.091536091461616,0.0645271812208147,0.00806755330254939,0.182143913526668,-0.297562049646895,0.562576722932459,-0.672063361957564,0.167752221856662,1.15280270686896,-0.0285015330207328,-0.289235472215767,0.969483111160807,0.309751038416289,0.170201694475115,-0.121270623553088,-0.0287602258067855,-0.20501438872795,-0.249750942965446,0.140407019016936,0.0165835901130735,-0.00863604638589227,-0.355992841854003,0.202041286369066,-0.444139306915043,-0.13091816542916,-0.404898737546741,-0.0820890947406075,-0.0263484825124146,0.555694269244559,0.763648538952693,0.227873550481441,-0.250967221102437,0.0375045325777172,-0.111244567206395,0.0124237483929128,0.145880002834773,0.0143802515891815,0.241776568217534,-0.155935776934986,0.667573167523067,-0.713715284941865,-0.0370271636439689,-1.26605521539645,-0.0369934673391792,-0.285098245936638,0.430732355648652,0.621748173641972,0.070721475550284,-0.0441479296670974
1,21,-9188.23297773554,NA,-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872,0.702445471612737,0.637183884652331,-0.318387917219589,-0.0425411926860326,-0.130205039459765,0.0772931496784015,0.00316835504837008,0.0350024475027578,0.106325942525859,-0.403922023149556,0.517033623970745,-0.0827435530523518,-0.103108827718352,-2.57439387901164,-0.0949349313344273,0.0202639646482179,0.73867963981349,0.790388852120377,0.645657335429759,0.114455970512062,-0.0527256233789713,-0.126859697808041,-0.183143138624643,-0.0256335894175966,0.0312366829970236,0.272760873883856,0.032983124335607,0.642172973653969,-0.00884705478749065,-0.202711374048486,-1.29793779873745,-0.0929901193946413,-0.267548272350455,0.360919449292123,0.89446999839507,-0.00785218797118799,0.319830741861075,-0.090676959238173,-0.191943247121154,-0.0557973567726573,0.171633019351494,0.0288521293737586,0.0380286818943473,-0.386020998186995,-0.103029410124413,-0.211381317745025,-0.102075645527791,-1.10472447136863,0.0255401438763709,0.151595079738788,0.115028541050851,0.311126506612636,-0.161944509968688,-0.154952072872334
