"step","user","system","elapsed","tot_cpu"
"ms",25.195,4.977,450.132,30.172
"est",31.095,2.815,234.016,33.91
"cv",110.759,8.468,757.955,119.227
"psi_data",2.43499999999997,0.0599999999999987,2.5150000000001,2.49499999999997
"speedTest",40.379,0.626999999999999,197.985,41.006
"psi_og",0.495999999999981,0.00100000000000122,0.499000000000024,0.496999999999982
"feval_og",8.88400000000001,0.022000000000002,8.94800000000009,8.90600000000002
