"stage","candidate","LL","gradNorm","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean"
1,21,-10647.6063023903,NA,-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872
1,22,-10966.41406439,NA,-0.0210397454746102,-0.184647231588183,-0.170379100922395,-0.0427451356177151,0.0197457514060354,-0.332539200067357,-0.405563831025354,-0.141969910892968,-0.148811183850136,-0.0293627716076242,-1.30843606105943,-0.0824375775768003,-1.06444281319364
1,23,-11334.5110288197,NA,-0.110948656671453,-0.199080446159849,-0.0229502749329279,0.105761645779237,0.0354828650703596,0.335497322086969,-0.618093498001693,0.478351528289954,-0.147962615887963,-0.206758266940633,-3.18076424815352,-0.0754817382257684,0.29550097944595
1,24,-10464.0815679324,NA,-0.113667792760491,0.0208501648210444,-0.156386249681062,0.0555012563981592,0.0355288951295535,-0.0672618613524734,-0.323823796885421,0.653918300164178,-0.37289934639035,-0.129083813895681,-1.28153437728993,0.0140469578581673,0.554362600001555
1,25,-15682.8616302875,NA,0.0444264677224167,0.0602784986077976,0.0452990206001027,0.161298455889508,-0.00757001227390251,0.228796754429988,-0.563250699928185,0.123772991046785,-0.0913145276052806,-0.186989250167275,-1.12053594816673,-0.0447159208476775,-0.357184557581327
1,26,-9951.62968152674,NA,-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986
1,27,-12407.8408342847,NA,0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298
1,28,-10161.9638904542,NA,-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451
1,29,-9769.60172901772,NA,-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493
1,30,-11155.4816460264,NA,-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512
1,31,-10771.3387673027,NA,-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968
1,32,-11071.9758501711,NA,-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724
1,33,-11098.7713276918,NA,-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894
1,34,-10451.2147093433,NA,-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758
1,35,-16327.9136856804,NA,-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735
1,36,-11431.6991811165,NA,-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934
1,37,-11015.4014315012,NA,-0.0955623159147192,-0.260949677254639,0.0176001222263773,0.0900216891050512,0.0316561647506414,-0.0963415475577671,-0.0200010282703163,0.0468760067899792,0.299458382950453,0.071401052884289,-0.515974148142009,0.0582089077480289,-0.529551508868999
1,38,-10971.4446425227,NA,-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717
1,39,-10501.5750959155,NA,-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084
1,40,-9614.73775677498,NA,-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903
1,41,-10982.7934280033,NA,-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862
1,42,-10740.4699646345,NA,-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429
1,43,-9632.48659655563,NA,-0.0878284637654204,-0.0671021490632055,-0.164200959871222,0.0923076633545622,0.0204381781903257,0.0592146828260812,-0.373568703267639,0.195138102227347,-0.487476599624027,-0.147813232584619,-0.853436150659576,-0.0209551427657548,-0.48315893262604
1,44,-9656.24858635341,NA,-0.0795700669041592,-0.0042624781674544,-0.182976663649602,0.109172265866806,-0.0156205617362328,0.281094452178381,-0.230530437468423,0.228805095862794,0.043762739102487,-0.363705354283371,-1.76810405834797,-0.0788003763299671,-0.753693674965121
1,45,-13491.3233592695,NA,0.0142038564446635,0.0961265898570262,-0.18299144104117,0.0676489644570201,0.0449065342179587,0.0773833537231807,0.0621281234871981,0.505469077100747,-0.0750399277459452,0.0624968963960097,-2.26023276473326,-0.0937301974122556,0.193695743701452
1,46,-18613.6439418915,NA,0.0588409619886122,-0.1405997472582,0.170314650791761,0.171500531654391,0.0441447741890399,0.110133442551657,0.174850874720386,0.511428485613607,-0.298057624571977,-0.0588581119387727,-0.845144249979349,-0.0982343246302312,-1.09442032174759
1,47,-10997.922243005,NA,-0.0610671507781778,0.0047392641917483,0.0373334474039135,-0.0176263690099173,-0.023215250985742,0.193902418902264,-0.534845608803258,-0.210041635814544,-0.298277666671263,-0.101531039831185,0.0115897569048242,-0.177129245494844,-0.170725714256734
1,48,-16242.0483626017,NA,0.0495826550866543,-0.228866313641488,-0.182388852308357,0.052730514118771,-0.00235833667856967,0.209547035402518,-0.333678229020013,0.574986388309125,0.142478985948362,-0.0449681558499136,-0.657594558536645,-0.143763765465487,0.0689829585366623
1,49,-10390.3652788835,NA,-0.0812301822235289,-0.0137906252023595,-0.00494789118866579,0.152141844921865,0.0015050920545718,0.163490328188909,-0.247844464947184,0.0418367040066326,-0.433558884892815,-0.188218434097391,-2.55684019053505,-0.123807208514638,-0.511667701736183
1,50,-10025.1862093262,NA,-0.030114345262182,-0.132295790118077,-0.0978449576311355,0.0230007027746239,-0.0101896725855441,0.309782669429445,-0.134201256782,0.379749331496118,0.150491220934365,-0.235645689832181,-1.35948388406682,-0.114170372447176,-0.154292726806916
1,51,-11354.9471654284,NA,-0.13119658507087,-0.081186235753874,-0.334462199329324,0.028243978952294,0.00350111159374758,0.0620088878801135,-0.556826887752561,1.0674095987207,-0.111007472160606,0.0353577241011347,-1.27574397084113,-0.0536614320449658,-0.783647638577179
1,52,-10668.8971370283,NA,-0.0451482510161962,-0.126934263826414,-0.161004486160589,-0.0482485611364341,-0.0269046540170078,0.392796449958251,-0.0658754680730587,1.03363209612108,-0.0416328797029812,-0.0943596984288917,-1.06387816718422,-0.122781261122786,-0.786234375620397
1,53,-22541.4301116676,NA,0.0951374080220994,-0.0293956666079211,-0.330446171229379,0.0747406873406,0.0371349317976486,0.101474698683826,-0.273117881112238,0.514313593631528,-0.542646237211453,-0.0331701370047139,-0.803654765429875,-0.0740113613759717,0.142910915579633
1,54,-11242.6907191434,NA,-0.0297027235710127,-0.124881821740024,-0.0731873732517184,0.109426945424476,0.0268360110549623,0.104818799158506,-0.178030303454656,0.317503370551468,-0.322199111213025,-0.126996311224751,0.493607936233462,-0.127677845630683,-0.671025063151016
1,55,-10789.7078489593,NA,-0.0678899546876512,-0.111714766497084,-0.314689682665814,-0.0755955293712053,0.0750723657946094,0.350821387977819,-0.575511361133321,0.714207899854148,-0.0587265340956823,-0.273379909189963,-0.279766847273666,-0.0150118166329152,-0.360646804795141
1,56,-12100.318504723,NA,-0.120760360960266,-0.20084905413903,0.0722181313806786,0.0563786169683876,0.0301144677542293,0.21634930915753,-0.730623297127724,-0.183517197344378,-0.721946929438873,-0.143978260317244,-0.145852417852258,-0.00335746295669966,-0.479361020887593
1,57,-13684.5481187802,NA,0.0162550664315046,0.0615939794048152,-0.323250344738509,0.063824472517738,0.0306816547511122,0.232667409242723,-0.44945353253492,0.337163975923205,-0.584877720406664,0.195753102333569,-0.957851330789936,-0.0714001568639489,-0.740937833689112
1,58,-11743.0362154666,NA,-0.156707270786331,-0.11513001406,-0.263161796987705,-0.0101165731359425,0.00916336851146898,0.658572037537044,-0.118822497652342,-0.128777593951625,-0.138891127509888,-0.219127718418443,-2.16986547112048,-0.0147053980449839,-0.505748383724209
1,59,-10747.5562039256,NA,-0.0878012869023903,-0.246163326618447,-0.223420171434419,0.124370131373125,0.018394993962234,0.111007089297726,-0.29197567681348,-0.373863544981043,-0.450518501531415,-0.0252556820715402,-1.75630896267773,-0.136128827166703,-0.403154403102016
1,60,-12735.93040414,NA,-0.00125909807568382,0.0277007920658722,0.118343928061879,0.065930180497427,0.00283326828115263,0.282455065512142,-0.531587581561816,0.452490395343424,-0.554002076463463,-0.0684575570575341,-0.667335166606354,-0.106224096359406,-0.566657400143094
1,61,-19641.2527238264,NA,0.078544455285972,-0.0564677616932057,-0.243196896581897,0.074898559298726,0.00947272328399944,0.200492275117437,-0.0242733691604433,0.280852048600653,-0.0603826941433176,-0.086492011967621,-1.36065241514115,-0.0671459648955478,-0.65889941894555
1,62,-10194.3225507963,NA,-0.0639462030211476,0.166170072122728,-0.143458079190267,-0.0418385669127637,0.00832198458807411,0.271267948426782,-0.572160398733191,0.452396691751117,-0.098612100611301,-0.185408937948587,-0.565422744397349,-0.0162346166975556,-0.487009175407378
1,63,-10149.8134651409,NA,-0.117774570737232,-0.0780591377970062,-0.217914103130256,-0.0174598476010711,0.00825791537518148,0.124563483168304,-0.249429031299325,0.528891915717272,-0.327531693544727,0.0643643531508935,-1.03681143409042,-0.00887398194954971,-0.617118252568002
1,64,-10377.48526576,NA,-0.0444946370639717,0.0271586581358338,-0.135771065076587,0.05877931136082,0.00225509896448409,0.0377362087839957,-0.227478304476201,0.484372628499476,-0.303155934235978,-0.0360664230065035,-2.52965174147188,-0.123687862722753,-0.210597162706614
1,65,-10310.5657798149,NA,-0.124062381584777,-0.0269345130338201,-0.118628121502164,0.0490296149437225,-0.00938216678387242,0.0489367761906991,-0.44612219708686,0.322238302000449,-0.490017888925588,-0.135019125005043,-1.87052486635356,0.0216036571852084,-1.00651641417608
1,66,-9871.75814170589,NA,-0.0521536767707935,-0.121563727200309,-0.202443300347214,-0.0379758742640346,0.00746588404247708,0.0948446662976922,-0.443787676035993,0.2036880507638,-0.126001598893884,-0.187104600913722,-2.10252193156034,-0.0339573618474982,-0.30553854867239
1,67,-10489.5591556132,NA,-0.0559987425914325,0.00314883215911753,-0.193380448756675,0.0997905632078941,-0.0105765685017193,0.0496796265683119,-0.0375384069902917,-0.178192819083788,-0.416374114435507,-0.280367345946083,-1.70089426323172,-0.060345164757687,0.240683340474347
1,68,-10018.7864194213,NA,-0.0886172477540002,-0.183010185246378,-0.246960151915796,0.207102789291339,0.0423503164867552,0.188234367169041,0.0510087675721171,0.523773929101774,-0.054549630619267,-0.0833300123391695,-1.6225641531055,-0.0752996831008904,0.158016608129716
1,69,-11346.7524965071,NA,-0.00620841089150316,-0.100403126469013,0.0435446652967477,0.095957054123266,0.000259765115713337,0.263025883856299,-0.00820661386117122,0.28103013407358,-0.396468202204028,-0.0382923368565582,-0.607143268170814,-0.0114497412824605,0.0284333043981689
1,70,-11110.4468085088,NA,-0.00534582148097024,0.0500059513011922,-0.107508398646005,0.100862061411833,0.00585081425054866,0.312572660074053,-0.106821884700311,0.394640522550628,-0.462845472829737,-0.108907057329755,-1.50833881244196,-0.180290994797975,-0.400809722476267
1,71,-10289.3479609103,NA,-0.102634540753975,-0.189131478341488,-0.175539491642145,-0.0400488869661246,0.0105848110012149,-0.0117088382209734,-0.313215053027238,0.889617313462115,-0.181433938836556,-0.0729586730439327,-2.23903433764778,-0.0838631545852227,-0.79723623372589
1,72,-10357.6637785895,NA,-0.0290073637052329,-0.167376416882207,0.0205042394414848,0.0623135629348982,0.0168285800017615,0.190438201324513,0.0958929315025559,0.343537769664738,-0.381712975154929,-0.0709874172726674,-1.39375683888492,-0.0170393543753658,-0.34145656400678
1,73,-12773.6123905158,NA,-0.184190759586547,-0.146641438278062,-0.103524421732059,0.154346318240237,0.00750379356632755,0.145795492602206,-0.00536653064090326,-0.18953146531679,-0.449107073486052,-0.126569183120829,-1.38072237372161,-0.0564924890360409,0.158356460200735
1,74,-11981.9313018676,NA,-0.169217543931384,-0.299612819824138,-0.188321530605089,0.0138361695965621,0.0255941953853404,0.447516060109294,-0.250748986362043,0.139629843171981,0.417319565536915,-0.255603423251289,-2.09249113938982,-0.101164370920436,-0.317264569130885
1,75,-16437.5413303917,NA,-0.284972691942718,-0.188178935968807,0.0398966878928673,0.176937119128922,0.00481705978724506,0.185912708137891,-0.190204597122388,0.371070446482642,-0.00175123310310837,-0.186760013301951,-1.59588884652321,-0.0278388932254037,-0.268130158987904
1,76,-10974.4607394345,NA,-0.0557554374843205,-0.17071848976255,0.135104255402684,0.025164178112878,0.00147006245675826,0.00359608227299468,-0.0883273474081963,0.369869375698856,0.0496083166138777,-0.253597626126297,-1.80091544061847,-0.158821895826625,-1.03750754285759
1,77,-9918.30638756802,NA,-0.0900121828158626,-0.0433098886348717,-0.185497565830232,0.0696285856774265,-0.00140454726065826,0.403950017009492,-0.289400079970621,0.467502438637115,0.268952088324137,-0.0658002383217998,-0.638480577246981,-0.0449536360811015,-0.552051243218735
1,78,-16359.3485201037,NA,-0.22648933055259,0.0727057885583466,-0.0937868669460457,0.0211895764938917,0.0350078028323066,0.00278547850465996,-0.195912549810768,-0.188250984442061,-0.0904713213155671,-0.232558409710733,0.762007561697951,-0.00783482982150008,0.16502816023738
1,79,-9798.68873657019,NA,-0.043767499183986,-0.0855592460446938,-0.139419326005228,0.00638592616271463,0.0113182335538811,0.0308168646283776,-0.346616093346555,0.253985781413938,-0.49610016028991,-0.311760992042017,-0.607613400121167,-0.00866156478453969,-0.701285348454569
1,80,-10530.4461342851,NA,-0.108205960949523,-0.0923506657304856,-0.216765907813351,0.128872790212246,0.018144570248146,-0.0811731960459116,-0.273663928696403,0.338736830377018,-0.166085074617205,-0.0841509276491157,-3.02282736366631,-0.115926770238486,-0.395533662757087
1,81,-16712.4958740761,NA,0.054161950114633,-0.102247859626011,-0.209313635280715,0.101310480674339,0.020876537431929,0.100711932783642,0.133376752319001,0.1668805365376,-0.206506311304512,-0.240520672681898,-0.687499219388324,-0.155006031537523,0.00467949433367026
1,82,-15040.8570379839,NA,-0.18777281686449,-0.129260156950292,-0.121783581295018,0.107558279135106,0.0188882343855207,-0.0894225804815157,-0.156624776427013,0.220761272259702,-0.0684387610734327,-0.0618684018946263,1.36043586629452,0.0227534662979403,-0.364137319629135
1,83,-10737.1944409191,NA,-0.0236327272098651,-0.130002053430568,0.0207134882954149,0.0844194850884047,0.0213357216413932,0.253111723316135,-0.352368327911278,0.221120301029016,-0.433903108669729,-0.0921376815577314,-0.270941436381372,-0.0722131511086948,-0.0937398812908816
1,84,-15355.9355130482,NA,0.0122374118387791,0.0080621982261929,-0.213832398431333,0.0559460252074287,0.0171328887419769,0.256502606779091,-0.219963804983607,-0.0923467691163684,-0.0418018520635701,-0.222590400752561,1.28557303054815,-0.117514497271828,-0.196528186798871
1,85,-11315.3449554365,NA,-0.0776815178224438,-0.0869556180247421,0.0126363110035788,0.076679583590509,0.0326831582761585,-0.00250497259602886,-0.296186092347231,0.0364150869090981,-0.219623896007706,-0.104951238313383,0.641340014750398,-0.0708326070521913,0.123761895805197
1,86,-12938.7208550064,NA,-0.150795225237859,-0.150745206067856,-0.123275640669558,0.0583808816483154,0.0254642268421374,0.0791934963496351,-0.35927636571558,-0.396600119623413,0.101071364793192,-0.000708527162121192,-0.0800814241191019,-0.00141104610160447,-0.997042061673041
1,87,-10627.2011573845,NA,-0.0353913492345429,-0.0557451747065594,-0.129797784276442,0.0579440585794942,0.00037981077749848,0.200743927998698,-0.0891692767493132,-0.174749003209725,-0.285504077645469,-0.113165614406108,-0.289500661127557,0.025974401769756,-0.855461065607934
1,88,-11778.6296036195,NA,-0.00787137574504203,-0.000217112679011311,-0.0747266232296767,0.0906920768658288,0.0282800742798413,0.0859066640455353,-0.079409412168289,0.374583346809697,0.514518487636863,-0.160214766330145,-2.31553108828294,-0.0809521295535914,-0.98225036151578
1,89,-10603.6896948867,NA,-0.0567646159841047,-0.0514069951820892,0.00614440218528227,0.0897173650112506,0.00851243681853034,0.486707553282136,-0.0833978297979088,0.230520430112619,-0.00268690679963879,-0.215677532322124,0.0755285862039259,0.0285765823292538,-0.791899630746625
1,90,-10250.744767035,NA,-0.0907000355013562,-0.178130017688537,0.0380458659737128,0.0812114599428383,0.0213533811708592,0.232397236269588,-0.141254606926878,0.326906646501605,-0.168625374591181,-0.0371698668871232,-1.92454939696341,0.0203890284030319,-0.807718778884641
1,91,-9792.13068884696,NA,-0.0631551134426816,-0.192743761321256,-0.13012072551597,0.0500266253864273,-0.0110710202388598,-0.0360410369265372,-0.195574520144366,0.441597406554897,-0.504117283295705,-0.268810365401754,-2.18687905255871,0.0337487876447716,-0.396624234978695
1,92,-118731.944285673,NA,0.623301088713804,-0.203659833262169,-0.827739752808813,-0.175854847227683,-0.172745931012488,0.824960206966316,-0.960132661925418,-0.492450476970269,-0.479705432653518,-0.324488586681244,-0.325869492245336,-0.470959050031099,0.318998968127756
1,93,-54397.2617250644,NA,0.270583307548731,0.0809347472391717,-0.364594176129685,-0.273583216683355,1.08444437327865,0.303120393475103,0.599076306747188,0.148499016936873,-0.43431965452314,-0.0596403474825378,0.679161528926006,-0.391995732905181,-0.364002004384393
1,94,-35352.8813797145,NA,0.162670135947101,0.341881443289864,-0.0391539216949322,0.0311010958358036,0.388272309774613,0.0571682559845913,0.937577562414604,0.206602063295756,-0.563675710143436,0.0499317621628665,-0.198699120665715,0.230035016197302,-0.646517233082054
1,95,-110978.346807797,NA,0.550702057766123,0.598958261963772,-0.363695195497945,0.178372209937846,0.128701944047739,0.450781823415534,1.17306339955452,-1.07740002739646,0.595001849383547,0.542922506748234,0.475460050600441,-0.355918590301858,-0.366704025145432
1,96,-30395.6500321422,NA,-0.508534663009303,-0.208663512961172,0.15845513285958,-0.456356540358453,0.729230799886363,0.1823709675619,0.440038612303488,-0.411087808076786,0.279483969627419,0.848245055460688,-0.579460418173402,-0.532073493933975,0.192422613378906
1,97,-27732.4262004709,NA,-0.355260066309542,-0.127432631010358,0.49077326712453,0.120457425499296,-0.0168083154894728,-0.530230037204893,0.363910895837998,-0.647209755245932,0.31708028494302,0.352578827432083,-0.204948096560344,-0.216989400944609,0.72397248593726
1,98,-28760.8001583338,NA,-0.439776590131858,0.5732624244109,0.344160909475439,-0.914051192136929,-0.169988485734251,-0.105249872407389,0.0478439967912761,0.314120683310841,-0.959984224615195,0.251978788945443,-0.364864805170752,-0.422045214388287,0.443985965509157
1,99,-30909.0903234488,NA,-0.569640113863637,-0.0113451444281188,0.00634729446091291,-0.528632566073404,-0.556849805010613,0.351352023393834,0.567507039580522,0.509845442145561,0.129710874955205,0.229343515010235,-0.566712671960334,0.470995245141017,-0.847760515037384
1,100,-69549.270364057,NA,0.353017633843712,-0.647332686412126,-0.0660815347927277,-0.353694597167794,0.142635922145999,-0.127776374186203,-0.21935265843017,-0.104293786608314,-0.0657029799627084,0.667053308916823,0.310933585127858,0.437067154018259,1.02885118021317
1,101,-20904.4862407785,NA,-0.28087099502408,0.31990352797229,-0.96971365703405,0.995370748547427,-0.271267802913033,0.855015773400867,-0.358487571677119,1.02101791592208,-0.0932681601722121,0.209598066618987,-0.318387917219589,0.902134578188158,0.45305592325692
2,1,-9336.048053076,0.000395837341152334,-0.065961031278225,-0.0867243251629815,-0.123458988906868,0.078787462,0.0173371160232831,0.133321046,-0.225292786,0.305755871976717,-0.261643415,-0.113318709,-1.203619405,-0.0577606400232831,-0.392742187023283
2,2,-9336.0480531328,0.164300456769886,-0.0659613248241164,-0.0867258238797972,-0.123459814540654,0.0787881167180773,0.0173374154379548,0.133321293605977,-0.225292446351826,0.305754598466636,-0.261643564288762,-0.113319714412029,-1.20362209293667,-0.0577604654109049,-0.392744031648421
2,3,-9336.0480531501,0.0123481420603068,-0.0659610321690231,-0.086724368876659,-0.123458871546458,0.0787857466077436,0.017332497141824,0.133320105155639,-0.225285780186345,0.305756575998167,-0.261654792969058,-0.113313898721752,-1.20361265562562,-0.0577586889887843,-0.392734792140455
