"step","user","system","elapsed","tot_cpu"
"ms",15.049,3.096,73.677,18.145
"est",24.266,2.145,141.24,26.411
"cv",102.11,7.694,618.837,109.804
"psi_data",3.32300000000001,0.0370000000000008,3.38199999999995,3.36000000000001
"speedTest",11.628,0.482999999999999,121.218,12.111
"psi_og",0.328999999999979,0,0.330999999999904,0.328999999999979
"feval_og",4.536,0.00700000000000145,4.59700000000009,4.543
