"Class_1","Class_2","Class_3","Class_4","model"
-4.26446732535084,-3.92581902852909,-5.4526470164723,-2.94912642446801,-3.28810465599795
-2.93555846588186,-3.05781249034472,-9.42890592331,-5.83969161720977,-3.27475234607997
-2.70037135409811,-2.00404177231539,-1.53320344180005,-2.60597827690546,-1.81797109537582
-36.192954186206,-63.3022796115073,-59.3854580326753,-31.9160263014628,-35.0672615731378
-25.0729575697733,-8.48848691665852,-41.5814166431152,-18.1911728852205,-9.84435791994798
-8.43956802873998,-8.90134472433422,-10.853883569178,-5.51310720610216,-5.94427432789615
-4.88543345682304,-2.29135299387896,-3.77356941383483,-4.53269522556672,-2.6222064451074
-3.03465635006071,-8.41408344532307,-7.14533152863215,-4.30090642965223,-3.49028930279995
-8.8812754372879,-11.4431454168605,-10.8698174619534,-11.8206688105299,-9.99532168346569
-2.93814636192092,-2.00835057610463,-2.44704440150952,-2.42024952226935,-2.21835878295613
-10.4159485904344,-4.10413491491966,-6.44233671066481,-6.57219000695863,-4.66651373605879
-9.34090001754417,-12.8739779417728,-9.08785258661184,-10.8853647369067,-9.65974280480359
-2.14907453967356,-0.976532061931429,-4.2393612681288,-2.30144296782215,-1.22215464207861
-80.3846367999439,-26.1161836726001,-48.343974763691,-63.5638932239298,-31.0902031636649
-15.6023281797162,-13.5117524800712,-27.1038497429042,-19.9986823024551,-15.0699678851272
-11.9165378515088,-6.39116468896582,-21.9713507610784,-13.0130639685183,-7.54973297019393
-19.1036804385993,-7.45898305892376,-17.7842455993343,-16.0795794308701,-8.6677420125722
-15.2817237066486,-16.0139103386224,-20.2797158864021,-33.1555802398358,-16.6802516449589
-31.6179719380705,-41.983900053611,-15.8717906796653,-25.7926637680854,-18.3717027949596
-18.9659591419549,-25.5950359462586,-33.2850206003853,-13.7959774208256,-15.4036407580486
-34.6321621751411,-38.9767663044822,-23.2146734345092,-26.3286004616918,-25.3582357203519
-15.4236427464917,-37.944682630245,-23.486492389773,-13.4779157916368,-14.9763956619393
-11.0785584598883,-11.03845989922,-15.7173683545555,-6.44691291409679,-7.23413635937033
-6.24411549163155,-1.75499156513927,-3.35617559193939,-4.84216004075235,-2.26826594731083
-2.9498677164451,-3.98124773320494,-2.56992963595954,-4.17980561813447,-2.8701959402845
-0.928202167097539,-3.46788602693189,-6.49796405340112,-3.48384097408573,-1.20923070370572
-4.56204591906754,-5.14661002225673,-7.14444285938789,-5.47352085306537,-4.89683924571888
-8.94019927189031,-6.43562598554467,-11.5590429856952,-5.94034282323865,-6.51657436427454
-2.47072849238086,-1.77020411979652,-4.31604032428557,-2.85842291596689,-2.00415497501924
-3.71331692466021,-1.42760556832436,-3.66223361856618,-3.74859581120672,-1.66710859220918
-7.55563289429236,-4.34485753716861,-5.11434960706874,-5.80149694465992,-4.79345547585485
-50.5557866422675,-45.4031396170364,-26.7229990717569,-46.6455700921683,-31.3027040018179
-11.2947104749021,-6.30647998408092,-9.8174565509224,-6.06789083927304,-6.49841975598553
-1.8615798480236,-2.56359211141033,-4.47586360198817,-3.68098368447414,-2.21148633403654
-5.42184128901829,-6.12509560641489,-8.69018896910785,-6.36362742617537,-5.8235875584315
-13.440050255719,-13.1950960139957,-6.78311420298957,-9.00779874319848,-7.64652738341795
-5.67363703609131,-16.0554137326309,-15.8971533437812,-8.23082501421212,-6.36178722860225
-4.42656153975805,-4.74936445024031,-5.02910083384592,-3.90230703682597,-4.2875567407971
-5.42734039624524,-6.89083419589116,-7.80418679839021,-3.67670761614137,-4.13165617434084
-8.57073134121317,-4.4963987071607,-9.95557984476411,-8.174262581245,-5.2600412144778
-6.65254111977131,-2.6635515317501,-6.1536671092355,-4.86447452268148,-3.16838145286665
-2.87273446325463,-6.75144756005146,-6.87751444874598,-3.73804389542656,-3.26353350121075
-1.99315627620155,-1.40121497719747,-2.17429407438891,-3.11521154894367,-1.62878453671516
-3.84099211424801,-3.670310947717,-4.26949172111096,-3.30758534674644,-3.57814125097012
