"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","class_intercept_4","logLike"
-0.0718843201521512,-0.0586919158578748,-0.0895357957836253,-0.309095111146614,-0.442624913285996,-0.194971619359435,-2.23645137604832,0.59431015646529,-0.271702380019968,-0.00446064399727707,-1.39245860202981,-0.202806596650939,-0.265274067221513,0,-0.219835958654863,-0.119588641467621,-0.210160044694214,0.223572431601092,0.349069793550935,0.0832092577187941,0.0658430778452436,0.343312394065883,-0.0433481239862098,0.100515847282508,-0.905284214897381,-0.0472479118583072,-0.200564854878844,0.149642327825976,-0.0731034849572976,-0.0982619868929255,-0.217791840511241,0.197939087347991,0.184372676550223,0.231093663292142,0.321635983051684,0.247425056003026,-0.527006565922302,-0.514132252555556,-5.23746773636726,-0.0989104146342658,-0.720238831907515,-0.00863822049945225,-0.0284721550440605,-0.175061245305031,-0.115037501047264,0.242018274551501,0.0863910380600999,0.47814210755977,0.615174991596704,0.379436727307289,-0.39776333499462,-0.0150922375067247,-0.224392309336272,0.169794805981848,-0.569268560669983,-0.0991982924677915,-8306.06130344826
-0.0718843201521512,-0.0586919158578748,-0.0895357957836253,-0.309095111146614,-0.442624913285996,-0.194971619359435,-2.23645137604832,0.59431015646529,-0.271702380019968,-0.00446064399727707,-1.39245860202981,-0.202806596650939,-0.265274067221513,0,-0.219835958654863,-0.119588641467621,-0.210160044694214,0.223572431601092,0.349069793550935,0.0832092577187941,0.0658430778452436,0.343312394065883,-0.0433481239862098,0.100515847282508,-0.905284214897381,-0.0472479118583072,-0.200564854878844,0.149642327825976,-0.0731034849572976,-0.0982619868929255,-0.217791840511241,0.197939087347991,0.184372676550223,0.231093663292142,0.321635983051684,0.247425056003026,-0.527006565922302,-0.514132252555556,-5.23746773636726,-0.0989104146342658,-0.720238831907515,-0.00863822049945225,-0.0284721550440605,-0.175061245305031,-0.115037501047264,0.242018274551501,0.0863910380600999,0.47814210755977,0.615174991596704,0.379436727307289,-0.39776333499462,-0.0150922375067247,-0.224392309336272,0.169794805981848,-0.569268560669983,-0.0991982924677915,-8306.06130344826
-0.0718998209686678,-0.0586927775408039,-0.089537149670535,-0.309095901420384,-0.442624577823605,-0.194972081341998,-2.23645104631356,0.5943098857531,-0.271702426283417,-0.0044606592011181,-1.39245828384345,-0.202806553693685,-0.265274467503956,0,-0.219839656936807,-0.119589248270845,-0.210159713213227,0.223572476164878,0.349070163332563,0.0832095203750432,0.0658428459226395,0.343312412622485,-0.0433492098384826,0.100515345229791,-0.90528422279034,-0.0472483808956389,-0.200565582311624,0.149642988645909,-0.0731078442221557,-0.0982632004993724,-0.217786638213189,0.197938817287728,0.184373140069468,0.231093588716487,0.321635622862678,0.247425929606885,-0.527006438773488,-0.514132649834483,-5.23746829930519,-0.0989105588030004,-0.720237959793773,-0.0086397379498892,-0.0284249060230519,-0.175062800520599,-0.115038028199124,0.242018663704639,0.0863907443209598,0.478141862342536,0.615174970385832,0.379437263073883,-0.397763794765292,-0.0150920794845669,-0.224393398378325,0.169795903359237,-0.569268437013628,-0.0991974653369299,-8306.06128572473
-0.0719096796772129,-0.0586938012219398,-0.0895390993068199,-0.309096751342954,-0.442624249583578,-0.194972600452521,-2.23645065124377,0.594309725368818,-0.271702427495916,-0.00446068954803797,-1.39245792649694,-0.202806486624766,-0.265274899535379,0,-0.219839323902293,-0.119590352504237,-0.210159982010686,0.223572456261921,0.349070566525346,0.0832097754669947,0.0658427167769695,0.343312615983514,-0.0433503623432195,0.100514786834811,-0.905284057484277,-0.0472489050911458,-0.200566433913288,0.149643813557784,-0.073112711428767,-0.0982644703047984,-0.217781342926258,0.197938521181497,0.184373625322883,0.231093520123503,0.321635237947033,0.247426867321278,-0.527006282535411,-0.514133048284648,-5.23746886852931,-0.0989107156997373,-0.720237035382365,-0.00864131982924872,-0.0284260893732255,-0.175064460281164,-0.115037006621189,0.242019048314424,0.0863903938813921,0.478141701331138,0.615174923637982,0.379437505718959,-0.397764267811514,-0.0150918796502052,-0.224394652136104,0.169797051029025,-0.569268328727358,-0.0991968212343667,-8306.06127901474
-0.0719023710383738,-0.0587298204850793,-0.0896092269257823,-0.309123682126533,-0.442613176243082,-0.194989254728811,-2.23644091977006,0.59430733021042,-0.271703984819407,-0.00446100524233531,-1.39244697826491,-0.202804412641892,-0.265288824759917,0,-0.219846936902067,-0.119627077797936,-0.210172142875774,0.223570613078425,0.349083463416943,0.0832172961355766,0.0658414788398526,0.343317022221544,-0.0433867888312513,0.100496066228554,-0.905277196044666,-0.0472666673630993,-0.200594429131354,0.149669026664204,-0.0731174587462488,-0.0983050066543822,-0.217621024489687,0.197929019946057,0.184389235872881,0.231091583452632,0.32162224186081,0.247458640326018,-0.527001386729276,-0.514145821527736,-5.23748787349977,-0.0989157225718314,-0.720207019100431,-0.00869280885116497,-0.0284242897908224,-0.17511737778941,-0.115004593601748,0.242032052160865,0.086379256625909,0.47813672059552,0.61517230239765,0.379446210816467,-0.397780583485283,-0.015084709638212,-0.224436970548906,0.169834598047581,-0.569264788637501,-0.0991752695125727,-8306.06124675623
-0.0719062807027316,-0.0587331406184923,-0.0896148394552877,-0.309126819479612,-0.442611797317195,-0.194991127932651,-2.23643986896733,0.594307175967671,-0.271704175017307,-0.00446108420496355,-1.39244560047796,-0.202804232238759,-0.265290386515362,0,-0.219846735232767,-0.119630476095967,-0.210173754231005,0.223570367705727,0.349084962388998,0.0832181572705999,0.0658413787435408,0.343317587655048,-0.043390984382554,0.100493885321633,-0.905276312910606,-0.0472687713999288,-0.200597679756328,0.149671876721093,-0.0731080171002524,-0.0983082133044957,-0.217608376596822,0.197927933935504,0.184390925097125,0.231091400505073,0.321620706089335,0.247462164227389,-0.527000782238263,-0.514147190650266,-5.23749006951602,-0.0989162480378914,-0.720203648721552,-0.00869858379879456,-0.0284247370322389,-0.175122033915664,-0.115003671629064,0.242033503454165,0.086377916727523,0.478136117329263,0.615172153014654,0.379447065506665,-0.39778239533115,-0.0150838501265931,-0.224441802474469,0.169838800108655,-0.569264345354038,-0.0991728590811582,-8306.06123986785
-0.0719047413155435,-0.0587486025990663,-0.0896180971568423,-0.309158634377995,-0.442595375777131,-0.195008837865038,-2.23643257269669,0.594308894923647,-0.271707052016335,-0.00446242217088097,-1.39242957500682,-0.202803880173787,-0.265304808688509,0,-0.219817358960529,-0.119647146604043,-0.210193622557624,0.223566950335167,0.349100097164319,0.0832264974007623,0.0658427391688888,0.343322395554037,-0.0434321825761266,0.100471738979119,-0.905268044342902,-0.047290151822404,-0.200630598919376,0.149700213158797,-0.0731071020921742,-0.0983036218302302,-0.217590796067778,0.197916973991397,0.184405223782662,0.231090292041232,0.321604588220983,0.247491838338969,-0.526993568192747,-0.514159230407102,-5.23751197948115,-0.0989204224023128,-0.720171613315312,-0.00875421194769794,-0.0284233269695166,-0.175135548810986,-0.115057499595795,0.242047229576229,0.0863632735382056,0.478129763958142,0.615173494609194,0.379452567491696,-0.397799671822448,-0.0150742018364405,-0.224487484013729,0.169877302576469,-0.569259181803718,-0.0991507430349461,-8306.06121813271
-0.071904260690751,-0.0587691163842483,-0.0895887385112674,-0.309241120461804,-0.442551622213285,-0.195053879476804,-2.23641615775814,0.594315679586673,-0.271715239182316,-0.00446633505338883,-1.39238730339043,-0.202804179191229,-0.265340369377891,0,-0.219864292698525,-0.119669751966133,-0.210188228591604,0.223557095389412,0.349138574092743,0.0832482685689297,0.0658490705003018,0.343331474459986,-0.0435369684987814,0.100412342860744,-0.905244567171976,-0.0473467777334287,-0.200716449194646,0.149776961063016,-0.0731107689390692,-0.0982730832782543,-0.217594420965572,0.197888121192893,0.184440374251248,0.231086985981555,0.321563887010906,0.247559256678447,-0.526973958061742,-0.514188929333181,-5.2375702615985,-0.0989289451499862,-0.720091081451479,-0.00889698394808276,-0.0284279758888186,-0.175147501216936,-0.115088770853126,0.242082528336514,0.0863249085172615,0.478115085566244,0.615178175714088,0.379464338233304,-0.397844891736295,-0.0150482325440222,-0.224602908213934,0.1699733147217,-0.569246638718893,-0.0990970746426721,-8306.06116167402
-0.0718994062347976,-0.058776694971904,-0.0895604000451771,-0.309416183722316,-0.442459891762248,-0.195149171001342,-2.23638211021711,0.594328582933057,-0.271732809299328,-0.00447376015207906,-1.39229774658583,-0.202805328719801,-0.265413747548829,0,-0.219802768444526,-0.119682932541328,-0.210185547384589,0.223536855291064,0.349218759371394,0.0832926129954537,0.0658683074311498,0.343346866124164,-0.0437549236790029,0.100287220456263,-0.905202539523242,-0.0474666764721853,-0.200898661007754,0.149929057648462,-0.0731162918499716,-0.0982236852902445,-0.217645278600261,0.197825694380382,0.184511352483832,0.231078688680269,0.321483300147008,0.247676953538242,-0.526927652713542,-0.514249133979093,-5.23769692217267,-0.0989445981952127,-0.719923998438838,-0.00919242159657143,-0.0284189842973842,-0.175133766988365,-0.114998314011055,0.242156452278736,0.0862452442159818,0.478086045144,0.615187925536806,0.37948717847985,-0.397940404645337,-0.0149927008101073,-0.224838547754706,0.170166099482089,-0.569220168696935,-0.0989801038572112,-8306.06106179149
-0.0718994397846388,-0.0587372310889096,-0.089632079786751,-0.309485965879234,-0.442426410234133,-0.195187348342875,-2.23637269163706,0.594329029637464,-0.271742400837919,-0.00447597061061226,-1.39226214128061,-0.202806865483654,-0.265439763501445,0,-0.21980694283236,-0.119645556687576,-0.210178883870073,0.22352763710827,0.349247960947705,0.083309742110502,0.0658899518606025,0.343345555308176,-0.0438358880159409,0.100230522982895,-0.90518533072059,-0.0475205156734613,-0.200978426121142,0.14999108214815,-0.0731213091246026,-0.0982581154865624,-0.21769177785685,0.197795228571334,0.184535573991424,0.231070780985674,0.321465664519348,0.247669757352815,-0.526899023105589,-0.514269905744612,-5.23775767044664,-0.098948842219424,-0.719859511310867,-0.00930574795654212,-0.0284185314663448,-0.175130668494021,-0.114995913115182,0.242181660847952,0.0862114573659229,0.478074947453211,0.615200619855907,0.379477333353956,-0.397971130570388,-0.0149689069658272,-0.224928574209325,0.170234423001377,-0.569210543933534,-0.0989370229277729,-8306.06102698673
