"Class_1","Class_2","Class_3","Class_4","model"
-6.8294575487411,-4.56993050589383,-2.52099656753051,-7.2754697143126,-3.07288763341819
-11.0021838431211,-21.0937988619102,-8.52258152339722,-6.68765110185211,-7.44209378036647
-17.1868859129829,-40.9361339265439,-30.0783695849862,-43.0741072212906,-20.1846807169444
-36.7102876617417,-51.8106698005687,-39.8991333504102,-23.3417165599345,-25.767801201349
-8.59679743529357,-8.32641232232306,-6.83932394514566,-5.40346591070842,-5.94429938986983
-4.25230336547591,-1.2877387219286,-4.30469369294115,-3.23188116030921,-1.54716296061195
-9.2208918093503,-16.8406102651237,-22.0006565113108,-16.1141769429137,-10.6168888129197
-6.40650292371887,-8.15618260368163,-5.52294019177704,-4.08977285719242,-4.42302027105686
-23.622491516121,-37.7052060670198,-12.8711842911327,-11.0932647625026,-12.4679370824562
-4.1159381756743,-3.8486565183633,-5.60815236389622,-4.33102499762563,-4.09424073427356
-4.24215781709338,-4.22157020341391,-5.02692485907893,-2.77546730467324,-3.10852699251104
-2.28048739475095,-1.09928351580243,-3.90750257382358,-3.07757343622227,-1.35098660013866
-40.4594446107448,-47.724292894065,-25.6506970456374,-45.5542403509397,-29.8766214583395
-4.88910090642703,-6.90510987577157,-3.44765359880623,-5.06073288559953,-3.98142349802839
-2.50794460871301,-4.48074490121272,-2.19974650881939,-2.70437758399011,-2.41557721591692
-14.224500134474,-13.7983091036442,-8.93503939827641,-17.0991163003485,-10.352096008995
-15.9275821564147,-8.2413377792939,-11.6992921034794,-10.308284369347,-9.0276343455168
-2.94548503582093,-2.84812314447757,-7.45706805615932,-5.88215630015616,-3.19758654222278
-9.22599747349442,-5.33850994382699,-19.8669581206262,-10.1028735999434,-6.54908465845981
-8.49423873952439,-10.3899685439561,-11.8052033755692,-6.05918241498664,-6.74298804904519
-2.0961680155032,-3.03991497038975,-8.73359115317555,-5.29280721977495,-2.45920701853297
-3.81479772236353,-2.88153468143332,-4.24834391073335,-3.37775512064151,-3.1767255568959
-2.79226399130327,-1.08852137639777,-4.7541427262774,-3.96117761980029,-1.41504201209646
-17.8234883473048,-19.1238931412415,-23.6791643271926,-14.7828700887154,-16.4960293700873
-5.03499009934048,-2.66273355230099,-3.22268887085993,-5.3702375089234,-2.99340450306082
-2.98290071904011,-2.03372566334207,-1.62892717666924,-2.43788164614718,-1.88428377710721
-53.0102683154035,-67.2232786176414,-52.6352908353055,-28.994980768608,-32.3961776409856
-6.82287204498435,-5.02060815265259,-6.74817791377387,-3.80267006635862,-4.21993410287689
-33.3640536702944,-73.0618764842763,-56.5338916804798,-31.3480795823469,-33.9515665659751
-36.5798637288106,-56.6130435902766,-20.9948053051748,-24.8106489752516,-22.5252494503684
-6.07656734595585,-2.84742668613473,-2.42906538941682,-5.97103560881139,-2.83236274011726
-29.0385887717348,-42.8312204959218,-12.8065058980828,-24.0761505772143,-15.1285400614488
-25.2064843857479,-7.00644683024116,-36.2373498923477,-18.3536025130336,-8.43409817144167
-9.08300059056861,-9.42702068147886,-9.72879040821713,-5.81496214722975,-6.23512559111388
-78.3491174520444,-54.6170537444868,-128.694449964649,-72.7211404811858,-60.7929789339064
-5.34495531052335,-2.02014157795915,-3.57351970505668,-4.73829911038614,-2.36870752658918
-3.23173834132156,-1.11356326376271,-4.43688623481692,-2.54043238171613,-1.36561687929939
-5.09167721269457,-1.27934056853584,-4.89782922138491,-3.71282374900583,-1.62889587804268
-3.14059931415934,-3.22455924741829,-3.50776182936668,-4.44563776749851,-3.31945542409337
-3.92403371120786,-2.20697456859388,-3.04801325312965,-3.38585388814121,-2.46252976158654
-14.2357000492797,-21.482465395337,-12.6620124863431,-5.41028196989325,-6.17748811617338
-9.49157159442684,-3.17359960172662,-14.6073525825239,-6.47222291845375,-3.7700668267168
-3.83317996704804,-3.65663786397469,-2.24525759638184,-2.43763216312448,-2.45197357029526
-5.99571293337758,-2.61482130818119,-4.23294192070159,-3.54160887025409,-2.93614660481171
-5.24650052905128,-2.85622035884959,-4.87534215565784,-3.63144478419698,-3.19402050025308
-2.99328233211516,-2.16522574900455,-2.30600508711742,-2.21189214575634,-2.27503016338657
-11.4324096783893,-4.11917129887924,-6.30842187153457,-6.60831039973596,-4.70969363027097
-9.14271556949365,-15.1706823559619,-8.70403877023175,-10.6327379772588,-9.31980603306377
-24.3520491519407,-19.4403498336672,-41.5843603853229,-33.8087483923224,-21.9207772044837
-11.2434986416954,-12.7288130941242,-11.9063103282561,-11.2360347064404,-11.6772551395651
-2.05419004110642,-0.91613123749167,-3.62247775374581,-2.37713592839676,-1.1747621353663
-67.2061664127546,-95.9578980307939,-75.1298411162021,-63.1229703393881,-68.6799724281832
-87.8659251123768,-23.8157102179135,-47.480469513463,-62.0776557550809,-29.0564087233745
-7.81397479563952,-1.86025945805399,-6.98189012025874,-7.10710302179824,-2.4976967483523
-14.6923100687945,-14.80212727898,-24.1752805942814,-20.0170067342747,-15.7536376900952
-18.7283793916002,-8.1137770164656,-27.6794523867483,-18.0390951660823,-9.66684337731672
-8.27856385639728,-6.59114528268944,-5.10262145030236,-8.20740520646797,-5.80533318565423
-1.62542168114168,-3.93024450172707,-5.77908491797386,-3.74536424232236,-1.99673067405286
-11.9897362740668,-5.82069341893969,-18.6622058582103,-13.0386650230866,-7.04228422670221
-4.91291040442999,-2.03824146576617,-2.91580467639104,-3.49880680800978,-2.37554345904625
-5.47394681334289,-11.8288648512556,-13.5042788475015,-14.6843320167165,-6.88746470000729
-12.9371859757816,-10.3206577548421,-10.5887119179447,-9.24317571815159,-10.1945045011837
-1.94337735139346,-0.815044104436398,-2.49451364752122,-2.21508314518158,-1.06644463025975
-15.8895473560457,-17.0246167333566,-11.5203453705338,-11.7260451799828,-12.336640828528
-4.61230013903809,-1.38784135109428,-4.9377605561682,-6.5295386464285,-1.93788640193292
-9.92431388048909,-10.6891605940836,-5.10783376302252,-10.505479066434,-6.26419509115863
-3.39326908429816,-4.33142802157248,-3.55611608783985,-3.47147793588619,-3.53217085242267
-18.701557225903,-40.3187363181655,-11.9108578903607,-18.9014273238619,-13.4728056969762
-9.73114471347392,-12.4990669532084,-11.2043755210432,-3.86914964642926,-4.28980540408714
-1.61674463169017,-5.23805031003967,-2.75053086632112,-3.67708099016893,-1.90216625341633
-4.06555438359973,-7.59939614945123,-3.57452144048612,-3.57107714350589,-3.71254733672099
-3.08361256748152,-1.27080048732551,-4.20672998401754,-4.16882951161872,-1.79839428712529
-6.10902495001516,-4.97257436172345,-2.22842600210264,-6.13832659263737,-2.76625249904955
-37.2314164778673,-46.1993119565022,-30.9848652798697,-34.8600435610489,-33.6737259745143
-6.61742863799438,-5.52853563041559,-6.34315453922264,-5.37177006864247,-5.68332443839468
-11.4672101278226,-4.06476077195381,-7.87246826603247,-8.83018770781924,-4.98605453839954
-68.8983140230882,-33.1324658761024,-69.5199831412434,-55.771048447781,-39.3924880599463
-18.6349155374267,-28.4932448096698,-29.7310555473239,-12.8935851957612,-14.4632187582763
-3.38570904853864,-1.18219002550472,-4.82758049244082,-3.14294394154272,-1.43434861910412
-32.6225487385766,-72.5366986282787,-52.8049134966622,-38.5757784503447,-35.5261773343723
