"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big","split_execution","part1_job_id","part2_job_id","part3_job_id","original_job_id"
"LC8_CNL_pref",155711.031933784,5473.84906435013,TRUE,0,"successful convergence",-7775.3375663569,15820.6751327138,16807.0606287256,97,1,1,TRUE,-0.702360753361506,NA,NA,NA,0.495464629041553,NA,NA,0.127600000000015,0.350911848319709,0.374660411444142,3.03717735290527,1.94725796699524,1.71413989305496,262.5,591.7,909.1,0.49276,0.28535,0.45454,0.410883333333333,0.00847,0.00203,0.00557,0.00535666666666667,22.635,144.898,TRUE,"35774751","35808537","35813009","35774751"
