"model","part3_elapsed","total_elapsed","cv_successful","psi_tests_complete","feval_tests_complete","part3_complete","all_parts_complete","timestamp"
"LC8_CNL_pref",17501.607486248,155711.031933784,TRUE,TRUE,TRUE,TRUE,TRUE,2025-11-05 19:38:06.698239
