"model","part1_elapsed","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","best_beta_found","part1_complete","timestamp"
"LC8_CNL_pref",124246.96911478,97,1,1,TRUE,TRUE,TRUE,2025-11-04 22:21:28.415344
