"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_BEV_5","alpha_PHEV_ICE_logistic_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_BEV_6","alpha_PHEV_ICE_logistic_6","class_intercept_6","b_Price_7","b_Acceleration_7","b_OpCost_7","b_hev_7","b_phev20_7","b_phev40_7","b_bev_7","b_bevRangeRel_7","b_noBEVFC_7","b_american_7","b_chinese_7","b_japanese_7","b_skorean_7","lambda_ICE_7","lambda_BEV_7","alpha_PHEV_ICE_logistic_7","class_intercept_7","b_Price_8","b_Acceleration_8","b_OpCost_8","b_hev_8","b_phev20_8","b_phev40_8","b_bev_8","b_bevRangeRel_8","b_noBEVFC_8","b_american_8","b_chinese_8","b_japanese_8","b_skorean_8","lambda_ICE_8","lambda_BEV_8","alpha_PHEV_ICE_logistic_8","class_intercept_8","logLike"
-0.0668289611683239,-0.0389602007504522,0.114860149922478,-0.262349649215613,-1.43715995242834,-0.589859231723538,-1.98946767399098,0.13228717403919,0.825640634373912,-2.74129317461002,-6.23106027210481,-0.771857263353198,-3.97725159807054,1.60261181220878,1.68799653446616,7.84303255263476,0,-0.0828055637132438,-0.113186157399204,-0.247858163707659,0.292589867060431,0.47775188285575,0.406625855815855,0.605314075018708,0.270284655568428,-0.641257771946199,-0.330746011622013,-4.52182519114499,0.278038725599447,-0.20880250790221,0.343671402148486,1.00943125552657,0.434936559342317,1.19682430992579,-0.109096955766885,-0.166949803443231,-0.196248829457186,0.0999130570181931,0.0926600308957932,0.161566089342272,0.00261137550390411,0.484742489064761,-0.300848155968913,-0.167619861147853,-0.230907103089878,-0.329289629958684,-0.361698640363562,0.252000722494255,0.634422800499707,-0.185527287996573,1.04895660410653,-0.0200819850884918,-0.157425736666582,-0.100551922234128,0.531227901849491,0.332300477710323,0.563843359890423,0.702900475335079,0.109194476437111,-0.563196549597675,0.348975517424152,0.00439451294337093,0.251189507612361,-0.334743989971529,0.737063539111204,0.806272991914173,4.08979820790771,0.852904491489741,-0.0333329509227362,-0.0802478777279666,-0.0757463602623886,-0.321749648329088,-0.0257231529206479,-0.0950357434902626,-1.9587478228782,0.328259979200966,-0.170814108260648,-0.211332422564628,-0.987679986413671,-0.19913528444306,-0.144165176493635,0.68266830818718,0.441379091794891,0.468996185151713,0.791790996690985,-0.109221343113069,0.057125833308671,-0.0535687917190412,-0.387834882032442,-0.67421296748791,-0.388182980262732,-1.63761684123874,0.485061572007018,0.111957621563322,0.982912839958124,-0.913637207957565,0.478954900326744,0.216056937254528,0.360834061002215,0.760062446637935,1.58597267533159,0.77604630502232,-0.528608942176084,-0.0187327085079456,-0.240922672961846,-0.155883144113895,0.456347294245954,-0.218669250449434,-0.114577330061352,-0.203878545645438,0.236217225889004,0.126113790373003,-0.92021483471561,0.267393714376716,-0.136256792749222,0.127429474254109,0.629244609028251,-0.233556665161488,0.354691941382151,-0.0580887647153712,-0.461396617756886,-0.160883741172162,-2.18040134934189,-1.13565611495881,-0.557492134102818,1.34407433570586,2.51220029403079,-0.719717068775695,-1.32537262219091,-3.20743998098713,-0.796179229722997,-1.08045884481156,2.88451394965394,0.884433659087101,-9.95053755038942,-0.303156629429188,-7775.41412876893
-0.0668289611683239,-0.0389602007504522,0.114860149922478,-0.262349649215613,-1.43715995242834,-0.589859231723538,-1.98946767399098,0.13228717403919,0.825640634373912,-2.74129317461002,-6.23106027210481,-0.771857263353198,-3.97725159807054,1.60261181220878,1.68799653446616,7.84303255263476,0,-0.0828055637132438,-0.113186157399204,-0.247858163707659,0.292589867060431,0.47775188285575,0.406625855815855,0.605314075018708,0.270284655568428,-0.641257771946199,-0.330746011622013,-4.52182519114499,0.278038725599447,-0.20880250790221,0.343671402148486,1.00943125552657,0.434936559342317,1.19682430992579,-0.109096955766885,-0.166949803443231,-0.196248829457186,0.0999130570181931,0.0926600308957932,0.161566089342272,0.00261137550390411,0.484742489064761,-0.300848155968913,-0.167619861147853,-0.230907103089878,-0.329289629958684,-0.361698640363562,0.252000722494255,0.634422800499707,-0.185527287996573,1.04895660410653,-0.0200819850884918,-0.157425736666582,-0.100551922234128,0.531227901849491,0.332300477710323,0.563843359890423,0.702900475335079,0.109194476437111,-0.563196549597675,0.348975517424152,0.00439451294337093,0.251189507612361,-0.334743989971529,0.737063539111204,0.806272991914173,4.08979820790771,0.852904491489741,-0.0333329509227362,-0.0802478777279666,-0.0757463602623886,-0.321749648329088,-0.0257231529206479,-0.0950357434902626,-1.9587478228782,0.328259979200966,-0.170814108260648,-0.211332422564628,-0.987679986413671,-0.19913528444306,-0.144165176493635,0.68266830818718,0.441379091794891,0.468996185151713,0.791790996690985,-0.109221343113069,0.057125833308671,-0.0535687917190412,-0.387834882032442,-0.67421296748791,-0.388182980262732,-1.63761684123874,0.485061572007018,0.111957621563322,0.982912839958124,-0.913637207957565,0.478954900326744,0.216056937254528,0.360834061002215,0.760062446637935,1.58597267533159,0.77604630502232,-0.528608942176084,-0.0187327085079456,-0.240922672961846,-0.155883144113895,0.456347294245954,-0.218669250449434,-0.114577330061352,-0.203878545645438,0.236217225889004,0.126113790373003,-0.92021483471561,0.267393714376716,-0.136256792749222,0.127429474254109,0.629244609028251,-0.233556665161488,0.354691941382151,-0.0580887647153712,-0.461396617756886,-0.160883741172162,-2.18040134934189,-1.13565611495881,-0.557492134102818,1.34407433570586,2.51220029403079,-0.719717068775695,-1.32537262219091,-3.20743998098713,-0.796179229722997,-1.08045884481156,2.88451394965394,0.884433659087101,-9.95053755038942,-0.303156629429188,-7775.41412876893
-0.0668289611683239,-0.0389602007504522,0.114860149922478,-0.262349649215613,-1.43715995242834,-0.589859231723538,-1.98946767399098,0.13228717403919,0.825640634373912,-2.74129317461002,-6.23106027210481,-0.771857263353198,-3.97725159807054,1.60261181220878,1.68799653446616,7.84303255263476,0,-0.0828055637132438,-0.113186157399204,-0.247858163707659,0.292589867060431,0.47775188285575,0.406625855815855,0.605314075018708,0.270284655568428,-0.641257771946199,-0.330746011622013,-4.52182519114499,0.278038725599447,-0.20880250790221,0.343671402148486,1.00943125552657,0.434936559342317,1.19682430992579,-0.109096955766885,-0.166949803443231,-0.196248829457186,0.0999130570181931,0.0926600308957932,0.161566089342272,0.00261137550390411,0.484742489064761,-0.300848155968913,-0.167619861147853,-0.230907103089878,-0.329289629958684,-0.361698640363562,0.252000722494255,0.634422800499707,-0.185527287996573,1.04895660410653,-0.0200819850884918,-0.157425736666582,-0.100551922234128,0.531227901849491,0.332300477710323,0.563843359890423,0.702900475335079,0.109194476437111,-0.563196549597675,0.348975517424152,0.00439451294337093,0.251189507612361,-0.334743989971529,0.737063539111204,0.806272991914173,4.08979820790771,0.852904491489741,-0.0333329509227362,-0.0802478777279666,-0.0757463602623886,-0.321749648329088,-0.0257231529206479,-0.0950357434902626,-1.9587478228782,0.328259979200966,-0.170814108260648,-0.211332422564628,-0.987679986413671,-0.19913528444306,-0.144165176493635,0.68266830818718,0.441379091794891,0.468996185151713,0.791790996690985,-0.109221343113069,0.057125833308671,-0.0535687917190412,-0.387834882032442,-0.67421296748791,-0.388182980262732,-1.63761684123874,0.485061572007018,0.111957621563322,0.982912839958124,-0.913637207957565,0.478954900326744,0.216056937254528,0.360834061002215,0.760062446637935,1.58597267533159,0.77604630502232,-0.528608942176084,-0.0187327085079456,-0.240922672961846,-0.155883144113895,0.456347294245954,-0.218669250449434,-0.114577330061352,-0.203878545645438,0.236217225889004,0.126113790373003,-0.92021483471561,0.267393714376716,-0.136256792749222,0.127429474254109,0.629244609028251,-0.233556665161488,0.354691941382151,-0.0580887647153712,-0.461396617756886,-0.160883741172162,-2.18040134934189,-1.13565611495881,-0.557492134102818,1.34407433570586,2.51220029403079,-0.719717068775695,-1.32537262219091,-3.20743998098713,-0.796179229722997,-1.08045884481156,2.88451394965394,0.884433659087101,-9.95053755038942,-0.303156629429188,-7775.41412876893
-0.0668289611683239,-0.0389602007504522,0.114860149922478,-0.262349649215613,-1.43715995242834,-0.589859231723538,-1.98946767399098,0.13228717403919,0.825640634373912,-2.74129317461002,-6.23106027210481,-0.771857263353198,-3.97725159807054,1.60261181220878,1.68799653446616,7.84303255263476,0,-0.0828055637132438,-0.113186157399204,-0.247858163707659,0.292589867060431,0.47775188285575,0.406625855815855,0.605314075018708,0.270284655568428,-0.641257771946199,-0.330746011622013,-4.52182519114499,0.278038725599447,-0.20880250790221,0.343671402148486,1.00943125552657,0.434936559342317,1.19682430992579,-0.109096955766885,-0.166949803443231,-0.196248829457186,0.0999130570181931,0.0926600308957932,0.161566089342272,0.00261137550390411,0.484742489064761,-0.300848155968913,-0.167619861147853,-0.230907103089878,-0.329289629958684,-0.361698640363562,0.252000722494255,0.634422800499707,-0.185527287996573,1.04895660410653,-0.0200819850884918,-0.157425736666582,-0.100551922234128,0.531227901849491,0.332300477710323,0.563843359890423,0.702900475335079,0.109194476437111,-0.563196549597675,0.348975517424152,0.00439451294337093,0.251189507612361,-0.334743989971529,0.737063539111204,0.806272991914173,4.08979820790771,0.852904491489741,-0.0333329509227362,-0.0802478777279666,-0.0757463602623886,-0.321749648329088,-0.0257231529206479,-0.0950357434902626,-1.9587478228782,0.328259979200966,-0.170814108260648,-0.211332422564628,-0.987679986413671,-0.19913528444306,-0.144165176493635,0.68266830818718,0.441379091794891,0.468996185151713,0.791790996690985,-0.109221343113069,0.057125833308671,-0.0535687917190412,-0.387834882032442,-0.67421296748791,-0.388182980262732,-1.63761684123874,0.485061572007018,0.111957621563322,0.982912839958124,-0.913637207957565,0.478954900326744,0.216056937254528,0.360834061002215,0.760062446637935,1.58597267533159,0.77604630502232,-0.528608942176084,-0.0187327085079456,-0.240922672961846,-0.155883144113895,0.456347294245954,-0.218669250449434,-0.114577330061352,-0.203878545645438,0.236217225889004,0.126113790373003,-0.92021483471561,0.267393714376716,-0.136256792749222,0.127429474254109,0.629244609028251,-0.233556665161488,0.354691941382151,-0.0580887647153712,-0.461396617756886,-0.160883741172162,-2.18040134934189,-1.13565611495881,-0.557492134102818,1.34407433570586,2.51220029403079,-0.719717068775695,-1.32537262219091,-3.20743998098713,-0.796179229722997,-1.08045884481156,2.88451394965394,0.884433659087101,-9.95053755038942,-0.303156629429188,-7775.41412876893
-0.0668288690721628,-0.0389596816894568,0.114860664047464,-0.262350108334359,-1.43716037963765,-0.589859728665622,-1.9894677193231,0.132287589641889,0.825640638599788,-2.7412921321341,-6.2310605876951,-0.771855887149471,-3.97725134663673,1.60261223696172,1.68799713667097,7.84303281275316,0,-0.0828139419493327,-0.11318512343324,-0.247859457419488,0.292590074605666,0.477751438684732,0.40662657651983,0.605311866072901,0.270285708521731,-0.641258496585011,-0.33074522801884,-4.52182510816415,0.278037672855692,-0.208802222393634,0.34367088688263,1.00943107011189,0.434937674927063,1.19682307425864,-0.109099888594805,-0.166951777195163,-0.196250184415117,0.0999126184816758,0.0926603346000848,0.161566012380103,0.00261196011836726,0.484744950387344,-0.300848530325664,-0.16761926567184,-0.230906638266781,-0.329290818419422,-0.361698352712943,0.251999602602142,0.634421361257084,-0.185527666497709,1.04895777355665,-0.0198964176103081,-0.157427714155446,-0.100556545540578,0.531227760800687,0.33230162984948,0.5638423649818,0.702901283187563,0.109194666543331,-0.56319625619614,0.348975365304251,0.0043956827776569,0.251190997518933,-0.334745754664826,0.737063967880476,0.806273809498978,4.08979850099492,0.852905698763194,-0.0333843924320128,-0.0802453787915928,-0.0757450699382445,-0.321749589667407,-0.025722766084175,-0.095035958707268,-1.95874877865964,0.328259958141434,-0.170815453602673,-0.211332442890743,-0.987679975098102,-0.199135615237197,-0.14416572731273,0.682668085577802,0.441378327435171,0.468996154895371,0.791790239397675,-0.109221375872341,0.0571342917665582,-0.053568493404779,-0.387835674436613,-0.674213817599157,-0.388183353746368,-1.63761720109014,0.485061704860184,0.111957532680223,0.982912991915043,-0.913637332254204,0.478954870279949,0.216057211959763,0.360834250340094,0.760061255476362,1.58597287570565,0.776047215401778,-0.528608350262381,-0.0187347825516778,-0.240925588734921,-0.155881191526268,0.456347684621453,-0.218669623548899,-0.114576340589324,-0.203878590383846,0.236216650203596,0.126113531837857,-0.920214478077271,0.267393007630939,-0.136256700024418,0.127429592706699,0.629245318207108,-0.233556674172034,0.354691349619787,-0.0580888374633059,-0.46139247094999,-0.160882456203123,-2.18040171947277,-1.13565586600465,-0.557492323731736,1.34407432703292,2.51219978062758,-0.7197165814728,-1.32537252891895,-3.20743915078291,-0.796179114588244,-1.08045853421548,2.88451437812054,0.884433359666893,-9.95053851299279,-0.303156526157156,-7775.41402791757
-0.0668353407752349,-0.0389567213310416,0.114862985156097,-0.262352448821547,-1.43716249115675,-0.58986227858404,-1.98946792935793,0.132288954866104,0.825640763400749,-2.74128708771007,-6.23106212623088,-0.771849045203871,-3.9772497803105,1.6026142585347,1.68800014138804,7.84303411912652,0,-0.0828439598585086,-0.113179756021495,-0.247864091943117,0.29259100074213,0.477748914121326,0.406630445895,0.605301374642425,0.270290897437096,-0.641261636680492,-0.33074074089942,-4.52182432013438,0.278032426967631,-0.208801452972244,0.343669647260828,1.00943217949473,0.434943140700332,1.19681746247887,-0.109084810005986,-0.166960945409816,-0.19625648605231,0.0999105493983505,0.0926610465794268,0.161565844539262,0.00261744044179944,0.48474928975088,-0.300850162596898,-0.167615731324578,-0.230902796109897,-0.329293959538916,-0.361698405178092,0.25199670062355,0.634423718691903,-0.185530272099111,1.04896576687779,-0.0199001008847256,-0.157443185963834,-0.100553663619264,0.531226680133586,0.332306372985821,0.563837964481885,0.702904301508989,0.109195274629095,-0.563195343075392,0.34897452137183,0.00440186774688572,0.251196750101242,-0.334754451053483,0.737062148389674,0.80627113390478,4.08979996573311,0.852908020947451,-0.033399466344064,-0.0802368137599141,-0.075746021819221,-0.321748894065794,-0.0257209413586469,-0.0950365862763184,-1.95875445685398,0.328263543613949,-0.170822976314505,-0.211332482135127,-0.987680568530212,-0.199138129983054,-0.144167693005304,0.682670334701589,0.441377000355108,0.468995728029177,0.791787343822547,-0.109220203058898,0.0571753990265655,-0.0535660912476435,-0.38783998589803,-0.674218618590325,-0.388186050132018,-1.63761680050831,0.485060922140372,0.111957537584402,0.982914545335535,-0.913637495781704,0.478955049332808,0.216057855356049,0.36083547410593,0.760057801714678,1.58597394678283,0.77605179514419,-0.528605191490208,-0.0187452000788798,-0.240939541132634,-0.155871397037899,0.456349646578701,-0.218671505567074,-0.114571335773895,-0.203878928467129,0.236213733428236,0.126112234302749,-0.92021263455087,0.267389419083152,-0.13625622940808,0.127430191925632,0.629249315535184,-0.233556722240164,0.354688392456858,-0.0580942680982897,-0.46137170358928,-0.160876475456933,-2.18040346170276,-1.13565460373232,-0.557493270433082,1.34407423454304,2.51219722519468,-0.719714215447477,-1.32537202848121,-3.20743504005314,-0.796178570763372,-1.08045689260025,2.88451655872341,0.884431751570514,-9.95054335299137,-0.303155996758601,-7775.41400253666
-0.0668541750560363,-0.0389443775940768,0.114872597127229,-0.262362591778124,-1.43717156903617,-0.589873282035913,-1.9894689089181,0.132294908652541,0.825641270188091,-2.74126526334603,-6.23106882085718,-0.771819466473242,-3.97724297072525,1.60262320790429,1.68801321654316,7.84303976622757,0,-0.0828767520880748,-0.113158210507012,-0.247889779959782,0.292594738784639,0.477737616396799,0.406647327178154,0.60525657242666,0.270313861117698,-0.641275175107606,-0.330721383330492,-4.52182141719678,0.278010424403543,-0.20879815923531,0.343665087444831,1.0094390262837,0.434966591117248,1.19679343044602,-0.109060567663274,-0.166997201310593,-0.19627626231146,0.0999016646356897,0.0926640199300102,0.161565117724747,0.00264138012840346,0.484767216277447,-0.300856975308717,-0.167600575170857,-0.230885681163603,-0.329307581597401,-0.36169879263857,0.251983653534151,0.634432352130025,-0.185541453433307,1.04900003439509,-0.0198873839786982,-0.157508312105269,-0.100541501510167,0.531222067853443,0.332326851900308,0.563819005864877,0.702917262949152,0.109197789889629,-0.563191524621293,0.348970953662178,0.00442822014646143,0.251221831650532,-0.33479193540237,0.737054527926168,0.806259972212067,4.08980629797004,0.852918153465874,-0.033353956273018,-0.0802025941233025,-0.0757522952426946,-0.321745717370292,-0.0257131210223913,-0.0950391050538822,-1.95877945617467,0.328280442251664,-0.170855879078519,-0.211332574489031,-0.987683568884218,-0.199148987920831,-0.144175979941114,0.682681584470003,0.441372502213242,0.468993773649252,0.791775158886221,-0.109220491721177,0.0573508368607058,-0.053554395115403,-0.387858638409273,-0.674239415081528,-0.388197917517558,-1.63761497449234,0.485057388010377,0.111957496412773,0.982921671689907,-0.913637797481391,0.478955540007145,0.21606047749512,0.3608405909384,0.76004288263054,1.58597858097529,0.776071063938077,-0.528592244400469,-0.0187902039971257,-0.24099786872868,-0.155829154641606,0.456358119069183,-0.218679631503297,-0.114549704856171,-0.203880316625976,0.236201128394139,0.12610662717025,-0.920204665804155,0.267373881696022,-0.136254276524011,0.127432850217329,0.629266667638142,-0.233556923686032,0.354675697542957,-0.0581107841237404,-0.46128231333233,-0.16085110738712,-2.18041097555545,-1.13564912985531,-0.557497390079491,1.34407383661794,2.51218615007579,-0.719703995334246,-1.32536985718734,-3.20741731691598,-0.796176206677767,-1.08044977534457,2.88452599560619,0.88442492466488,-9.95056427649333,-0.30315370276495,-7775.41399136268
-0.0668874813482239,-0.0389121421357241,0.114897516521952,-0.262389658824804,-1.43719568964038,-0.589902581350005,-1.98947158537424,0.132310657579689,0.825642584960197,-2.74120711991124,-6.23108676754495,-0.771740554253477,-3.97722474222646,1.60264736121002,1.68804815834246,7.84305482152684,0,-0.0828218845153209,-0.11310484211719,-0.247962366378777,0.292604280752123,0.477706980221861,0.406692517885908,0.605138128460095,0.270375592244021,-0.641311023621977,-0.330669975113786,-4.52181435519835,0.2779530063769,-0.208789445427586,0.343654770965621,1.00946085489297,0.43502878177517,1.19672998628915,-0.10906998465099,-0.167084868725756,-0.196309568753602,0.0998785529631314,0.0926718854485216,0.161563594847749,0.00270467511652874,0.48481318710687,-0.300875299393004,-0.167560386988844,-0.23083947392002,-0.329343629407905,-0.361699995876972,0.251948596627736,0.634453579452158,-0.185571267956129,1.04909144406047,-0.0198923804695284,-0.157675529932509,-0.100507503927795,0.531209894953426,0.332381133435851,0.563768493496794,0.702951849949524,0.109203959152644,-0.563181509721006,0.348961625194227,0.00449769946164453,0.251288756843949,-0.33489143249625,0.737034507064606,0.806230818920672,4.08982317861178,0.852944867164005,-0.033379344073674,-0.0801146674636951,-0.0757621956883846,-0.321737174347516,-0.0256928461598034,-0.0950462477576722,-1.95884473628113,0.328322863825591,-0.170942542483533,-0.211332755613159,-0.987691551883362,-0.199177583183192,-0.144198247258428,0.682709455260027,0.441359843933107,0.468988869874695,0.791742299405909,-0.109219160764874,0.057805365252999,-0.05352461092346,-0.387908168802855,-0.674294387276577,-0.38822950923388,-1.63761131700815,0.485048529248123,0.111956729475199,0.982940705432348,-0.913637788873782,0.47895648613692,0.216067649903451,0.360854766529949,0.76000289405509,1.5859909050116,0.776122066131326,-0.528560455168695,-0.0189097396845451,-0.241145514487478,-0.155716953209244,0.456380720594213,-0.218701277596323,-0.114492020207429,-0.203883913292851,0.236167555179708,0.126091664785872,-0.920183469187501,0.267332427353216,-0.136249388457804,0.127440097446845,0.629313136538936,-0.233557431925545,0.354642093090941,-0.0581387012960905,-0.461045326534399,-0.160784498627625,-2.18043098156784,-1.13563455059986,-0.557508382555298,1.34407283195674,2.51215654732426,-0.719676777780172,-1.32536409450151,-3.20737009161731,-0.796169824706987,-1.08043082931477,2.88455117090184,0.88440686785931,-9.950620062774,-0.303147574844329,-7775.41385794651
-0.0668839373008978,-0.0389097837870764,0.114898918167293,-0.262391660394761,-1.43719745910157,-0.589904701735261,-1.98947179310214,0.132311777086267,0.825642684898941,-2.74120286925012,-6.23108812306853,-0.771734707135936,-3.97722341222563,1.60264919348145,1.68805071019116,7.84305592992581,0,-0.0828279662922836,-0.113102787492035,-0.247962833674942,0.292604984285578,0.477704752867366,0.406695639611409,0.605129741020184,0.270379533116236,-0.641313416909652,-0.33066641733417,-4.52181378756779,0.277949049585405,-0.208788763038302,0.34365449345783,1.00946263393839,0.435033331952621,1.19672546476901,-0.109085335705171,-0.167087594718591,-0.196306248315339,0.0998770863529996,0.0926723990057639,0.161563494319556,0.00270913269007463,0.484816278840788,-0.300876771451339,-0.167557415581454,-0.230836259836909,-0.329346051765966,-0.361700193883795,0.251946397085625,0.634455189300186,-0.185573532623606,1.04909815405718,-0.0198930156967599,-0.1576830082676,-0.100505714840168,0.53120909492709,0.332384951903285,0.563764818440515,0.702954345642076,0.109204235779115,-0.563180876524863,0.348961067954139,0.00450255864132116,0.251293634588339,-0.334898576929382,0.737033264324585,0.80622920408042,4.08982442064519,0.852946751859313,-0.0333795894967424,-0.0801120882174645,-0.0757622714715493,-0.321736439881636,-0.0256916544079145,-0.0950468295099231,-1.95884915961074,0.328325718635747,-0.170948626375501,-0.211332688629175,-0.987692258014069,-0.199179634124627,-0.144199860506503,0.682711475911506,0.441359355973427,0.468988578049969,0.791739981447713,-0.109222603838422,0.0578288208649805,-0.0535240373666693,-0.387911740788786,-0.674298258044891,-0.388232080799936,-1.63761117476523,0.485047659734513,0.111956678648597,0.982942150292134,-0.913637687706073,0.47895665752088,0.216068256126208,0.36085588804595,0.759999797633737,1.58599179812999,0.776125493938969,-0.528559989678439,-0.018918045409762,-0.241151202262981,-0.155709002760642,0.456382405418981,-0.218702874981499,-0.114487732437645,-0.203884225354581,0.236165130145508,0.126090540279731,-0.920181950349561,0.267329396141024,-0.136249250567397,0.127440680303867,0.629316591937519,-0.233557444852779,0.354639711026912,-0.0581333232914959,-0.461028777049591,-0.160780169383606,-2.18043241122318,-1.13563348709409,-0.557509158772436,1.34407271027964,2.51215432666342,-0.719674822818186,-1.3253636770571,-3.20736663542446,-0.796169350821148,-1.08042942288221,2.88455303469333,0.88440564234614,-9.9506241710322,-0.303147090080299,-7775.41382678223
-0.0668567532114142,-0.0389027211121999,0.114901379859337,-0.26239810772723,-1.43720303912091,-0.589911322885839,-1.98947247392303,0.132315219092798,0.825643045124088,-2.74118938771131,-6.23109255794127,-0.771716029886522,-3.97721917237537,1.60265523813059,1.68805877027959,7.84305945812082,0,-0.0828273490649818,-0.113105433663457,-0.247949092889122,0.29260697387577,0.477697454575748,0.406704839850363,0.605104824970727,0.270390194358271,-0.641319825037032,-0.330655967826624,-4.52181201215831,0.277937959825947,-0.208786710374117,0.343656053868321,1.00947035786181,0.435047579751255,1.19671210926027,-0.109075931031637,-0.167088071045107,-0.196293464887051,0.0998731055379257,0.0926737285363915,0.161562820821179,0.00272200949365994,0.484828232157053,-0.300882523662543,-0.167547678335437,-0.230827256943579,-0.329353017918509,-0.361701657825366,0.251942608289249,0.634464987504074,-0.185581246262795,1.04911913247965,-0.0198931556247972,-0.157685087901155,-0.100507659545771,0.531206944346506,0.332396342941762,0.563753359381453,0.702961835547211,0.10920484495648,-0.56317932890186,0.348959776686027,0.00451678797279514,0.251308936927466,-0.334920313415132,0.737030339003756,0.806226294392656,4.08982837081879,0.852952757434927,-0.0333800874410866,-0.0801208269226763,-0.0757611140859702,-0.321733733817089,-0.0256893815327323,-0.0950489487631687,-1.95886120824729,0.328333715556572,-0.170966537883848,-0.211332123537756,-0.987695085132657,-0.199185811868928,-0.144204918881925,0.682717489474466,0.441360147561623,0.468988014122078,0.791733282403396,-0.109221415725432,0.057859669839245,-0.0535298677202449,-0.387922743160818,-0.674309781789184,-0.388241329202927,-1.63761178123197,0.485044851783098,0.111956265733928,0.982947519228177,-0.913637147775107,0.478957578510244,0.216070555858998,0.360860730102486,0.759989627693782,1.58599457031437,0.77613465295786,-0.528567583516959,-0.0189413917449957,-0.241147275515906,-0.155685227761385,0.456387857948528,-0.218708087485152,-0.114473724022285,-0.203885786905174,0.236157773417899,0.126086786356535,-0.920177206543651,0.26732000185977,-0.136249827940036,0.127442591081078,0.629327207100726,-0.233557373522072,0.354632213275055,-0.0581044474893817,-0.46098037890308,-0.160769064622086,-2.180436781789,-1.13563008113884,-0.557511446214649,1.34407199565536,2.51214671936375,-0.719668907166609,-1.32536238698862,-3.2073556222795,-0.796167854255193,-1.08042489680335,2.884558995521,0.884402104766715,-9.95063725209643,-0.303145414473304,-7775.41376571598
