"stage","candidate","LL","gradNorm","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_BEV_5","alpha_PHEV_ICE_logistic_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_BEV_6","alpha_PHEV_ICE_logistic_6","class_intercept_6","b_Price_7","b_Acceleration_7","b_OpCost_7","b_hev_7","b_phev20_7","b_phev40_7","b_bev_7","b_bevRangeRel_7","b_noBEVFC_7","b_american_7","b_chinese_7","b_japanese_7","b_skorean_7","lambda_ICE_7","lambda_BEV_7","alpha_PHEV_ICE_logistic_7","class_intercept_7","b_Price_8","b_Acceleration_8","b_OpCost_8","b_hev_8","b_phev20_8","b_phev40_8","b_bev_8","b_bevRangeRel_8","b_noBEVFC_8","b_american_8","b_chinese_8","b_japanese_8","b_skorean_8","lambda_ICE_8","lambda_BEV_8","alpha_PHEV_ICE_logistic_8","class_intercept_8"
1,1,-9336.29538525883,NA,-0.065961032,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,-0.06530142168,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06464181136,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06398220104,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06332259072,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.0626629804,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06200337008,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06134375976,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0
1,2,-10131.2111077441,NA,-0.132912054426738,-0.0317514846597768,-0.296309833138667,0.132786088475688,0.0422129712608777,0.298561928959281,-0.403804848689593,0.582043518948123,-0.0697289753289601,-0.0357137987946508,-0.19267666316203,-0.088615234118855,-0.879291385688933,0.885853732856922,0.48685960337054,-0.324488586681244,-0.115881448416687,-0.124079952141965,0.0705533162222263,-0.0572618950667804,0.0403850696367383,0.0871434117464914,-0.352193020437886,0.189353326255561,-0.136106336163808,-0.254156691189153,-1.75392696920882,-0.10529053574164,-0.119361199158684,0.48931577314157,0.711718644252978,-0.0541562322046004,-0.372872099166,0.0739002963094422,0.0416385781048676,-0.176775009743578,0.0551640237280486,0.0320499972831648,-0.105806226900297,-0.301947624402915,-0.471839266016603,-0.464861506981427,-0.0817642046907953,-0.989666022592487,-0.0639439321638907,-0.78415624941705,0.0287207925412804,0.60841799554415,0.131572252525187,0.457030723285157,-0.0680686319690568,-0.0496242136934966,-0.189792645019959,0.0736784337624492,-0.010420666894327,0.0359132668427069,-0.308766525089186,0.246064238593194,-0.403040093990099,-0.195796556129721,-0.867798065251771,-0.0399628610184552,0.00139185870276975,0.985427184100263,0.581739409384318,-0.298552213692857,-0.972099065901285,-0.17536125312088,-0.0351001653979755,-0.399211345898554,0.0488730498965089,0.0149685070806915,0.346662795594556,0.19205626400499,0.687192097002483,-0.61511532471721,-0.261978287788122,-1.19708696816116,-0.0248254179197236,-0.414132849707013,0.229320657057688,0.0907185720046982,0.256648115615298,0.24615669212221,-0.0401319291020397,-0.128652391182333,0.0267330518414505,0.136495608542988,0.0338588852472963,0.1265568717814,-0.399407424634851,0.645011150934276,-0.0970149844916092,-0.128713375945488,0.635721057513069,-0.0259164782290494,-0.806942657279924,0.205011627175845,0.577378964638337,-0.450285040451402,-0.783967539962809,-0.205571317500729,-0.136615603286972,-0.100319692002188,0.17338708135587,0.00354923729876159,0.213767994779991,-0.522487879394801,0.391415808912201,-0.140602296814356,0.0267100181852821,-2.65932984962776,-0.0381309807600733,-0.697739762497358,0.55217135142535,0.0918812366575003,-0.404515793784396,0.266319305626618,-0.140731447472517,-0.214517432124995,-0.0711941684830372,-0.122566629688264,0.0108375688570342,0.184060590615616,-0.221942400957553,0.802545824130249,-0.0709955683480298,-0.178843157120967,-2.39933725965614,-0.0224254330303691,-0.337608746508305,0.643171598589979,0.304243612559512,0.149667211165571,-0.113002950012471
1,3,-9250.537517481,NA,-0.0712139533661922,-0.234805109101998,-0.273897049079491,0.114851146604367,0.0381744072562988,0.378571213963414,-0.370823364526657,0.227134972848306,-0.373269956840957,0.0891524688009366,-1.16545357121991,-0.108728817826955,-0.542250373874088,0.67419874003157,0.215430199909024,-0.0596403474825378,0.00310232703103366,0.0369352642790794,-0.0997056704485612,0.0298076173222089,0.0200028971721214,0.274417541850914,-0.419790875583248,0.580436266014987,-0.330842385598499,-0.0559370523638318,-1.08357066390194,-0.0217265472277205,0.161099016963971,0.49862176975701,0.186397380270064,-0.591028350897768,-0.858990968582657,-0.0283823858781426,0.0504319105634274,-0.0571233988827462,0.137777556850828,0.0108078149016344,0.135263578289873,-0.0545364425855935,0.551252735365187,-0.563660217792659,-0.00198774441403116,-1.865766311064,-0.0821738801444101,-0.91190412630855,0.222705961726606,0.257581579694524,-0.0834448616479223,-0.0650228455146721,-0.100197630058928,-0.222080800279561,-0.176924044214671,0.134945976786724,0.0207766974364053,0.299723540690705,0.052324384656837,0.647099860748609,-0.233423127346717,0.00487790254075497,-1.39571958499471,-0.0661745158401424,-0.0580246988308252,0.699701723614708,0.792636628723703,1.14877398933589,0.00324975932999271,0.00748717108002461,-0.114367791269807,-0.118166639589416,0.118733151686832,0.0176452052900611,0.317758875619101,-0.198256052775202,0.404634745576335,-0.322429155404841,-0.156759200259659,0.954270657265322,-0.150516565102163,0.160525123477342,0.581126681566238,0.603198691653088,0.577593741473845,-0.0838248043801759,-0.0613307698985396,-0.257393545905086,-0.223232995843141,0.139422242601861,0.0356044805098758,0.403656105154983,-0.128694484822428,0.32998948587959,-0.249117625836521,-0.124190535881502,-0.178523684680002,-0.159054715703535,-0.615000232921086,0.266228390890174,0.288437109165825,0.124581077582228,-0.424543096347642,-0.01914411011741,-0.136360516883041,-0.0862322658697285,0.0911257669290364,0.0208935146740055,-0.0274881774974297,-0.0765907117023032,0.081408464607684,-0.191405654415842,-0.0563465890145807,-1.67775123157318,0.0184610063501853,-0.172134548940668,0.351087565612979,0.394894884200767,0.100144841747517,0.131677609346562,-0.0494473514758354,-0.15872083675954,-0.134497455435551,0.0549125760017317,0.030949636678673,0.11532040174492,-0.468337341413885,0.907813768409281,-0.537069725301464,-0.231146410975652,-0.882141971619935,-0.0495316680220734,-0.180341877219558,0.367982929171994,0.986042099422775,-0.430686003169615,0.229496780437497
1,4,-9160.31896767736,NA,-0.0813290964109317,-0.0850170225917828,-0.271688291044229,0.224291546742349,0.0277198951181197,0.431341707455648,-0.369073102379234,0.173860428772547,-0.228024405738469,-0.149035340552226,-0.931048438553067,-0.0276163435266425,-0.590285913209914,0.701687556202523,0.36959819230251,0.0499317621628665,-0.106700096914053,-0.0678045355130346,-0.00692256545252457,-0.000626248171308616,0.0144490791807696,-0.000174407561718964,-0.303747691409517,0.0208213709104464,-0.256828852694116,-0.095144708934054,-0.748841700702518,-0.0290599049790891,-0.37906234400855,0.555736332214437,0.278203713805415,-1.01405050506505,-0.690995339159994,-0.0216618578646173,-0.137778981920956,-0.0938565016566993,0.203816253133399,0.0308739854648337,0.229548547015312,-0.381498656447417,-0.0343029198501016,-0.338921357791694,-0.19067199672746,-2.17413937944713,-0.0242199959447954,-0.835420907004276,0.43740843641106,0.366926260255277,0.0958386154420927,0.199360858424344,-0.0280475217954002,0.000768097949547838,-0.0767217044415328,0.0599274148016921,-0.0135490497783964,-0.0262029815397785,-0.293985164543767,0.397589804576742,0.134992611584181,0.180355619553543,0.782390115974109,0.0469094413592702,-0.623840968493755,0.971147833294235,0.886599535648711,0.430120565553582,-0.31558315723142,-0.0451060923299814,-0.11769142377229,-0.0673543072738956,0.0616109785512875,0.00798814995807318,0.234214589378694,-0.366614946404046,-0.139917082239763,-0.560600582697797,-0.197405956800069,-0.762829676535475,-0.0453840553662702,-1.22647582257213,0.116708734296262,0.618309539887123,-0.446123375486397,0.618223665485966,-0.0739660092837207,-0.0612336722344695,-0.0781540164740957,0.0103243307374152,-0.0077361180400517,0.197525236929935,-0.383212417518339,0.230526839620398,-0.380268592865889,-0.176518802155873,-3.9722673911032,-0.056122583452857,0.366222045540765,0.213340032920241,0.776406180034392,-0.788232761197166,-0.0922779722490841,-0.154130641950202,-0.103616953569655,-0.0875346414747506,0.144183879392443,-0.000505202224607725,-0.107914348174176,-0.20145286197416,0.573958373481951,-0.296952203848558,-0.0577781901674723,1.33276406167471,-0.103076678165138,0.856415713634686,0.341181807168759,0.982102471934631,-0.6616396987237,0.396012666338962,0.055595976482731,-0.0202787864118387,-0.145218200525424,0.0304312184941887,0.0422068438871816,0.333363315621941,-0.325048483371766,0.268884943081974,-0.143172659411236,-0.219691840714472,-0.612654779315407,-0.0729180075767759,-0.503423858192392,0.943842558944598,0.377037608292885,-0.228842353272451,0.745449751675349
1,5,-9797.59161960793,NA,-0.119868868325778,-0.112637238243265,0.172004990918167,-0.189186355726188,0.0313139797071506,-0.071663683817945,-0.249324755441883,0.420117241747908,-0.197547071821742,-0.170530928177282,-0.864594689040799,0.000910093078184897,-0.290098474826986,0.221902657710016,0.742886021682061,0.542922506748234,-0.119220997487646,-0.0148486573400911,0.0827617743931047,0.0889986062142195,0.0371020291706503,0.116933873040916,-0.500912296690578,0.405772767660023,-0.483714527901435,-0.00244119850673928,-0.793643692928294,-0.0996248117129587,-0.501626658083288,0.114980680178851,0.309009046815336,0.0343736807369984,0.233394618874304,-0.0600804430284185,-0.0853756242555578,0.013476511543476,0.0906037563181873,0.00268812276764374,0.0501328662005357,-0.30456646187326,0.302084546894849,-0.11263368594243,-0.278078015458387,-1.50811830878595,-0.0577612473943326,-0.429057972029781,0.324056801963598,0.544904349893331,0.366805719353832,0.024169531676996,-0.0996912370413238,-0.159983226247866,0.0187413029342502,0.105463369932596,0.0242538619170224,0.0653962001521365,-0.137240536120092,-0.181839536322841,-0.333580298167371,-0.293962862540403,-3.63829351634327,-0.00067348168932764,-0.0341169374411813,0.835538834324107,0.659771531997248,-0.191538362689176,0.0639410331462914,-0.0685545042656818,0.0465226467560445,-0.406813581775482,0.185533233411569,0.017038189965844,0.24532379200464,-0.712966153454857,0.4825721751442,-0.364336316572043,-0.0311493588619712,-0.797999474567695,-0.0242702319140362,0.0670023381353148,0.766829907856882,0.34023562992923,0.738265218170813,0.00954328323618366,-0.117461385247071,-0.210131773101446,-0.150701198398853,-0.0151717837075157,-0.0152493680995575,0.125987983807645,-0.0233018432263577,0.58411798513028,-0.0410524149682744,-0.147130068790768,-0.737113369792584,-0.0253468971539874,-0.750363706453349,0.777533494369127,0.601013979157433,-0.0611523066346384,-0.101627552747237,-0.118125532328751,-0.0627578458922144,-0.105100655007549,0.0709609106994487,0.0171396243621426,-0.0298384618339988,-0.0152715816990622,-0.0505356387398932,-0.80190329355511,-0.10389683394024,-1.750419158782,0.0415815935544716,-0.367389300421251,0.911135088037699,0.0697695026127621,-0.253711141409508,0.33630707978761,-0.030281160862814,-0.041259737414613,-0.274065287419324,0.0434911063990783,0.0205247991121307,-0.0352729729102862,-0.399386337038264,0.454623130767175,-0.439759594840117,-0.0149849100310337,-1.48817211037974,7.1486878020742e-05,-0.645434071240499,0.680622478341684,0.183407092285343,-0.466421550646694,0.011437327368007
1,6,-9042.777645117,NA,-0.0150331234486085,-0.125035907847423,-0.356581028866325,0.0808707887999832,0.0309006254005847,-0.0532538010989543,-0.269500461194808,-0.137209704362502,-0.430794888604484,-0.0443790838185552,-1.93844873713301,-0.0209083487276567,-0.711581961994509,0.624987461329438,0.140049960147589,0.848245055460688,-0.186693243909521,-0.105631341854801,-0.0687741568965523,-0.0979268807567673,0.019573034945759,0.0665054886769327,-0.220820933338395,0.663543260750919,-0.400354814559059,-0.0540757676676163,-0.774145041343531,0.0547764167576494,-0.793252977698038,0.143358053257689,0.662739232121967,-0.425537802378237,0.399176227458526,0.0569796021173107,-0.33798929014465,-0.285965042582784,-0.00817080026908772,0.0272290640070137,0.085974668180943,-0.0751434265953226,0.213279729761463,0.119288983473983,-0.0433117723964523,0.03419633287293,-0.131415633541698,-0.680473166904429,0.265520817744546,0.0757417091587558,-0.0193905498179093,-0.630464043066911,-0.0627196767453402,-0.219744348282385,-0.252740205080351,-0.0134466036913781,-0.00145045231190249,0.164441695175443,-0.441568895738758,0.166651192058217,-0.391993174157309,-0.193221751840472,-2.57163481034929,-0.0548808094564447,-0.649280331712709,0.579329653861932,0.868908536774106,0.213615863146865,0.575089504273796,0.0334511546265793,0.0183824900015271,-0.0329176744287984,0.116460622600068,0.0371773286399042,0.052553491998076,-0.207002078086358,0.341524181422183,-0.158193872036297,-0.139429425240863,0.146436787595305,-0.0700660519966893,-0.649162052485537,0.691953647714108,0.93095147666987,-0.707139839589017,0.178650182138357,-0.0715022375563063,-0.238137052829191,-0.18965698218229,0.217197678254308,0.0132104163293243,0.116560920666225,-0.175124878748588,0.630242867239964,-0.624607538974437,0.000246002518365887,-0.883264000906107,-0.0502863630658637,-0.593568518403235,0.728572522350587,0.781836397731677,0.284046989671693,-0.00314834029014161,-0.0561425196898751,-0.15559211249798,0.0641352566202823,0.0297436962952197,0.0409518800049551,0.0602147085884028,-0.185280084898652,0.596822945090065,-0.369472146788989,0.000407394343672929,0.126277376257555,-0.0759330093227675,-1.21763712534083,0.984731974336319,0.639721811003983,0.68153572763732,-0.600963403388096,-0.085244423536445,-0.0845821681618582,0.0339256540608991,0.0363842335456717,0.0136566648669371,0.0560856041369276,-0.36635013157975,0.387954374133246,-0.508701701754462,-0.291146474088463,-2.05379511303737,-0.125931151645071,-0.483625557117488,0.542685816530138,0.837883796864189,-0.681969788133258,0.589996724209459
1,7,-9380.91009303872,NA,-0.0768849661652772,-0.0354723896420691,-0.0562927682073148,0.10796401963052,0.0185786177913368,0.231726483651997,-0.0574577462969998,0.154006055417125,-0.0344897094090248,0.0681299810604298,-1.6982422303855,-0.130301785656572,-1.3695024135264,0.479549244437367,0.521739922864363,0.352578827432083,-0.119805778787171,-0.209459696976765,-0.221991340672878,0.0675692551792843,-0.0221429825006121,0.0624249561129677,-0.813583546256553,0.103520946048843,-0.316287981251478,0.0343315198807669,-0.730006705243137,-0.0549452193494613,-0.174526391454883,0.503933576084673,0.962143624671735,0.356678799138128,0.528978094422497,-0.12500244740752,-0.234535280686771,-0.0817085091318162,-0.156066669462582,0.0310703354077718,0.0285785359815107,-0.307957191190481,-0.231358500196113,0.223799449234818,0.0455074264871342,-0.00866580232526459,0.000942971275917734,-0.0829310078591279,0.45949180431664,0.610984353977255,-0.356758627878444,0.229278810261918,-0.0951483722191802,-0.142037193777021,-0.00905602114579122,0.051326935954258,0.0187949503119008,0.0331459382692635,-0.334857759334317,0.10795864962699,-0.578159707276058,-0.110352536145304,-1.88030829271528,-0.167498106382426,-0.25167764390904,0.553766335132532,0.512844624673016,0.407457552170332,-0.507059130704284,0.0598644645530753,0.07285681606443,-0.111525125614625,0.125454284642172,0.00492993008864068,0.251847170359653,-0.126061588720291,0.503254949369984,-0.108039754958517,-0.312219114985068,0.0913400953041477,-0.0625507790772073,0.0936728731420182,0.543671205248684,0.454201588272117,0.297324146910554,0.165531259242141,-0.132322721159959,-0.0441303054941699,-0.18677403143696,0.117279882554644,0.00421498269941639,0.0657893779309594,-0.596276172889511,0.707940557531585,-0.162860959592212,-0.0753194447271204,-2.8595947838296,-0.00393035800913934,-0.408690586917475,0.0639402621565387,0.45007729315199,-0.0323159479375699,-0.269407782438358,-0.0123782827480176,-0.158419782310085,0.0679498371064428,0.0870197229531552,0.00239365038505465,0.152175380751499,-0.507342451264468,-0.0642838552039361,-0.430274708536707,-0.160534311945147,-1.79559962048852,-0.0552221702802235,-0.785693977348297,0.335450763232075,0.842510032639839,0.76592979465362,-0.662995083613944,-0.140977907187269,-0.00221987946359846,-0.25668331917734,0.115945001165831,0.013910444926667,0.0715713812456011,-0.211159507048089,-0.0150290304587717,-0.0671588453234669,-0.102876202908745,-1.79326525148669,-0.119235618237921,0.455187194440709,0.0558322038454935,0.793139633582905,0.0477917546105271,0.0685847131580841
1,8,-9454.18359327413,NA,-0.00178923084774839,-0.185097531433486,-0.220358442049782,0.0156518250567884,-0.000126554478172395,0.20343364969201,-0.0384464571662388,0.776440620180598,-0.303334158763296,-0.276792064469876,-1.87471503022261,-0.0321885877326055,-0.02328686331162,0.857346800053492,0.610036411811598,0.251978788945443,-0.0453791980948085,0.129257642678339,0.00640756193941518,0.204434281652738,0.0147663984264714,0.073582904690889,-0.0838204471899879,0.14367872597213,-0.436047458774481,0.155465851323194,-0.101294934522618,-0.0294675760605562,-0.219353976692388,0.103796811518259,0.198551927725784,0.236406018564386,0.139160853280761,-0.0624984317780065,-0.0946000645094213,-0.306503629118879,0.033065251232041,0.0179015731621973,0.206917379735404,-0.504017747237842,0.627781939889703,-0.147525793667928,-0.105645936149765,-0.193265669525163,-0.0887764017736967,-0.170885231505032,0.201959124575369,0.769897553911433,-0.335376244821672,0.27906461935399,-0.174009361572927,-0.102071786474075,-0.0932810988979975,0.0813377162079402,0.0279217801193896,0.0282683643678214,-0.173519678588787,0.431937544607842,-0.362142970102879,0.0259572832446139,-2.24042922366545,-0.10442759669007,-0.0206198825279974,0.314746446995996,0.915337404757738,0.560334680378085,-0.341027448330993,-0.114582961711857,-0.0883715859017643,-0.305201773900563,0.0578313373346079,0.0235315470720566,0.248528156087901,-0.41893771721732,0.184922169466604,-0.318761291615961,-0.154377089765185,-2.6415038288888,0.00574415285079451,-0.0954972912428282,0.82015833595302,0.985141102238558,-0.0517364983061968,0.480205406387766,-0.123474254430097,-0.185014061406558,-0.0487921542429255,0.0479011926270465,-9.6171937718291e-05,0.0284294940875,-0.454042637260321,0.0326979961806378,-0.29842637390902,-0.151722196263494,-2.5480822175962,-0.115522503541441,-0.237545921566132,0.977363499933854,0.173469718960114,-0.136829117230603,0.0533018550840313,-0.120054213373698,-0.174828233959959,-0.131933386400258,0.0805831909720646,0.0377845686368062,0.193248279162194,-0.109210640753314,0.304643188951145,-0.226413904198344,-0.0794836122630663,-3.2064230983171,-0.0597401766402457,-0.0999610387974897,0.524901447929442,0.592988049578853,0.149938379953455,0.60489537613948,-0.204535985180195,-0.195134576545182,-0.204973510968333,0.0896849415300115,-0.00808882851664896,0.090211140272553,0.0341239792986451,0.0512555181992999,-0.854415757782494,-0.0822165814071206,2.43091626176204,0.0208157897523454,0.193854787025248,0.173605356556363,0.59246609965805,0.514272898241101,-0.128767060139001
1,9,-9630.30667918899,NA,0.0472633207333241,-0.124774153224788,0.0491830334351064,0.0789696282619649,0.00768180766790008,0.156342663689968,-0.0480607777235375,0.837521445185013,-0.0774713260657001,-0.1836797675187,0.644691656313983,-0.0890116111213439,-0.309425480854696,0.637746538082138,0.845757617191412,0.229343515010235,-0.0609042909505368,-0.0755486766852365,-0.230943880116877,-0.0434774887929201,0.036777792228402,0.0637396696743968,-0.12601226927154,0.283917764870816,0.286871135055826,-0.0760689946480826,-2.90128381051107,0.0601273177364852,-0.58675071219089,0.377294126786292,0.126583511955105,-0.0883844847101298,0.120660235319021,-0.0584732947133969,-0.0436781706916397,0.0425131485660187,0.0772254547885484,0.0344932213300029,0.0838515594350734,-0.150961472763018,-0.0546808018152289,-0.101117532321301,-0.164027368284743,-0.924413861374762,-0.184460610411281,-0.415042406555771,0.911483793403022,0.436958216647618,0.301637038857072,-0.257591446040419,-0.0192947770087704,0.00238792496782282,-0.0797048861561024,0.143337654732693,0.0328376388474547,0.179058526273362,-0.199968039709848,-0.00733409245620431,-0.116047302556103,-0.212259146315002,-0.725829318600732,-0.122403299358158,-0.888820655721718,0.107898915344849,0.505763345621526,-0.194055711900496,1.05237313465006,-0.0464710968978844,-0.137732414134383,-0.122821817091857,0.149590290945856,0.0341704533942225,0.226875244858619,-0.359217417227566,0.66889086281931,-0.597428933676122,-0.0640756441963412,-3.20332996878707,-0.0259520963507942,-0.89097508874604,0.413166358722374,0.506131966472603,-0.237612910394968,-0.124897659458132,0.0139319194982706,-0.187916345908802,-0.192612831503694,0.0484364120797554,0.00583546816642822,0.161287913116318,-0.495837915869668,0.204979766833603,-0.230818778841959,-0.109983402344019,-1.27064831631707,-0.0469559147421494,-0.981350058070041,0.0252112388750538,0.949976507565007,-0.128243915709914,0.636339602490061,-0.271534927077694,-0.220564424471739,0.0363750126688586,-0.00149280262935166,0.0260136225410293,0.0388783654125286,-0.163961345918961,0.401565564726522,-0.299864672808002,-0.341473186077837,-1.47324425582474,0.0449067151927548,-0.655165111672983,0.949845580393448,0.44927398069296,0.224855930579522,-0.748127597320498,-0.0791816152299476,-0.237995748238332,-0.0492546490373505,0.0979457063885526,-0.0245643048388009,0.048831052682744,0.250949116568914,0.464956967783464,-0.168033065658973,-0.232879970028308,-1.81662056575897,-0.122977172216363,-0.671912171531037,0.880068704769947,0.204064244721085,0.37141532153795,0.243580319554108
1,10,-10721.8647234739,NA,-0.0491253357788771,-0.0568129866068393,-0.0202182725856738,-0.00593229816861381,-0.0309705889812255,0.254414500826644,-0.362349033772183,0.383907160590111,-0.151277340273099,0.104522641184453,-1.61636152243747,-0.0211079770420123,-0.70606135101813,0.161469025830738,0.297850301484577,0.667053308916823,-0.152330000157122,-0.0204614300630016,-0.207516647845682,0.0397462180338577,0.00416133205017825,-0.0289330771916121,-0.412363482697409,0.138288755354978,0.434273989521824,-0.239743559149483,-1.57998719329669,0.00993801711888979,-0.282745233207509,0.47998535072431,0.438344059232622,0.153713998886893,-0.0836206950036896,-0.146171334703755,-0.0991025040662957,-0.0224675624278615,0.0429574507634798,0.0374548528041582,0.101442329511916,-0.284345358280956,-0.0388575019638435,0.0543157535059017,-0.106991991493258,0.150740343645791,-0.0856137748642459,0.28145736666736,0.348480707430281,0.415038571138866,0.305475992092418,-0.698205332315278,-0.147525348964558,-0.0534174946318931,-0.0824245063511421,0.0894143119735338,0.00870469244215878,-0.00651029303167003,-0.164353700211972,0.420187485636389,-0.291774156541585,0.0416464138027021,0.418203256636419,0.0237872019005899,-1.65671885515838,0.104785446240567,0.607675029640086,-0.635822144869881,0.0689748742842758,-0.114334376205461,-0.128115546194872,-0.104859099131151,0.0557591990989975,-0.00352889644934746,0.324272831834877,-0.0902591456776467,-0.0574069434885961,-0.222827078961171,-0.140533987595208,-1.2704468784254,-0.023530972988606,0.101031185215846,0.405499881277792,0.551386949117295,0.425916801666905,0.249606870164187,-0.0420123349957866,0.0349335758289244,-0.169569781813482,0.0460778264704154,0.0163483227904265,-0.176354824495077,-0.689166302323797,0.264756206577457,-0.0439036060828173,-0.154615398485666,-1.11095216618401,-0.00580434018397716,-0.157628461074556,0.948657119981945,0.0436095377709717,0.261845581364823,0.316406588637063,-0.131496359077892,0.170077064999382,-0.0378701772327658,0.159614824835931,0.0226042561762326,0.0425713242271532,-0.247406206517325,0.058604043563242,-0.352978750112213,-0.114249648727492,-1.18816696234801,-0.135121883998348,-0.0386199685063043,0.53942028129939,0.484202872277237,-0.0654841409169093,0.186700366573888,-0.172246498864813,-0.180721708011294,-0.0556809989430481,0.0316197074446089,0.00735069161365922,0.137294712888835,0.206953096367461,0.943284327852403,0.0969316038272964,-0.30862318297823,-1.94376414825162,-0.102572389567134,0.0334646809488774,0.694949807757512,0.363101569730788,0.155665499475568,0.127513035175019
