"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_Price_1",-0.0667396359094917,0.0103371394556179,-6.45629636671111,0.0202563766476205,-3.29474698612161
"b_Acceleration_1",-0.039783371241252,0.0731495497034964,-0.543863515257571,0.238235892941744,-0.166991508920028
"b_OpCost_1",0.114664443530538,0.0390445247317895,2.936761154559,0.0612520732737936,1.87200918110957
"b_hev_1",-0.268950987210435,0.360859894464558,-0.745305841230994,0.958426306133991,-0.280617284280629
"b_phev20_1",-1.44021762376653,0.423994381820139,-3.39678468753269,1.09995287223295,-1.30934484569583
"b_phev40_1",-0.595987993032118,0.382094951034967,-1.55979028620448,0.790298592137443,-0.754130146455415
"b_bev_1",-1.99129826968965,0.455222501336884,-4.37434060012776,1.52330051386185,-1.30722615240333
"b_bevRangeRel_1",0.134122281071448,0.12087006003203,1.10964022882016,0.292097703251087,0.459169242272873
"b_noBEVFC_1",0.823991562705385,0.332809900627276,2.47586253038848,0.947543883434681,0.86960781142775
"b_american_1",-2.72402863439109,0.517117075442181,-5.26772130288254,2.21539117314949,-1.22959261885949
"b_chinese_1",-6.22878595575893,0.82691590596012,-7.53255066308923,1.75614915628123,-3.54684334954146
"b_japanese_1",-0.760847893929639,0.310096814892509,-2.45358177636677,1.2279380720713,-0.619614222601821
"b_skorean_1",-3.96866730395361,0.556557172703585,-7.13074504938106,1.24150307836739,-3.19666328107098
"lambda_ICE_1",1.60326961090774,0.256864550145542,6.24169279100334,0.505404756887584,3.17224875519792
"lambda_BEV_1",1.69181257877223,0.26164336302583,6.46610164006036,0.415318670521385,4.07352883184459
"alpha_PHEV_ICE_logistic_1",9.95963419563675,17.5077642864394,0.568869561680754,5.28948072969974,1.88291340957435
"class_intercept_1",0,NA,NA,NA,NA
"b_Price_2",-0.0827515981348891,0.00726152968230082,-11.395890639487,0.0115226106655474,-7.1816709369793
"b_Acceleration_2",-0.113021924813705,0.0236093553240931,-4.78716692015591,0.0425449717476865,-2.65652837858215
"b_OpCost_2",-0.247447324835796,0.0241398814363625,-10.2505609022197,0.0438362940024115,-5.64480484646315
"b_hev_2",0.291387601725667,0.120849968374313,2.41115165891597,0.183611134372505,1.58698219866398
"b_phev20_2",0.475507090733983,0.12083685623131,3.93511636734203,0.195413853868328,2.4333335703741
"b_phev40_2",0.404841233281331,0.121837356987465,3.32280052105021,0.218050748472352,1.85663766860522
"b_bev_2",0.602367490078572,0.128859272549399,4.67461501342599,0.235061712332481,2.56259296378544
"b_bevRangeRel_2",0.270662580242825,0.0520540663268832,5.19964335817973,0.095457567525427,2.8354229765045
"b_noBEVFC_2",-0.639988735589654,0.122484077923877,-5.22507697684103,0.189012471734353,-3.3859603533947
"b_american_2",-0.330784068418404,0.109151833147058,-3.03049485181569,0.229152735123113,-1.44350914354432
"b_chinese_2",-4.51766337117784,0.40390447926338,-11.1849796254226,0.631153095283623,-7.15779325956997
"b_japanese_2",0.275813448861082,0.105931142644737,2.60370502927626,0.19115639704567,1.44286800297448
"b_skorean_2",-0.210250994123571,0.108577709580314,-1.93641029025437,0.241136413166452,-0.871917232916783
"lambda_ICE_2",0.343989408552886,0.0603563857196706,5.69930429814947,0.0994159547551819,3.46010265052507
"lambda_BEV_2",1.00814273286414,0.108112487755653,9.32494250934876,0.164866261321729,6.11491232215663
"alpha_PHEV_ICE_logistic_2",0.449848172346548,0.404927072701675,1.11093627142576,0.650462904038435,0.691581594513139
"class_intercept_2",1.19752904327184,0.213310792657773,5.61401056341816,0.531544444956774,2.25292363533067
"b_Price_3",-0.109108887464771,0.00946440781550839,-11.5283374925988,0.0172274129741179,-6.33344586495333
"b_Acceleration_3",-0.167050348334007,0.0224919070103224,-7.42713137918191,0.0413943661605531,-4.03558174284109
"b_OpCost_3",-0.196215878475751,0.021874570725729,-8.97004475817942,0.0537341398946202,-3.65160545717408
"b_hev_3",0.100715314605494,0.107121014083793,0.940201280457556,0.271997703715231,0.3702800179186
"b_phev20_3",0.093562486961464,0.135486111014686,0.690568843261891,0.348456147414845,0.268505772263147
"b_phev40_3",0.162828733812015,0.132016215716337,1.23339949511873,0.384777449221551,0.423176394930203
"b_bev_3",0.00389705984855829,0.13595456510171,0.0286644280436103,0.391147730611594,0.00996314063350155
"b_bevRangeRel_3",0.484854415421796,0.0648679565054706,7.47448264970249,0.166123066325962,2.91864595414118
"b_noBEVFC_3",-0.301490205290185,0.102651235801315,-2.93703434680251,0.192366956670967,-1.56726607577343
"b_american_3",-0.166787875533834,0.0980326548773856,-1.70135018522598,0.18945189730405,-0.880370573782946
"b_chinese_3",-0.231311087873559,0.117437783304543,-1.96964793923022,0.305831556608941,-0.756334926448844
"b_japanese_3",-0.329181466536682,0.107659021715542,-3.05763011117127,0.247836189232873,-1.32822194997267
"b_skorean_3",-0.361485063928348,0.100804961471503,-3.585984842924,0.169530631327959,-2.13226990955429
"lambda_ICE_3",0.251936284647954,0.0703074344021281,3.58335198532473,0.138018790231642,1.82537670577405
"lambda_BEV_3",0.634373840295497,0.0794728154097288,7.98227465611894,0.210568607001431,3.01267054633261
"alpha_PHEV_ICE_logistic_3",-0.19161733424702,0.401994729136351,-0.476666285298549,1.2225692378568,-0.156733318910372
"class_intercept_3",1.05092618169554,0.216267194712105,4.85938786552686,0.5063547470284,2.07547413717955
"b_Price_4",-0.0200005783119857,0.00333193120186714,-6.00269846531579,0.00955846951201727,-2.09244568775787
"b_Acceleration_4",-0.157531788941227,0.0259189481141082,-6.07786196599076,0.0855306456458225,-1.84181690377455
