"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","Class_7","Class_8","model"
-8.30418451918992,-2.52925787024544,-5.96275059709116,-6.74806624309602,-7.29109961180798,-4.15984715241118,-5.57876683017155,-13.8637638503558,-3.19667868625854
-9.00471094671657,-4.03210725802321,-1.70389040932996,-3.15291630971649,-5.62605305840606,-4.67662438765334,-1.5492547077665,-5.89561625333035,-1.86352268547914
-8.25550792650116,-6.14751290059716,-3.79126381773376,-4.847693495812,-5.179521690919,-7.36833991955075,-5.32108139839727,-5.21670684210952,-4.15112169899455
-19.7556151673785,-11.2131164876136,-11.6845342723313,-10.7315848286896,-16.5565286735354,-20.1761679928012,-9.89703844457053,-24.7959891917586,-11.0296831740264
-34.8356990258027,-20.3405555086321,-6.41409300029324,-9.55250091877822,-15.3335195316711,-13.9776781509066,-11.087901475517,-24.1316073438018,-7.69052724247229
-8.1936425874139,-4.84461856372732,-1.333577239755,-4.31019339547314,-5.35262190482512,-2.62388881766349,-1.32253726377019,-7.0811400334978,-1.59742332549031
-21.91142999626,-35.987593378527,-16.9516889417385,-17.7763146722742,-22.7134958255292,-249.984430582091,-345.990361250772,-37.0348601478004,-18.2170957934597
-4.27694696199611,-1.1359338910756,-1.82274234971658,-2.70860041892056,-4.36177867727738,-3.4637579705048,-4.29164131857801,-3.80732069629611,-1.48224418914103
-5.35014026879868,-7.50858136453333,-6.00799730488367,-3.68710560738162,-9.3637818307196,-8.94162749530171,-10.1662726122548,-16.0144829345055,-4.22357911707644
-4.16753605199468,-3.98846623195771,-2.74133022197145,-4.70203595278373,-6.51678548529914,-5.93484518348227,-1.14110383575079,-11.5783832472195,-1.7993647389946
-6.18779237651614,-2.51469754348239,-1.4857097010446,-2.78607132506889,-3.00329751800148,-3.45011652760672,-2.3081000537485,-5.71361377262414,-1.82185376191045
-85.351375823985,-44.4252361885875,-38.9399180233828,-63.503412316083,-98.7279347570667,-186.619338434464,-14.9049388757259,-119.89277372809,-24.7921528523411
-12.073629828842,-7.98091180780242,-4.35881275848438,-7.57881717749136,-11.5008860241414,-7.55000496791714,-0.369871071483237,-13.6279894552743,-1.57421262904512
-30.6603245172127,-7.71328164391025,-9.53472042636801,-8.78520594016526,-15.7337007327888,-16.9469318390143,-27.0033844914609,-19.01302360069,-8.84505335600705
-3.66295990823332,-4.14006231445061,-0.925473255847491,-2.26188327147193,-2.875154756509,-2.07614038497591,-1.2477597937673,-4.4214931761999,-1.17764674196437
-6.54299325792488,-4.55226880971245,-6.05675558990424,-3.06382661744773,-3.49380291146976,-29.4629010069522,-42.8490939716667,-8.45734240519368,-3.45404011791063
-10.0583574173755,-3.9755782742769,-1.36976264533415,-5.0495601942783,-5.28493891583809,-5.3227948332138,-1.95236104498347,-6.6407006917647,-1.89561999597796
-10.9487840462067,-1.46034049600293,-4.71405853427656,-5.60357124219912,-7.6061546388496,-4.32774688096617,-8.3762407022028,-12.3004245943983,-2.11012523183483
-60.4876224419563,-33.8875487086215,-42.2329575710212,-34.8403933727945,-39.6797295989295,-78.1356735151912,-113.075408887787,-97.4339797005631,-36.7146040615201
-5.93976454914683,-6.70221601622217,-5.11764060444837,-6.51513906756129,-8.10149976413463,-9.31675722614463,-10.8724998171091,-6.99884645666467,-5.55607550262533
-29.6776514506913,-37.3459764559241,-19.1309572283896,-14.0168855201579,-26.0954767259104,-28.4290706046668,-67.8105763542781,-34.4011413099344,-16.0132151962765
-42.6381932143732,-24.3709483522814,-26.821341973138,-12.3519083832575,-18.0015421561799,-24.4863788444205,-102.963003917597,-27.5088683299898,-14.4357183959704
-11.8413879875332,-2.84565108416866,-2.6406399543921,-4.91304369947281,-9.86618709067258,-5.53742766331357,-3.65358573555062,-7.09745608106179,-3.03111279154785
