"step","user","system","elapsed","tot_cpu"
"multistart",318.246,59.084,124246.968,377.33
"estimation",925.282,150.147,13962.256,1075.429
"cv",1084.113,179.72,16636.117,1263.833
"psi_data",4.3309999999999,0.0690000000000168,4.42499999999927,4.39999999999992
"speedTest",306.434,0.911000000000001,687.751,307.345
"psi_og",4.71900000000005,0,4.73800000000119,4.71900000000005
"feval_og",167.72,0.147999999999996,168.575999999997,167.868
