"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","Class_7","Class_8","model"
-6.36749871561823,-2.11133780119266,-5.4054904235595,-7.20519729628504,-7.37590480806199,-6.02507248455465,-5.53072664513065,-313.468822784647,-2.78005177461561
-9.59178348091285,-12.1314745864619,-17.3697837105345,-7.12373694290609,-11.2437628935606,-11.5510383055612,-104.66518295445,-232.975854754159,-8.05646001650683
-53.6713980384926,-58.0666726537332,-35.489252764259,-21.27500124467,-45.8697414206837,-41.0911219138807,-227.982698380374,-914.672049365389,-24.2252421198905
-7.52022190785358,-3.65583097358367,-1.56218017596951,-3.12570918012253,-5.55969399774929,-3.10626786261113,-1.99325292015829,-58.2907636092652,-1.8882866576098
-26.5082565062457,-26.5588554254526,-11.4192934511804,-14.6717691989084,-10.6403486775924,-13.8508924535782,-33.3131066302324,-366.771793105291,-12.1883741295583
-6.68956600990072,-6.30057372577847,-7.13554729717843,-4.29626083098717,-7.61898982772661,-7.87980317924517,-42.3027442611237,-251.322716126033,-4.70180096369985
-14.6432007475678,-14.1401963794069,-33.48957874097,-13.8547130715703,-23.1188654934996,-25.7915412738175,-223.852174586062,-77.0963085355789,-14.9229193713569
-7.1959487243358,-5.69922432322801,-4.40090279975927,-4.72520920633132,-5.38393734854965,-3.66785128786561,-6.27695361601261,-58.3481588888574,-4.13658205422543
-6.63736499373855,-5.1420758804589,-2.62286486168274,-2.62182188687057,-5.31266924377144,-3.87968193588456,-10.0888872160765,-73.8323303489934,-2.84784562177005
-4.91586929657099,-2.26257495182037,-1.908529930224,-2.57121852730701,-4.37388878161739,-2.07070536943424,-3.49879365289194,-38.2501322509241,-2.14313635480132
-5.05950297325185,-4.12452718604333,-1.4396560004559,-2.95230118496615,-3.33767490785106,-2.01118020695799,-0.157810293665126,-90.7016794257426,-0.656604192234508
-9.16817302652357,-14.2081604420407,-8.08388878494764,-8.22472282637522,-7.56787266007482,-3.66985384192024,-15.0359302335331,-282.18142974103,-4.4591603140435
-6.48150278631479,-3.10386845318894,-6.16601030485118,-5.14110272395691,-4.64828734679954,-6.30379134662858,-69.3315524020222,-202.420721687085,-3.76181264009759
-16.8921538779577,-8.81843643522308,-12.1656519173331,-16.616835798507,-16.2855371362688,-15.1575509723354,-30.8353665453079,-560.230904011088,-10.4971876241076
-9.02604739280442,-10.8229309804249,-2.36534566424011,-5.59846402805775,-3.53114173955409,-4.14242612341756,-6.99683116349758,-21.4429063371313,-3.10959538246915
-29.9013443584115,-20.2149063026322,-5.15408442296486,-9.55623556206632,-16.1057185153688,-6.84649003851817,-15.6501838550502,-461.386644790705,-6.60951116015205
-11.5820420009855,-13.2860750994733,-8.93007316722113,-6.30796397675863,-7.6559117862474,-8.43940050201683,-23.7535171876186,-252.48854252627,-7.12377101763492
-8.72847464200439,-15.9331096427253,-4.30195363348664,-5.07151100116436,-3.32973006232029,-1.38731867426906,-4.13177277842508,-39.5917241658356,-1.85594824883135
-7.82979418218114,-3.80233626458386,-2.26913555079268,-3.65460625349022,-5.67472965027235,-2.22850185060575,-8.34941924818893,-14.56597990075,-2.51505817798223
-13.0144815928463,-8.61395286224068,-2.89343810053741,-6.19238263286621,-12.3650699204681,-7.6444983040936,-1.96453773179056,-434.749169502745,-2.94466060334433
-7.82117523054894,-2.36117115041872,-2.73066618322426,-5.04197368968126,-7.50817772126256,-5.32473484926511,-14.0996100905469,-262.794398390358,-2.74507001166052
-3.14169511043612,-1.21020367287904,-1.62039197787,-2.71726314097322,-4.38564365093434,-2.25831824607137,-4.85519550463453,-82.4374258078475,-1.53420767518537
-14.7220428998842,-29.6846988612699,-19.1288276424331,-10.4755631265693,-12.6061665262526,-21.2196539122989,-162.841510912715,-283.570669411073,-11.4662209331038
-17.2075699913452,-16.0231817293123,-9.2279079681475,-8.06781920160023,-16.9065190866113,-13.2350152039974,-30.3329452727339,-161.232756867041,-9.12755577039854
-74.3075454763322,-71.6277142459038,-51.1325747614764,-31.5020474613326,-60.9209304899929,-45.1077070438337,-215.05576634352,-5.41581771170552,-13.4051625760363
-4.38427677711219,-7.4200692272491,-5.69673677210371,-3.66924632027755,-9.81192238511925,-6.11044904086738,-12.6765484465622,-445.79950006024,-4.17209827490712
-13.9876423686952,-27.4408765204066,-49.3549830959778,-27.1411460788991,-31.5821663841851,-43.2648664572589,-188.588831793977,-725.505809137148,-17.2147715282704
-6.69665669883287,-2.10773892135398,-3.13477689205091,-5.81804611892779,-6.46111754520371,-5.39462536537839,-3.06837873589201,-172.571772021307,-2.70822584215397
-13.8344576306392,-11.600893797389,-35.2676498597862,-26.6016373331438,-30.2803988763896,-30.2444792845605,-247.976662703607,-249.356506254625,-14.2256808871567
-37.2819958175956,-39.9002605819365,-9.1797970235588,-17.9709715466998,-34.4844478531715,-23.0548715157742,-3.92433268723303,-842.620456911652,-6.72736525840505
-9.90161089550004,-12.5126452659778,-8.32325336268163,-5.29445754002529,-9.90961306554159,-10.3072042689085,-42.1139439837305,-262.106246322737,-5.8053665302228
-3.90309585400409,-3.49163252013688,-2.68745675212036,-4.76538742177839,-6.48713816865596,-4.90902356316132,-1.21937943922116,-164.493622838468,-1.90850687165359
-5.41774468620416,-5.0222451710811,-1.13960728427109,-2.5352466549785,-4.88486533918915,-3.06569043680615,-1.47548339896057,-80.0312595717011,-1.45158049740658
-9.85519686467045,-3.82833356384616,-1.70551077357107,-3.529872188119,-7.6959113345471,-3.16114220449208,-1.12806603605382,-95.8389602616036,-1.74864528083771
-4.12648889796914,-4.03540097188916,-3.28328296078573,-4.5203792505157,-3.42181702962538,-2.99144281947195,-15.1252210311528,-85.7004293546019,-3.36312464254134
-4.5836148328018,-3.42284272781267,-2.28330525391778,-3.15437322489896,-5.02409768427517,-3.41204179204477,-3.19413910841255,-216.999670459165,-2.61527253374407
-7.44130672071149,-10.0817906144739,-5.70787348598339,-4.45532353557071,-2.97387628920721,-6.72349081434355,-42.9098663750233,-117.349281563232,-3.71791904128155
-12.3255217271051,-14.9067827780007,-17.0188928709248,-6.06757333819847,-13.612452832165,-15.5602485624171,-82.5468704979372,-59.677143356814,-7.00048018025418
-14.5954171958213,-14.4808615745781,-11.6208188290306,-8.59703872205307,-19.756452778188,-12.3583461880133,-21.2483333189205,-555.30559864908,-9.88455960086694
-3.03042041742196,-2.60362654118068,-2.91471771831795,-2.61639987377066,-3.84828937843319,-3.89825342328261,-11.5422959572622,-52.6741679763351,-2.78846309152571
-6.1502628959997,-4.0085526452996,-2.31577025742109,-3.73221560798492,-7.78583038391776,-4.65916803956867,-6.91085433601523,-167.675253435696,-2.73871240178845
-12.3100331019177,-9.58809331277764,-12.1411603794113,-13.6844219739294,-14.3433363767683,-6.4012456667926,-44.8349426076484,-179.15387009316,-8.11392546666014
-7.58053184260158,-4.87103504692542,-2.44271757305937,-3.40229076438992,-6.56751319751547,-4.50260126139211,-6.11193865086577,-147.967189196091,-2.89007782290778
-6.79573655920826,-7.28901110369387,-4.48332600270141,-6.70658736567206,-14.1573262401787,-9.06839632783285,-6.52989371537689,-332.981347462376,-5.24942068792557
-17.8543862184437,-7.8685800486378,-9.38461946239079,-11.0768535063351,-12.1180725487034,-9.88170197521332,-55.8316109620971,-211.643375414591,-8.85682375827316
-3.98423817833284,-3.6938596874215,-4.25744897444717,-3.10040131878781,-2.24895410268229,-4.42713523463235,-34.4254717696561,-10.6389864424484,-2.70083856839989
-81.7654536534605,-22.9355169197465,-68.6426708785179,-67.1733773664226,-101.330769137953,-70.0253987760833,-339.08681282682,-3099.42558095958,-30.597362706426
-54.7208107481304,-45.1306309491404,-19.1537368483276,-31.8667482560503,-33.3190689460938,-28.907130610926,-39.3018571167316,-1280.89585723677,-22.5656554242412
-19.0358868103904,-12.905499685406,-6.99671957626148,-11.487384684471,-16.213935879835,-11.2370328642812,-36.4262438286164,-402.492760817291,-8.58689640238133
-4.93833458473292,-5.23416097432334,-1.09069842472197,-2.46695746111854,-2.69810431596694,-2.04437719098136,-2.2138007348852,-8.37541510743253,-1.42513339637472
-70.1962696245133,-41.458919259215,-35.0025421559157,-63.2522200722352,-103.941284351739,-66.2829170782209,-10.9692838754377,-2515.06409882929,-21.3428062022496
