"model","part2_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","part2_complete","part2_job_id","timestamp"
"LC8_CNL_pref",13962.455332756,5473.84906435013,TRUE,0,"successful convergence",-7775.3375663569,15820.6751327138,16807.0606287256,TRUE,"35808537",2025-11-05 14:05:56.801804
