"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","model"
-133.138451076143,-14.1610485882613,-8.79830016151171,-7.53646503456155,-10.5934056544481,-11.6171471369191,-8.31001858964514
-1.87297087336682,-2.3311741013911,-4.19770434263245,-2.94250330971418,-5.85352541179116,-4.76692683481326,-2.29118346515809
-91.8336073125812,-27.1203510681892,-11.7145805158187,-13.7612302012908,-21.7159395959961,-8.64278958391568,-11.4225931237456
-12.2431714155385,-3.25195614250426,-5.20647227658264,-2.38960726000735,-4.5685441110946,-6.34291117906198,-2.73662598913354
-3.26127114790436,-1.88762806522397,-2.36719706909283,-2.43915582666855,-4.59299429601596,-4.27341076007572,-2.08234147637786
-12.5492215506064,-2.8352620811086,-2.19959847807362,-2.51082019228358,-2.25329521736513,-4.21299322556532,-2.40765318200713
-10.4040302624323,-6.19908564407198,-22.9612243017175,-9.78860924379428,-19.6036052220473,-24.6967993676544,-7.21855279614686
-21.1365961048174,-9.09538019998623,-13.1094015021676,-6.35071838478114,-7.57222464007569,-14.2798145753472,-7.06022557557221
-8.20607152565204,-2.13513240936381,-4.37667487111327,-3.36495757386365,-5.89988305925133,-1.87431063290694,-2.32805980017817
-28.9135311995997,-2.7616341073375,-2.93104513467061,-4.51977805105851,-7.72501749629633,-11.5487067021623,-2.98343020791429
-143.839202845805,-41.0875037507949,-21.6779737790009,-25.665658742408,-28.4300477835218,-47.3135292990212,-23.4974948316496
-3.3787196133714,-3.75365527538865,-2.48047144703411,-5.1565404179988,-6.25657127019112,-11.3089011166712,-3.06787998783216
-110.148074013469,-8.55715262223097,-8.6579429543206,-10.3423124573081,-13.1767352388836,-11.1680525288619,-8.97917534271306
-1.50813458830285,-1.20346956874253,-3.9233816957653,-2.31290585856344,-3.01329640468028,-2.29430596637189,-1.40899983413171
-38.1822845037949,-17.09315193518,-34.6731210617486,-19.9117741102291,-25.2165016532963,-21.9420178863679,-18.6255667076208
-4.57594559189916,-12.8089898398183,-34.8825888031427,-16.3488897486683,-28.1012241079118,-55.5764514819141,-7.50086658746103
-15.8482110841981,-6.70861346721666,-5.00640329352851,-8.18909998875431,-8.03279467412686,-11.3560859568503,-5.84617876785009
-11.3733342684153,-2.35705124422476,-6.80362521136325,-3.43106106133055,-2.55968606950642,-5.38808933075146,-2.59414750258737
-5.25544084314037,-6.79443669625342,-20.7345213908714,-10.7864121958055,-18.4202628270427,-41.1118581865365,-7.00882460091282
-30.8231373291329,-9.36898574197371,-9.75958941828903,-9.06907099530324,-17.367497040643,-20.3201833017584,-9.64448235556086
-14.4289948809993,-2.75630916121242,-3.92644960920973,-3.41183434256469,-1.41189507851849,-5.27801202062952,-1.84605063150565
-6.66101822186109,-5.60516838377804,-8.56938574251996,-8.02209378878026,-11.9815113342364,-20.173639749117,-6.31826305864604
-48.8308232299522,-44.9228450597885,-68.2102765242876,-52.3066705081719,-99.8560687952661,-88.4420828076775,-49.1223321395
-Inf,-48.7879710075149,-66.7424054870651,-34.2727154978652,-30.3003846804037,-89.5849127847406,-34.4138335473329
-125.157127915349,-36.7922948611506,-22.109550536596,-26.2897648590347,-39.0598053839759,-34.9528103570231,-24.5668684411047
-Inf,-22.8579248243649,-24.5690379736475,-14.6496570508601,-17.8362098038636,-32.8720038574685,-16.353750124811
-23.5696125542685,-5.11505312725608,-5.83148949523514,-2.95670776331599,-7.03412855234942,-7.34352178804721,-3.30962299539716
-9.9491770058264,-7.08571283002885,-7.26119375596974,-7.7074624854939,-12.5017710565018,-13.8910325426072,-7.3832614469254
-1.71974112026402,-1.5652884502951,-4.38959286880014,-2.39684782437223,-3.83785677433583,-4.29367890718466,-1.75743065025586
-10.6991136675313,-4.93299833363923,-7.06793875410896,-5.24051130070372,-6.79648246808094,-7.46983273884679,-5.18310424278629
-0.553001701132155,-1.30905821135614,-4.07176877899232,-3.11934154743848,-3.65964312705332,-5.35471686482909,-1.02381977538374
-132.657883729468,-4.84492235886757,-3.78853038645557,-6.58065587371668,-6.61382726461775,-17.2084328094139,-4.52423113026999
-1.65498700226082,-0.737548665437429,-2.74624056539727,-2.01211854679972,-2.97383994897863,-2.82185814136073,-0.948999943874648
-27.2698509119507,-8.77342247245065,-4.22131422502178,-6.13481672410443,-6.83875727291609,-5.77458865877342,-4.85356824874255
-17.1288866805275,-7.71543523482122,-7.19096933579443,-13.1393147286472,-12.0098250841079,-13.361835250964,-8.04697997692994
-26.9435052405207,-9.9078007218087,-38.027246027171,-16.7438128363537,-18.0847703807965,-20.1531140789506,-10.9366862758509
-3.6092234505819,-4.28429241399531,-6.9876361092187,-6.80198916399476,-10.2170717233673,-9.9238134962277,-4.39032845634732
-15.2396977066651,-1.71951147442888,-4.3123326133606,-3.5984356379653,-3.26359818138517,-2.5202726999861,-2.00761223540096
-13.9816767536329,-3.90233591719197,-4.89984848901649,-3.60998585947472,-5.69865346588352,-4.42413952999213,-3.93664542887421
-1.73749432537563,-1.84686378213572,-3.00890536475179,-2.64992799201704,-3.00200543353295,-7.62119074464528,-1.98132716465222
-15.2518120573653,-5.20396982039356,-17.2888255889175,-9.09040352733338,-9.21483635197183,-23.8640068348,-5.88136037070429
-Inf,-6.18440693112532,-8.21340013394081,-4.08196895456886,-6.81085979667858,-4.53696005387528,-4.5382992143695
-16.977612288786,-28.1114921144744,-61.5953623157723,-37.0269422243533,-66.5124587942925,-77.9693492963366,-22.8376074416778
-Inf,-138.565204861652,-148.360807799869,-75.7962169660368,-143.671854010033,-40.6735970184694,-55.9707316502312
-77.0134351196987,-5.12915055169952,-7.49407068138828,-3.78333183024806,-4.90154647833303,-7.26098325169649,-4.27849821516788
-4.73808718984486,-1.95084280069396,-2.30229656097226,-2.87320854406866,-4.82860168891673,-4.40451583336713,-2.14121081447171
-419.510160476912,-19.3235422841352,-30.0647546073123,-11.2633091948339,-27.7376137606294,-33.6014983062631,-12.9595912757924
