"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","model"
-192.931379897541,-72.9007939144011,-41.5704210279203,-53.3371798696338,-98.2473824947164,-72.5208571472846,-47.5065854902696
-2.70891472721728,-1.87505816652979,-2.38139247223125,-2.65045599410338,-4.9023557629578,-5.11967116482381,-2.09144676578097
-12.2831611862107,-4.63934998789078,-10.8236126090075,-7.81124533169774,-5.9001959438489,-16.7572493949311,-5.13415423054517
-1.68413794849992,-4.57975514334155,-8.20007808814774,-6.2921855310672,-9.93390958179634,-21.0708344198122,-2.62325973796151
-15.9971637955504,-6.10324268933344,-6.71715416954609,-3.84961161538334,-9.92007963084822,-4.52477866543958,-4.42567800638222
-35.8207399400535,-14.2449705314599,-18.3494728414071,-10.2456367140831,-12.5520977653083,-16.9411920320103,-11.1228743186394
-25.2853124688436,-10.7596236959495,-14.4426742046813,-8.76675378855035,-13.6942236233547,-18.2515455659011,-9.76201434774121
-24.0729646277945,-4.37036806664425,-8.40911273752194,-3.88241911489254,-4.58858660829751,-9.45742257890633,-4.3324396450054
-15.9285310427761,-11.1542154440275,-13.3747452733354,-8.95416114854227,-15.4392976469559,-21.1136639461258,-10.0612666726999
-2.59185071624,-1.46210861594264,-2.84939499250232,-2.63921837237609,-3.73208052834532,-5.94094372187968,-1.75805023058935
-24.3937332451155,-8.92074173793863,-10.5551292433886,-14.3241867262316,-15.1145389940315,-8.11278762657839,-9.66668449008842
-16.4514334137419,-3.52562117671879,-3.24228423858072,-2.98189145167824,-3.32975928482462,-4.99063527707898,-3.24082165403688
-238.871739832386,-68.0500121440722,-27.7064622378994,-66.9468572636428,-78.2161690202281,-65.0669266808947,-35.0486654287244
-13.5119469906658,-4.06492375486819,-4.89070569578259,-3.63751982837229,-5.79292082166444,-4.01747524124985,-3.94683628251817
-5.25380881139379,-11.8017943788727,-15.1928879505331,-16.0599573084652,-22.5309671467724,-46.2218968405095,-7.43019086047891
-47.810098368614,-14.309391099257,-4.69325583253444,-14.3898264233076,-13.2470927858434,-13.3500792628782,-6.12743431968623
-27.1817853290018,-13.8375113386891,-18.5151780683827,-33.1045744988257,-19.1057827311335,-54.5805892205789,-15.8731005744044
-122.088896634053,-32.8938158701928,-16.046528282986,-25.3366653454475,-38.7156624208392,-30.2367287444165,-18.7198951247665
-34.1601491953405,-7.67698995073897,-5.4864108498368,-8.85762951609072,-5.11041747398064,-11.8581503836417,-5.92701858382198
-80.9792788650954,-39.3476098815419,-59.6955785205181,-47.537435672728,-90.7849235945194,-32.4504791628102,-39.8559073562978
-51.4735527417477,-11.4651095263047,-41.3409868697752,-21.7652626253605,-43.6733133749239,-38.2038775731638,-13.6522984766648
-31.5459650596027,-9.96383239078753,-4.44669840665976,-9.12752921716827,-11.5307863545503,-12.3372450284052,-5.3859772918351
-4.64815630081543,-9.17791883923231,-14.5084029334822,-11.958261248449,-20.9710307374246,-22.6950345970415,-6.18897202911707
-8.30330338110721,-1.48982309792857,-5.5273249215393,-3.29134714863475,-0.88943620459939,-11.7373238199805,-1.30172849120131
-19.1771767259328,-10.948398970205,-22.3195308779698,-8.2533510573517,-17.2387932230001,-33.1706569919488,-9.47013717377992
-10.7164052497286,-9.17988439570604,-11.9789960683875,-7.45704726534295,-10.0710227246498,-16.8316693749901,-8.30646531528401
-15.9316734771391,-6.11120741572146,-3.53615489666958,-4.62185384976746,-4.92117458066635,-8.28790519458634,-3.9618283130289
