"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_PHEV_1","lambda_BEV_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_PHEV_2","lambda_BEV_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_PHEV_3","lambda_BEV_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_PHEV_4","lambda_BEV_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_PHEV_5","lambda_BEV_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_PHEV_6","lambda_BEV_6","class_intercept_6","logLike"
-0.553289755718654,-0.065511389141326,-0.320322103993879,-0.800640431175031,-0.118952582220918,-0.587410870142378,-0.0544732020853203,-0.292919778860891,-0.303654027716953,-0.0643625374066485,-0.582488697277775,0.00178658041422787,-0.415722514105284,1.75342865183228,0.869774607075109,1.10455688263475,0,-0.114444955040452,-0.0764467257859636,-0.159786148670469,0.366060002142769,0.288751905469888,0.438204186722728,-0.376626627493221,0.60664878502998,-0.118520544644224,0.202419767186259,-0.726642831537753,-0.0438657455601847,0.000691271476349865,0.741899017362606,0.401976118780475,0.778129399943959,1.04186783730606,-0.0761064130931311,-0.0889217613067681,-0.213429084585909,0.0913898999345685,0.138146186463865,0.149643172571715,0.273740878202418,0.18911606200501,-0.513854482088,-0.597004873499418,-5.1077182931497,-0.0472235059746367,-0.73200213383499,0.417021465566827,0.694360777427464,1.08223046037475,0.705329118879281,-0.019836219131755,-0.175693495198895,-0.0932288881158394,0.522875990665511,0.299110092295869,0.531120534155217,0.590320611221523,0.074451211726349,-0.440674902014016,0.16018515189301,-0.147589921435234,0.310992943135683,-0.504275851944045,0.910962548176182,0.697864694734099,0.850546456780692,0.382900170277433,-0.0404312096436538,-0.0601611161884852,-0.0483396825400012,-0.662847111966267,-0.696897674982334,-0.658627146678178,-2.65588715368389,0.285805341458484,-0.465112933878929,-0.301853944266859,-1.53765185718854,-0.279514047758382,-0.440676509311399,0.637659732834032,0.522596941633777,0.52861616651028,0.265123742607964,-0.0511958023612557,-0.399555623387016,-0.151845531733379,-1.91734653304862,-0.922172168551718,-0.343214841464881,1.11772453710577,2.2204178899941,-0.526336782644183,-1.11889573473721,-2.71353282629001,-0.548840406472428,-0.852673424715732,2.66138745461396,0.711110425281841,0.695339806288249,-0.82271861794658,-7988.48055153838
-0.553289755718654,-0.065511389141326,-0.320322103993879,-0.800640431175031,-0.118952582220918,-0.587410870142378,-0.0544732020853203,-0.292919778860891,-0.303654027716953,-0.0643625374066485,-0.582488697277775,0.00178658041422787,-0.415722514105284,1.75342865183228,0.869774607075109,1.10455688263475,0,-0.114444955040452,-0.0764467257859636,-0.159786148670469,0.366060002142769,0.288751905469888,0.438204186722728,-0.376626627493221,0.60664878502998,-0.118520544644224,0.202419767186259,-0.726642831537753,-0.0438657455601847,0.000691271476349865,0.741899017362606,0.401976118780475,0.778129399943959,1.04186783730606,-0.0761064130931311,-0.0889217613067681,-0.213429084585909,0.0913898999345685,0.138146186463865,0.149643172571715,0.273740878202418,0.18911606200501,-0.513854482088,-0.597004873499418,-5.1077182931497,-0.0472235059746367,-0.73200213383499,0.417021465566827,0.694360777427464,1.08223046037475,0.705329118879281,-0.019836219131755,-0.175693495198895,-0.0932288881158394,0.522875990665511,0.299110092295869,0.531120534155217,0.590320611221523,0.074451211726349,-0.440674902014016,0.16018515189301,-0.147589921435234,0.310992943135683,-0.504275851944045,0.910962548176182,0.697864694734099,0.850546456780692,0.382900170277433,-0.0404312096436538,-0.0601611161884852,-0.0483396825400012,-0.662847111966267,-0.696897674982334,-0.658627146678178,-2.65588715368389,0.285805341458484,-0.465112933878929,-0.301853944266859,-1.53765185718854,-0.279514047758382,-0.440676509311399,0.637659732834032,0.522596941633777,0.52861616651028,0.265123742607964,-0.0511958023612557,-0.399555623387016,-0.151845531733379,-1.91734653304862,-0.922172168551718,-0.343214841464881,1.11772453710577,2.2204178899941,-0.526336782644183,-1.11889573473721,-2.71353282629001,-0.548840406472428,-0.852673424715732,2.66138745461396,0.711110425281841,0.695339806288249,-0.82271861794658,-7988.48055153838
-0.553288894664367,-0.0655114354396995,-0.320321432126133,-0.800640435331058,-0.118952660428731,-0.587410930666704,-0.0544732261367258,-0.292919439975889,-0.303653982233487,-0.0643625025402596,-0.582488733052203,0.00178668021708327,-0.415722618576394,1.75342869300838,0.869774975541245,1.1045571542899,0,-0.114448145914574,-0.0764467041559968,-0.159786564983302,0.366060004925095,0.288751802907989,0.438204334104525,-0.376626570298373,0.606647828608262,-0.118520704622159,0.202419350070161,-0.726643088687558,-0.0438655512862957,0.000691286319303398,0.741899122357585,0.401976561961964,0.778130034675218,1.04186769328866,-0.0761013247656785,-0.0889217759518156,-0.213430116887134,0.0913897828906039,0.138145947719323,0.149643583191838,0.273740833708482,0.189116148769349,-0.513854871019949,-0.597004607304143,-5.10771819006393,-0.0472241481797596,-0.732002028316142,0.417021449140625,0.69436093673019,1.08223087044772,0.705328740424711,-0.0198053153807244,-0.175692885136043,-0.0932296677143251,0.522875774971203,0.299110266080661,0.531121162821238,0.590320360788882,0.0744522935390101,-0.440674574665772,0.160185483816375,-0.147590280890823,0.310992406554182,-0.504275585038637,0.910962686058489,0.697864808704699,0.850546524301578,0.382900317845494,-0.040424320487588,-0.0601612718241289,-0.048340738007875,-0.662846617503829,-0.696897917277544,-0.658627471011265,-2.65588754887898,0.285805022655126,-0.465113437759367,-0.301853731704123,-1.53765150719751,-0.279514317422833,-0.440676814924902,0.637659907678204,0.522596082663325,0.52861653167022,0.265124220842106,-0.0511921737073159,-0.399555322919071,-0.151845830792699,-1.91734645260564,-0.92217219508277,-0.343215075506244,1.11772457163456,2.22041798922652,-0.526336961085588,-1.11889558900851,-2.71353285866511,-0.548840319405408,-0.852673423854258,2.66138741722136,0.711110315991137,0.69533996661543,-0.822718742208294,-7988.48054677363
-0.55328414588541,-0.0655116576721102,-0.320318083721493,-0.800640454261594,-0.118953072518222,-0.587411246831294,-0.0544733284980408,-0.292917759963925,-0.303653758517561,-0.0643623256904423,-0.582488896484515,0.00178720801147383,-0.41572316159133,1.75342890220641,0.869776855240941,1.10455867380669,0,-0.114451453804946,-0.0764479577659166,-0.15978903487744,0.366060048908023,0.288751057631945,0.43820493499589,-0.376625776695608,0.606641871594215,-0.11852146393837,0.202417401862271,-0.726644216668788,-0.0438643044809787,0.00069096217266326,0.741899793478898,0.401979090859977,0.778134118374086,1.04186761911996,-0.0760933272016714,-0.0889216345368624,-0.213433934774283,0.0913891894943935,0.138144695322874,0.149645750129063,0.273740611994876,0.189116400173424,-0.513856801657638,-0.597003079209205,-5.10771752438069,-0.0472273833506986,-0.732001694034565,0.41702140844988,0.69436166712623,1.08223291749468,0.705326906567205,-0.0198078618963912,-0.175690464480437,-0.0932303057390941,0.522874508003744,0.299111098787578,0.531124480386324,0.590319014406405,0.0744573958036478,-0.440672910071595,0.160186908408614,-0.147591879137732,0.310989330421719,-0.504274033432618,0.910963190568936,0.697865037054972,0.850545895064262,0.3829004264961,-0.0404192575993826,-0.0601617017771773,-0.0483452658100722,-0.662844115467671,-0.696899159917948,-0.65862911824692,-2.65588950486612,0.285803182436264,-0.46511589288949,-0.301852681776522,-1.53764960506656,-0.279515750326776,-0.440678324110129,0.637660625774803,0.522591413749531,0.528617974315969,0.265126552955043,-0.0511788490820082,-0.399553814785862,-0.151847329780068,-1.91734602044596,-0.922172309687989,-0.343216262153228,1.1177246931667,2.22041850175647,-0.526337904066676,-1.11889485147481,-2.71353300533728,-0.548839876906899,-0.852673426272818,2.66138722835265,0.711109760192567,0.695340773776339,-0.822719392598996,-7988.48054454881
-0.55327065740478,-0.0655122645539834,-0.320308479347811,-0.800640511203539,-0.118954261176088,-0.587412168634533,-0.0544736058086253,-0.292912935171536,-0.303653095867962,-0.0643618211741246,-0.582489364361375,0.00178873534428396,-0.415724725589448,1.75342949923451,0.869782268504406,1.10456302253386,0,-0.114452069375298,-0.0764516920009577,-0.159795445817126,0.36606025373881,0.288748940087036,0.438206651703398,-0.376623684826168,0.606625016823654,-0.118523725360057,0.202411867558818,-0.726647903937114,-0.0438606250119256,0.000690127532862377,0.741901767915645,0.40198657591878,0.778145828209154,1.04186757199596,-0.0760953719625669,-0.088921235780967,-0.213442647769122,0.0913874816385812,0.138141137530103,0.149651963505245,0.273739894895434,0.189117019732404,-0.513862372045274,-0.596998682128974,-5.10771555949078,-0.0472366995584398,-0.732000703284719,0.417021265356904,0.69436366214253,1.08223852642121,0.705321573116681,-0.0198061174750648,-0.175683582636583,-0.0932321006208495,0.522870878112981,0.299113470647278,0.531134017783587,0.590315217038393,0.0744719554138966,-0.440668094228454,0.160191016151407,-0.147596369466245,0.310980485746394,-0.504269629769469,0.910964647005963,0.697865685180765,0.850544132700302,0.38290074821785,-0.04043162760584,-0.0601625622660794,-0.0483569860133045,-0.662836934010825,-0.696902723592587,-0.658633822577615,-2.65589508066835,0.285797809813624,-0.465122855218655,-0.301849683615576,-1.53764395547577,-0.279519935037412,-0.440682672178498,0.637662542989323,0.522577767665908,0.528621762807945,0.265133198089071,-0.0511543207482646,-0.399549439232488,-0.151851575384749,-1.91734478075922,-0.922172622981565,-0.343219655280681,1.11772499851383,2.22041978973552,-0.526340632905941,-1.11889272083892,-2.71353337594269,-0.548838627187962,-0.852673444823917,2.66138667333951,0.711108122560216,0.695343137248275,-0.822721292180814,-7988.48054323781
-0.553250276772238,-0.0655131683459539,-0.320293855433183,-0.80064059301176,-0.118956092269967,-0.587413599059903,-0.0544740174696002,-0.292905508535831,-0.303652057864201,-0.0643610491772502,-0.582490069644339,0.00179108289384222,-0.415727125820337,1.75343040036801,0.869790585389239,1.10456966969797,0,-0.11444904218696,-0.0764571436156625,-0.159804099574646,0.366060588372075,0.288745636922497,0.438209196281528,-0.376620125446194,0.606599982007088,-0.118526975024029,0.202403469373725,-0.726653778829169,-0.0438549490628795,0.000688908035388863,0.741904745300971,0.401998259077242,0.778163705955107,1.04186744452878,-0.0761101324666695,-0.0889207739712162,-0.213453211035191,0.0913848478548595,0.13813571990763,0.14966143391647,0.273738817003859,0.189118048591406,-0.513870921608319,-0.596991952389883,-5.10771254275889,-0.0472509625311428,-0.731999267673373,0.417021056281161,0.694366685754165,1.08224708402212,0.705313354220733,-0.0198058380038092,-0.175673542237603,-0.0932337658850305,0.522865314172483,0.299117126412007,0.531148671591069,0.59030939952286,0.0744938915561503,-0.440660699694482,0.160197277413452,-0.147603230199218,0.310966997952965,-0.504262949822486,0.910966876243744,0.697866635927629,0.850541366530444,0.382901227246788,-0.040423872835511,-0.0601643094868892,-0.0483729133262258,-0.66282593899556,-0.696908142076867,-0.658641028005667,-2.65590376072309,0.28578987772424,-0.46513364326211,-0.301845020308997,-1.53763537736527,-0.279526355691719,-0.440689377248501,0.637665652012622,0.52255711283657,0.528627876681743,0.265143580456965,-0.0511458590816693,-0.399542704011096,-0.151858059818029,-1.91734287964515,-0.922173059099488,-0.343224830761533,1.11772537057606,2.22042133387749,-0.526344859559568,-1.11888942868328,-2.71353385431973,-0.548836763856966,-0.85267347801914,2.66138580269941,0.711105536684759,0.695346874043239,-0.822724274242591,-7988.48053613708
-0.553206693525149,-0.0655151346284639,-0.320262408800118,-0.800640744019008,-0.118960077739632,-0.587416720053021,-0.0544749219614548,-0.292889272298483,-0.303649789173309,-0.0643593684541252,-0.582491568146539,0.00179616014125907,-0.41573232910013,1.75343232063001,0.869808655467186,1.10458404340077,0,-0.114448035757755,-0.0764673458858856,-0.159816987559894,0.366061404880727,0.288738458088023,0.438214806858553,-0.37661258258822,0.606547573705397,-0.118534223401969,0.202385247596333,-0.726666318170055,-0.0438428859738357,0.000686220182820373,0.741911203863901,0.402023417097698,0.778201873881927,1.04186714987914,-0.0761046521088628,-0.0889201439291417,-0.213473843537953,0.0913791637074126,0.138123993507366,0.14968182985954,0.273736668248897,0.189120687595508,-0.513889491984075,-0.596977513330082,-5.10770615773607,-0.0472817767861774,-0.731996355005181,0.417020740800011,0.694373410520128,1.08226622577087,0.705295563436478,-0.0198051241387806,-0.175653565082598,-0.093234966964356,0.522853164105667,0.299125073901882,0.531180372730919,0.59029698869982,0.0745402736044374,-0.440644534113993,0.16021075882841,-0.147618343310868,0.310938040036668,-0.504248527797594,0.910971701043072,0.697868654279477,0.850535329638826,0.382902275783398,-0.0404264576859237,-0.0601675361433831,-0.0484011400515367,-0.662802179285518,-0.696919830239188,-0.658656634590566,-2.6559225369139,0.285772895407309,-0.465156949808369,-0.301834845157779,-1.5376166923061,-0.279540385576066,-0.440704004908413,0.637672219264374,0.522512237523379,0.528640903308507,0.265166143139663,-0.0511597240819248,-0.399528184589397,-0.151871913324004,-1.91733876590979,-0.922173954417159,-0.343236054795666,1.11772610354245,2.2204241586254,-0.526354085073958,-1.11888226304602,-2.71353479057889,-0.5488327540945,-0.852673562898278,2.66138389032933,0.711099830603775,0.695355143636554,-0.822730839486726,-7988.48050724132
-0.553199453883274,-0.0655154865960617,-0.320257136136911,-0.800640748943873,-0.118960790524693,-0.587417284390412,-0.0544750914524023,-0.292886312584107,-0.303649378603535,-0.0643590662487196,-0.582491814384617,0.00179704393648627,-0.415733242849572,1.75343263296381,0.869811864048468,1.10458654273726,0,-0.114454446573542,-0.0764679974874823,-0.159815823809235,0.366061657667699,0.288737231461601,0.438215789331278,-0.37661129271885,0.606539223228549,-0.118535501595902,0.202382119944313,-0.726668615084618,-0.0438408416648496,0.00068574661785704,0.741912302408145,0.402027718492228,0.778208098162304,1.04186709317134,-0.0761058218190136,-0.0889202971820397,-0.213474595080294,0.0913781677006357,0.138121958761567,0.149685329038572,0.273736380427567,0.189121090803123,-0.513892775983049,-0.596975095999952,-5.10770506483474,-0.0472870939973408,-0.731995900272641,0.417020749203801,0.694374601354231,1.08226965974988,0.705292363141856,-0.0198052398442495,-0.175651392321971,-0.0932337469626745,0.522850929676517,0.29912644591131,0.531185922669266,0.590295038384066,0.0745475766368399,-0.440641552113689,0.160213037267711,-0.147621035934489,0.310933092376298,-0.504246062424631,0.910972524963016,0.697868950541712,0.850534219891061,0.382902436656691,-0.0404270101904835,-0.0601680099138592,-0.0484020971698147,-0.662798022519045,-0.696921837267025,-0.658659390456382,-2.65592589300474,0.285770217883292,-0.46516105538763,-0.301833028746315,-1.53761336692163,-0.279542950039165,-0.440706574864897,0.63767336060027,0.522504416297907,0.528643154772837,0.265170192914214,-0.0511614205412397,-0.399525768158691,-0.151873941418207,-1.91733802588356,-0.922174105274579,-0.343238059908917,1.1177262190532,2.22042468162777,-0.526355755236042,-1.11888099658319,-2.71353496452001,-0.548832029753061,-0.852673572721076,2.66138354850227,0.711098793221453,0.695356618474964,-0.822732004227872,-7988.48050220638
-0.553087790260445,-0.065520551642328,-0.320172732846345,-0.800640444850467,-0.118973603511245,-0.587427842539693,-0.0544776617884648,-0.292832795031922,-0.303641430995321,-0.0643538219531759,-0.582495410254084,0.00181253523094926,-0.415749292666571,1.75343739563385,0.869868624321878,1.10462899341891,0,-0.114436600968139,-0.0764582822879574,-0.159746578176311,0.366070042731511,0.288718108946825,0.438232061631066,-0.376591835048022,0.606422274374685,-0.118558826296068,0.202332073550623,-0.726714351976363,-0.0438075200484016,0.000678016636546869,0.741932340268414,0.402104199611861,0.778306380463611,1.04186431992613,-0.0761013576784306,-0.0889297414215077,-0.213428025433908,0.0913607251485225,0.138087244116052,0.149744550046961,0.273733440486368,0.189127728878036,-0.513950611201483,-0.596935936800818,-5.10768674695673,-0.0473772986960754,-0.731989453048304,0.417022340852931,0.694395709298015,1.08233184183633,0.705235102212073,-0.019802292980945,-0.175645013084011,-0.0931916349443866,0.522809688886465,0.299149873885365,0.531282469712249,0.59026603546691,0.0746559866294257,-0.440586515773943,0.160251069113287,-0.147669224745104,0.310850108515166,-0.504204627745949,0.910986347979968,0.697872441419112,0.850513037892255,0.382905604485085,-0.0404229657365223,-0.0601746514602363,-0.048333539467609,-0.662726468868525,-0.696955661804158,-0.658707339225698,-2.6559854579438,0.285733883839346,-0.465232259450389,-0.301800592194048,-1.53755379728494,-0.279589786158949,-0.440751421520965,0.637692958724961,0.522370051595533,0.528681494029693,0.265243912825337,-0.0511538467959782,-0.399486831721634,-0.151899861279849,-1.91732459936394,-0.922176602383171,-0.343273725799473,1.11772767746995,2.220434743454,-0.526386345532513,-1.11885880509904,-2.71353823045543,-0.548818831400303,-0.852673565223334,2.66137742962985,0.711079777602067,0.695382934320137,-0.822752306149528,-7988.48049230031
-0.553058961673399,-0.0655223787865834,-0.320155118885285,-0.800639487677342,-0.118979307093843,-0.587432771024408,-0.0544788940625092,-0.292807377333329,-0.303637909969454,-0.0643515094293426,-0.582496014719789,0.00181848258935024,-0.415755918154985,1.7534384567156,0.869892871627124,1.1046446659179,0,-0.11443922538687,-0.07643848504497,-0.159787107081667,0.36607674951247,0.28871469496354,0.438236200552524,-0.376587419248645,0.60640970716676,-0.11856902777073,0.202316072761768,-0.72673603541482,-0.0437957414625143,0.000671776609325392,0.741939266687139,0.402124156789411,0.778319834379156,1.04186391794224,-0.0760999646726036,-0.0889328255261651,-0.213406244902392,0.0913529220683349,0.138073452128825,0.149766564120765,0.273734599588663,0.189128555649104,-0.513974445618111,-0.596923411478975,-5.10767982505793,-0.0474108149733361,-0.731988517244112,0.417021854993581,0.694403798534948,1.08235550222917,0.7052106443668,-0.0198023948921269,-0.17567185577435,-0.0932170735651183,0.522790125747815,0.299159250745412,0.531320430784689,0.590261540540421,0.0746697827111378,-0.440560140972038,0.160262667902264,-0.147689148631994,0.310821177542719,-0.504190364093274,0.91099083467558,0.697870355047745,0.850501302868522,0.382906264874383,-0.0404230322503034,-0.0601718392064918,-0.0482949891002887,-0.662698927049053,-0.696967802952597,-0.658728924131497,-2.65601099027734,0.285729835680218,-0.465260704098335,-0.301790495696723,-1.53752748985545,-0.27960889808167,-0.44076769067829,0.637699528123868,0.522319601927166,0.528691667410652,0.26527429865844,-0.0511539853256207,-0.399476588705453,-0.151900542950833,-1.91731850838756,-0.922177489731684,-0.343289136835821,1.11772759020067,2.22043911343541,-0.526400724198202,-1.11884944694301,-2.71353983792451,-0.548812978245418,-0.852673026321544,2.66137461839337,0.71107039619147,0.695394415329358,-0.822760964415515,-7988.4804784875
