"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","model"
-26.3113645073738,-16.1010187970537,-8.83799413158745,-7.99757230173816,-10.4955006307128,-247.018905273627,-8.6790128605559
-7.78391751786482,-2.02899402065252,-4.17057377021134,-2.744054814781,-5.41414500172823,-2.43504845639198,-2.25074942761474
-12.9115645126612,-30.8222245108175,-11.334890749113,-14.0495115893155,-19.1480443560643,-690.929080124373,-12.6993836854347
-13.6659382899225,-3.41872414766645,-4.92447835608331,-2.35273238009386,-4.93391000112876,-22.7004247487623,-2.683762220574
-7.83428523555231,-1.80465327077587,-2.49980102397981,-2.43710919307528,-3.94714626345453,-5.03989674126553,-2.02098669706963
-4.36882389702497,-3.2825573165054,-2.26155683483541,-2.5189890986336,-2.31527885761961,-21.8524282832473,-2.45281760749599
-53.8254916695789,-5.98234891026929,-21.9012582915035,-9.51846431160365,-16.2661159419869,-18.7437927046326,-7.06782948732974
-24.8236213568036,-8.65272905049151,-13.0636188413264,-6.3473321484544,-6.78380506706948,-41.988635487457,-6.93306625003072
-3.72720868640942,-2.03797862254763,-4.11063841510298,-3.20074313541965,-4.87837392907211,-13.6034600090137,-2.32885592096224
-26.3717693685662,-2.83015327792143,-2.90374169337277,-4.23183838209753,-7.2484818731323,-52.6808373606522,-3.03329909505567
-89.1843294194875,-46.0639116273935,-20.8617683862989,-26.5444760491539,-29.4554873742228,-268.81255897229,-22.6809922942883
-21.4107219339513,-3.3963556441013,-2.45955995175631,-5.02002497186113,-5.67372672699452,-5.45674636383886,-3.02555258195386
-24.0147805466797,-9.226651789878,-8.33757710823537,-10.0890838563598,-12.2777982120952,-167.417116007753,-9.11443593883286
-3.24870398591496,-1.26829019170289,-5.22516349074747,-2.30488568451611,-2.72782472764035,-1.9264692807203,-1.49757035433331
-38.5985011072981,-14.9658881954489,-38.3744231530023,-18.8260977159801,-22.159930606543,-61.0233803801484,-16.6598896676202
-119.575626019293,-12.144473532608,-35.9877190613782,-16.1524513560796,-25.8822125983691,-7.20825849571005,-10.2859491278695
-19.8170874381389,-6.33046107030881,-4.7060631554982,-7.96392848732019,-7.85138281472264,-30.0071361302897,-5.52947679374712
-10.8539311040484,-2.33177953771947,-6.37137983802454,-3.44341428242074,-2.10931667945802,-17.9556708736043,-2.43919891023146
-93.2734566987777,-6.36171272927062,-20.2748024248606,-10.3646057804549,-15.6608367883571,-6.74684405544173,-7.30542833927192
-44.9143567425891,-9.50546177315455,-8.92577891712674,-9.11247119651397,-15.1601616544,-56.8144652552093,-9.45635230233213
-7.49591464000495,-2.8106691156039,-4.12735044743059,-3.44850548981503,-1.34534324574541,-59.066970270214,-1.73539078704891
-37.8886570657103,-5.41814923393808,-8.61711605247356,-7.84976492867577,-10.3724241092437,-11.1770222811926,-6.2237245575349
-159.80838128818,-44.6084646692257,-64.7039386242258,-50.7466438836554,-83.6315461908857,-100.435671770726,-49.3699049016631
-128.386346182335,-61.0558692937063,-70.253451010346,-35.815616227526,-31.2954647499812,-Inf,-35.0759675476592
-71.1407709418022,-36.6354804269418,-21.8151186475403,-26.1162547057781,-37.2234937224474,-224.074285211694,-24.2305121876234
-80.0322124717369,-25.1538683116752,-23.183707572974,-15.2768915268081,-15.9977672113868,-239.701512736079,-16.6063405906665
-13.6914206954203,-5.21136932448003,-5.70117756830575,-2.97924979453992,-6.61101926162814,-39.2485328538088,-3.31215405330551
-19.1460857580193,-6.12461654657518,-7.3540263100205,-6.96860577618209,-11.0097236041416,-16.1372428486341,-6.61263647786537
-9.29574479648907,-1.52899155188404,-4.88690214098418,-2.29212735745015,-3.56972154305373,-2.72679118679141,-1.75791164237963
-12.8500430278859,-4.34793646836146,-7.2289921331339,-5.17256528888876,-6.04432040318048,-18.4006774746356,-4.65191997230579
-9.10690906708816,-1.15928411385095,-4.46791879263116,-3.06918136386565,-3.18042931661798,-0.210038722502338,-0.731183393608048
-32.6328658514032,-5.21073600066663,-3.92133038332038,-6.71450039221119,-6.25452735731325,-252.856929121416,-4.6856362796619
-4.24809208740206,-0.672588504845887,-2.97674593398907,-1.87612410659063,-2.42374060238138,-2.32846164581134,-0.897894133683768
-11.8035595656987,-8.47131410581247,-3.90589924229151,-6.19424392580688,-6.36857513124196,-56.0845380336323,-4.53172650136655
-22.7304674253256,-7.04779763238852,-7.24198349871147,-12.6832070903985,-10.9069393297038,-30.067982691555,-7.71923706782133
-37.3224904349352,-10.702693425478,-45.9876967141389,-16.3795057998069,-17.2305843755037,-38.6931936240838,-11.7951314088818
-11.0168044995745,-3.70416384911747,-9.40064540678072,-6.36589633331393,-9.71328400950661,-4.07973875528826,-4.15361453394378
-6.40028499013596,-1.75066678154566,-4.46632058438903,-3.51152658287421,-2.69794076664099,-22.6622290819974,-2.05561437245172
-5.87206099604719,-4.08783816061682,-4.82932923992858,-3.47116722665403,-5.07056362736111,-24.145482028866,-3.86852727846929
-18.8327925233927,-1.75897885231141,-3.18181133438331,-2.61947485767677,-2.95082000734245,-2.93833935713835,-1.98249247430812
-42.1008198045701,-5.66594049762463,-23.6869005879078,-9.01371554150983,-9.91256859283717,-64.2239705156965,-6.38505541039693
-9.11154011578511,-7.72580842241907,-8.03098704425186,-4.12618211529233,-5.83458173396864,-Inf,-4.56891939560052
