"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_BEV_5","alpha_PHEV_ICE_logistic_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_BEV_6","alpha_PHEV_ICE_logistic_6","class_intercept_6","logLike"
-0.0303351226360367,-0.306405044841098,-0.0884214738137608,-1.51806837261937,-0.594210626668403,0.020367461210594,1.28388974522032,1.27796053450188,-0.200391441431605,-0.88663447181476,-1.59582552130892,0.0165133217684907,-0.29774830360407,1.59764284927319,0.271440151252129,-1.89688156302115,0,-0.0974547329989447,-0.0638610731278619,-0.128322377344863,0.211930983689712,0.200523383092885,0.285012406066969,-0.414073615190967,0.526003663402287,-0.128355186970936,0.141497970860009,-0.610707006259166,-0.0034676188346682,-0.0318530799037874,0.485346484641362,0.668857103977247,1.02845629523074,1.99530499571211,-0.0724953415527885,-0.0973361860475061,-0.20139081964374,0.138542107565539,0.202853864845296,0.192412333867553,0.245236998270582,0.218241068762503,-0.507484096184227,-0.512488596721201,-4.8983424272871,0.0131935732778222,-0.628223075806722,0.390861365173558,1.10626135162209,0.745488132907633,1.67038790957534,-0.0191282565028994,-0.159689636288873,-0.0939771081595444,0.478465117386589,0.257233354064423,0.510316328974478,0.47119024818948,0.064361307256104,-0.42642943242648,0.0978544185654957,-0.153070963102812,0.242346251429401,-0.496103209453672,0.767908955731558,0.803479483640248,1.28865920518094,1.32123308580432,-0.0386117001894013,-0.0605430080341224,-0.0403563557215779,-0.641447579126796,-0.701719437644882,-0.539080208601583,-2.59332318451295,0.299791259856343,-0.417078649152232,-0.278237399210893,-1.50069525616623,-0.301607043736193,-0.367002455217549,0.816197571055482,0.495822984625641,2.6324820488061,1.18010360523039,-0.988620681591032,-0.0610471638161087,-0.560969971699653,-1.03104779819689,0.139618217251813,-0.837919349578236,0.323924339494582,-0.541851713371071,-0.646861895369052,-0.240700072217446,-0.844805635597431,0.183015434213449,-0.623289510363539,3.71459572309473,1.9693395500299,-5.72036536490954,0.900238957778101,-7980.7158704496
-0.0303351226360367,-0.306405044841098,-0.0884214738137608,-1.51806837261937,-0.594210626668403,0.020367461210594,1.28388974522032,1.27796053450188,-0.200391441431605,-0.88663447181476,-1.59582552130892,0.0165133217684907,-0.29774830360407,1.59764284927319,0.271440151252129,-1.89688156302115,0,-0.0974547329989447,-0.0638610731278619,-0.128322377344863,0.211930983689712,0.200523383092885,0.285012406066969,-0.414073615190967,0.526003663402287,-0.128355186970936,0.141497970860009,-0.610707006259166,-0.0034676188346682,-0.0318530799037874,0.485346484641362,0.668857103977247,1.02845629523074,1.99530499571211,-0.0724953415527885,-0.0973361860475061,-0.20139081964374,0.138542107565539,0.202853864845296,0.192412333867553,0.245236998270582,0.218241068762503,-0.507484096184227,-0.512488596721201,-4.8983424272871,0.0131935732778222,-0.628223075806722,0.390861365173558,1.10626135162209,0.745488132907633,1.67038790957534,-0.0191282565028994,-0.159689636288873,-0.0939771081595444,0.478465117386589,0.257233354064423,0.510316328974478,0.47119024818948,0.064361307256104,-0.42642943242648,0.0978544185654957,-0.153070963102812,0.242346251429401,-0.496103209453672,0.767908955731558,0.803479483640248,1.28865920518094,1.32123308580432,-0.0386117001894013,-0.0605430080341224,-0.0403563557215779,-0.641447579126796,-0.701719437644882,-0.539080208601583,-2.59332318451295,0.299791259856343,-0.417078649152232,-0.278237399210893,-1.50069525616623,-0.301607043736193,-0.367002455217549,0.816197571055482,0.495822984625641,2.6324820488061,1.18010360523039,-0.988620681591032,-0.0610471638161087,-0.560969971699653,-1.03104779819689,0.139618217251813,-0.837919349578236,0.323924339494582,-0.541851713371071,-0.646861895369052,-0.240700072217446,-0.844805635597431,0.183015434213449,-0.623289510363539,3.71459572309473,1.9693395500299,-5.72036536490954,0.900238957778101,-7980.7158704496
-0.0303351226360367,-0.306405044841098,-0.0884214738137608,-1.51806837261937,-0.594210626668403,0.020367461210594,1.28388974522032,1.27796053450188,-0.200391441431605,-0.88663447181476,-1.59582552130892,0.0165133217684907,-0.29774830360407,1.59764284927319,0.271440151252129,-1.89688156302115,0,-0.0974547329989447,-0.0638610731278619,-0.128322377344863,0.211930983689712,0.200523383092885,0.285012406066969,-0.414073615190967,0.526003663402287,-0.128355186970936,0.141497970860009,-0.610707006259166,-0.0034676188346682,-0.0318530799037874,0.485346484641362,0.668857103977247,1.02845629523074,1.99530499571211,-0.0724953415527885,-0.0973361860475061,-0.20139081964374,0.138542107565539,0.202853864845296,0.192412333867553,0.245236998270582,0.218241068762503,-0.507484096184227,-0.512488596721201,-4.8983424272871,0.0131935732778222,-0.628223075806722,0.390861365173558,1.10626135162209,0.745488132907633,1.67038790957534,-0.0191282565028994,-0.159689636288873,-0.0939771081595444,0.478465117386589,0.257233354064423,0.510316328974478,0.47119024818948,0.064361307256104,-0.42642943242648,0.0978544185654957,-0.153070963102812,0.242346251429401,-0.496103209453672,0.767908955731558,0.803479483640248,1.28865920518094,1.32123308580432,-0.0386117001894013,-0.0605430080341224,-0.0403563557215779,-0.641447579126796,-0.701719437644882,-0.539080208601583,-2.59332318451295,0.299791259856343,-0.417078649152232,-0.278237399210893,-1.50069525616623,-0.301607043736193,-0.367002455217549,0.816197571055482,0.495822984625641,2.6324820488061,1.18010360523039,-0.988620681591032,-0.0610471638161087,-0.560969971699653,-1.03104779819689,0.139618217251813,-0.837919349578236,0.323924339494582,-0.541851713371071,-0.646861895369052,-0.240700072217446,-0.844805635597431,0.183015434213449,-0.623289510363539,3.71459572309473,1.9693395500299,-5.72036536490954,0.900238957778101,-7980.7158704496
-0.0303351226360367,-0.306405044841098,-0.0884214738137608,-1.51806837261937,-0.594210626668403,0.020367461210594,1.28388974522032,1.27796053450188,-0.200391441431605,-0.88663447181476,-1.59582552130892,0.0165133217684907,-0.29774830360407,1.59764284927319,0.271440151252129,-1.89688156302115,0,-0.0974547329989447,-0.0638610731278619,-0.128322377344863,0.211930983689712,0.200523383092885,0.285012406066969,-0.414073615190967,0.526003663402287,-0.128355186970936,0.141497970860009,-0.610707006259166,-0.0034676188346682,-0.0318530799037874,0.485346484641362,0.668857103977247,1.02845629523074,1.99530499571211,-0.0724953415527885,-0.0973361860475061,-0.20139081964374,0.138542107565539,0.202853864845296,0.192412333867553,0.245236998270582,0.218241068762503,-0.507484096184227,-0.512488596721201,-4.8983424272871,0.0131935732778222,-0.628223075806722,0.390861365173558,1.10626135162209,0.745488132907633,1.67038790957534,-0.0191282565028994,-0.159689636288873,-0.0939771081595444,0.478465117386589,0.257233354064423,0.510316328974478,0.47119024818948,0.064361307256104,-0.42642943242648,0.0978544185654957,-0.153070963102812,0.242346251429401,-0.496103209453672,0.767908955731558,0.803479483640248,1.28865920518094,1.32123308580432,-0.0386117001894013,-0.0605430080341224,-0.0403563557215779,-0.641447579126796,-0.701719437644882,-0.539080208601583,-2.59332318451295,0.299791259856343,-0.417078649152232,-0.278237399210893,-1.50069525616623,-0.301607043736193,-0.367002455217549,0.816197571055482,0.495822984625641,2.6324820488061,1.18010360523039,-0.988620681591032,-0.0610471638161087,-0.560969971699653,-1.03104779819689,0.139618217251813,-0.837919349578236,0.323924339494582,-0.541851713371071,-0.646861895369052,-0.240700072217446,-0.844805635597431,0.183015434213449,-0.623289510363539,3.71459572309473,1.9693395500299,-5.72036536490954,0.900238957778101,-7980.7158704496
-0.0303337595290334,-0.306404660030252,-0.0884213847560396,-1.51807271002143,-0.594206494448347,0.0203685118006658,1.28388908817225,1.27795860357914,-0.20039139899822,-0.886634098121577,-1.59582399795622,0.016513311931396,-0.29774760458827,1.59764304281366,0.271438509505052,-1.89688063303735,0,-0.0974546274684555,-0.0638626715102305,-0.128335244322931,0.211930656562658,0.200522375518275,0.28501349251296,-0.414072254586894,0.52600552569819,-0.128355071603352,0.141496445062594,-0.610704644483325,-0.00346590281461681,-0.0318535066823572,0.485342271163411,0.668858789380069,1.0284566277129,1.99530694939404,-0.0724941250126754,-0.097339839334928,-0.201390264633693,0.138542783938559,0.202852579794766,0.192413501804269,0.245237139016706,0.218242050434704,-0.507482949435099,-0.512489737765978,-4.89834576037418,0.0131941814896711,-0.628222296988219,0.390861355103633,1.10626376153566,0.745482771516402,1.67038840323452,-0.019122490160971,-0.159689659979391,-0.0939776406432264,0.478465984389698,0.257233496032908,0.510315926643126,0.471190665305578,0.0643626096525169,-0.426428560650343,0.0978535719350677,-0.153071447215928,0.242345648456242,-0.496103119639252,0.767908281919675,0.803479931489991,1.28865914342261,1.32123387172416,-0.0386119573508473,-0.0605439511728522,-0.0403558214334584,-0.641447339369441,-0.701718831062847,-0.539080537765906,-2.59332260878098,0.299792007766578,-0.417080790961323,-0.278239116627928,-1.5006966007632,-0.301607132444668,-0.367003357319878,0.816196439847799,0.495824296160656,2.63248179123721,1.18010309061646,-0.988612426173108,-0.0610453034992659,-0.560985630666384,-1.03104701984404,0.139617168116933,-0.837919696030233,0.323923653459091,-0.541851299281771,-0.64686361121448,-0.240698707073174,-0.844805158934896,0.183013820697088,-0.623288909194817,3.71459623340129,1.96933866009297,-5.72036525495526,0.900239098058564,-7980.71586344574
-0.0303334260318868,-0.306403822885004,-0.0884210971839165,-1.51808223637166,-0.594197402939223,0.020370828958647,1.28388761902606,1.27795433910583,-0.200391308848782,-0.886633284194968,-1.59582064482683,0.0165132919945133,-0.297746079238977,1.59764347102057,0.271434907818611,-1.8968785930307,0,-0.0974552133164407,-0.0638661826733815,-0.128360912233576,0.211929962083457,0.200520123771511,0.285015877183981,-0.41406920086579,0.526009490304706,-0.128354826023129,0.141493100157347,-0.610699427177618,-0.00346213566245746,-0.0318544449078272,0.485333249388061,0.668862715802611,1.02845734973748,1.99531129275375,-0.0724937390349045,-0.0973476402453202,-0.201388789011008,0.138544270112166,0.202849760808618,0.192416059483121,0.245237452142601,0.218244176060452,-0.507480429516693,-0.512492213621081,-4.89835306976428,0.0131955123886418,-0.628220614402189,0.390861320998405,1.10626904201952,0.745470998192105,1.67038949754681,-0.0191269396466543,-0.159689789820144,-0.0939781162850846,0.478467875251265,0.257233802374728,0.5103150497767,0.471191580633847,0.0643653958166069,-0.426426642850116,0.0978516969335443,-0.153072491760467,0.242344293938282,-0.496102913830713,0.767906741041072,0.803480816465909,1.28865900436925,1.32123552200096,-0.0386131076987418,-0.0605459635582392,-0.0403545446496969,-0.641446807858022,-0.701717498650049,-0.539081264112224,-2.59332133936969,0.299793646099126,-0.417085480102121,-0.278242885739371,-1.5006995578816,-0.301607331948629,-0.367005328220434,0.816193952709359,0.495827178777823,2.63248122414677,1.18010197188391,-0.988594331898734,-0.0610412269533653,-0.561019890641463,-1.03104531140465,0.139614861734007,-0.837920458039235,0.323922153888729,-0.54185039600888,-0.646867376186091,-0.24069571025691,-0.844804112537205,0.183010276102065,-0.623287588673272,3.71459735265684,1.96933671891591,-5.72036501315654,0.90023941113035,-7980.71584752775
-0.0303358642786601,-0.30640344920668,-0.0884208470231651,-1.51808658872975,-0.594193236968573,0.0203718998604652,1.28388691880873,1.27795236938335,-0.200391272870165,-0.886632924013674,-1.59581909658765,0.0165132937875408,-0.297745397068895,1.59764367221942,0.271433308566224,-1.89687766419938,0,-0.0974603053608452,-0.0638673476642313,-0.128363362389664,0.211929729934664,0.200519046940825,0.285017028889429,-0.414067838436372,0.526011320129764,-0.128354791896848,0.141491608899286,-0.61069711677143,-0.00346055024396754,-0.0318547103765482,0.485329671774887,0.66886491079776,1.02845764152317,1.99531323121055,-0.0724958595662044,-0.0973504988939239,-0.201387760037753,0.138544952869506,0.202848500054657,0.192417185486687,0.24523758587738,0.218245126957512,-0.507479298744,-0.512493287534893,-4.89835641385214,0.0131961204991864,-0.628219893283943,0.390861310091322,1.10627141278633,0.745465617709348,1.67039000030147,-0.0191265801389593,-0.159689816635889,-0.0939774482627234,0.478468739913274,0.257233956626455,0.510314648764609,0.471192014106663,0.0643666463741364,-0.426425786622638,0.0978508591179162,-0.153072973752024,0.242343695511935,-0.496102850409021,0.767906072337453,0.803481267068199,1.28865894189156,1.32123626061712,-0.0386128944199958,-0.0605466607558071,-0.0403537825946911,-0.641446549200305,-0.701716883078143,-0.539081607131326,-2.5933207346091,0.299794454065795,-0.417087577412903,-0.278244574935857,-1.50070091941053,-0.301607423594918,-0.367006221746685,0.816192869466541,0.49582856042852,2.63248096405335,1.18010152315272,-0.988586313782648,-0.0610393966646183,-0.56103502115006,-1.03104453904137,0.139613803687145,-0.83792081078406,0.323921496748542,-0.541850004456479,-0.646869076472021,-0.240694347106826,-0.844803641269499,0.183008654443505,-0.623286982837696,3.71459785498866,1.96933584971546,-5.72036490264101,0.90023955672112,-7980.71584110418
-0.0303274194653822,-0.306399551509105,-0.0884202207292748,-1.51812560432724,-0.59415611461725,0.0203814321271806,1.28388094161409,1.27793505862099,-0.200390885569851,-0.886629522494497,-1.59580522628948,0.0165133039863374,-0.297739215024445,1.5976454823256,0.271419065590087,-1.8968692965278,0,-0.0974614457742172,-0.0638763897130976,-0.128349143184274,0.211928255983879,0.200509407532077,0.285027536379,-0.414056330716672,0.526029353462594,-0.12835515902759,0.141479082270292,-0.610677268496439,-0.003447120034711,-0.0318562015989668,0.485302182535247,0.668888060032531,1.02846004036178,1.99532995177719,-0.0724972681221637,-0.0973722871638184,-0.201380529140882,0.138551040522691,0.202837318218295,0.192427220783343,0.245238590048368,0.218254041437834,-0.507469322540553,-0.512502548182537,-4.89838644115772,0.0132016183679957,-0.628213783096119,0.390861453770225,1.10629303412326,0.745417257661989,1.67039466141381,-0.0191265768503309,-0.159689206767711,-0.093969269315764,0.478476543539189,0.25723544786011,0.510311102573789,0.47119575890279,0.0643785213463228,-0.426418293989266,0.0978435720401799,-0.153077486677771,0.242338287095041,-0.496102298888595,0.767900205129302,0.803485391965151,1.28865838255283,1.32124301103919,-0.0386188885011559,-0.0605518325544185,-0.0403478962520626,-0.64144423202592,-0.701711339760121,-0.539084668553726,-2.59331499057905,0.299802414806067,-0.417105966323325,-0.278259565022177,-1.50071303002512,-0.301608247297412,-0.367014233930024,0.816183137231301,0.495841228360189,2.63247864244785,1.18009799487602,-0.98851606048325,-0.0610230667147599,-0.56116767436263,-1.03103769503647,0.139604277849784,-0.837924025620256,0.323915859726257,-0.541846711514953,-0.646884154428368,-0.240682163294473,-0.844799436635854,0.182994111282912,-0.623281550681531,3.71460229581549,1.96932806429745,-5.72036391324035,0.900240740705525,-7980.71579008277
-0.0303382722471772,-0.306395173232547,-0.0884188000646145,-1.51817101510846,-0.594112789806772,0.0203926202909369,1.28387375494796,1.27791466465176,-0.200390458122347,-0.8866256683972,-1.59578901672677,0.016513372789177,-0.297732084561458,1.59764761112711,0.271402765592331,-1.89685957516031,0,-0.0974494881765803,-0.0638848644091918,-0.128331755847828,0.211926631336838,0.200498281054896,0.285039715607394,-0.414043078605618,0.52605065057143,-0.128355669549482,0.141464921834332,-0.610654455762227,-0.00343168616533007,-0.0318577694944284,0.485271311405017,0.668915148835032,1.0284627762966,1.99534908690875,-0.0724925396866073,-0.0973952759029009,-0.2013749834227,0.138558061206246,0.202824360142032,0.192438852895587,0.245239730624364,0.218264440441678,-0.507457790599633,-0.512513117151107,-4.89842142917814,0.0132079451115829,-0.628206765690804,0.390861521624827,1.10631814097228,0.745360933713164,1.67040017120909,-0.019125367608423,-0.159688052974381,-0.0939618916644023,0.478485624614937,0.257237240627085,0.510307016336501,0.471200023686984,0.0643922904459406,-0.426409672009937,0.0978351858168689,-0.153082792948171,0.242331978437713,-0.496101707080041,0.767893351294688,0.80349009732999,1.28865773196978,1.32125089663204,-0.0386088799304419,-0.0605574800548181,-0.0403427228223278,-0.64144150335439,-0.701704915665018,-0.53908824268514,-2.59330829634206,0.299811951592534,-0.417127321146063,-0.278276890107728,-1.50072717048943,-0.301609236195456,-0.367023525678203,0.816172185103203,0.495856237667241,2.63247595571471,1.18009408246018,-0.98843535795146,-0.061004123489944,-0.561319950259823,-1.03102978948926,0.1395931761103,-0.837927789748754,0.323909466524198,-0.541842997444588,-0.646901621676313,-0.240668000448085,-0.844794582507464,0.18297716154812,-0.623275219625471,3.71460742577851,1.96931903471895,-5.72036275997442,0.900242159971769,-7980.71574405831
-0.0303358048998033,-0.306393479418879,-0.088419240329057,-1.51818776344998,-0.594097088805171,0.0203968788319666,1.28387122230635,1.27790711647397,-0.20039003027685,-0.886624182112518,-1.59578286774187,0.0165135299644849,-0.297729426641403,1.59764842346357,0.271397613137424,-1.89685598866337,0,-0.0974460843646694,-0.0638709694269025,-0.128328495075513,0.211926322741199,0.200494782592954,0.285044050842266,-0.414039820866318,0.526057220821729,-0.128356704574265,0.141461901116978,-0.610647540693596,-0.00342687283868703,-0.031857754582003,0.48526462048996,0.668921691784946,1.02846347863815,1.99535523923737,-0.0725031185219811,-0.0973861643748932,-0.20138862512911,0.138560373043588,0.202820126722699,0.192442707765767,0.245239726564126,0.218267592397712,-0.507454184210875,-0.512515681438457,-4.89843458764219,0.013209596417264,-0.628204567909134,0.390860175994033,1.10632571487124,0.745340053094355,1.67040261915416,-0.0191251961871908,-0.15968615839291,-0.0939741750614148,0.478488744962041,0.257238024680839,0.510305541531937,0.471201652415165,0.0643950078991518,-0.426406732527038,0.0978324414258464,-0.153084668764742,0.242329652485923,-0.496102038983156,0.767890359207244,0.803491039060759,1.28865749560217,1.32125349669034,-0.0386047385256015,-0.0605543838495588,-0.0403489940581978,-0.641440402232427,-0.701702649515065,-0.539089583249818,-2.59330582361532,0.299814834321707,-0.417134875148802,-0.278282755505356,-1.50073248058976,-0.301609801496981,-0.367026760437665,0.816168936146747,0.495861126462558,2.63247499643482,1.18009294422385,-0.988412989848542,-0.0609977335211998,-0.561360569804436,-1.03102727335091,0.139588998223184,-0.837929295816025,0.32390821279837,-0.541842339007987,-0.646907588467433,-0.240662880773535,-0.844793135977463,0.182970686420877,-0.6232727880757,3.71460905898431,1.96931609721803,-5.72036231443637,0.900243337705565,-7980.71573058553
