"row_num","gen_method","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_BEV_1","alpha_PHEV_ICE_logistic_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_BEV_2","alpha_PHEV_ICE_logistic_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_BEV_3","alpha_PHEV_ICE_logistic_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_BEV_4","alpha_PHEV_ICE_logistic_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","lambda_ICE_5","lambda_BEV_5","alpha_PHEV_ICE_logistic_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","lambda_ICE_6","lambda_BEV_6","alpha_PHEV_ICE_logistic_6","class_intercept_6","LL1","LL2","LL3","LL4","LL5","LL6","LL7","LL8","LL9","LL10","LL11","LL12","LL13","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","gradNorm6","gradNorm7","gradNorm8","gradNorm9","gradNorm10","gradNorm11","gradNorm12","gradNorm13","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
1,"beta_var_val",-0.065961032,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,-0.06530142168,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06464181136,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06398220104,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.06332259072,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-0.0626629804,-0.086724325,-0.123458989,0.078787462,0.017337116,0.133321046,-0.225292786,0.305755872,-0.261643415,-0.113318709,-1.203619405,-0.05776064,-0.392742187,1,1,0.5,0,-9336.10183680542,-8458.1046434138,-8216.65930577678,-8082.38530637721,-8027.87671117001,-8021.10424030171,-8019.52883315346,-8018.85060610185,-8018.59888912389,-8018.41580061582,-8017.23193807617,-8017.23193611541,NA,NA,2538.64040290685,2127.05088274819,1883.16724849541,498.906436790351,245.558871777068,182.886951154072,59.6651349906868,33.8068093805439,21.065597445261,0.472155921765224,0.384302250815368,NA,3,"test0_worse_conv",0,1,-8017.23193611541,3,"test0_worse_conv",1
2,"logit_random",-0.132912054426738,-0.0317514846597768,-0.296309833138667,0.132786088475688,0.0422129712608777,0.298561928959281,-0.403804848689593,0.582043518948123,-0.0697289753289601,-0.0357137987946508,-0.19267666316203,-0.088615234118855,-0.879291385688933,0.885853732856922,0.48685960337054,-0.324488586681244,-0.115881448416687,-0.124079952141965,0.0705533162222263,-0.0572618950667804,0.0403850696367383,0.0871434117464914,-0.352193020437886,0.189353326255561,-0.136106336163808,-0.254156691189153,-1.75392696920882,-0.10529053574164,-0.119361199158684,0.48931577314157,0.711718644252978,-0.0541562322046004,-0.372872099166,0.0739002963094422,0.0416385781048676,-0.176775009743578,0.0551640237280486,0.0320499972831648,-0.105806226900297,-0.301947624402915,-0.471839266016603,-0.464861506981427,-0.0817642046907953,-0.989666022592487,-0.0639439321638907,-0.78415624941705,0.0287207925412804,0.60841799554415,0.131572252525187,0.457030723285157,-0.0680686319690568,-0.0496242136934966,-0.189792645019959,0.0736784337624492,-0.010420666894327,0.0359132668427069,-0.308766525089186,0.246064238593194,-0.403040093990099,-0.195796556129721,-0.867798065251771,-0.0399628610184552,0.00139185870276975,0.985427184100263,0.581739409384318,-0.298552213692857,-0.972099065901285,-0.17536125312088,-0.0351001653979755,-0.399211345898554,0.0488730498965089,0.0149685070806915,0.346662795594556,0.19205626400499,0.687192097002483,-0.61511532471721,-0.261978287788122,-1.19708696816116,-0.0248254179197236,-0.414132849707013,0.229320657057688,0.0907185720046982,0.256648115615298,0.24615669212221,-0.0401319291020397,-0.128652391182333,0.0267330518414505,0.136495608542988,0.0338588852472963,0.1265568717814,-0.399407424634851,0.645011150934276,-0.0970149844916092,-0.128713375945488,0.635721057513069,-0.0259164782290494,-0.806942657279924,0.205011627175845,0.577378964638337,-0.450285040451402,-0.783967539962809,-10163.4972475612,-8343.7970730855,-8134.28918711727,-8050.25296246093,-8028.60388301469,-8021.84539481391,-8020.62207501633,-8019.99559705511,-8019.55507021878,-8018.96494659379,-8014.37695117883,-8014.32459628195,NA,NA,2501.86822037195,1687.70919029629,913.096313276463,743.62685021398,234.101650935127,137.307395693037,73.4297518605022,38.9501327031895,41.4623726682954,11.9311192972684,5.35321429409627,NA,3,"test0_worse_conv",0,1,-8014.32459628195,3,"test0_worse_conv",2
3,"logit_random",-0.0712139533661922,-0.234805109101998,-0.273897049079491,0.114851146604367,0.0381744072562988,0.378571213963414,-0.370823364526657,0.227134972848306,-0.373269956840957,0.0891524688009366,-1.16545357121991,-0.108728817826955,-0.542250373874088,0.67419874003157,0.215430199909024,-0.0596403474825378,0.00310232703103366,0.0369352642790794,-0.0997056704485612,0.0298076173222089,0.0200028971721214,0.274417541850914,-0.419790875583248,0.580436266014987,-0.330842385598499,-0.0559370523638318,-1.08357066390194,-0.0217265472277205,0.161099016963971,0.49862176975701,0.186397380270064,-0.591028350897768,-0.858990968582657,-0.0283823858781426,0.0504319105634274,-0.0571233988827462,0.137777556850828,0.0108078149016344,0.135263578289873,-0.0545364425855935,0.551252735365187,-0.563660217792659,-0.00198774441403116,-1.865766311064,-0.0821738801444101,-0.91190412630855,0.222705961726606,0.257581579694524,-0.0834448616479223,-0.0650228455146721,-0.100197630058928,-0.222080800279561,-0.176924044214671,0.134945976786724,0.0207766974364053,0.299723540690705,0.052324384656837,0.647099860748609,-0.233423127346717,0.00487790254075497,-1.39571958499471,-0.0661745158401424,-0.0580246988308252,0.699701723614708,0.792636628723703,1.14877398933589,0.00324975932999271,0.00748717108002461,-0.114367791269807,-0.118166639589416,0.118733151686832,0.0176452052900611,0.317758875619101,-0.198256052775202,0.404634745576335,-0.322429155404841,-0.156759200259659,0.954270657265322,-0.150516565102163,0.160525123477342,0.581126681566238,0.603198691653088,0.577593741473845,-0.0838248043801759,-0.0613307698985396,-0.257393545905086,-0.223232995843141,0.139422242601861,0.0356044805098758,0.403656105154983,-0.128694484822428,0.32998948587959,-0.249117625836521,-0.124190535881502,-0.178523684680002,-0.159054715703535,-0.615000232921086,0.266228390890174,0.288437109165825,0.124581077582228,-0.424543096347642,-9832.74249239402,-8277.03795966288,-8085.47022346086,-8037.63843586363,-8021.50355845938,-8017.72135253464,-8016.00879528102,-8015.02096344028,-8014.15184149915,-8013.41407361798,-8002.00376249963,-8001.92261860807,NA,NA,3808.8919480678,2065.38869864426,1249.96385431737,377.743508120156,167.476180730791,63.0625497413255,22.6927917053859,81.0950173889933,41.270924046728,32.1107840827649,0.933968922967218,NA,3,"test0_worse_conv",0,1,-8001.92261860807,3,"test0_worse_conv",3
4,"logit_random",-0.0813290964109317,-0.0850170225917828,-0.271688291044229,0.224291546742349,0.0277198951181197,0.431341707455648,-0.369073102379234,0.173860428772547,-0.228024405738469,-0.149035340552226,-0.931048438553067,-0.0276163435266425,-0.590285913209914,0.701687556202523,0.36959819230251,0.0499317621628665,-0.106700096914053,-0.0678045355130346,-0.00692256545252457,-0.000626248171308616,0.0144490791807696,-0.000174407561718964,-0.303747691409517,0.0208213709104464,-0.256828852694116,-0.095144708934054,-0.748841700702518,-0.0290599049790891,-0.37906234400855,0.555736332214437,0.278203713805415,-1.01405050506505,-0.690995339159994,-0.0216618578646173,-0.137778981920956,-0.0938565016566993,0.203816253133399,0.0308739854648337,0.229548547015312,-0.381498656447417,-0.0343029198501016,-0.338921357791694,-0.19067199672746,-2.17413937944713,-0.0242199959447954,-0.835420907004276,0.43740843641106,0.366926260255277,0.0958386154420927,0.199360858424344,-0.0280475217954002,0.000768097949547838,-0.0767217044415328,0.0599274148016921,-0.0135490497783964,-0.0262029815397785,-0.293985164543767,0.397589804576742,0.134992611584181,0.180355619553543,0.782390115974109,0.0469094413592702,-0.623840968493755,0.971147833294235,0.886599535648711,0.430120565553582,-0.31558315723142,-0.0451060923299814,-0.11769142377229,-0.0673543072738956,0.0616109785512875,0.00798814995807318,0.234214589378694,-0.366614946404046,-0.139917082239763,-0.560600582697797,-0.197405956800069,-0.762829676535475,-0.0453840553662702,-1.22647582257213,0.116708734296262,0.618309539887123,-0.446123375486397,0.618223665485966,-0.0739660092837207,-0.0612336722344695,-0.0781540164740957,0.0103243307374152,-0.0077361180400517,0.197525236929935,-0.383212417518339,0.230526839620398,-0.380268592865889,-0.176518802155873,-3.9722673911032,-0.056122583452857,0.366222045540765,0.213340032920241,0.776406180034392,-0.788232761197166,-0.0922779722490841,-9103.71081199599,-8158.19023503389,-8050.10097121305,-8030.4351328879,-8024.02702646907,-8021.67137531747,-8021.04967209522,-8020.72330439978,-8020.42472464357,-8020.14798206487,-8014.31226055748,-8014.31223893363,NA,NA,1609.15215992472,669.401607532389,591.855164065514,261.9965223511,48.9586486857255,53.1760158587437,39.594026589764,38.7970062970202,30.5745267560623,2.10172988407697,1.08082556732175,NA,3,"test0_worse_conv",0,1,-8014.31223893363,3,"test0_worse_conv",4
5,"logit_random",-0.119868868325778,-0.112637238243265,0.172004990918167,-0.189186355726188,0.0313139797071506,-0.071663683817945,-0.249324755441883,0.420117241747908,-0.197547071821742,-0.170530928177282,-0.864594689040799,0.000910093078184897,-0.290098474826986,0.221902657710016,0.742886021682061,0.542922506748234,-0.119220997487646,-0.0148486573400911,0.0827617743931047,0.0889986062142195,0.0371020291706503,0.116933873040916,-0.500912296690578,0.405772767660023,-0.483714527901435,-0.00244119850673928,-0.793643692928294,-0.0996248117129587,-0.501626658083288,0.114980680178851,0.309009046815336,0.0343736807369984,0.233394618874304,-0.0600804430284185,-0.0853756242555578,0.013476511543476,0.0906037563181873,0.00268812276764374,0.0501328662005357,-0.30456646187326,0.302084546894849,-0.11263368594243,-0.278078015458387,-1.50811830878595,-0.0577612473943326,-0.429057972029781,0.324056801963598,0.544904349893331,0.366805719353832,0.024169531676996,-0.0996912370413238,-0.159983226247866,0.0187413029342502,0.105463369932596,0.0242538619170224,0.0653962001521365,-0.137240536120092,-0.181839536322841,-0.333580298167371,-0.293962862540403,-3.63829351634327,-0.00067348168932764,-0.0341169374411813,0.835538834324107,0.659771531997248,-0.191538362689176,0.0639410331462914,-0.0685545042656818,0.0465226467560445,-0.406813581775482,0.185533233411569,0.017038189965844,0.24532379200464,-0.712966153454857,0.4825721751442,-0.364336316572043,-0.0311493588619712,-0.797999474567695,-0.0242702319140362,0.0670023381353148,0.766829907856882,0.34023562992923,0.738265218170813,0.00954328323618366,-0.117461385247071,-0.210131773101446,-0.150701198398853,-0.0151717837075157,-0.0152493680995575,0.125987983807645,-0.0233018432263577,0.58411798513028,-0.0410524149682744,-0.147130068790768,-0.737113369792584,-0.0253468971539874,-0.750363706453349,0.777533494369127,0.601013979157433,-0.0611523066346384,-0.101627552747237,-9836.84709086351,-8304.67443757507,-8153.39247309572,-8088.29000365988,-8086.93017152695,NA,NA,NA,NA,NA,NA,NA,NA,NA,3259.46243300318,1293.78340660744,703.114574881875,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8086.93017152695,5,"pruned_test3_bad_gradient",5
6,"logit_random",-0.0150331234486085,-0.125035907847423,-0.356581028866325,0.0808707887999832,0.0309006254005847,-0.0532538010989543,-0.269500461194808,-0.137209704362502,-0.430794888604484,-0.0443790838185552,-1.93844873713301,-0.0209083487276567,-0.711581961994509,0.624987461329438,0.140049960147589,0.848245055460688,-0.186693243909521,-0.105631341854801,-0.0687741568965523,-0.0979268807567673,0.019573034945759,0.0665054886769327,-0.220820933338395,0.663543260750919,-0.400354814559059,-0.0540757676676163,-0.774145041343531,0.0547764167576494,-0.793252977698038,0.143358053257689,0.662739232121967,-0.425537802378237,0.399176227458526,0.0569796021173107,-0.33798929014465,-0.285965042582784,-0.00817080026908772,0.0272290640070137,0.085974668180943,-0.0751434265953226,0.213279729761463,0.119288983473983,-0.0433117723964523,0.03419633287293,-0.131415633541698,-0.680473166904429,0.265520817744546,0.0757417091587558,-0.0193905498179093,-0.630464043066911,-0.0627196767453402,-0.219744348282385,-0.252740205080351,-0.0134466036913781,-0.00145045231190249,0.164441695175443,-0.441568895738758,0.166651192058217,-0.391993174157309,-0.193221751840472,-2.57163481034929,-0.0548808094564447,-0.649280331712709,0.579329653861932,0.868908536774106,0.213615863146865,0.575089504273796,0.0334511546265793,0.0183824900015271,-0.0329176744287984,0.116460622600068,0.0371773286399042,0.052553491998076,-0.207002078086358,0.341524181422183,-0.158193872036297,-0.139429425240863,0.146436787595305,-0.0700660519966893,-0.649162052485537,0.691953647714108,0.93095147666987,-0.707139839589017,0.178650182138357,-0.0715022375563063,-0.238137052829191,-0.18965698218229,0.217197678254308,0.0132104163293243,0.116560920666225,-0.175124878748588,0.630242867239964,-0.624607538974437,0.000246002518365887,-0.883264000906107,-0.0502863630658637,-0.593568518403235,0.728572522350587,0.781836397731677,0.284046989671693,-0.00314834029014161,-9286.96435860145,-8297.97709664334,-8131.12419917513,-8067.28089111151,-8055.08903633432,-8050.51304024672,-8046.40394918824,-8044.40355543672,-8043.67214787762,NA,NA,NA,NA,NA,1605.67007391937,1019.39155041074,597.225210821226,329.233567943893,209.277931591,189.436571857395,109.797837012177,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8043.67214787762,5,"pruned_test3_bad_gradient",6
7,"logit_random",-0.0768849661652772,-0.0354723896420691,-0.0562927682073148,0.10796401963052,0.0185786177913368,0.231726483651997,-0.0574577462969998,0.154006055417125,-0.0344897094090248,0.0681299810604298,-1.6982422303855,-0.130301785656572,-1.3695024135264,0.479549244437367,0.521739922864363,0.352578827432083,-0.119805778787171,-0.209459696976765,-0.221991340672878,0.0675692551792843,-0.0221429825006121,0.0624249561129677,-0.813583546256553,0.103520946048843,-0.316287981251478,0.0343315198807669,-0.730006705243137,-0.0549452193494613,-0.174526391454883,0.503933576084673,0.962143624671735,0.356678799138128,0.528978094422497,-0.12500244740752,-0.234535280686771,-0.0817085091318162,-0.156066669462582,0.0310703354077718,0.0285785359815107,-0.307957191190481,-0.231358500196113,0.223799449234818,0.0455074264871342,-0.00866580232526459,0.000942971275917734,-0.0829310078591279,0.45949180431664,0.610984353977255,-0.356758627878444,0.229278810261918,-0.0951483722191802,-0.142037193777021,-0.00905602114579122,0.051326935954258,0.0187949503119008,0.0331459382692635,-0.334857759334317,0.10795864962699,-0.578159707276058,-0.110352536145304,-1.88030829271528,-0.167498106382426,-0.25167764390904,0.553766335132532,0.512844624673016,0.407457552170332,-0.507059130704284,0.0598644645530753,0.07285681606443,-0.111525125614625,0.125454284642172,0.00492993008864068,0.251847170359653,-0.126061588720291,0.503254949369984,-0.108039754958517,-0.312219114985068,0.0913400953041477,-0.0625507790772073,0.0936728731420182,0.543671205248684,0.454201588272117,0.297324146910554,0.165531259242141,-0.132322721159959,-0.0441303054941699,-0.18677403143696,0.117279882554644,0.00421498269941639,0.0657893779309594,-0.596276172889511,0.707940557531585,-0.162860959592212,-0.0753194447271204,-2.8595947838296,-0.00393035800913934,-0.408690586917475,0.0639402621565387,0.45007729315199,-0.0323159479375699,-0.269407782438358,-9896.26636311772,-8247.53369760053,-8076.44936915358,-8036.38374403631,-8024.70293733176,-8018.12448950439,-8015.91442507873,-8014.77931938708,-8014.17707260904,-8013.6592243277,-8010.92424095876,-8010.92423554786,NA,NA,2121.34201513924,665.798711479028,654.944257099962,346.082035018068,308.56589901125,162.234859399051,99.5889982210261,51.6764082940076,65.4729692668319,1.71306311203911,0.897960104729261,NA,3,"test0_worse_conv",0,1,-8010.92423554786,3,"test0_worse_conv",7
8,"logit_random",-0.00178923084774839,-0.185097531433486,-0.220358442049782,0.0156518250567884,-0.000126554478172395,0.20343364969201,-0.0384464571662388,0.776440620180598,-0.303334158763296,-0.276792064469876,-1.87471503022261,-0.0321885877326055,-0.02328686331162,0.857346800053492,0.610036411811598,0.251978788945443,-0.0453791980948085,0.129257642678339,0.00640756193941518,0.204434281652738,0.0147663984264714,0.073582904690889,-0.0838204471899879,0.14367872597213,-0.436047458774481,0.155465851323194,-0.101294934522618,-0.0294675760605562,-0.219353976692388,0.103796811518259,0.198551927725784,0.236406018564386,0.139160853280761,-0.0624984317780065,-0.0946000645094213,-0.306503629118879,0.033065251232041,0.0179015731621973,0.206917379735404,-0.504017747237842,0.627781939889703,-0.147525793667928,-0.105645936149765,-0.193265669525163,-0.0887764017736967,-0.170885231505032,0.201959124575369,0.769897553911433,-0.335376244821672,0.27906461935399,-0.174009361572927,-0.102071786474075,-0.0932810988979975,0.0813377162079402,0.0279217801193896,0.0282683643678214,-0.173519678588787,0.431937544607842,-0.362142970102879,0.0259572832446139,-2.24042922366545,-0.10442759669007,-0.0206198825279974,0.314746446995996,0.915337404757738,0.560334680378085,-0.341027448330993,-0.114582961711857,-0.0883715859017643,-0.305201773900563,0.0578313373346079,0.0235315470720566,0.248528156087901,-0.41893771721732,0.184922169466604,-0.318761291615961,-0.154377089765185,-2.6415038288888,0.00574415285079451,-0.0954972912428282,0.82015833595302,0.985141102238558,-0.0517364983061968,0.480205406387766,-0.123474254430097,-0.185014061406558,-0.0487921542429255,0.0479011926270465,-9.6171937718291e-05,0.0284294940875,-0.454042637260321,0.0326979961806378,-0.29842637390902,-0.151722196263494,-2.5480822175962,-0.115522503541441,-0.237545921566132,0.977363499933854,0.173469718960114,-0.136829117230603,0.0533018550840313,-9483.85718039306,-8391.85774839695,-8166.96858939556,-8081.92080308566,-8040.31520732105,-8031.14319971932,-8029.33891117419,-8028.24995217198,-8026.96201960322,-8025.90825151855,-8008.85390111136,-8008.07888285431,NA,NA,2418.92786144305,1435.3043455025,1026.33489980488,517.279366206131,97.8168410447103,61.3581130838271,65.9285326878275,50.1005009113189,64.6902421495991,57.276193636642,1.47361605140148,NA,3,"test0_worse_conv",0,1,-8008.07888285431,3,"test0_worse_conv",8
9,"logit_random",0.0472633207333241,-0.124774153224788,0.0491830334351064,0.0789696282619649,0.00768180766790008,0.156342663689968,-0.0480607777235375,0.837521445185013,-0.0774713260657001,-0.1836797675187,0.644691656313983,-0.0890116111213439,-0.309425480854696,0.637746538082138,0.845757617191412,0.229343515010235,-0.0609042909505368,-0.0755486766852365,-0.230943880116877,-0.0434774887929201,0.036777792228402,0.0637396696743968,-0.12601226927154,0.283917764870816,0.286871135055826,-0.0760689946480826,-2.90128381051107,0.0601273177364852,-0.58675071219089,0.377294126786292,0.126583511955105,-0.0883844847101298,0.120660235319021,-0.0584732947133969,-0.0436781706916397,0.0425131485660187,0.0772254547885484,0.0344932213300029,0.0838515594350734,-0.150961472763018,-0.0546808018152289,-0.101117532321301,-0.164027368284743,-0.924413861374762,-0.184460610411281,-0.415042406555771,0.911483793403022,0.436958216647618,0.301637038857072,-0.257591446040419,-0.0192947770087704,0.00238792496782282,-0.0797048861561024,0.143337654732693,0.0328376388474547,0.179058526273362,-0.199968039709848,-0.00733409245620431,-0.116047302556103,-0.212259146315002,-0.725829318600732,-0.122403299358158,-0.888820655721718,0.107898915344849,0.505763345621526,-0.194055711900496,1.05237313465006,-0.0464710968978844,-0.137732414134383,-0.122821817091857,0.149590290945856,0.0341704533942225,0.226875244858619,-0.359217417227566,0.66889086281931,-0.597428933676122,-0.0640756441963412,-3.20332996878707,-0.0259520963507942,-0.89097508874604,0.413166358722374,0.506131966472603,-0.237612910394968,-0.124897659458132,0.0139319194982706,-0.187916345908802,-0.192612831503694,0.0484364120797554,0.00583546816642822,0.161287913116318,-0.495837915869668,0.204979766833603,-0.230818778841959,-0.109983402344019,-1.27064831631707,-0.0469559147421494,-0.981350058070041,0.0252112388750538,0.949976507565007,-0.128243915709914,0.636339602490061,-10019.9697547497,-8358.52692232117,-8176.61599951817,-8132.33888736339,-8129.484141718,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716.48227335679,684.653980318185,905.252327544704,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"pruned_test3_bad_gradient",0,0,-8129.484141718,5,"pruned_test3_bad_gradient",9
10,"logit_random",-0.0491253357788771,-0.0568129866068393,-0.0202182725856738,-0.00593229816861381,-0.0309705889812255,0.254414500826644,-0.362349033772183,0.383907160590111,-0.151277340273099,0.104522641184453,-1.61636152243747,-0.0211079770420123,-0.70606135101813,0.161469025830738,0.297850301484577,0.667053308916823,-0.152330000157122,-0.0204614300630016,-0.207516647845682,0.0397462180338577,0.00416133205017825,-0.0289330771916121,-0.412363482697409,0.138288755354978,0.434273989521824,-0.239743559149483,-1.57998719329669,0.00993801711888979,-0.282745233207509,0.47998535072431,0.438344059232622,0.153713998886893,-0.0836206950036896,-0.146171334703755,-0.0991025040662957,-0.0224675624278615,0.0429574507634798,0.0374548528041582,0.101442329511916,-0.284345358280956,-0.0388575019638435,0.0543157535059017,-0.106991991493258,0.150740343645791,-0.0856137748642459,0.28145736666736,0.348480707430281,0.415038571138866,0.305475992092418,-0.698205332315278,-0.147525348964558,-0.0534174946318931,-0.0824245063511421,0.0894143119735338,0.00870469244215878,-0.00651029303167003,-0.164353700211972,0.420187485636389,-0.291774156541585,0.0416464138027021,0.418203256636419,0.0237872019005899,-1.65671885515838,0.104785446240567,0.607675029640086,-0.635822144869881,0.0689748742842758,-0.114334376205461,-0.128115546194872,-0.104859099131151,0.0557591990989975,-0.00352889644934746,0.324272831834877,-0.0902591456776467,-0.0574069434885961,-0.222827078961171,-0.140533987595208,-1.2704468784254,-0.023530972988606,0.101031185215846,0.405499881277792,0.551386949117295,0.425916801666905,0.249606870164187,-0.0420123349957866,0.0349335758289244,-0.169569781813482,0.0460778264704154,0.0163483227904265,-0.176354824495077,-0.689166302323797,0.264756206577457,-0.0439036060828173,-0.154615398485666,-1.11095216618401,-0.00580434018397716,-0.157628461074556,0.948657119981945,0.0436095377709717,0.261845581364823,0.316406588637063,-10711.6943473284,-8467.90693653723,-8162.55168462254,-8049.48757995259,-8032.33359598259,-8026.78999966745,-8020.24069729428,-8016.71309265122,-8015.02214444275,-8013.48336211235,-8010.19967331947,-8010.19965875897,NA,NA,3294.34357241835,1547.27357983739,482.865581194825,401.985377615677,544.791283781074,317.303467887862,323.934905056025,160.849303981268,124.071769927976,1.77975983670957,1.7245538534153,NA,3,"test0_worse_conv",0,1,-8010.19965875897,3,"test0_worse_conv",10
