"step","user","system","elapsed","tot_cpu"
"ms",240.325,63.694,114894.236,304.019
"est",507.772,73.363,7268.592,581.135
"cv",1196.186,169.596,17830.387,1365.782
"psi_data",4.06799999999998,0.0229999999999677,4.14400000000023,4.09099999999995
"speedTest",249.599,1.02100000000002,645.102000000014,250.62
"psi_og",3.66600000000017,0,3.68499999999767,3.66600000000017
"feval_og",137.437,0,138.186999999976,137.437
