"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_Price_1",-0.0331552972765851,0.00194640942779122,-17.0340817318223,0.00629030691134917,-5.27085526093571
"b_Acceleration_1",-0.0766258036342131,0.00954848117439985,-8.02492063760385,0.0183373017072804,-4.17868478456625
"b_OpCost_1",-0.101235890375574,0.0069086348629683,-14.6535303114974,0.0151633991830836,-6.67633220976688
"b_hev_1",-0.0170431028966613,0.0636306755632079,-0.267844129357568,0.134211162863631,-0.126987223216137
"b_phev20_1",-0.0538578924739005,0.0683033550201151,-0.7885102050703,0.152089011749708,-0.354120865500357
"b_phev40_1",0.121067678685181,0.0651739003754855,1.85760984056003,0.128353780709504,0.943234223533991
"b_bev_1",-0.218566777885243,0.0710773182161195,-3.07505661961897,0.290791725279158,-0.75162653846295
"b_bevRangeRel_1",0.26196303720435,0.021886404241287,11.9692131387291,0.0615880795654255,4.25346981189865
"b_noBEVFC_1",-0.343441039389377,0.0451200492929632,-7.61171684807842,0.075022754348313,-4.57782498620166
"b_american_1",-0.169426756221348,0.0465697420823792,-3.63812958039669,0.10018518408218,-1.69113584781529
"b_chinese_1",-1.28337302011714,0.068927198887058,-18.6192539496641,0.223890832506538,-5.7321374249643
"b_japanese_1",0.000173885062383593,0.0460847517831215,0.00377315827156691,0.095457542707587,0.00182159583676118
"b_skorean_1",-0.405230871333496,0.0481703723958358,-8.41245045821001,0.102339206597549,-3.95968353484577
"lambda_ICE_1",0.731411269897546,0.0687520816035684,10.6383872726202,0.13069637279742,5.59626295850793
"lambda_PHEV_1",0.571456539177196,0.0472736901278609,12.0882574986548,0.081567148536818,7.00596440390766
"lambda_BEV_1",0.753009473439451,0.039945188497161,18.8510682204684,0.0668148255546049,11.2700956290614
"class_intercept_1",0,NA,NA,NA,NA
"b_Price_2",-0.150701243125481,0.00963457590996889,-15.6417100797919,0.0411427635757996,-3.66288576720996
"b_Acceleration_2",-0.088503249890701,0.0151641158135628,-5.83636072019073,0.0355874112694902,-2.48692576204824
"b_OpCost_2",-0.144534310049596,0.0126419657724089,-11.4328983839714,0.0354624047192968,-4.07570527700136
"b_hev_2",0.196925048140473,0.117388336669424,1.67755207823612,0.338297863734211,0.582105503022596
"b_phev20_2",0.223735929020435,0.117963781317818,1.89664934881703,0.33164308277024,0.674628661486172
"b_phev40_2",0.152462506594829,0.110430730516178,1.38061666242888,0.249118905941164,0.612006969197419
"b_bev_2",-0.269120225547185,0.130270133544011,-2.06586282078435,0.529806432846894,-0.507959527975298
"b_bevRangeRel_2",0.3436450031076,0.0338429759161339,10.1541012220434,0.0815965417330041,4.21151430941837
"b_noBEVFC_2",-0.0389971037788339,0.06814332843173,-0.572280583827124,0.0954183494398699,-0.408696063259916
"b_american_2",0.122008845022259,0.0742719690688137,1.64273071728066,0.119847538163901,1.01803380270859
"b_chinese_2",-0.836972444446876,0.0976257031651891,-8.57327954945086,0.274703528478918,-3.04682087296563
"b_japanese_2",-0.0713146457685753,0.0751301539500176,-0.949214689697286,0.126165661185918,-0.565246082794954
"b_skorean_2",-0.183613032805995,0.0772327095867095,-2.37739985802067,0.123433095458984,-1.48755106661817
"lambda_ICE_2",0.665714649740669,0.0856478299706584,7.77269721799995,0.14307756273342,4.65282352468512
"lambda_PHEV_2",0.484363509970426,0.0642846619746345,7.53466682552592,0.135131942780515,3.58437464898395
"lambda_BEV_2",0.73847213186695,0.0585183515978339,12.6194964776534,0.132680529038855,5.56579128238696
"class_intercept_2",-0.389898179992156,0.120772186499375,-3.22837725550472,0.445739003261901,-0.874723049001536
