"stage","candidate","LL","gradNorm","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_PHEV_1","lambda_BEV_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_PHEV_2","lambda_BEV_2","class_intercept_2"
1,27,-11040.9787885135,NA,0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,0.891290236748755,0.649886972974055,0.475485226963647,-0.0343350159340362,-0.0963957191773282,-0.130063705807895,0.159626566947209,-0.00808687962295347,0.179102702117559,-0.0894346627534502,0.571943150055979,-0.337715709946615,-0.030827096358382,-1.99935143505469,-0.0732156285708014,-1.23553161857539,0.439378596409224,0.303596415175125,0.695481105283834,0.0890046778791978
1,28,-9891.62586339364,NA,-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,0.876834738329053,0.401165138054639,0.82259398420807,-0.077442252734627,-0.0777417731968002,-0.175053895639204,0.0277484360316581,0.027375286701085,0.0511982664074967,-0.285470655579446,0.748856078938298,-0.46341784425102,-0.0985284780198475,-2.03715199265393,-0.0206381221543804,0.166592148579099,0.361892433557659,0.149837207053788,0.930292847538367,0.703328419985449
1,29,-10263.2710700272,NA,-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,0.328423199541867,0.672523477170616,0.397645660187118,-0.151845282432807,-0.20107796411265,-0.00381722158139486,0.215132542230864,0.031347667635621,-0.00724207675764818,-0.163234432928606,-0.0909587754685495,-0.337023107104903,0.222471091467442,-2.30513766170807,-0.0809559980028346,0.00369078381487709,0.481455017374828,0.259778370810673,0.586745946467854,-0.592473350598777
1,30,-11170.4753715743,NA,-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,0.341455218982883,0.947242575157434,0.130779345566407,-0.0685035673302781,-0.129776615117045,-0.0874159262931858,0.049811409901858,-0.00592138621692298,0.0326702352474697,-0.322414763567363,0.397994557461295,0.10432749720687,0.00373059583420828,-1.89675962022623,-0.1269616664822,-0.647795669888285,0.394286924307235,0.668391944142058,0.340947004682384,0.459473676466188
1,31,-14721.6683617456,NA,-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,0.825676954202354,0.860774386990815,0.198823163900524,0.0140394779781699,-0.22802706225421,-0.267379418471038,0.0762955041287473,0.0401743255401829,0.138650089929651,-0.144173640582413,-0.0155086286796041,-0.382491788051622,-0.145300938515531,-1.80988523902653,-0.00198034233870407,-0.141629353122976,0.457063268702477,0.301455955435522,0.019935218221508,-0.992378045229456
1,32,-13383.972860457,NA,-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,0.401425308245234,0.0368639501789585,0.344122224068269,-0.0526919043222117,0.0499656265076963,0.0205889042312253,0.0546411739839768,0.0533579548386334,0.106373112597988,-0.465780894655547,0.44636242689241,-0.732701088849287,-0.227953887505421,0.708426908308976,-0.0494565092466373,-0.527590006063083,0.50732396107167,0.196185758234933,0.357191786579788,-0.294935760962536
1,33,-11150.1239336855,NA,-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,0.726129382001236,0.798678785897791,0.974702604208142,-0.0029685371175623,-0.00111338704051185,-0.0959711455960588,0.294891710265412,0.0142687432321236,0.0836003390516546,-0.132318966140485,0.160842813967713,-0.335718804707759,-0.134955722913674,1.06070573670346,-0.0202342698543183,-0.747444340855285,0.276232982231304,0.0600920229312032,0.361916966144927,-0.58547445432897
1,34,-12793.6436073401,NA,-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,0.866726754261181,0.876879775319248,0.23812218690291,-0.152766133599755,0.0131089337105389,-0.199616597694243,0.0557598743702993,0.0262484909725954,0.10394587456294,-0.154567851508964,-0.240193909328279,-0.196002898558149,-0.0799264427697697,-1.82760952045436,0.0462769679541676,-0.923782475903395,0.059716818346642,0.712918669208884,0.734713263940066,0.485702240951389
1,35,-14815.2728575743,NA,-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,0.744026414952241,0.103018557359464,0.255464644469321,-0.0547528684260156,-0.205374158358976,-0.0825144258858238,0.0477212332118802,0.010106685696407,0.0261574889934169,-0.225326140267996,0.170911726479572,-0.183084751034885,-0.121278034388647,0.558563196846249,-0.0673256646345168,-0.139856107217438,0.738220087047666,0.883135284110904,0.168030814905651,-0.673691725132924
1,36,-14757.2683332102,NA,-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,0.491129684126936,0.960222019422799,0.135947483940981,-0.111617013609103,0.0467962447608113,-0.476169825549851,0.0223582441459795,-0.0084109005450397,0.154943171942082,-0.223534904716626,0.637247726343908,-0.311032933494646,-0.163874950205027,-0.892232626920768,-0.0590066263762265,-0.256981229464068,0.29867052460555,0.352523636603728,0.354046729062684,0.536893156534283
1,37,-12971.4423144106,NA,-0.0955623159147192,-0.260949677254639,0.0176001222263773,0.0900216891050512,0.0316561647506414,-0.0963415475577671,-0.0200010282703163,0.0468760067899792,0.299458382950453,0.071401052884289,-0.515974148142009,0.0582089077480289,-0.529551508868999,0.851189223555848,0.344119722368196,0.234076794818975,-0.008187843718566,-0.055691090374389,0.0972685987226138,0.0131911081885637,0.0203398910985741,0.0090675254584502,0.17554540296578,0.370835887946374,-0.0402980017296934,-0.0699615209873796,-2.50598968877213,-0.0608849738111181,-0.499748073218869,0.703745396407321,0.0110182966617867,0.653434688290581,-0.612739120149783
1,38,-13025.3087582055,NA,-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,0.105763487070799,0.980704872226343,0.728325690301135,-0.212820397108153,-0.27801089113691,-0.415830194821026,-0.0572092937938247,0.00443833547568289,0.117306604229728,-0.0224050491705177,0.0861540244479834,-0.0850335395155228,-0.114506867436473,-0.420895369477971,0.0162509797675423,-0.728309697832253,0.354663260541856,0.84004272592254,0.962938013700768,-0.449326861496392
1,39,-10876.6546967106,NA,-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084,0.157098903539591,0.157955951439217,0.119132372611202,-0.00308428160909067,-0.155550527010301,-0.00717302504830403,0.0532776721033791,0.0278609948952382,-0.0662207007196623,-0.173972688023475,0.151207925655332,-0.276709246344308,-0.112703440083692,-1.55893087107541,-0.0782980451607835,-0.443244430641976,0.96635475164745,0.0882084965752438,0.674148298511282,0.653107963197563
1,40,-11415.9697231114,NA,-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903,0.734073960692622,0.804379433402792,0.266892727338709,-0.161864419192602,-0.0892546806627988,-0.0926738079971159,0.089032135144788,0.0323790124016915,0.103985639679897,-0.49791545432116,-0.0711991508933293,-0.00228975413347732,-0.0586874701544507,-2.63523411471273,-0.0460304980116366,-0.779534463995009,0.342326043802314,0.0381646108347923,0.231261977455579,0.468001691225473
1,41,-11469.5210212279,NA,-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862,0.543627531598322,0.505576451695524,0.446343467230909,-0.138750148432551,-0.0636931717594691,-0.0446750130839598,0.00811618697115389,0.0326537479436915,0.0874872569979763,-0.525363500523878,0.381359270429257,-0.350418332366653,-0.314489455684572,-1.20975930744516,-0.0480086724653693,-0.176955545890389,0.517738938238472,0.0382409658515826,0.673342138668522,0.439898297341581
1,42,-13082.615209076,NA,-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429,0.057935357587412,0.76130588142667,0.179654940110631,-0.139169940787738,-0.13516557751675,-0.27463324731697,0.143973840091572,0.0127507056688673,0.174979513382957,-0.295264924629494,0.330276891167832,-0.439414941132102,-0.112472728828691,0.245250649179974,-0.0853983272608656,0.102816679861785,0.218320897230878,0.406207624641247,0.657629744284786,0.157766552656949
