"Class_1","Class_2","model"
-3.02596902931195,-3.29958498451682,-3.11907407207833
-5.25992349986724,-3.20425376628423,-3.53139553423818
-2.16623666588997,-1.94234381243673,-2.02966698525061
-36.0817628457643,-55.5231749980191,-37.5146085015095
-22.2804879120669,-11.9056767409393,-12.7021062790776
-6.02108504936595,-8.18730502455637,-6.19805185735023
-3.74375834163413,-2.55792865688573,-2.74907136004456
-3.98660152061996,-5.62452312671737,-4.21477604073177
-11.2662135720587,-10.3010595404875,-10.6735217422826
-2.39347484454094,-2.11184899345998,-2.20908798279707
-5.92137435329446,-4.91594608500518,-5.19442036533465
-9.17663245405549,-9.50884577032296,-9.3219396995849
-2.56160863620403,-1.10141587625965,-1.2459893141698
-53.8798396790169,-35.3946575027856,-38.2764894315468
-21.0848061435982,-15.9221385234997,-16.9735587718366
-12.8308414980679,-6.16017742024794,-6.84173127223662
-14.782323384863,-8.99751980359153,-9.70433035271828
-22.4291980600562,-13.0543729259437,-14.3761151925624
-19.831670853468,-34.8460800893336,-21.0779355797871
-16.9835201278482,-20.5254141947621,-17.6217858132074
-24.6839595444531,-35.2243935585007,-25.8441531328395
-14.8367756177779,-25.2719923880774,-15.5261681980318
-8.51689971819113,-11.5784277286095,-8.83942462573314
-3.92839592904299,-2.55399396220109,-2.84236324624714
-2.83567773513608,-3.06663321414333,-2.92513132809993
-3.06870801976577,-1.93181198075543,-2.07572401489808
-4.96568385803374,-4.91749540031008,-4.94079085565315
-7.21981107304728,-7.13180517782631,-7.17421623885791
-2.70637678344529,-1.62290634747283,-1.7626951808336
-3.16103274972266,-1.86240106165058,-2.00278524629493
-4.75933817111145,-4.79659292801645,-4.77736892552615
-34.9909628619139,-41.7054949930495,-36.8646491851706
-6.37613829234667,-7.01957887346069,-6.58295425073641
-2.96535020779097,-1.90515310941696,-2.09205470745064
-5.74641952345472,-5.24592276712825,-5.41310193555457
-7.21150110543529,-11.9526373240945,-7.64792740438737
-8.36621528815481,-12.8632186566946,-8.71143274134122
-3.54522067869027,-4.1366289277158,-3.70292897442201
-4.58187092943792,-6.48264047864446,-4.76865432101832
-7.60322901071028,-4.88786308598086,-5.32851084183948
-4.42604491993944,-3.10917381536435,-3.38789790232927
-3.59377087840109,-4.51757647856315,-3.78259939584691
-2.24637671467529,-1.55067812942237,-1.68516948842417
-2.90325205654647,-2.92334877175389,-2.91294506677207
-10.6769325867066,-15.3858177549241,-11.1641940399164
-4.32256907305157,-6.99626188900123,-4.52362344545801
-7.50022458873344,-13.0047942437955,-7.73098740394529
-6.89242719682599,-7.47117026778422,-7.0895935442019
-46.6430660676073,-85.2256983318481,-50.0555589740344
-3.36664291155781,-2.11997755310818,-2.3003758980536
-9.65969757618118,-10.7322306005362,-9.9711826173802
-4.49276208286753,-3.1181219490659,-3.40593297487486
-7.1234850331765,-5.8231593512399,-6.19940960864283
-16.5171353246459,-19.0261672853535,-17.1132656440091
-62.1682105058302,-36.0769313719428,-39.5666863454543
-8.69628444862933,-4.07941033992804,-4.49533211797512
-3.11318706225266,-2.90823486507936,-2.98650272861671
-8.56059644613408,-5.70618859986375,-6.11752909796472
-12.2504960629174,-9.22710122296023,-9.71945421591922
-2.45757819394012,-1.17776545614353,-1.35822227446891
-2.48783494229491,-1.84902589053711,-2.00992008608407
-6.19310014296856,-4.20516205527215,-4.59147412898384
-4.77801154825343,-4.16037235817842,-4.34673262745129
-26.8989766287212,-39.4038768482187,-28.3336588978942
-6.15024078468242,-9.51190751130725,-6.44817170327239
-2.26189735006769,-1.33855648000622,-1.47724149859638
-2.2560317819684,-2.13600560258893,-2.18774578919969
-13.6168690918401,-15.2209831325414,-14.1749410834677
-3.2248676491502,-3.46561468363294,-3.31709077170166
-26.3683333876228,-12.8597687388453,-14.3396775998238
-3.53729247673996,-2.44684508690489,-2.60996472849578
-4.72096259898171,-5.44744407657288,-4.93965213200477
-6.35289179307703,-8.79910330476562,-6.64355577395823
-32.8080681557603,-64.2997884601607,-34.7717473429887
-34.6294838165464,-29.1507827476237,-30.5202459424525
-5.65033480379025,-3.47671563789321,-3.77483162161999
-31.835448478294,-16.2354154275685,-17.4338368233577
-16.3678759401951,-6.13093170798039,-7.0767998336739
-18.7656728936912,-15.5468472311404,-16.3733416589212
-6.3994331005608,-4.33256719298972,-4.72977835089729
-18.1623165808193,-22.0737040098838,-18.81951675362
-4.00396634729787,-3.4075392454366,-3.56465288008814
-7.87066397856825,-16.0312258428222,-8.15529542076162
-12.0228487063026,-15.7718301070879,-12.5201387966576
-50.1490844558301,-39.5826962701255,-41.6936057857354
-24.7778526281053,-29.0815038799622,-26.0414320047982
-6.16412548612037,-10.6583039067952,-6.51222103428354
-3.52351501730097,-1.89506352964786,-2.07691753864439
-14.0457070869885,-9.34743244781476,-9.98503513621274
-5.37029466489427,-5.09333380614116,-5.21667138613628
-13.7800510548144,-17.6366994461161,-14.2153496052492
-28.7920462454311,-37.0029071676889,-29.9422449166587
-5.39250563011809,-5.89184052202915,-5.5720506211156
-4.72569020899109,-5.43997981598472,-4.91866964431419
-4.90599382889872,-11.5538648516943,-5.13675667102766
-2.79099687511975,-2.6641872302213,-2.71860587697926
-3.93198354993409,-3.48116093315255,-3.63840792835398
-4.19369023120978,-2.80177260503547,-2.99270887153736
-5.37499755963706,-8.48722619588329,-5.67277942820787
-9.65408229573346,-17.4415367018327,-10.0581038008096
-7.14594413692643,-10.7126103357907,-7.54857265840963
-5.31283672528951,-2.80573997261432,-3.01281191718757
-3.03597190181461,-2.15370048235127,-2.34618521447011
-14.2804550196613,-14.6605344796196,-14.4513099478654
-5.52624149485738,-9.33227353471353,-5.82356401318725
-13.8425385346447,-9.06827129323221,-9.78955113626305
-5.45630589159947,-4.76500819132632,-4.98572238995382
-4.45402345211244,-2.13936302682361,-2.32167609479475
-17.9254754172906,-36.4759590087991,-18.7982795964147
-11.230714801626,-17.9575628211343,-11.8549542703381
-22.6182782866793,-29.8803515733373,-23.4830329144036
-14.989156233934,-35.6795691562118,-15.66477558796
-26.4899076063622,-44.8356954239477,-27.929731382401
-64.9549508028269,-65.8638790049721,-65.3841395635847
-9.72592882034268,-6.18455740239121,-6.86430206738976
-43.3589707861378,-65.9545999513854,-45.3216105607328
-2.84278662078634,-1.88553898363352,-2.02453580334883
-11.7785573854866,-11.2184625196357,-11.462194585535
-25.149782785558,-17.0180986167582,-18.5113860810041
-18.4085806548043,-9.7360236231725,-10.6335935579006
-88.0527843175703,-129.494487325119,-91.4662270599047
-13.9913064825804,-7.54764712378889,-8.65290979710391
-72.9368374797056,-60.7454784681847,-63.8359405915423
-11.4998584480741,-16.131485500279,-12.1197275608999
-4.42980838054084,-4.7739645868728,-4.54698866580353
-2.82783152404918,-3.19273083919442,-2.94407719245627
-38.7613249781034,-19.9144903763905,-21.9330757433205
-2.39941960098195,-2.71245021088289,-2.50589469768642
-4.94127646354427,-5.20470188619194,-5.05170848961592
-17.9889863977461,-10.3598660783772,-11.2555792348366
-21.4489836818817,-12.8484677516833,-13.745952339469
-4.28349613170857,-8.97108964336878,-4.46052255023888
-3.09688646719976,-3.50552300978058,-3.22009518115889
-20.5309813275944,-14.6181809443725,-15.8307670955792
-16.0311508692567,-21.4271650942355,-16.8575806020825
-20.7080353850913,-34.0391907370214,-21.8098761221709
-17.6823011879716,-14.9216072303178,-15.520225327769
-24.0156041310335,-15.9717859949806,-17.4083094010715
-4.08764935321663,-6.60124625337691,-4.37130078665168
-7.43156494775856,-4.81754000044412,-5.13987489074372
-20.4564455952781,-13.2793529087314,-14.4523882028721
-20.8457839858319,-13.7574295741615,-14.929108633049
-6.18005539468526,-6.15530948222153,-6.16764322633966
-11.0102303287079,-15.4598403480021,-11.6276549671408
-6.27536077122621,-8.57908255306506,-6.55837192313681
-3.51891694316801,-2.54391323873587,-2.72018105620896
-13.999245507131,-34.8820865377452,-14.6748648613018
