"Class_1","Class_2","model"
-4.43090519194538,-3.64522379349241,-3.94353160014216
-7.20286161452308,-18.8294403077326,-7.4504280150784
-24.054457864375,-41.2127025745271,-24.8363070526966
-3.34687005246141,-1.70168595282786,-1.88662696631494
-13.75000567901,-13.5942251761579,-13.6835991830871
-4.6047631138137,-7.83067843941079,-4.71223703583012
-12.9862640553542,-32.3923905818293,-13.4930731436769
-4.01748881638549,-3.36646299648167,-3.57800195406075
-2.83776982012558,-3.57224822051412,-2.94130591411547
-2.39325434284066,-1.57457735793596,-1.74963046838146
-2.55569070601468,-1.10566262312193,-1.28531482804612
-6.50033024183041,-5.71872559246558,-6.01623864087981
-3.97684118789849,-5.95699149415414,-4.2011362903498
-12.3303432528123,-11.2304896261953,-11.7511332875535
-4.72733845738972,-3.09641725499732,-3.5010274437239
-10.9300083385817,-6.33704526070341,-7.20217417881925
-6.58909364241842,-9.66534011107669,-6.80976572994603
-4.3628620630042,-2.99119558737134,-3.22241058517505
-3.16876549517176,-2.58774353112087,-2.78364420756831
-6.24251545293978,-2.89736660285817,-3.28868122937207
-4.15647455862718,-2.52292175912947,-2.78604795968682
-2.28795818457065,-1.8288599683687,-1.99611033329911
-9.92332888107067,-17.0374278512318,-10.1874077705329
-9.2399387201553,-10.9816785429255,-9.52795340434568
-36.8345224152108,-61.1964014656277,-37.930518908167
-4.800769785092,-4.84409368752585,-4.81753361849705
-21.0012560758197,-48.9930164242272,-21.6448210559865
-4.1671296192705,-2.81695691919572,-3.17266182466908
-17.6919560851787,-34.8207734069857,-18.645378200471
-20.9770921028893,-9.62675435511147,-10.6449760541534
-6.43553179355671,-8.62170097897733,-6.57088546669785
-3.82627744332963,-2.09033887066223,-2.3389097219728
-3.08450970803316,-1.2743356829524,-1.45416062478698
-3.71315904962987,-1.63806850750004,-1.88718304995926
-2.85392583698532,-2.71665996106101,-2.78970622141101
-2.86259158803808,-1.95689500765659,-2.13829267574482
-3.73631794790828,-7.45855413368888,-3.91280483807979
-8.2604599855952,-20.4094201341813,-8.50768158029894
-10.585640150814,-9.23895410867427,-9.71770203673838
-2.46596031920433,-3.7640703879724,-2.57021587137442
-3.73805345690495,-2.69866838103523,-2.92501334920051
-11.1158952394452,-11.831781914883,-11.3477934627293
-3.56639037268247,-2.85528774509084,-3.0751527272329
-6.30805825312165,-4.28119305444971,-4.69740849087213
-8.83116826897124,-11.9688717483849,-9.19850962785126
-2.52858155198009,-5.10575378850897,-2.63605498289327
-52.3871516108511,-77.2438855133812,-54.9750187453278
-31.8485775170809,-20.4125089960859,-22.2864495050334
-9.97703922720225,-11.6151333535245,-10.3710419676172
-2.38645437455929,-1.10617695626522,-1.29062440562222
-53.0840736838074,-25.4860599699879,-29.2261346569648
-6.78905427215159,-2.38128294525486,-2.83583773339208
-19.6229720564649,-17.6932584170873,-18.5492791117478
-19.49653188932,-10.1645730430343,-11.2717014691327
-3.13030684067305,-3.14674052916688,-3.13686793275865
-11.5229636369261,-5.51044159376725,-6.38015797441467
-3.28920915660888,-2.12591728896867,-2.36923673230651
-14.5376984349057,-7.03405320051632,-7.9410247065267
-9.48720552046202,-9.38219411697667,-9.44301698889757
-8.9711772721832,-16.1478165323947,-9.480655363708
-2.05124998263746,-0.861301250822626,-1.04040183762793
-4.82635234954366,-1.6189287961347,-2.01109227543349
-7.22807524881756,-9.59112432212016,-7.65944730398311
-20.8109574963967,-39.8501209704768,-21.7644479891265
-5.96784122821387,-11.4494113616628,-6.26773301619072
-2.84372596275696,-3.66698637615842,-2.94596525041093
-43.9880337847391,-44.3139198864719,-44.1161994316153
-13.9616827400486,-33.5252421551705,-14.6052476128606
-6.15220900750615,-11.1131107354524,-6.2877594932495
-3.02262540032325,-6.06753085467905,-3.12708902018456
-3.72664802864694,-1.32323949025621,-1.70143337577671
-4.06978429776931,-3.72581004607004,-3.89527492125582
-29.2507578711437,-39.4237578422435,-30.5319964387055
-5.57712385774034,-5.62580206551657,-5.59609093162736
-59.1096606296169,-36.9313472637183,-41.3422044393552
-7.83595256649556,-9.87993406518023,-8.15231441866531
-3.08188810135398,-1.60714107651122,-1.78681732883075
-35.5613936748314,-61.1325737892103,-36.6573958892992
-13.8827975479858,-31.9909971520722,-14.4100792907234
-8.40056222418309,-13.2185787449925,-8.64777149859896
-11.9285111855768,-7.23712416527648,-7.87855479217264
-6.33549163918824,-8.45228111112434,-6.57901953935601
