"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_PHEV_1","lambda_BEV_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_PHEV_2","lambda_BEV_2","class_intercept_2","logLike"
-0.0331550861598563,-0.0766303256445504,-0.101238988321481,-0.0169885558776501,-0.0538077994994846,0.121120087668569,-0.21851621225679,0.261972322634352,-0.343484002819334,-0.169443796026008,-1.28338693182775,0.000165772781657213,-0.405272575234636,0.731441347867328,0.571486670607496,0.753069357170445,0,-0.150696473879342,-0.0885016098859992,-0.144533070278858,0.196930571848376,0.223773164979294,0.15254521593237,-0.269127877289031,0.343638370558183,-0.0389865350366688,0.122033166115439,-0.836970201013502,-0.0712696302361105,-0.183622931066652,0.665686674329058,0.48440289170687,0.738482535195183,-0.389706338861184,-8844.92084518285
-0.0331544323012021,-0.0766302651445668,-0.101238084581588,-0.0170378174649541,-0.0538672533190004,0.121059356466024,-0.218551939367921,0.26196651414592,-0.343478674042002,-0.16943857262637,-1.28338573326361,0.000180414865951327,-0.405267915093939,0.731437202869696,0.57149131110786,0.753058577416513,0,-0.15069507846103,-0.0885012078629209,-0.144533866359002,0.19690233831491,0.22374541090965,0.152572012239265,-0.269133555315889,0.343647395141447,-0.0390134128808175,0.122031436810272,-0.837009317765386,-0.0713186581837422,-0.183566943365182,0.665747991108254,0.484372469008924,0.738493011845705,-0.389662192780129,-8844.92084516314
-0.0331542405596051,-0.0766289292356555,-0.101237488931989,-0.017052756240696,-0.0538816592204122,0.121045096122365,-0.218563204297884,0.261963897816424,-0.3434682273802,-0.169432428094075,-1.28337216362773,0.000181563211474341,-0.405254321125757,0.731431909677701,0.57148411847489,0.753043929555875,0,-0.150695146893716,-0.0885019055582725,-0.144531924896225,0.196887569513645,0.223752241060426,0.152556711439352,-0.269132463988769,0.343646260178669,-0.0390207058544979,0.122025874172717,-0.837011798793424,-0.071301454157821,-0.183584350814537,0.665768257670002,0.48435082570976,0.738481962380444,-0.389679714813494,-8844.92084387906
-0.0331545114992186,-0.0766269009536709,-0.101235445906947,-0.0170539975810483,-0.0538825546014416,0.121043212044883,-0.21857584973166,0.261960199123597,-0.343450094313238,-0.169423259396968,-1.28336611874927,0.00018808376717777,-0.405236718866909,0.73140096449228,0.571465874161975,0.753020554297303,0,-0.150698098188607,-0.0885023710075144,-0.14453508107503,0.196903657580579,0.223744312836323,0.152504733043495,-0.269127088961734,0.34364970007987,-0.0390038405750362,0.122012309746698,-0.836990146409155,-0.0713373106553731,-0.183572319923271,0.665743288147917,0.484374069246161,0.738482154715532,-0.389774132933766,-8844.92084116799
-0.0331548311897863,-0.0766275097221517,-0.101236548189096,-0.0170640498403172,-0.0538790909728498,0.121041656628671,-0.218570429783158,0.261962297710935,-0.343454290133266,-0.169439729582765,-1.28338996744847,0.000173110423786553,-0.405247059566927,0.731421266114989,0.57146809530438,0.753018946294043,0,-0.150699170174465,-0.0885016297596191,-0.144534884356858,0.196935882868049,0.223699361945906,0.152516579831548,-0.269133577181535,0.343651096758622,-0.0390144797400958,0.122028963017652,-0.837002509456748,-0.0713399246347519,-0.183596941646846,0.665721788756064,0.484354079471534,0.738494833895037,-0.389828511685973,-8844.92084100173
-0.0331550813987104,-0.0766278178385234,-0.101237226084031,-0.0170650445178565,-0.0538781348037059,0.121045189294039,-0.21857518070758,0.261963592779481,-0.343452382551676,-0.16944440075619,-1.28340265315109,0.000166005855126134,-0.405255045089669,0.73143767450832,0.571472616002701,0.753023666302721,0,-0.150699297161525,-0.0885018941422172,-0.144534741330678,0.1969380919002,0.223699337550113,0.152507860405561,-0.26912886133864,0.343651003653829,-0.0390083036936637,0.122017984720515,-0.837008232096967,-0.0713373268491722,-0.183591957147913,0.665722806602826,0.484349188534981,0.738491598507564,-0.389835223510175,-8844.92084096208
-0.0331551522267609,-0.0766280009227614,-0.101237391281283,-0.0170650418015787,-0.0538797327880955,0.121045287791867,-0.218573563246463,0.261964335915775,-0.34345395284848,-0.169446161605746,-1.2834077075387,0.000164807653735898,-0.405257061672639,0.731438964609572,0.571474807295623,0.753025595178726,0,-0.15069923904203,-0.088501863589446,-0.144534628126603,0.196936507475096,0.223704363465997,0.152505730787273,-0.269130335200896,0.343650183686658,-0.039011447308994,0.122017906890458,-0.837006034843331,-0.0713409589407346,-0.18359409865768,0.665724413664636,0.484349668054284,0.73848898669252,-0.389837993149163,-8844.92084093568
-0.0331552276815284,-0.0766278223404144,-0.101237037256724,-0.0170583531172324,-0.0538745544793748,0.121048214439106,-0.218575665606124,0.261963330365733,-0.343450751865265,-0.169448745702146,-1.28341622677828,0.000159959934934226,-0.405258930304103,0.731429083526746,0.571472111976561,0.753023959595773,0,-0.150699136667059,-0.088501844917343,-0.144535032373799,0.196920206482509,0.223703266844769,0.152515357258042,-0.269124439590858,0.343652071053662,-0.0390031951307145,0.122003906517849,-0.836986781227216,-0.0713427766191788,-0.183607157074652,0.66573356276712,0.484354326552408,0.738486628911042,-0.389851194650859,-8844.92084075746
-0.033155303329372,-0.0766256171078902,-0.101235800847839,-0.0170417551736537,-0.0538557545541718,0.121069617269603,-0.218566639024206,0.261962905336288,-0.343439775559108,-0.169424981415713,-1.2833692389484,0.00017468117201854,-0.405228694430882,0.731410492640133,0.571454950341585,0.753008097700323,0,-0.150701441881927,-0.088503378270772,-0.144534277984622,0.196925968631372,0.223736697386385,0.152458822099122,-0.269119164629652,0.343644689792252,-0.0389953082620996,0.122008590908493,-0.836971965140359,-0.0713111397615969,-0.183613168417198,0.665712656289047,0.484363764232925,0.738471609550018,-0.389902177429655,-8844.92083963659
-0.0331552982029139,-0.0766258030846409,-0.101235889971422,-0.0170430999639626,-0.0538578991498026,0.121067677201535,-0.218566783635767,0.261963038976911,-0.343441038877001,-0.169426750170346,-1.28337301797529,0.000173887137785916,-0.405230868911642,0.731411269206694,0.571456544843005,0.753009478191092,0,-0.150701244998223,-0.0885032504725243,-0.144534310736713,0.196925054427585,0.22373593726488,0.15246250870626,-0.269120213126901,0.343645003636455,-0.0389971048450827,0.122008838040355,-0.836972451000956,-0.0713146575644007,-0.183613038623741,0.665714653167773,0.484363512271582,0.738472127714509,-0.389898209765973,-8844.92083962881
-0.0331552972765851,-0.0766258036342131,-0.101235890375574,-0.0170431028966613,-0.0538578924739005,0.121067678685181,-0.218566777885243,0.26196303720435,-0.343441039389377,-0.169426756221348,-1.28337302011714,0.000173885062383593,-0.405230871333496,0.731411269897546,0.571456539177196,0.753009473439451,0,-0.150701243125481,-0.088503249890701,-0.144534310049596,0.196925048140473,0.223735929020435,0.152462506594829,-0.269120225547185,0.3436450031076,-0.0389971037788339,0.122008845022259,-0.836972444446876,-0.0713146457685753,-0.183613032805995,0.665714649740669,0.484363509970426,0.73847213186695,-0.389898179992156,-8844.92083962881
