"Class_1","Class_2","model"
-53.8543312102288,-70.7546253728703,-55.9458229110953
-2.40117030701357,-1.6065937857293,-1.78355632346455
-6.53623739544162,-5.80937925905105,-6.09927318343465
-6.33173905285586,-2.9324628927535,-3.32954544815096
-4.23783743023128,-7.42536129822226,-4.41128870352086
-9.85789362022952,-16.9207853497864,-10.117451798973
-9.29814777917404,-10.9391069245534,-9.57758725281259
-3.55267513733553,-7.39661975028202,-3.72614194893074
-10.6397540540272,-9.31291725475591,-9.79475779059825
-2.29206877594925,-1.41282148373394,-1.63687815181017
-10.7754259368502,-11.9977730141308,-11.1052925130992
-2.50657554307415,-5.13918700608187,-2.61220929086726
-52.6569712447544,-79.353890626588,-55.2077831801629
-3.19294086728409,-5.83288247573952,-3.29857462849056
-14.5515067812496,-7.17889928280868,-8.09903371249084
-9.12348959919056,-16.8893746373507,-9.62443855093912
-20.8171624530905,-13.2968742020636,-14.9761466920513
-21.0977654583843,-41.3190341982427,-22.0349508776105
-5.95701445968677,-11.6348074606167,-6.25178059690208
-43.5333965104922,-44.7356161985955,-43.9577439557134
-21.6419177683848,-20.8433862954595,-21.280095008739
-7.8849881958982,-10.1271274457138,-8.20058479392123
-12.0194848068962,-7.28733432530685,-7.93823789674247
-2.42138600763173,-2.46933794980953,-2.43932052112045
-9.97505953000865,-13.6314276549791,-10.3391935131156
-7.6914046184102,-8.82832311967946,-7.91637421064977
-3.71776233984709,-6.99013507662753,-3.86892099858464
-3.99835778446181,-1.78001491662948,-2.03287243953013
-5.16386789545841,-4.35192796924785,-4.65596387113837
-5.02159743413427,-10.0818287881397,-5.23868758739963
-14.3034250259051,-5.16899967641708,-6.29218349155845
-13.5333513701741,-11.1958993842182,-11.9784673969258
-15.4199959210145,-24.6207974297386,-16.001080558234
-8.18094202079755,-5.56871600838497,-6.13648167512071
-4.45343089538891,-7.57387538480122,-4.59403311480315
-9.62073510714211,-13.1144462940542,-9.84419440772969
-2.17652915635631,-2.62640826611574,-2.26553123400444
-2.77045911472098,-2.53846182376605,-2.64517546618683
-2.11733107915766,-1.39782223848925,-1.57231458938862
-8.26325176770254,-8.95413078988181,-8.45483590315901
-2.14182869071047,-3.09267222309381,-2.24610852778224
-16.9986507196269,-23.5117062340636,-17.5032614078425
-1.96499469805706,-2.10033455000015,-2.00925194891827
-5.54036379606315,-2.62143547516063,-2.87442040757314
-9.07266384167603,-10.6794658983216,-9.34475287324295
-8.79858756112835,-13.6163826315391,-9.16503024092294
-9.94829719418697,-15.3495353994016,-10.4468887536211
-6.09901592747602,-7.30923789534273,-6.37046087565523
-13.5256862186866,-8.16757765935333,-9.08129896601772
-16.3094746906242,-20.7023416212668,-16.8034026954262
-44.332660121773,-37.6761639827885,-40.1115417974962
-62.0728535863571,-27.9027600175373,-32.4571239310604
-10.8997515541367,-17.3683642160162,-11.4168908372312
-2.81351270271318,-6.51127972866301,-2.91618807420755
-4.0479981453791,-2.76764882700241,-3.00142423479911
