"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_Price_1",-0.0338303241567609,NA,NA,NA,NA
"b_Acceleration_1",-0.0856320469037793,NA,NA,NA,NA
"b_OpCost_1",-0.094500234809079,NA,NA,NA,NA
"b_hev_1",-0.0482171000044271,NA,NA,NA,NA
"b_phev20_1",-0.192239512446964,NA,NA,NA,NA
"b_phev40_1",0.0941596316297363,NA,NA,NA,NA
"b_bev_1",-0.392834172673121,NA,NA,NA,NA
"b_bevRangeRel_1",0.265469121429524,NA,NA,NA,NA
"b_noBEVFC_1",-0.320367605253456,NA,NA,NA,NA
"b_american_1",-0.195600026241339,NA,NA,NA,NA
"b_chinese_1",-1.2428986046069,NA,NA,NA,NA
"b_japanese_1",-0.0696810581395104,NA,NA,NA,NA
"b_skorean_1",-0.45183191950128,NA,NA,NA,NA
"lambda_ICE_1",0.721475871209715,NA,NA,NA,NA
"lambda_PHEV_1",0.581138187252878,NA,NA,NA,NA
"lambda_BEV_1",0.767594077772135,NA,NA,NA,NA
"class_intercept_1",0,NA,NA,NA,NA
"b_Price_2",-0.157710739232907,NA,NA,NA,NA
"b_Acceleration_2",-0.102072667780901,NA,NA,NA,NA
"b_OpCost_2",-0.153028004608722,NA,NA,NA,NA
"b_hev_2",0.304974958701794,NA,NA,NA,NA
"b_phev20_2",0.283268112946365,NA,NA,NA,NA
"b_phev40_2",0.191362281547387,NA,NA,NA,NA
"b_bev_2",-0.163022181402176,NA,NA,NA,NA
"b_bevRangeRel_2",0.312918881910793,NA,NA,NA,NA
"b_noBEVFC_2",-0.0865074976627125,NA,NA,NA,NA
"b_american_2",0.0763672495213714,NA,NA,NA,NA
"b_chinese_2",-0.904474876478631,NA,NA,NA,NA
"b_japanese_2",-0.12231866169361,NA,NA,NA,NA
"b_skorean_2",-0.217761721287447,NA,NA,NA,NA
"lambda_ICE_2",0.685763294147018,NA,NA,NA,NA
"lambda_PHEV_2",0.53862241910808,NA,NA,NA,NA
"lambda_BEV_2",0.725963010047861,NA,NA,NA,NA
"class_intercept_2",-0.399099170864337,NA,NA,NA,NA
