"step","user","system","elapsed","tot_cpu"
"ms",85.755,19.087,5728.149,104.842
"est",60.265,7.423,844.571,67.688
"cv",131.803,15.015,1658.151,146.818
"psi_data",2.39499999999998,0.0240000000000009,2.43999999999869,2.41899999999998
"speedTest",85.061,1.217,273.514000000001,86.278
"psi_og",0.626999999999953,0,0.630999999999403,0.626999999999953
"feval_og",16.972,0.0249999999999986,17.1229999999996,16.997
