"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big"
"LCL2_NL_pref",8524.57831406593,342.134201526642,TRUE,0,"successful convergence",-8844.92083962881,17755.8416792576,17996.9581338383,100,41,78,TRUE,-0.8005432842372,-0.82137288504163,2.81019441108221,11.6253605984462,0.449143109590642,0.440712652130918,1.7561088409859,0.0420000000000122,0.247553392673327,0.259965604904632,0.824160571098328,0.911389603614807,0.831113591194153,966.4,1297.2,1616.2,0.32116,0.46893,0.29323,0.361106666666667,0.00367,0.00726,0.0033,0.00474333333333333,6.75999999999998,9.868
