"ID","Task","DupChoiceCol","OgChoice","is_chosen","TypeDup","prob_og","prob_dup","psi_prime"
1,1,1,2,FALSE,"phev40",0.039670686526728,0.0376270617112417,0.02892
1,1,2,2,TRUE,"phev40",0.89777358136539,0.467309747466234,0.23809
1,1,3,2,FALSE,"bev300",0.0625557321078823,0.0492353011366102,0.34925
1,2,1,1,TRUE,"bev100",0.384399403367593,0.266237074641668,0.13372
1,2,2,1,FALSE,"hev",0.418048361524331,0.267940441965999,0.31318
1,2,3,1,FALSE,"bev100",0.197552235108075,0.156191992082225,0.13252
1,3,1,2,FALSE,"phev20",0.452085386623051,0.266623495116746,0.52422
1,3,2,2,TRUE,"bev100",0.462633671998321,0.292134150647423,0.28438
1,3,3,2,FALSE,"cv",0.0852809413786286,0.0647534523490366,0.38471
1,4,1,2,FALSE,"bev300",0.292539756379153,0.218429084185124,0.09868
1,4,2,2,TRUE,"bev150",0.340191414724694,0.24114395328023,0.15158
1,4,3,2,FALSE,"phev40",0.367268828896152,0.22747592835543,0.4841
1,5,1,3,FALSE,"bev150",0.0121721901244995,0.0118338206178756,0.03232
1,5,2,3,FALSE,"bev100",0.293007267068963,0.204215752729729,0.27955
1,5,3,3,TRUE,"phev20",0.694820542806537,0.383330192659503,0.4258
1,6,1,2,FALSE,"bev400",0.247732368802026,0.172780926139243,0.34501
1,6,2,2,TRUE,"bev150",0.616301509261092,0.357537112579289,0.32489
1,6,3,2,FALSE,"hev",0.135966121936882,0.0988197886283882,0.40365
1,7,1,3,FALSE,"phev40",0.114224343590838,0.07840425208371,0.53104
1,7,2,3,FALSE,"bev400",0.043520239668476,0.0349591587702411,0.33823
1,7,3,3,TRUE,"cv",0.842255416740686,0.447577901605682,0.26648
1,8,1,2,FALSE,"cv",0.0629155239793583,0.0491728174745994,0.36124
1,8,2,2,TRUE,"phev40",0.669611145963213,0.373066217675326,0.4225
1,8,3,2,FALSE,"bev100",0.267473330057429,0.189507056783736,0.27845
1,9,1,2,FALSE,"phev40",0.109300093602735,0.0936406147020864,0.11144
1,9,2,2,TRUE,"phev40",0.745744897590377,0.411808873422086,0.28302
1,9,3,2,FALSE,"cv",0.144955008806888,0.103888342087853,0.41967
1,10,1,3,FALSE,"hev",0.190302625028492,0.145147467818811,0.22757
1,10,2,3,FALSE,"bev300",0.039123431829958,0.0317709407418227,0.32504
1,10,3,3,TRUE,"hev",0.77057394314155,0.428463061980263,0.13517
1,11,1,2,FALSE,"bev400",0.317584290695046,0.230041341136012,0.13368
1,11,2,2,TRUE,"phev40",0.458674018526718,0.272247659830344,0.49581
1,11,3,2,FALSE,"bev100",0.223741690778236,0.174132655288131,0.12262
1,12,1,2,FALSE,"cv",0.299643294681874,0.203908537707283,0.33008
1,12,2,2,TRUE,"bev100",0.17861250886933,0.146491919694884,0.08118
1,12,3,2,FALSE,"bev400",0.521744196448796,0.332627532955225,0.1248
1,13,1,1,TRUE,"bev400",0.795039358069007,0.439090605400356,0.08413
1,13,2,1,FALSE,"bev100",0.0112102698090332,0.0110040952552854,0.01494
1,13,3,1,FALSE,"bev100",0.193750372121959,0.14980499404868,0.19103
1,14,1,1,TRUE,"cv",0.58838568221325,0.347994285274313,0.29429
1,14,2,1,FALSE,"bev400",0.349490338758052,0.231401563684346,0.3274
1,14,3,1,FALSE,"cv",0.0621239790286982,0.0553580349680048,0.1142
1,15,1,1,TRUE,"bev300",0.378962388686269,0.250361367599106,0.28658
1,15,2,1,FALSE,"phev20",0.156844787135007,0.103713876427057,0.55751
1,15,3,1,FALSE,"hev",0.464192824178724,0.292609654950265,0.28752
2,1,1,3,FALSE,"bev100",0.0574790921145088,0.0524409614274169,0.07472
2,1,2,3,FALSE,"bev100",0.782873000099993,0.435668383360662,0.07214
2,1,3,3,TRUE,"bev150",0.159647907785498,0.131748792108132,0.10235
2,2,1,2,FALSE,"bev100",0.0255577497307504,0.0243285096998317,0.04878
2,2,2,2,TRUE,"bev400",0.436005925051803,0.282572042119125,0.24587
2,2,3,2,FALSE,"phev20",0.538436325217447,0.313156389666594,0.45602
2,3,1,3,FALSE,"phev40",0.751233629225862,0.405999912031822,0.43057
2,3,2,3,FALSE,"bev400",0.098361784509171,0.0826725858703784,0.17043
2,3,3,3,TRUE,"bev300",0.150404586264967,0.112264515676401,0.33267
2,4,1,1,TRUE,"bev400",0.336977641121784,0.229157812184663,0.27391
2,4,2,1,FALSE,"phev20",0.12601382712696,0.0863105574351046,0.52349
2,4,3,1,FALSE,"bev150",0.537008531751256,0.334739709227465,0.18108
2,5,1,1,TRUE,"bev300",0.611484417927066,0.357590136777887,0.29661
