"Class_1","Class_2","model"
-6.89648560216581,-17.7964724261756,-7.14017152383394
-26.1709029263678,-36.5450315483188,-27.2397052428652
-24.2861718414616,-38.8582885198497,-25.0557170157649
-5.3698125186704,-7.07434767036652,-5.54207621436507
-14.5764883107617,-12.6664775600605,-13.369852569124
-50.2394522084713,-68.5231946762556,-52.3475817037056
-4.62135558323158,-7.64452217495457,-4.72714486958699
-12.325305917013,-30.729422197134,-12.8241710252557
-2.91585867514847,-3.49735825294246,-3.01361263076431
-2.39772644799836,-1.63957724278731,-1.81524014698483
-2.68254539507487,-1.15558904558206,-1.33771584031714
-33.6503710480865,-43.7016673281292,-35.2639423395765
-6.79682767015809,-5.4802032819174,-5.84732890477542
-4.04847249579967,-6.03048442890602,-4.26927856846869
-2.14023549759525,-3.43109458978382,-2.2457642085776
-12.1861567045019,-11.6700075019826,-11.9497836500336
-4.77702693775102,-3.07508124037979,-3.4879839077853
-6.94363081865481,-9.15541204618613,-7.15952336711012
-4.46789622493466,-2.67518268530242,-2.91103608662829
-3.08834045852941,-2.50391338976585,-2.70269371215971
-6.47305781644036,-3.02256475376195,-3.41918792747476
-4.22788136209072,-6.87338766962991,-4.40151529423711
-4.21453504802373,-2.50923093916433,-2.77624044397726
-9.85499858498303,-16.0074832071255,-10.1149366714673
-9.3216135426889,-10.515736387978,-9.5751669038698
-35.0524640766714,-57.8266733005624,-36.1312669548716
-34.0287876652976,-68.3315900321468,-35.1076177092717
-20.0367685032671,-47.7434634504748,-20.6702459259016
-4.14019934182831,-3.03959621103575,-3.38077413549635
-17.757476492386,-35.3142922888027,-18.695976239083
-22.3157046616887,-10.0077974276277,-11.0397127905487
-6.4260911439745,-8.69394997742251,-6.55933362261484
-75.959701187015,-51.7410098957639,-56.2395178980349
-3.25265866699507,-1.29355339055105,-1.47580737421525
-3.77094429349979,-1.72731239792024,-1.97973746473292
-2.96588020460211,-2.64609975221844,-2.79206290483676
-2.98856646285695,-2.09958790155621,-2.28308096291779
-3.6629343492154,-7.0047058476294,-3.83664713445741
-8.41151046636631,-20.655549701674,-8.65485698686733
-7.87736796447389,-4.3590177987761,-4.78995956718813
-11.2715533549366,-9.35968446394459,-9.90868274070732
-2.4398606463929,-3.94884378275133,-2.5426158079689
-3.78421810759357,-2.73165941783394,-2.96133093018754
-10.8848866850341,-11.2275634924414,-11.00857115014
-3.50456855767432,-2.98562449700655,-3.18115840210476
-2.34373015116959,-2.22541161641469,-2.28779074131862
-6.30433731817978,-4.46523302023241,-4.88234700983148
-8.70037443708728,-11.2645506439601,-9.05474139805544
-2.4420985050182,-4.82773057561128,-2.54788657359681
-50.3812788033774,-74.1906983533759,-52.9232828175904
-34.2370866307846,-19.4158452967638,-21.3255172640734
-10.1723444557754,-11.3003165683634,-10.4878128701238
-2.42115195929773,-1.01949167562127,-1.20667805896682
-63.5400073974192,-90.7239142091065,-66.0960530203765
-3.25438136761338,-5.40105371260097,-3.3601666379234
-19.6212490416273,-17.1496743701484,-18.1615408522711
-20.221335590518,-10.0495438444472,-11.1719744410974
-6.64869775205162,-6.30453520034657,-6.4856942088442
-3.18289971601184,-2.90763082804951,-3.03632503180145
-12.3330238521657,-5.60007501653278,-6.48296891496523
-3.25315871620813,-2.15262493657372,-2.39762637497523
-15.1006451714039,-7.89738037219959,-8.81619827132573
-9.82716263636147,-8.50644733637966,-9.08120134974309
-8.47411845836773,-16.6079415525851,-8.97587568153854
-11.6317597160906,-13.8091792086718,-12.0751813414639
-5.04790108030288,-1.71863258572346,-2.11615282975887
-7.37445013404723,-10.6396003416403,-7.82732281692247
-20.9085453201196,-13.4987792698092,-15.1728846719254
-20.2008365612386,-40.3473685745556,-21.1393982268052
-5.94472140585718,-11.3944689919247,-6.23991109194378
-2.80049675840177,-3.45349964922606,-2.89825280264402
-43.157433590387,-42.6156593634812,-42.9272471767076
-12.7687540945233,-35.340767057585,-13.4022315081368
-22.8730241170665,-18.4530184512958,-19.9261759398975
-6.28738770955979,-10.8004726256432,-6.42081350557513
-2.30074122373936,-3.56186370231116,-2.40332212672339
-7.66094209733787,-4.41612485135817,-5.07248893812203
-59.1192272618951,-35.4311658331908,-39.923193443566
-7.66929059539886,-9.78938768959644,-7.98269086387716
-3.20917929643136,-1.61523753112954,-1.79740523116481
-35.0846404915605,-58.9162143815463,-36.1634541671691
-24.5632970370004,-38.5167349051626,-25.4389862454983
-8.42972494061932,-12.6692227810685,-8.67303047472645
-3.94272081181262,-4.74755387263321,-4.04576080100354
-14.5425947452814,-10.1572944510951,-10.8065138364739
-12.3332784159195,-7.5290140024322,-8.17925313114787
-6.32445210841142,-7.8902641260337,-6.55630036687023
-20.0215332879643,-36.9937399757681,-20.8340547575264
-5.29041677439981,-8.32753830536567,-5.59223622587992
-7.70838491565604,-5.84242013131055,-6.28476102790713
-2.54963306599041,-2.4706340079095,-2.51416088633438
-3.37791961959647,-5.45691341769565,-3.51113246920745
-2.57082381960043,-1.38214051837452,-1.56871729290227
-22.4162485066617,-12.7182138623969,-13.7498400501196
-2.57051943218827,-3.34570541476913,-2.69517673190834
-2.50533914931775,-2.2697357642036,-2.37750951963532
