"step","user","system","elapsed","tot_cpu"
"ms",101.236,17.065,13475.003,118.301
"est",91.916,8.949,3233.871,100.865
"cv",371.667,29.989,5337.363,401.656
"psi_data",12.833,1.882,14.7770000000019,14.715
"speedTest",1109.016,270.442,2616.263,1379.458
"psi_og",2.60900000000015,0.187999999999988,2.8080000000009,2.79700000000014
"feval_og",77.5119999999999,3.101,80.9459999999999,80.6129999999999
