"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big"
"MXL500_none_wtp",24761.0311388969,1628.13546681404,TRUE,0,"successful convergence",-8297.02684213055,16646.0536842611,16836.0242242337,101,1,3,TRUE,-0.749888612917601,-0.767617283165697,2.59006765830314,11.9481544171183,0.472479019210451,0.464967761483111,1.47447111601089,0.645799999999991,0.355594660006055,0.354624580381471,12.7566199660301,6.92404502391815,4.90141113042831,4239.6,7553.8,10268,0.16984,0.12301,0.41443,0.23576,0.00193,0.00137,0.00547,0.00292333333333333,2.82599999999985,77.3160000000001
