"row_num","gen_method","mu_scalingFactor","sigma_scalingFactor","mu_wtp_Acceleration","sigma_wtp_Acceleration","mu_wtp_OpCost","sigma_wtp_OpCost","mu_wtp_hev","sigma_wtp_hev","mu_wtp_phev20","sigma_wtp_phev20","mu_wtp_phev40","sigma_wtp_phev40","mu_wtp_bev","sigma_wtp_bev","mu_wtp_bevRangeRel","sigma_wtp_bevRangeRel","mu_wtp_noBEVFC","sigma_wtp_noBEVFC","mu_wtp_american","sigma_wtp_american","mu_wtp_chinese","sigma_wtp_chinese","mu_wtp_japanese","sigma_wtp_japanese","mu_wtp_skorean","sigma_wtp_skorean","LL1","LL2","LL3","LL4","LL5","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
11,"logit_random",0.0901411010087254,-0.0296429121939894,-2.87502949393804,1.21236467317332,-2.53970456179578,-3.34245076013159,1.05429143502362,-2.39280691052334,0.203652258294766,-0.0492428061955412,-0.265260003149068,1.17924853987178,-7.37890052236497,-1.91865430412208,6.5785439993905,-2.85021477288416,-7.63989279779979,1.73881420463211,0.0154921469212665,-0.60709794702867,-41.3911636521229,1.83986613733684,-0.0317722213657012,1.0659567699131,-5.83406208876977,2.36227665203346,-9843.50099650772,-8373.70712083071,-8373.5317829532,NA,NA,NA,33.3266804081321,0.0749833890817582,NA,NA,3,"test0_worse_conv",0,1,-8373.5317829532,3,"test0_worse_conv",11
12,"logit_random",0.143847108597705,0.00289042703459473,-2.95328815270556,0.236903155174182,-1.19017420465179,-3.77905842366615,2.58325506697732,-0.861187971048489,0.329880189057566,-0.269546311700233,3.58109782128317,-2.91424914078642,-1.62155526301159,-1.39121811289822,1.61432966180184,-4.17703692360519,-3.45071369620091,-2.00650350428773,-0.538888440416591,3.87560567051867,-21.8135978829518,7.00127921129717,-0.354030886478542,0.97756760541102,-3.62609219130602,3.48564166632186,-10458.5967825899,-8356.7997883211,-8355.03123289669,NA,NA,NA,238.561007016494,0.113586539015731,NA,NA,3,"test0_worse_conv",0,1,-8355.03123289669,3,"test0_worse_conv",12
13,"logit_random",0.108386644643145,-0.0374653111791256,-2.67632340007299,2.9762657726473,-0.239320415134985,-3.57716842763172,-0.0589402967245505,-0.112380826654869,0.504678570026932,0.0263986957680224,-0.300232877467991,-0.943480594396587,0.564911235647744,0.552872328914405,10.9317744302613,2.5903951686783,-6.71536990917266,-1.29818329703087,-0.92990779335106,0.825233777052121,-16.9616393975073,-11.8667041889479,-0.548681783516209,-0.634912507716365,-7.0157168505079,-1.49162211679036,-9509.04293485835,-8382.1513561137,-8381.81514469459,NA,NA,NA,19.0524568430031,0.209452289880137,NA,NA,4,"dup_best_test0_conv",101,1,-8381.81507174024,3,"test0_worse_conv",101
14,"logit_random",0.151401799150317,0.12036966914525,-3.16100874088383,0.407238705220462,3.91508688378559,-3.31845079051707,1.34095227065978,-1.2426588527817,0.272516797761842,-0.185438096415719,1.98968816897716,-2.5726153422944,-3.37614867143812,2.33542200614674,2.79330114468861,0.268231432804998,-6.20639464303446,-2.00985077116038,-5.21917365641835,-1.70687226905707,-6.09328265826459,12.3550269671098,-0.789845905372886,0.00990649087077656,-20.6000485238645,1.3739500595681,-10974.8652253618,-8365.85947861932,-8365.81341449612,NA,NA,NA,12.6115719197898,0.216196888452196,NA,NA,3,"test0_worse_conv",0,1,-8365.81341449612,3,"test0_worse_conv",14
15,"logit_random",0.078356302054939,0.0285612963435328,-2.04459944819768,1.28129283590719,-4.24151410460616,0.328506849821088,3.33896170930127,-0.517644041476044,0.442823365983286,0.249676137082631,7.44084129243178,0.299423406139757,-10.3850815076518,4.0915362129427,9.04329812100277,-4.74248584493111,-5.70643915551988,-0.0820260274854923,-0.919431184480344,-1.11814924343021,-18.289660628409,-6.31427689834968,-0.810625801610274,0.448663028206993,-3.68607832333354,8.82015436516232,-9570.37427229274,-8390.49187725679,-8389.8801887574,NA,NA,NA,224.818981431398,0.07581230375918,NA,NA,3,"test0_worse_conv",0,1,-8389.8801887574,3,"test0_worse_conv",15
16,"logit_random",0.17091856238249,-0.0893090129174105,-1.77700028333604,-0.372584873995314,-0.0803084331321715,1.71285589463169,1.63692153559165,1.32932702159575,0.593347128059558,-0.0408053495768517,1.89234726434422,0.726249833387379,-8.96484655513363,-1.42539868604753,-0.736661896014398,-1.56200789172229,-1.46978619851142,6.06504815182105,0.670144767818919,-1.55925513127364,-28.2589224848051,-8.17014635256929,-1.05056337176224,-0.879353216871901,-4.25473532041432,-6.0077990100187,-9803.01489831394,-8397.59269935867,-8397.47921328042,NA,NA,NA,31.8335934219106,0.0431028964656046,NA,NA,3,"test0_worse_conv",0,1,-8397.47921328042,3,"test0_worse_conv",16
17,"logit_random",0.0623213644615606,0.0761497625451887,-0.438042870286689,0.0600803251225457,-1.14939414942372,2.09643740409546,1.62464648412818,-0.366859266233316,-0.024831100510663,0.225746158143116,1.28055914702774,-0.173247741936071,-4.8660808397013,-0.870503435047332,2.73536811920868,8.46433269772843,2.16420990218151,-3.13272617180386,-5.75691519592981,-0.552126008637163,-36.7045274254912,7.61168309093672,0.319641353801344,0.985985214821373,-5.91883133679066,-11.0975979126306,-9502.86045325315,-8375.68678126878,-8368.52325211015,-8368.52324974543,NA,NA,69.7598348467797,1.11637322267246,0.582037943153805,NA,4,"dup_best_test0_conv",25,1,-8368.52197434997,3,"test0_worse_conv",25
18,"logit_random",0.121267452419597,0.060732759276188,-1.86190989316033,0.929146237718476,-0.538851374504804,-1.50419204021423,0.373816225605393,-0.494652049649233,0.463176945745071,0.340003043803698,3.56980122882408,0.674966115202413,-2.39137259676846,3.91600570181031,1.25281179145004,3.94969988412011,2.12769961677574,1.29634912116085,-0.0406987652075266,2.34090003531171,-23.0202330800333,7.092479701329,0.171585905213001,-1.33849576544635,-8.96047690941912,-2.58303757402897,-9213.72689819327,-8339.21235583964,-8339.20839552823,NA,NA,NA,14.0457395927261,0.183950520555793,NA,NA,3,"test0_worse_conv",0,1,-8339.20839552823,3,"test0_worse_conv",18
19,"logit_random",0.0764732499224498,-0.0295939093028694,-2.09069112170241,0.712957368888673,-2.38082124911451,-0.560786332878116,4.05991831213789,0.262450863295691,0.783088001476544,-0.227220263102201,3.68263135978125,-3.28646601743628,-2.83776743183632,-0.077499672709283,-0.618480050120557,8.12503316648265,-8.86708233197661,-2.47285513209433,2.26062740958958,0.172541161674814,-8.43539231151099,-12.7117108399506,-1.54169491219396,-0.850343725505683,-2.7152434059764,-2.24457656038698,-9179.17100386919,-8380.41219055012,-8380.24940780684,NA,NA,NA,52.6866139767336,0.259893918127443,NA,NA,3,"test0_worse_conv",0,1,-8380.24940780684,3,"test0_worse_conv",19
20,"logit_random",0.107249630310869,0.136577179143286,-2.9943859276402,1.02278212546113,0.856477813211215,1.03734061344961,1.24228743065614,-1.31119770553781,-0.122391139221248,0.00709449789053219,5.65794383968247,0.837671125869903,-10.0791388813841,-4.42198613237744,7.51800564475263,4.86987069311197,-4.48343896593463,1.02565654301262,-2.02891058442194,-0.918536815072406,-11.5651261332306,-5.85339838217999,-0.14014884665359,-1.37360924699546,8.81427863673184,11.6569254978482,-10286.4135780246,-8386.73828428922,-8386.73813104242,NA,NA,NA,4.15549591789344,3.33034003240466,NA,NA,3,"test0_worse_conv",0,1,-8386.73813104242,3,"test0_worse_conv",20
21,"logit_random",0.107752934323445,-0.0131629281815583,-0.986834109042674,-0.0120651039174983,-4.13873242698886,0.765824604433521,0.0805398371911266,0.166330070651165,0.494448202003548,0.296661966217191,4.16829030227945,-1.06068773083171,-3.01628254395324,2.18528894660429,1.68368987120337,1.615627941052,-5.95537663006108,6.45000173658118,-3.36684279159449,1.75048789952131,-21.9422066056424,-14.4679499275094,-0.270583301431994,0.59874893137908,-5.41769239988307,-6.78104989654516,-9922.97035529471,-8402.01388916953,-8385.52081061888,NA,NA,NA,27.592176812486,0.119598128881272,NA,NA,3,"test0_worse_conv",0,1,-8385.52081061888,3,"test0_worse_conv",21
22,"logit_random",0.11088231852539,-0.0744784808068108,-1.81445872091389,-2.02809902535018,-1.61166222691076,-6.54021783775824,0.238695740012727,-1.74906909861007,0.376186479921845,0.194732845553871,1.84519312105012,-0.863516293049382,-9.25709293294354,-5.65436256343742,0.26923293078403,-7.21601585572032,-6.68847214257056,1.26537636631394,-1.68519997196645,1.23645754879676,-30.9563569872537,-31.0004486126395,-1.16756601254268,-0.073226451578148,-18.6965706228272,-4.74461549179039,-9553.66649349633,-8377.52410065594,-8377.40411897469,NA,NA,NA,208.451514829949,0.576271693051412,NA,NA,4,"dup_best_test0_conv",82,1,-8377.40307620772,3,"test0_worse_conv",82
23,"logit_random",0.0209734073285474,-0.0854561359021322,-0.244409826522033,0.450136974808741,0.0872991304591544,2.83835527585315,-0.888091563973236,0.674255851473377,0.377038924661434,-0.216729770046349,-1.29896272903786,-0.620111673138319,2.56987035339152,-2.49057466837789,1.00128630083584,-2.18558638612023,-1.62947512923937,-1.48547800219928,0.13299028273689,0.798471856791272,-25.777494950321,-19.3336750329803,-1.99295981962717,0.677786834894367,-10.0919754549741,3.19343338317617,-9767.25691489669,-8376.53937897221,-8376.52292552181,NA,NA,NA,34.2815419795401,0.0925252915153226,NA,NA,3,"test0_worse_conv",0,1,-8376.52292552181,3,"test0_worse_conv",23
24,"logit_random",0.0182542712395086,0.0818193092361293,-1.66544131896826,-0.388593116669409,0.09226848465688,-2.81598595220417,0.672064097506599,1.36011855396004,0.151074545608175,-0.0365666066289429,1.89036847384569,2.51275226199706,4.82110080800467,-0.267463859615693,6.76801093615212,-1.76679110852565,-7.7208584949069,2.968559647675,-2.38393286454747,0.962615357993991,-1.86985779882958,-14.4858766591239,-0.998730209117145,-0.605748938291984,-10.0971320927027,3.06031433462632,-9918.00206635793,-8405.87862499046,-8405.87846876319,NA,NA,NA,10.2815563478763,0.591824155368548,NA,NA,3,"test0_worse_conv",0,1,-8405.87846876319,3,"test0_worse_conv",24
25,"logit_random",0.176348531722417,0.111807822685092,0.48241364423065,1.37691837061165,-4.5606418129495,1.3403846681868,-0.597326658238105,-0.710927638552803,0.43394581605601,-0.170876230563056,2.16072927718773,0.456471857224043,-3.10631121067203,-2.4844336531468,1.33575038853985,-0.0387643182447847,-1.59732127887787,0.923710292419792,-5.55933754933834,-0.356076236630943,11.4160678207274,-2.10118543592814,-0.950518326002127,-0.667198333145905,-4.58303569185047,-15.083754815481,-11641.7767854508,-8375.8511859801,-8370.73678872733,-8368.52197434997,NA,NA,137.728105657323,29.4161070408307,0.119936106518042,NA,3,"test0_worse_conv",0,1,-8368.52197434997,3,"test0_worse_conv",25
26,"logit_random",0.0266643756634666,0.0331322883174699,-0.857904573012748,-0.485832338578793,-3.32079431814205,2.40000443550972,-0.599409718791094,0.239095545877106,0.349233316140982,-0.421613518387364,2.35992129655611,-0.264912812645029,-4.38989516699605,1.0824208553297,-0.297347048962763,-1.42367467953729,1.3263965713686,-0.36308157786758,-1.28408499250836,-4.12434887965664,-10.2418060044904,-28.0826950632459,-0.8686574497534,0.969517617465473,-8.20724083599886,1.18605614270703,-9748.17501617136,-8387.75744112056,-8387.60493044449,NA,NA,NA,45.3328007025717,0.351177497163672,NA,NA,4,"dup_best_test0_conv",10,1,-8387.60489590304,3,"test0_worse_conv",10
27,"logit_random",0.142465528919802,0.0220066879127048,-0.867234187141424,0.256639803880323,-3.84140460352089,0.276517705890638,0.31170872819045,-0.692977878094724,0.20047847305311,0.0114650716248945,0.673387593798105,2.23104347962163,0.0418481392711678,3.35251506206899,2.62373555645471,0.382983370660599,-6.50744818963118,-5.96894228091572,1.39651310030097,-1.43536898278292,-26.6325383217088,-15.3013869473691,0.223657255024044,0.515712138381316,-14.3446100382764,-4.02421257654051,-11008.8725217258,-8372.3059994603,-8372.15079530552,NA,NA,NA,111.805644709422,0.0675548758465518,NA,NA,4,"dup_best_test0_conv",44,1,-8372.15071453454,3,"test0_worse_conv",44
28,"logit_random",0.0737063354279693,-0.0335215699494346,0.364895112220684,-1.2302999235396,0.361224220276745,-1.19968976484293,-0.0576202201916554,1.01470479867462,0.268952972749014,-0.398904195945917,2.25086756729665,-3.18003853213066,-0.118595718955138,2.35099323879637,0.722703472901462,-0.700024613220535,-5.07335650840524,4.48996379840622,-2.05600874954763,0.310809345997636,37.0760027376265,-31.1578945637815,-0.275473817370921,1.17319051896318,5.32440954731844,2.65183607727195,-10657.7177225033,-8414.35329816492,-8414.32621577062,NA,NA,NA,63.4147135006917,4.85869233130584,NA,NA,3,"test0_worse_conv",0,1,-8414.32621577062,3,"test0_worse_conv",28
29,"logit_random",0.0830595421978404,-0.0244472924416463,-1.78846018960318,0.881453810760789,0.662048115900918,0.200375663785702,1.33026355258013,-1.07438550329814,0.246352857698755,0.493685973103944,1.41244665273429,2.109692499486,-5.08125599802094,0.0433589229671675,9.00190578843415,3.57242402193961,-5.49135231901983,1.9008547297855,0.842027547418421,-3.48819954918349,-16.8660119362539,9.86902460708267,-0.329428451054215,0.386904347785133,-21.1652749500341,6.00870198360541,-10064.2541560937,-8363.94574107691,-8363.08430854456,NA,NA,NA,208.634523600947,0.0696855023071254,NA,NA,3,"test0_worse_conv",0,1,-8363.08430854456,3,"test0_worse_conv",29
30,"logit_random",0.0911820309674618,0.0995116460257264,-0.546030139874805,-0.134054754469904,-4.28056637255092,0.569659042080844,1.23187232130772,2.95873498652928,0.27141192331,-0.259361892063438,0.81672525233232,2.31671867533581,-7.86335728556917,-0.451408737104342,8.68736513399035,3.95022456176349,-6.78467810625883,-1.17453558824841,-4.56714498818785,-2.51090472219186,-28.6749237177514,-9.82157801602675,-1.72716024682337,0.558206296535956,-8.57155637070898,-5.6781910600619,-9749.86465224956,-8379.55514088124,-8378.84673628319,NA,NA,NA,262.437232840197,0.215229950322478,NA,NA,3,"test0_worse_conv",0,1,-8378.84673628319,3,"test0_worse_conv",30
31,"logit_random",0.0190309624911683,-0.00327336806128166,0.33737662215238,-1.89888657250091,-2.35298361365878,2.56363061162187,1.51622640494317,0.300365675795202,0.705425727179365,-0.0641649034261089,3.18770936628349,0.789572916508315,-3.21505180542655,-6.62419870615273,12.9989136802854,-3.34749585671353,0.705484611708277,-2.60655948393319,0.416903059405027,2.81954078949475,-33.3319184488626,-14.3423086396829,-0.978362256422854,2.35910147428671,4.83121681865355,0.226020141262963,-10355.3532636521,-8377.17270721273,-8376.52350900886,NA,NA,NA,120.446512523113,0.55122113907359,NA,NA,4,"dup_best_test0_conv",23,1,-8376.52292552181,3,"test0_worse_conv",23
32,"logit_random",-0.0117126720468794,0.0911420929350758,-1.76775951980167,0.573115082219933,-5.02890289389926,-1.13693504912506,2.03392403937544,0.346673767055682,-0.14500164334691,-0.686339046899419,2.56592699684988,2.17744479074628,1.971878149049,-1.20127982423104,7.59277822296662,-0.64914591089385,-4.99152545724063,-1.97061344600538,-1.13654463247113,-2.34757513608415,-19.0302079391245,-11.876652447691,-1.25603944186281,-0.197531104142967,-7.76230407764407,13.0041010208218,-10138.8761752341,-8380.93395500546,-8354.70264348557,-8354.70241065398,NA,NA,81.6256637290575,8.44554668443762,3.3697118152263,NA,3,"test0_worse_conv",0,1,-8354.70241065398,3,"test0_worse_conv",32
33,"logit_random",0.0026274581362893,0.0296120461651605,-2.97438289348375,0.0283670861567116,-4.72477387409539,-1.01849784852038,3.60853548919094,0.694466366476456,0.384656656242149,-0.181883324882997,3.3006933200305,0.66672182189698,-3.97059031073209,-1.8688708536105,1.26081064770794,1.94820708724499,-7.96690675491167,-0.0666927469515491,-3.35062072261213,2.86817757504401,-2.49413399956258,20.2646813048623,-0.223235852393243,1.15242634636961,-3.24169512670089,2.13514680178378,-10463.2701240518,-8384.88558685591,-8371.98271245918,-8371.98271239943,NA,NA,121.422930137887,0.190849944942553,0.0607782552677409,NA,4,"dup_best_test0_conv",51,1,-8371.98266949088,3,"test0_worse_conv",51
34,"logit_random",0.00798443532857514,-0.0100465218305857,-0.411735230801615,-0.424369151834001,-4.46240629589549,2.00845310694745,1.90536679648166,-0.168457814847158,0.0863857315153458,0.424380631563346,0.741576054207387,-0.711274729401438,-7.00574530436881,0.21245430267074,-1.35833242766822,1.22790147221132,0.587530555324356,-1.27803453274782,0.0952580787795596,-2.04158663206183,-38.8544476375895,5.56521366386852,-0.00890927398671548,-0.11579279387398,-9.47527690401775,-1.25744190103774,-10883.3606248089,-8435.81403931921,-8381.01955279769,-8381.01955244116,NA,NA,1375.86323743978,0.252050931156349,0.235160105674655,NA,3,"test0_worse_conv",0,1,-8381.01955244116,3,"test0_worse_conv",34
35,"logit_random",-0.168605400203764,0.0171032982370252,-1.37776830088555,2.58934831325832,0.708920350669986,0.0227361669138872,1.1094762734519,0.552527643249866,0.0988824448357336,0.115057164564003,1.41341441577406,-0.370833971822915,-4.58441875993665,1.21847614882296,1.23576074509412,-2.7006175022542,4.52360385925457,-2.02634384394597,-2.44823018382344,-0.93597278309235,-5.38858920282182,6.546495694787,-0.532357513991409,-0.898798367962217,0.3892598462404,6.90713716659029,-30655.9758542784,-9324.50074427669,-8377.99298516723,-8375.97641979686,NA,NA,993.407658068043,166.968742478617,0.152156703820146,NA,4,"dup_best_test0_conv",95,1,-8375.97633210837,3,"test0_worse_conv",95
36,"logit_random",-0.027489249715219,-0.106289716805213,-1.78951177649274,-0.0111504310281855,-4.9458735352446,-1.87840222388708,1.79349172293562,-0.933130175032606,0.339133239199253,0.0958999583650587,1.2070920291109,0.365450522182501,-1.58748457380645,-3.11741139485741,6.41931375319253,2.4573794611229,-1.31908846019771,11.002321132383,-0.343594025075304,-0.91592697455202,-25.6584891417711,13.4262861794785,0.529660026388811,0.658094234337211,-5.59405948806436,2.62764161255702,-9996.46455900879,-8372.98754408791,-8372.9874004484,NA,NA,NA,6.02248540474761,3.83294845584697,NA,NA,4,"dup_best_test0_conv",91,1,-8372.97556615518,3,"test0_worse_conv",91
37,"logit_random",0.0363597480852808,-0.132512810394079,0.187433171615024,0.187473365080085,-0.325827196776761,-3.22423603158265,2.2828681005801,-1.01133057284626,0.826504016254549,0.428450994402544,3.17595541830437,4.05810460339041,-4.6053272844908,0.822855196841793,11.3472079921901,-4.65388713517759,-3.57007436808103,6.07954169728016,-4.83071538570915,-0.100841450532966,-21.4007760980152,-3.67744739958612,-0.828950512465701,-0.16023677488669,-20.2803281443655,-8.46688192249661,-10098.5816564104,-8408.72227001657,-8408.02528430956,NA,NA,NA,411.184597035489,0.627474383088005,NA,NA,3,"test0_worse_conv",0,1,-8408.02528430956,3,"test0_worse_conv",37
38,"logit_random",0.0147774013396057,-0.131880590416471,0.141741852174259,1.79025223662081,-2.0258809878885,-2.30157096124142,2.05785498473966,-0.306886719056599,0.592052612746971,0.162765835097059,1.79265534157157,-1.28855975616459,-10.8777260879896,-6.24396354572348,8.75150807343385,-4.51507356497391,-6.73970933810074,-0.858703498849925,1.05008910398312,-2.43615595491166,-22.881082082618,-5.13391648129687,0.263695740983299,0.887902466631047,-12.7495108513122,-11.8455597725699,-9819.30785108522,-8403.54494311034,-8403.49335751033,NA,NA,NA,26.1847505343451,0.073302914518614,NA,NA,3,"test0_worse_conv",0,1,-8403.49335751033,3,"test0_worse_conv",38
39,"logit_random",0.0110927952380849,0.00798396792634998,-1.08373264995959,0.0934716511449324,-3.32555652617929,-1.65680050006676,0.561154301525663,0.0251392475971986,0.650392046240078,0.148136555058677,3.35866326216578,2.40396973389017,0.296156213412218,-3.6111352406071,-3.22401928224605,4.7198490279646,-2.57299559618194,-0.257291677664769,0.0851532741172456,0.202040957437002,-44.2156427894274,-48.1820089946324,-1.58421387264912,0.826254783115318,-9.59886371592726,2.96654961569011,-10771.1096237409,-8359.39367838065,-8349.92896215885,NA,NA,NA,185.218309534122,0.795101680215844,NA,NA,3,"test0_worse_conv",0,1,-8349.92896215885,3,"test0_worse_conv",39
40,"logit_random",0.0693797999659759,-0.0151706943921338,-1.09675101417354,1.00721385799368,-1.23106482132637,1.88014344724364,0.113931538641669,-0.838786329614649,0.824953720566702,-0.224105118623636,1.71535854072074,2.90229999018238,-1.57285009680754,-2.41611869229335,14.1736783549507,-2.81217572265271,-8.33375101303946,4.33505343660652,-0.193636945476477,-0.867485924608836,-20.3687291231342,-7.72209515112159,-1.06482584276428,-0.517488845778793,-6.57054679662282,1.23313718392665,-9580.21838030434,-8403.9677823394,-8403.9044643474,NA,NA,NA,31.0487097803218,0.148418866245389,NA,NA,3,"test0_worse_conv",0,1,-8403.9044643474,3,"test0_worse_conv",40
