"ID","Task","DupChoiceCol","OgChoice","is_chosen","TypeDup","prob_og","prob_dup","psi_prime"
1,1,1,2,FALSE,"phev40",0.144696874185306,0.101482019377481,0.46107
1,1,2,2,TRUE,"phev40",0.825476526941715,0.438977465401205,0.33504
1,1,3,2,FALSE,"bev300",0.0298265988729796,0.0238704685775613,0.36245
1,2,1,1,TRUE,"bev100",0.329937966884664,0.211994382587057,0.43422
1,2,2,1,FALSE,"hev",0.455620188814489,0.270411302512808,0.49997
1,2,3,1,FALSE,"bev100",0.214441844300846,0.138688213626098,0.54629
1,3,1,2,FALSE,"phev20",0.447442465644167,0.261769496702337,0.5545
1,3,2,2,TRUE,"bev100",0.509796442128474,0.293296767740029,0.53603
1,3,3,2,FALSE,"cv",0.0427610922273589,0.0351873236069361,0.29654
1,4,1,2,FALSE,"bev300",0.26544105994624,0.178294705613751,0.40844
1,4,2,2,TRUE,"bev150",0.415697055013129,0.249266784449643,0.51719
1,4,3,2,FALSE,"phev40",0.318861885040631,0.204143371788825,0.45698
1,5,1,3,FALSE,"bev150",0.0209408437902994,0.0163782659426026,0.41162
1,5,2,3,FALSE,"bev100",0.275351401664275,0.180555239844112,0.45186
1,5,3,3,TRUE,"phev20",0.703707754545425,0.389769959795041,0.38037
1,6,1,2,FALSE,"bev400",0.201496958670242,0.141078900150012,0.39766
1,6,2,2,TRUE,"bev150",0.622068566641162,0.355558191202949,0.38561
1,6,3,2,FALSE,"hev",0.176434474688597,0.116143431155085,0.5478
1,7,1,3,FALSE,"phev40",0.0957272229937351,0.0713947502527239,0.40428
1,7,2,3,FALSE,"bev400",0.0338907471878784,0.0274621116884645,0.33583
1,7,3,3,TRUE,"cv",0.870382029818387,0.455668608255013,0.32101
1,8,1,2,FALSE,"cv",0.0654748771410594,0.0503935490656972,0.3851
1,8,2,2,TRUE,"phev40",0.675306168910008,0.378434359931765,0.37682
1,8,3,2,FALSE,"bev100",0.259218953948932,0.167800682741281,0.49912
1,9,1,2,FALSE,"phev40",0.225426632016295,0.158821767310938,0.35281
1,9,2,2,TRUE,"phev40",0.737567367916108,0.410209970708983,0.25625
1,9,3,2,FALSE,"cv",0.0370060000675979,0.0321267246095798,0.20711
1,10,1,3,FALSE,"hev",0.130222322789014,0.104460959260433,0.21469
1,10,2,3,FALSE,"bev300",0.0578463786004746,0.0435905722566233,0.43061
1,10,3,3,TRUE,"hev",0.811931298610511,0.439918212959018,0.19423
1,11,1,2,FALSE,"bev400",0.31529584019814,0.201588087633087,0.46458
1,11,2,2,TRUE,"phev40",0.479901290815097,0.279895819744577,0.52632
1,11,3,2,FALSE,"bev100",0.204802868986763,0.137141179405437,0.486
1,12,1,2,FALSE,"cv",0.289663503707991,0.179674702271995,0.56322
1,12,2,2,TRUE,"bev100",0.204457086786503,0.137436722031541,0.47857
1,12,3,2,FALSE,"bev400",0.505879409505506,0.295992686328766,0.48127
1,13,1,1,TRUE,"bev400",0.772813591417265,0.417767471073827,0.36668
1,13,2,1,FALSE,"bev100",0.0269516706532169,0.0210661782206395,0.40554
1,13,3,1,FALSE,"bev100",0.200234737929518,0.136621573333835,0.45281
1,14,1,1,TRUE,"cv",0.570360987164497,0.333932115715746,0.37517
1,14,2,1,FALSE,"bev400",0.371456554729504,0.23255247257501,0.4499
1,14,3,1,FALSE,"cv",0.0581824581059995,0.0489571321672113,0.23274
1,15,1,1,TRUE,"bev300",0.371325080621399,0.236776837765291,0.39947
1,15,2,1,FALSE,"phev20",0.0950959727659677,0.0736475920410032,0.33572
1,15,3,1,FALSE,"hev",0.533578946612633,0.319711624597014,0.34778
2,1,1,3,FALSE,"bev100",0.0281478803455099,0.0235963259083997,0.28421
2,1,2,3,FALSE,"bev100",0.800854096639199,0.435400764439874,0.21018
2,1,3,3,TRUE,"bev150",0.170998023015291,0.128399139851851,0.29124
2,2,1,2,FALSE,"bev100",0.0341867672362414,0.0276440652755865,0.33907
2,2,2,2,TRUE,"bev400",0.438051800439864,0.265297078881515,0.45938
2,2,3,2,FALSE,"phev20",0.527761432323894,0.309487662051331,0.44086
2,3,1,3,FALSE,"phev40",0.728687092305709,0.398219969172942,0.40758
2,3,2,3,FALSE,"bev400",0.167090291963941,0.112519767102628,0.51404
2,3,3,3,TRUE,"bev300",0.10422261573035,0.0767364748330777,0.41749
2,4,1,1,TRUE,"bev400",0.359576850465677,0.232891825659273,0.37296
2,4,2,1,FALSE,"phev20",0.182732802379984,0.121459036923835,0.52335
2,4,3,1,FALSE,"bev150",0.457690347154339,0.281190324820546,0.38517
2,5,1,1,TRUE,"bev300",0.626188657718091,0.357520866057706,0.38272
2,5,2,1,FALSE,"phev40",0.0499945245947356,0.0427311981900571,0.2159
2,5,3,1,FALSE,"cv",0.323816817687173,0.209825997386483,0.42059
2,6,1,3,FALSE,"bev300",0.203330959629847,0.147037197701765,0.32591
2,6,2,3,FALSE,"phev40",0.4196327473814,0.258104852833529,0.43704
2,6,3,3,TRUE,"bev400",0.377036292988752,0.231490114705533,0.49613
2,7,1,3,FALSE,"bev150",0.13025403516878,0.0945452648709752,0.413
2,7,2,3,FALSE,"bev400",0.790404583784798,0.430102430938756,0.24564
2,7,3,3,TRUE,"bev400",0.0793413810464227,0.0681891287150724,0.15722
2,8,1,3,FALSE,"hev",0.695749784692345,0.396886328009464,0.21475
2,8,2,3,FALSE,"bev150",0.106865069118651,0.0789734396519919,0.40761
2,8,3,3,TRUE,"cv",0.197385146189003,0.151859222545611,0.19632
2,9,1,1,TRUE,"cv",0.881356090892008,0.461837920867826,0.23859
