"model"
-8.29682089714335
-20.8222619463504
-27.8109480531041
-4.37116717908406
-10.9072689217263
-37.1699873200099
-4.03834033144344
-13.3260912767776
-2.72508976517384
-1.98448034864606
-2.21378884549717
-33.5476251211666
-4.68249393045335
-3.84230274391179
-2.67104735768096
-11.4491626394062
-3.88208507339893
-7.0798682279078
-2.51823775715478
-2.36280109153167
-4.25413062421027
-3.38309110248283
-3.14061087503338
-9.95422503598002
-9.64625194369938
-31.5533322562525
-34.0344870292027
-23.5422288721219
-2.95567726315033
-15.9280599524007
-8.1753016919052
-5.08200007315538
-52.7519709919657
-1.99703058066082
-2.03630887448299
-2.59721384053457
-2.8399954830437
-3.63210824666178
-9.00049816177485
-5.33673065034263
-9.06033086920355
-2.27724429094734
-2.36460717568951
-7.05971745852101
-3.27581777834439
-1.89502763317974
-4.58111505127167
-8.57675332975173
-2.73988951266582
-34.3382015301646
-19.6323511995344
-7.53457289379501
-1.6256507409538
-46.6135014206913
-3.52819692091853
-16.2500752662776
-13.4971156351513
-5.63746157334546
-1.9519991202096
-9.64688077482272
-2.18389958334155
-11.2065611012995
-6.06356328137254
-4.57327433202133
-12.8804037017397
-3.38013801450804
-5.80122276531099
-15.3469684373191
-22.1108770195357
-4.39638786670713
-3.1087697574821
-36.0596380651111
-15.1537350926254
-11.0051966756427
-5.18698161344041
-2.18103932575568
-5.85968028880462
-37.8735516759481
-5.22148376438004
-2.41042138067708
-35.0080455615976
-23.5163930856601
-7.41938678998316
-3.19192475183131
-9.88999869331146
-8.73597984202037
-6.49435324160299
-15.1659056232364
-5.96667528126392
-7.02403531023175
-2.41143400064132
-2.46314200829963
-1.97774135987913
-9.61630647878106
-2.58586569206825
-0.991357742694008
-1.46127502492602
-1.72534023809867
-4.71984152746005
-3.13104554682771
-5.06211920248776
-4.17694752608259
-64.0558928614516
-7.95905899693049
-3.87384999791189
-2.20605839294584
-5.66751167013742
-2.338308003006
-30.7499452971976
-8.14864414869414
-2.64381362520615
-3.96836535070126
-3.8534444873641
-3.17280555773075
-7.72845957508454
-2.97776552688427
-1.16371703909997
-19.0516649533495
-5.65274997095146
-4.52333359001709
-5.5405912091786
-3.08570732337305
-7.17449257895137
-7.30939895332488
-4.52259601550252
-9.77940895318939
-1.92911194304766
-11.1938402863705
-26.5639025207665
-10.8328097791179
-1.96592968071001
-5.74880895582648
-5.31411668600014
-20.657112339454
-4.66502138608968
-1.98399577381449
-54.0241013730922
-5.45722750797801
-10.452275472028
-2.60971346175401
-67.2210509203302
-13.87511708494
-6.99198357581184
-3.15122430838336
-6.59900370940451
-3.70770255743756
-1.92432693186787
-6.70610267878685
-11.4383558419928
-4.75733799505761
-23.2363254181352
-4.17274788141301
-16.305696043399
-83.9570051394148
-3.25046690782816
-10.3518012257092
-4.96388874453173
-9.08106220842146
-9.6724908018372
-1.87027762135377
-39.6686866962781
-26.9794744761034
-3.72884048803539
-3.54748175229879
-7.45050153490312
-11.0197188374604
-4.20495549467754
-7.3700996767367
-2.03694921945681
-2.1576346896684
-3.6047485479798
-3.31768934767362
-1.88371191682743
-13.5654731864923
-2.06645606246746
-3.02376942249405
-2.15172736238295
-11.3967698352648
-4.0616645879294
-3.16378541612344
-5.02881048868619
-3.73595039393181
-4.54561789981754
-1.7816456627685
-2.85500883834268
-2.10328380458305
-6.93190210215303
-11.0686778722596
-6.60247101678646
-17.0357372912181
-3.57380957634819
-6.09588238260457
-4.03328831551718
-7.17872425650947
-11.2113931320295
-0.88894108478026
-5.52305163723584
-30.4919789661923
-2.06852847778606
-5.13753309924515
-19.3784535570672
-8.65543458840204
-7.0919771248844
-4.10795437815387
-2.42044100039015
-20.5277086826118
-11.2140094667823
-1.89498142671454
-4.67530245705907
-9.65759726482518
-6.07078673957215
-4.19131661677851
-2.84245459774174
-10.6529225667091
-34.7734163250354
-3.93657856580023
-2.19283945910196
-50.940476916054
-8.05503022775534
-4.13006923747251
-2.04683198077947
-1.90866246975646
-6.20979502369559
-8.34812592013185
-14.0546912652186
-5.69015899124568
-1.75469724369988
-2.80425426382367
-5.16345966711924
-2.82233624123061
-7.87963762527884
-10.1481854806373
-1.4694579660151
-3.45407744218234
-3.47666036199592
-7.57135680321225
-10.3630842531519
-7.47354078821771
-17.9553733334228
-9.3411054859729
-6.59324474646043
-1.53933070988767
-17.2220442621474
-1.80789911872866
-4.78441949856021
-2.13748728535777
-6.77121518881899
-6.82728947979342
-2.62646789877157
-26.2421108642233
-3.73935649367879
-2.46659392074326
-2.60731219217632
-3.76378949733031
-13.4779224610239
-2.31896689858019
-1.87577578622108
-4.77375518500407
-32.2384071426482
-2.99794734285251
-5.69723897224089
-2.01050182106901
-5.00697506488109
-5.64682489358687
-1.39244484510014
-9.21620065858684
-19.1052947566795
-5.92715031520325
-5.59229262869856
-4.07264110391065
-3.0511523990383
-19.0910293638097
-3.18831100359188
-56.6045554150421
-4.24353415710563
-9.84035138226739
-3.11917870683556
-4.20991653101815
-4.49391057495132
-9.99340422968733
-6.83453369197484
-5.49329555207996
-6.32524497371699
-16.5766808802085
-10.8182852622496
-36.4972374599158
-5.91431798392455
-17.8941964450335
-39.1937947252957
-11.2149562188607
-4.94972845223216
-26.6857844860347
-35.6359040346989
-26.6707311723962
-3.60211905942486
-71.7874745183985
-54.0817544033029
-2.69493034497878
-1.98505736291943
-19.4514372342978
-17.3680298642808
-26.335372974479
-9.6325077731691
-19.1515353945167
-3.12906585081954
-11.530262003866
-4.41237330648755
-40.6922962461604
-4.00695253842307
-11.8357277985799
-2.77467800895148
-3.8421284666188
-6.01569806181689
-31.4212226992536
-5.09789270994893
-6.16143522664372
-2.17125578953587
-12.3818896026448
-9.22956395762428
-8.10876943262861
-1.89733704707934
-28.9564552681738
-19.1768953541963
-7.16297184185574
-11.644740790238
-5.60808026989176
-24.6104662552836
-17.2699025577234
-8.4145077944971
-14.432794006418
-58.5612123811734
-7.47506543493119
-3.79340654664939
-48.4063814329241
-2.38291242102393
-7.71179249455379
-18.6378350000279
-1.96956516443539
-14.0398883829414
-5.80330923350467
-2.1447563147668
-6.73507422986049
-35.8932085506012
-12.687094284611
-2.64497540544194
-11.2246021860308
-3.96648409202158
-26.8071567359387
-42.868690603901
-34.3899856179214
-23.1150854323895
-6.92665179841515
-30.2563105293476
-6.01639189924508
-3.15363620366649
-4.97712164004542
-2.81294696525459
-12.9953565662229
-3.3934608740462
-10.8426985513448
-7.36718615734551
-26.6210445034729
-2.27080256170467
-7.04468050029814
-46.4664843758635
-7.67758768443842
-3.83690146875162
-20.0360201407758
-1.4066712778999
-14.2910634597964
-3.56732980411599
-7.41130049551061
-4.02082442729102
-10.621765951412
-93.7517104761207
-13.8435465178398
-4.80113503760742
-25.6881968384821
-5.17035571315125
-4.81717674662603
-2.62863267670743
-11.8758918120784
-2.60257803753186
-2.01970584287315
-28.8474873947674
-6.7257832582853
-6.95539824139758
-4.00382321647466
-2.42501553740226
-6.45606105285273
-2.53875554642668
-14.3068160411041
-2.92890362444525
-3.16006286326216
-2.26397222105547
-1.93526909090408
-10.1758769081763
-7.22746887225161
-2.39705746081898
-20.9912892162748
-1.82332077919148
-2.34750055513028
-5.50177232686102
-8.63206979880129
-4.77388949315782
-3.01055893099892
-11.0805140607152
-9.50099478680243
-5.51231383972084
-27.7539586235795
-2.18892477069517
-2.11475972579084
-19.1948247117102
-14.8834616832487
-26.7912591429266
-8.89946364161137
-2.98412061220546
-2.44757749420718
-11.02950170498
-4.05322102444837
-6.91923724987541
-18.827059542379
-3.73107485328444
-2.42490025760759
-2.35130671413331
-7.64239543889921
-1.40491827604823
-2.27169455781253
-8.95567361974494
-4.577516015462
-9.94740852815387
-3.923876344974
-2.32210089520933
-19.2495847675814
-3.44370254871647
-2.32008646922863
-13.8859273209989
-14.3663335687987
-17.9377232472349
-2.94184673810666
-19.6987041711566
-3.28428583365826
-11.9384209638181
-2.59403873204174
-24.250887396418
-2.66331568032067
-4.87681326779609
-3.36748998182114
-13.2042828529685
-17.1391673510885
-3.95099609376789
-18.3414833340537
-44.6301816313358
-17.7314383882266
-5.22397800708062
-16.9653612194548
-23.3745680108034
-5.24561206770207
-29.9329613302627
-4.32350766351053
-12.060097627537
-2.18979139838802
-13.7822493394726
-9.2220022602856
-3.2348081896035
-10.2477653740567
-1.69253998958235
-22.7499004408312
-18.7803025063606
-9.11587217285087
-19.3471058137141
-14.3993082917896
-5.58772038626535
-56.8248655563769
-19.2082183293389
-3.75380351701526
-6.18100633231853
-3.92508914183301
-8.28708912881238
-2.78661666489574
-35.91041995501
-37.662431064001
-12.5917297866018
-2.41900225358461
-4.52896178200993
-11.4431321804006
-18.2880613288622
-16.2420784514671
-23.3911066607658
-8.21097798892235
-27.7335701763692
-9.26450322214497
-7.6981446223911
-13.9869682829082
-66.1017484665844
-5.65747502581665
-5.15532863563628
-3.59868335218637
-7.00749260275265
-4.63467445640681
-81.7313151865278
-6.78347570411396
-47.8078046817867
-31.5046116848595
-36.8640722461421
-7.22243192164637
-12.1884233719764
-3.88210700257523
-2.40234993940058
-2.48432163979136
-2.92928103841152
-5.57617345030374
-15.7166042624502
-16.2108347889511
-4.83416993573172
-1.95826167541995
-12.3095730972329
-8.11645038243048
-15.5429777947031
-3.21186152413654
-52.0630725286821
-6.36441739379839
-11.6316977465933
-4.5310882286833
-1.99910461804891
-3.55368228010289
-2.98442405665133
-5.08449236838318
-12.4613785725098
-11.7841313498203
-11.22061194235
-4.39131535568014
-2.35293829314321
-31.0569503195577
-6.7466533763398
-16.2858157376349
-12.7292429093429
-13.3116676940672
-3.31777760870734
-14.0765811897032
-3.07693495280076
-6.12252796234969
-17.7665850271081
-3.63523676536833
-13.5905158598977
-6.58986458437198
-18.9680737746583
-16.6013855413632
-8.50703867695751
-81.2890168192515
-30.6820373837395
-6.86481062502684
-10.930047069536
-15.1180191932902
-15.444232001847
-2.53041112045561
-13.4937823693148
-15.1680017865227
-7.89230075412067
-6.25448095019065
-8.06088122405122
-4.25916277175427
-8.61348740766277
-5.98554751279875
-27.2208292582011
-17.7775623233139
-6.94556552809924
-31.4036022880779
-6.10296075128546
-16.4176346482774
-33.6137647833933
-3.59332273156601
-1.99877247255112
-6.20320732359118
-4.77519180539809
-6.4441769894559
-34.1153916480391
-5.64207008815222
-23.9647376097721
-20.9103757890495
-10.5666831945114
-7.21016746735178
-9.81411271993302
-6.70375817724922
-2.6008401746884
-4.88717038829546
-16.537117064615
