"mu_b_Price","sigma_b_Price","mu_b_Acceleration","sigma_b_Acceleration","mu_b_OpCost","sigma_b_OpCost","mu_b_hev","sigma_b_hev","mu_b_phev20","sigma_b_phev20","mu_b_phev40","sigma_b_phev40","mu_b_bev","sigma_b_bev","mu_b_bevRangeRel","sigma_b_bevRangeRel","mu_b_noBEVFC","sigma_b_noBEVFC","mu_b_american","sigma_b_american","mu_b_chinese","sigma_b_chinese","mu_b_japanese","sigma_b_japanese","mu_b_skorean","sigma_b_skorean","logLike"
-0.12427203355465,0.0857380103548801,-0.137363874037632,-0.179990401508865,-0.19080810677142,-0.15260723189658,0.0910032022911457,0.460282498009767,0.0403546415674783,-0.183409001965614,0.198607078290197,0.14653938089788,-0.239919993365051,-1.49083729347871,0.485778169984174,-0.53705204867381,-0.399058697348865,0.225661965842964,-0.143756119160637,0.853651717217179,-2.11516162083351,-2.12043368372298,-0.0722488731315235,0.743088204604626,-0.524247853069548,-0.111068853089259,-8091.34294442854
-0.12427203355465,0.0857380103548801,-0.137363874037632,-0.179990401508865,-0.19080810677142,-0.15260723189658,0.0910032022911457,0.460282498009767,0.0403546415674783,-0.183409001965614,0.198607078290197,0.14653938089788,-0.239919993365051,-1.49083729347871,0.485778169984174,-0.53705204867381,-0.399058697348865,0.225661965842964,-0.143756119160637,0.853651717217179,-2.11516162083351,-2.12043368372298,-0.0722488731315235,0.743088204604626,-0.524247853069548,-0.111068853089259,-8091.34294442854
-0.115411564794983,0.0925352591435238,-0.13822393175063,-0.180986592330617,-0.191844697342004,-0.154275187006895,0.0911605182038022,0.460221374121759,0.0403482846855469,-0.183249281867014,0.198806536863677,0.146564940766544,-0.240510589585041,-1.490948902431,0.48614262855676,-0.537987682247491,-0.399465634859571,0.225604052689532,-0.14371037456319,0.853589103259617,-2.11523632383539,-2.12025188177987,-0.0721520028130027,0.743109587305278,-0.524378832972591,-0.111213631618907,-8086.32963975539
-0.111306996338636,0.0881342879483858,-0.16027956054192,-0.21795501914294,-0.218007160377091,-0.193778242754495,0.0947165480786906,0.459782599098165,0.0396018661006993,-0.178896644355997,0.204063629282795,0.14572417126848,-0.254983495308655,-1.49362629918654,0.494253804821936,-0.563223329086315,-0.409607083355961,0.224210674069174,-0.142454185107998,0.850890247233657,-2.11768474120461,-2.11514607377121,-0.0687921400285122,0.744297029853489,-0.528003773022946,-0.115065293318462,-8084.07280589386
-0.113301260384241,0.0907491178626296,-0.162146530291298,-0.221866455181252,-0.219559231628373,-0.196582253836892,0.0951381942620669,0.459726919941456,0.0395245622240097,-0.178358451609113,0.204693861232005,0.145632869531238,-0.256745175108389,-1.49402528864117,0.495215292751126,-0.566290401010182,-0.41082189028217,0.224030190562083,-0.142298153992106,0.850573378191993,-2.11798241782014,-2.11455585852188,-0.0683908780507993,0.744460434606602,-0.528459963446282,-0.115567507520498,-8083.03544777246
-0.111999196203064,0.09128430234364,-0.166672290601964,-0.258017058603211,-0.208655433486032,-0.188594386041068,0.100280919538878,0.459082266486229,0.0390461052388444,-0.171447279430442,0.212779140413024,0.14460054218562,-0.280232174946575,-1.50208425293779,0.508517183685886,-0.60682448817624,-0.426827337333399,0.221944644087717,-0.139869501348508,0.846997492017679,-2.12249464047861,-2.10830945346369,-0.0630370931595169,0.747171902354969,-0.535054964630137,-0.123111661486768,-8078.59423556217
-0.112846534509247,0.0922447881548619,-0.158310229818953,-0.256895471984688,-0.223448029587468,-0.180703353873348,0.105163052934017,0.45844843971515,0.0384522804226472,-0.163793243588367,0.220644212453706,0.144152840413391,-0.304791504877718,-1.5124394078712,0.520440420759417,-0.645713421396675,-0.442234507341351,0.219347472973145,-0.137348870216995,0.843219829783783,-2.12804136994814,-2.10252547646356,-0.0569156061546367,0.749986804432213,-0.542776479860613,-0.133239818778964,-8075.96277837008
-0.114381380073415,0.0923059953889178,-0.150720224437269,-0.234613329706413,-0.214598049349482,-0.196780582333993,0.113229022202555,0.457835558210773,0.0372770509512279,-0.149775124463992,0.233279512448445,0.143729179165225,-0.346682241231603,-1.53169467930207,0.537788059205923,-0.704773459011571,-0.466822757593275,0.214350827974034,-0.133123686438255,0.837186437528893,-2.13870384677736,-2.09344226440091,-0.0464249961196041,0.755026245831313,-0.55597469047194,-0.152921411186055,-8073.22900987058
-0.114705994434461,0.0921991065282916,-0.166456382051936,-0.226034453567365,-0.214149801624614,-0.193177074356926,0.115213237889745,0.45837202480409,0.0366326266292555,-0.143579286749733,0.235945442996121,0.144357181822209,-0.359878186440653,-1.53930687333405,0.538287738252058,-0.713692174557419,-0.471820842544818,0.211555370763037,-0.132392965432978,0.83556991769551,-2.14374546918656,-2.09128816496932,-0.0432919370171776,0.757240738117345,-0.559421841174851,-0.163221956598835,-8072.55643882344
-0.115695403695772,0.0936923681597633,-0.164286285946903,-0.238035232394149,-0.218721436636144,-0.195463583691007,0.129644669220889,0.486962732217603,0.0228870491962334,-0.0133129117328612,0.246703385433949,0.173492885204398,-0.557124822505656,-1.68266112703604,0.465001448707899,-0.656946171647557,-0.487027582115985,0.150113686188295,-0.127045866205231,0.8152817673332,-2.25114680225527,-2.07419195884081,-0.00940891520173748,0.803395159330365,-0.595466587113489,-0.407703140443491,-8069.13241552592
-0.116358287505863,0.0943743914999273,-0.166189951882517,-0.241591445731774,-0.220203927650802,-0.196626033906259,0.121544908646842,0.500223948345908,0.0127784055677274,0.0506719147190118,0.233107101830685,0.186923526234424,-0.610415296531927,-1.72906288942487,0.490587267889434,-0.64613952062987,-0.460465518279778,0.113494873340282,-0.129661448364169,0.806385629261149,-2.29105232011979,-2.07672869139761,-0.00810140464077669,0.82029482419903,-0.603569832648227,-0.55240910829332,-8064.85667973423
-0.116178594597586,0.0946284702232925,-0.166979213445462,-0.244844267991476,-0.220299067383945,-0.197999289020594,0.105225604891403,0.503606612404075,-0.00140518351069734,0.108387335239987,0.214749532438278,0.198045779634375,-0.62680770245079,-1.74939849882859,0.460322331189378,-0.667925959196508,-0.444660093048965,0.0582745594649334,-0.125392421858519,0.798179798364009,-2.31001305505093,-2.09056060938801,-0.0126069797296244,0.825124832077751,-0.627945096918512,-0.692415156941475,-8062.23447674393
-0.116954333202074,0.0945789627813731,-0.16742556933788,-0.251470406867164,-0.221481350270757,-0.198376732216456,0.0828466885008405,0.472337493655661,-0.0182971560184053,0.219639639479179,0.199046070824241,0.230715549092414,-0.66644587144284,-1.75948736143222,0.488576074694349,-0.622046325809508,-0.525924470450881,-0.18408980465453,-0.0944162681212297,0.773253551752873,-2.30221001622365,-2.14694878659553,-0.0206738963493111,0.805181448863924,-0.741920403508145,-0.91242443687685,-8059.68775110751
-0.117376719286724,0.0939816000818472,-0.166200144836072,-0.257702354210289,-0.222428763098075,-0.200434114788192,0.0804723761608725,0.436285792173485,-0.0473356050464095,0.337186731272851,0.19382141845566,0.289295626674465,-0.705257973256136,-1.84073704992096,0.498851067278429,-0.620507145671889,-0.510104278341479,-0.566507584325925,-0.0974705074718587,0.768849622072962,-2.32850155434197,-2.18984756709119,-0.041961627059353,0.790871470154589,-0.767461524665642,-1.03619744744322,-8059.39489793566
-0.117578674356634,0.094252877290081,-0.166602010659863,-0.258562251779375,-0.222848234726911,-0.200833575414021,0.0737700378969017,0.441859607008358,-0.0442868805633074,0.356548688331341,0.182685489069749,0.300321437087114,-0.697199979687749,-1.84496716303317,0.502375954631359,-0.623848888666839,-0.508978963759141,-0.577172281401388,-0.0878986702969885,0.784795932746715,-2.34691970338334,-2.20656520535499,-0.0378238261950786,0.80951177231737,-0.784452841236012,-1.0266839372628,-8059.00699153407
-0.117996452523275,0.0945102169745789,-0.166715085937945,-0.25784811571008,-0.223320904204412,-0.20096446214361,0.0671101069605455,0.457600973773771,-0.054633929455989,0.38756848007458,0.194798215232486,0.314806719985574,-0.686264726973036,-1.8354530344572,0.50530264392608,-0.628432278654628,-0.530660263038011,-0.579511681090221,-0.0981990931241473,0.808978479131806,-2.37182138222087,-2.24708765710314,-0.0627022402450391,0.83259514797768,-0.773048682538311,-1.01811226619398,-8058.3363377203
-0.118523682685664,0.0954971541291261,-0.164485609753962,-0.256486761111599,-0.221046381192816,-0.197244305452894,0.155448247470326,0.54326356291448,-0.0291630036130199,0.433798361047946,0.214014571965017,0.308052381540375,-0.649785326387595,-1.75429566185535,0.514583512115182,-0.644734988941005,-0.50183292318652,-0.555793930658689,-0.166205104691993,0.763379115401923,-2.45837706594264,-2.34739563525698,-0.0382444796134055,0.761692539476202,-0.784865386867701,-0.978083155590652,-8056.01047652077
