"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big"
"LCL2_none_pref",2742.20021939278,142.101340532303,TRUE,0,"successful convergence",-8907.04944701369,17868.0988940274,18065.3759932297,101,47,90,TRUE,-0.806785471783524,-0.825559617719462,2.52619632415978,11.256009662458,0.446347774267347,0.438828038244071,1.56635765111375,0.0188000000000031,0.0686417614290039,0.0680871952770209,0.304514286518097,0.550753190517426,0.514842391014099,953.8,1331.9,1698.2,0.02789,0.00131,0.0241,0.0177666666666667,0.00034,2e-05,0.00027,0.00021,3.47499999999999,3.87399999999999
