"Class_1","Class_2","model"
-19.8360757649793,-7.14886615773822,-7.3472525407035
-1.7541555891715,-3.16076595239628,-1.97450044157782
-34.7229998515582,-12.9410215798992,-13.3471510946799
-4.29964190881327,-3.06055684407903,-3.14642147965237
-1.74768356448307,-2.23637003803072,-1.93136227103489
-4.05925152987783,-2.1681045964094,-2.25421752329604
-6.3745836707628,-10.6400230634682,-7.39852611808799
-10.6348476510899,-7.18132587862817,-7.35825922017381
-2.68163046437135,-3.06700892587345,-2.86620415228288
-2.55124048122514,-3.89117615084018,-2.86123810683005
-51.4644103289484,-22.4426300875549,-22.9583484093552
-2.76108230370515,-3.72047591981612,-3.13804294189827
-14.3765755576004,-8.46544417090389,-8.76457340087497
-1.18316635071355,-2.27721740470791,-1.40200250815522
-15.7176580953408,-17.4581426072216,-16.6318935178534
-9.61224901235277,-18.3698080143214,-10.9323011436806
-6.78325113553833,-6.35034484542922,-6.46593203231778
-3.6577643752562,-3.08331944496156,-3.17760054660981
-5.56575914898767,-11.671319524547,-6.60338295282212
-11.0382999290633,-8.83252992323756,-9.17376204456354
-4.42073558145704,-2.42691292403878,-2.51061960344865
-4.58261980521879,-7.49098786743553,-5.34426408889114
-40.4640735172189,-54.62997006128,-45.2926369576566
-68.7252841025547,-34.6309680074067,-35.5092509532367
-44.8461805077778,-23.5548739315454,-24.2680340333013
-38.5669911567188,-14.8971613717465,-15.3196965773559
-5.27549361717629,-3.81195009575014,-3.89798681966266
-5.58856166487571,-7.01467885586363,-6.07617154722192
-1.43694348675766,-2.28138511045637,-1.6512799517891
-4.85779302931123,-4.74592854062941,-4.77934531690521
-0.858212114390816,-2.35845427957843,-1.07871218635124
-5.45626289103102,-5.19711876567147,-5.27329753411096
-0.7081049931948,-1.66259349367936,-0.919462086105393
-10.6173948164201,-4.84408184869106,-5.02107732883559
-7.49345180650637,-9.44815526233637,-8.32934482252437
-12.4063961377054,-16.4464731566162,-13.4188653169996
-3.12885559366908,-6.20633617926013,-3.59536005129712
-2.80356456502353,-2.50179699398142,-2.57280011007644
-5.06768933674851,-3.44239747480252,-3.55665601783792
-1.3539345265526,-2.26028439869891,-1.56442186620379
-5.74336728690258,-8.4357408947216,-6.4115898697823
-7.71768752892489,-4.34820625069032,-4.46284071429702
-24.9798295107983,-36.7594226864684,-27.6289357110038
-177.51378023725,-90.4580618691455,-92.5508504698587
-5.73046660173454,-4.2051494201489,-4.32753212595307
-1.6152479577521,-2.28541901994667,-1.81678093930437
-17.389562358211,-14.5053419415819,-14.8919420232978
-16.9224297622498,-13.4357378249412,-13.7099807538949
-1.38999561429614,-2.83666479441453,-1.68118639170734
-8.48225332497633,-4.33020976269021,-4.45345216758902
-10.4875644572635,-9.26656910892455,-9.47638201142552
-3.74067770011398,-2.05102024747207,-2.13711504754182
-8.7567239258865,-8.51419409740306,-8.5864839431433
-5.06718095863833,-14.2149049652156,-6.55211929824846
-25.8576500995423,-17.472594938323,-17.8846248506975
-8.79660634391263,-4.06036947203436,-4.18361197612508
-4.21941636290629,-5.91762197724431,-4.70326782235347
-7.68619412697681,-4.38877048935662,-4.47248202905153
-45.2471855950177,-59.0334712386346,-50.0358110764547
-27.0249736079994,-14.4905951890057,-14.846938980421
-21.1628213737696,-12.1492637217075,-12.571729390881
-2.99899253166254,-3.74719057712431,-3.25068873273279
-3.78465725498167,-5.71361224283311,-4.41327791790771
-16.4966583018012,-8.53878914615523,-8.73689920799577
-39.0054622389616,-19.0992493480436,-19.8633375043337
