"stage","candidate","LL","gradNorm","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2"
1,11,-9882.08801759593,NA,-0.0417809629912746,-0.125698268753003,-0.269967530623023,0.151437675894396,0.0111494948484412,-0.104761992242752,-0.251729757074729,-0.306753575555337,-0.320560748428287,-0.134548953657592,-2.56519973957376,-0.0240609370063418,-0.848475616178635,-0.101983972247497,-0.0503698233023267,-0.199371426825293,0.00582726213241534,0.0249370123140418,0.267844345757474,-0.304907231297736,-0.0820429308376872,-0.235262230198676,-0.00411154116699461,0.261537776790055,-0.0565956342225046,-0.236923981162368,-0.342254561685454
1,12,-10546.5907700903,NA,0.0119250445977048,-0.0829240458664507,-0.277316080229864,0.0929837391404516,0.0236499043084351,-0.135861591463261,0.0366566405786292,0.0853094305974864,-0.194906881377083,-0.229529270218293,-0.274713988960326,-0.14104192225175,-0.186457331519967,-0.0918999749822627,-0.143245948506139,-0.234709923060758,0.0890349916957481,0.00856722066228933,0.224822152152868,0.282951719126838,0.246000812393834,-0.161254567697093,-0.045814000456244,0.140046903221885,-0.0351763461193315,-0.162825665507211,-0.696924403836978
1,13,-10015.6912019797,NA,-0.0235354193568555,-0.135983011900542,-0.251308872131483,0.257138373878214,0.032457458464313,-0.121480950701091,-0.461702631617235,0.276988687423819,-0.0209034544781351,-0.101937335493971,-2.58602590134598,-0.0847227389438767,0.064957293745821,-0.0547311135639413,0.0310753253241518,-0.0544665698826692,0.0241906332431508,0.011663100669453,0.194477456307949,-0.117072144302034,0.32730073713093,-0.431795856983861,-0.0710031481444429,-2.07630640952533,-0.0680587451142013,-0.491131121177517,-0.426079345491125
1,14,-10438.8114562331,NA,0.0194797351503173,0.0715354533960555,-0.2968212068271,0.103190993128058,0.0709388398020382,-0.103052472464117,-0.197661050658359,-0.0123392839733669,-0.25200939347501,-0.193267364649529,-1.2223900238944,-0.13127896121978,-0.388212283879798,-0.0206507330943231,-0.121188419235655,-0.11631493018755,0.0343001738648657,0.00855259064540781,-0.13838706059125,-0.44913094845824,0.509412061365683,-0.0844890867419388,-0.102211422932753,-1.19000293700117,-0.199838944715161,-0.302115023154427,0.962497780749347
1,15,-12068.3178666796,NA,-0.053565761945061,-0.0491724694359778,-0.191989496214545,0.155568154022611,-0.00461400094506979,0.156720615508058,0.17919470473392,0.173249624011332,-0.0824773513039554,-0.00567485429403736,2.02374284350926,-0.0492039367138917,-1.19414652691998,0.0129242303864324,-0.00425642109442183,-0.249770053438265,0.0442305587899073,0.0169786019607876,0.195290483866003,-0.371926178867619,0.30504827424497,-0.352181580990277,-0.1049004825941,-0.586932240440092,-0.0357582653953,0.189044297325412,0.244917739841636
1,16,-9796.54467078463,NA,0.0389964983824896,-0.204146136436769,-0.166861724173665,0.0564605405806175,0.0339303522555182,0.255327910044233,-0.141836629235888,0.646036299993212,0.0673618536460235,-0.130911279809532,-1.28035601800897,-0.0370064029949582,-1.03083835888006,-0.0925534697782152,-0.187230952260612,-0.165061407207593,0.128381239615635,0.0438458349710777,0.318648057942399,-0.429772529279609,0.138002278068201,-0.378792231648682,-0.135950033263964,-2.41229007288748,-0.0412747482360986,-0.789022809749412,0.188362383424978
1,17,-9783.48765943275,NA,-0.0696006995384394,0.0133959514026156,-0.0411325700302075,0.0823877388536409,0.0240276411896053,0.282650452017381,-0.144151895471512,0.211847431037675,-0.548005002780358,-0.0159918802068074,-1.64467260764266,-0.062711587361955,-0.559534706603868,-0.0819444856267984,-0.122272295668461,0.101979506288797,0.200561625664361,0.00364479969468684,-0.180117996252606,-0.297698245658102,-0.00351316319059364,-0.152502204019415,0.0413637614349131,0.151616904209906,-0.0574179719489991,-1.12475119803816,0.209471401516149
1,18,-10882.1652647257,NA,-0.0106546115804034,-0.00687403470110205,-0.174834803315553,0.134465983820282,0.0296829676066257,0.0261773251989581,-0.380077999135782,0.179135101920185,-0.0622163362500894,0.0332681401656361,-0.28144105005009,-0.0384719516158043,-0.274976106725655,0.00956828093951062,-0.15000963288938,-0.018262935097566,0.19983643872901,0.0230031146336528,0.263483701904426,0.0816913814163857,0.225782306608563,-0.159946876375058,0.022204381142858,-3.0433813342752,-0.0869246617379796,-0.563122011077727,0.183204917690315
1,19,-9580.62008742409,NA,-0.0554488140775502,-0.125633840672868,-0.196317540606642,0.121510997660085,0.0126211968033934,0.0933761901088763,0.315178369231409,0.372937905193187,0.256239817013093,-0.211281074460377,-0.214251303543499,-0.151678864141618,-0.326305587533153,-0.0667831298006422,-0.185019872889413,0.0929426242913811,-0.0185478367607697,0.00652892122364135,0.442075994818049,-0.202665845907385,0.470167426625674,-0.443912106185945,-0.199505789207248,-2.37241653784839,-0.0263402960564159,-0.540796773326135,0.376859570898723
1,20,-10410.6606522213,NA,-0.0246724336891311,0.0928447828879054,-0.281175193618649,0.140077057306027,0.0426076017844324,0.207210901877177,-0.216270778966504,-0.0298838232561201,-0.645121354601779,-0.110260030228919,0.962036835714704,-0.0338222867235581,-1.15896718583102,-0.149844911125291,-0.032793314419913,0.00624483533110227,0.0685224466664784,0.0218199890751965,0.10919035944819,-0.345749129783494,0.417725278796859,-0.345573208207444,-0.0181362123186357,-3.09164480153901,0.0855064073829395,0.376160648785184,0.253278936826767
1,21,-10408.4101833551,NA,-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872,-0.0235211113259237,-0.141948279418049,-0.0804284578306562,0.0392860287143377,0.0455283651241568,0.00536136586235106,0.00426510297472155,0.24384583116169,-0.469094192525804,-0.0350153163712984,-0.38063922263229,-0.0525564748417825,-0.840027236219612,-0.32179604774486
1,22,-9692.74171128356,NA,-0.0210397454746102,-0.184647231588183,-0.170379100922395,-0.0427451356177151,0.0197457514060354,-0.332539200067357,-0.405563831025354,-0.141969910892968,-0.148811183850136,-0.0293627716076242,-1.30843606105943,-0.0824375775768003,-1.06444281319364,-0.173406586958935,-0.168411536433177,-0.315649893420648,0.0247248911574116,0.0228677409262322,0.135863704169775,-0.0631445159169778,0.0928037829264544,-0.706147798866628,-0.15109096938797,-1.30426913532206,-0.181373502044419,-0.705701921281682,-0.734033866856918
1,23,-9773.6462147468,NA,-0.110948656671453,-0.199080446159849,-0.0229502749329279,0.105761645779237,0.0354828650703596,0.335497322086969,-0.618093498001693,0.478351528289954,-0.147962615887963,-0.206758266940633,-3.18076424815352,-0.0754817382257684,0.29550097944595,-0.112918457755034,-0.154715455678164,-0.18166975691356,0.125209412142992,0.0108444851234924,0.276962680097994,-0.120581685797105,0.179581337823003,-0.538862090632604,-0.257902532160028,-0.272001653794961,-0.0979012123528242,-0.182100025422449,0.661786152897481
1,24,-9619.06156666259,NA,-0.113667792760491,0.0208501648210444,-0.156386249681062,0.0555012563981592,0.0355288951295535,-0.0672618613524734,-0.323823796885421,0.653918300164178,-0.37289934639035,-0.129083813895681,-1.28153437728993,0.0140469578581673,0.554362600001555,-0.0704150351820529,-0.0468250619878499,-0.17051559029623,0.00421907788786406,0.0303119039125198,0.0816391832014629,-0.0990560096497179,0.580180210811915,-0.469351237541204,-0.12924247008864,-2.03622109425289,-0.0979512363632413,-0.190880695243655,-0.301721066027719
1,25,-10289.714655733,NA,0.0444264677224167,0.0602784986077976,0.0452990206001027,0.161298455889508,-0.00757001227390251,0.228796754429988,-0.563250699928185,0.123772991046785,-0.0913145276052806,-0.186989250167275,-1.12053594816673,-0.0447159208476775,-0.357184557581327,-0.112801048328403,-0.14845792399776,-0.124491435370917,0.125848069221244,0.0213744090172197,-0.164785165418073,-0.271988401101033,0.802800572501527,-0.291771564087687,-0.123003525071729,-2.12068326450977,-0.0444595562573705,-1.3876822210641,-0.440429019418667
1,26,-9648.44767490875,NA,-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986,-0.0446067307835523,-0.179011754223631,-0.161377049288649,0.183920526450382,0.0157501825956251,0.166991861789474,-0.766157320092549,0.439898969522453,-0.664311170630897,-0.112410171878419,0.128982197799821,-0.0796175963269774,-0.314508699817105,0.339003273817181
1,27,-11457.4438435166,NA,0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,-0.00120503754845963,-0.124360843658151,-0.113258634419712,0.0283204863218476,-0.00875154966572433,0.375017201707624,-0.413526177203416,0.165254141506439,-0.481044548910431,0.0289427673546637,-0.494773263568497,-0.139155581555004,-0.658183401535991,-1.02684135475017
