"Class_1","Class_2","model"
-3.52606052759952,-4.38137021855612,-3.85030654945127
-18.3354955904004,-6.97269949192499,-7.2068125895244
-46.1941655912331,-25.9284732550045,-26.6678439885779
-1.72112239118263,-3.37928620375729,-1.91488555950278
-15.557570920081,-13.1508654135055,-13.5814576318708
-7.30277004584475,-4.38519963025379,-4.48683311223845
-32.2710087655775,-13.0171550769414,-13.4964230440252
-3.58393796221083,-4.10898421024784,-3.78524073126472
-4.05837721034619,-3.09431211001775,-3.19473614983788
-1.63110958491096,-2.3839331532297,-1.81241282176124
-1.1694480482862,-2.63091346228032,-1.35767317885208
-5.94494769494201,-6.60532536379648,-6.22688928479229
-6.06901374575541,-4.13575435955603,-4.34757287309887
-11.7357289561192,-12.2661536715626,-12.0290869291128
-2.9030941528888,-4.40893219328326,-3.31968142733037
-6.17536907789093,-10.9534080959821,-7.08377835757148
-10.1881848833676,-6.82008863724362,-7.02886508027955
-3.14137695863312,-4.47667977682335,-3.38326239220984
-2.69698850878759,-3.3527585786655,-2.91090930508522
-2.81737608176272,-6.35196904506858,-3.22745214109734
-2.49006404807801,-4.22403931153887,-2.76620932784746
-1.83278425191429,-2.29029000865388,-2.00686828288794
-17.6751803216999,-9.91078372769989,-10.1605121741509
-12.4566313788213,-9.53808683421117,-9.82758174541824
-62.7721481644844,-35.7565821666001,-36.7930287163693
-4.80372333077416,-4.55767825519863,-4.62847182261901
-49.070746400355,-21.9862118967838,-22.5948041397139
-2.66222454049374,-3.99849704866607,-3.03344910806262
-33.654621883353,-18.1248980368605,-19.0263731185604
-9.55207501941373,-21.1800122732554,-10.6188616815735
-8.61817787585305,-6.305918118853,-6.43393079610338
-2.0978964558882,-3.92048966193734,-2.35852119661989
-1.31445326568889,-2.82991864722969,-1.50272803456084
-1.69907431350722,-4.03147895802031,-1.96020833331928
-2.9963204823057,-2.93482154512117,-2.95719944925076
-1.97032178328073,-2.82698549509044,-2.15923594881618
-8.01305828816397,-3.49564179646362,-3.66254126657687
-18.8516606468834,-8.35449100083826,-8.58827803003127
-9.32951406147555,-10.2846668060954,-9.7442541851754
-3.42017126918769,-2.31897263785055,-2.41724121235117
-2.93477130042641,-3.77705265666619,-3.16371098743981
-11.0365840190972,-10.5861338651079,-10.7379991043581
-3.00293510874795,-3.71152898481904,-3.23236028407142
-4.5437698321017,-6.62054539584492,-4.98059479193128
