"row_num","gen_method","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2","LL1","LL2","LL3","LL4","LL5","LL6","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","gradNorm6","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
11,"logit_random",-0.0417809629912746,-0.125698268753003,-0.269967530623023,0.151437675894396,0.0111494948484412,-0.104761992242752,-0.251729757074729,-0.306753575555337,-0.320560748428287,-0.134548953657592,-2.56519973957376,-0.0240609370063418,-0.848475616178635,-0.101983972247497,-0.0503698233023267,-0.199371426825293,0.00582726213241534,0.0249370123140418,0.267844345757474,-0.304907231297736,-0.0820429308376872,-0.235262230198676,-0.00411154116699461,0.261537776790055,-0.0565956342225046,-0.236923981162368,-0.342254561685454,-9882.08801759593,-9019.90659820715,-8914.26412479366,-8907.23867487922,NA,NA,NA,2014.20302704407,337.570137886915,33.0855405961747,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
12,"logit_random",0.0119250445977048,-0.0829240458664507,-0.277316080229864,0.0929837391404516,0.0236499043084351,-0.135861591463261,0.0366566405786292,0.0853094305974864,-0.194906881377083,-0.229529270218293,-0.274713988960326,-0.14104192225175,-0.186457331519967,-0.0918999749822627,-0.143245948506139,-0.234709923060758,0.0890349916957481,0.00856722066228933,0.224822152152868,0.282951719126838,0.246000812393834,-0.161254567697093,-0.045814000456244,0.140046903221885,-0.0351763461193315,-0.162825665507211,-0.696924403836978,-10546.5907700903,-8928.99112990234,-8907.67031944916,-8907.11521622627,NA,NA,NA,437.93845065534,48.1139662936266,18.2775961989305,NA,NA,0,"pruned_test1_too_close",17,1,-8907.05300046905,3,"test0_worse_conv",42
13,"logit_random",-0.0235354193568555,-0.135983011900542,-0.251308872131483,0.257138373878214,0.032457458464313,-0.121480950701091,-0.461702631617235,0.276988687423819,-0.0209034544781351,-0.101937335493971,-2.58602590134598,-0.0847227389438767,0.064957293745821,-0.0547311135639413,0.0310753253241518,-0.0544665698826692,0.0241906332431508,0.011663100669453,0.194477456307949,-0.117072144302034,0.32730073713093,-0.431795856983861,-0.0710031481444429,-2.07630640952533,-0.0680587451142013,-0.491131121177517,-0.426079345491125,-10015.6912019797,-8948.96928478145,-8907.95391387258,-8907.13324221797,NA,NA,NA,1597.96059049902,207.811894981043,17.8269632250221,NA,NA,0,"pruned_test1_too_close",12,1,-8907.05300046905,3,"test0_worse_conv",42
14,"logit_random",0.0194797351503173,0.0715354533960555,-0.2968212068271,0.103190993128058,0.0709388398020382,-0.103052472464117,-0.197661050658359,-0.0123392839733669,-0.25200939347501,-0.193267364649529,-1.2223900238944,-0.13127896121978,-0.388212283879798,-0.0206507330943231,-0.121188419235655,-0.11631493018755,0.0343001738648657,0.00855259064540781,-0.13838706059125,-0.44913094845824,0.509412061365683,-0.0844890867419388,-0.102211422932753,-1.19000293700117,-0.199838944715161,-0.302115023154427,0.962497780749347,-10438.8114562331,-8931.1419865069,-8908.93707946235,-8907.13203267545,NA,NA,NA,714.776453981281,220.619488410777,13.6437694586269,NA,NA,0,"pruned_test1_too_close",12,1,-8907.05300046905,3,"test0_worse_conv",42
15,"logit_random",-0.053565761945061,-0.0491724694359778,-0.191989496214545,0.155568154022611,-0.00461400094506979,0.156720615508058,0.17919470473392,0.173249624011332,-0.0824773513039554,-0.00567485429403736,2.02374284350926,-0.0492039367138917,-1.19414652691998,0.0129242303864324,-0.00425642109442183,-0.249770053438265,0.0442305587899073,0.0169786019607876,0.195290483866003,-0.371926178867619,0.30504827424497,-0.352181580990277,-0.1049004825941,-0.586932240440092,-0.0357582653953,0.189044297325412,0.244917739841636,-12068.3178666796,-8957.27845900847,-8908.8575502366,-8907.08967592834,NA,NA,NA,1875.904756779,86.1281332388965,12.2020887975945,NA,NA,0,"pruned_test1_too_close",4,1,-8907.05057532203,1,"best",4
16,"logit_random",0.0389964983824896,-0.204146136436769,-0.166861724173665,0.0564605405806175,0.0339303522555182,0.255327910044233,-0.141836629235888,0.646036299993212,0.0673618536460235,-0.130911279809532,-1.28035601800897,-0.0370064029949582,-1.03083835888006,-0.0925534697782152,-0.187230952260612,-0.165061407207593,0.128381239615635,0.0438458349710777,0.318648057942399,-0.429772529279609,0.138002278068201,-0.378792231648682,-0.135950033263964,-2.41229007288748,-0.0412747482360986,-0.789022809749412,0.188362383424978,-9796.54467078463,-8915.63773654634,-8907.47609301277,NA,NA,NA,NA,307.895691698302,26.6259338726266,NA,NA,NA,0,"pruned_test1_too_close",22,1,-8907.05300046905,3,"test0_worse_conv",42
17,"logit_random",-0.0696006995384394,0.0133959514026156,-0.0411325700302075,0.0823877388536409,0.0240276411896053,0.282650452017381,-0.144151895471512,0.211847431037675,-0.548005002780358,-0.0159918802068074,-1.64467260764266,-0.062711587361955,-0.559534706603868,-0.0819444856267984,-0.122272295668461,0.101979506288797,0.200561625664361,0.00364479969468684,-0.180117996252606,-0.297698245658102,-0.00351316319059364,-0.152502204019415,0.0413637614349131,0.151616904209906,-0.0574179719489991,-1.12475119803816,0.209471401516149,-9783.48765943275,-8961.08101527157,-8910.03929977222,-8907.06603593919,NA,NA,NA,1683.72674390494,222.517303522495,17.0308035721847,NA,NA,0,"pruned_test1_too_close",42,1,-8907.05300046905,3,"test0_worse_conv",42
18,"logit_random",-0.0106546115804034,-0.00687403470110205,-0.174834803315553,0.134465983820282,0.0296829676066257,0.0261773251989581,-0.380077999135782,0.179135101920185,-0.0622163362500894,0.0332681401656361,-0.28144105005009,-0.0384719516158043,-0.274976106725655,0.00956828093951062,-0.15000963288938,-0.018262935097566,0.19983643872901,0.0230031146336528,0.263483701904426,0.0816913814163857,0.225782306608563,-0.159946876375058,0.022204381142858,-3.0433813342752,-0.0869246617379796,-0.563122011077727,0.183204917690315,-10882.1652647257,-8967.75444146005,-8915.99584681779,-8907.66684240069,NA,NA,NA,1772.02190597818,494.762557319961,133.882069678893,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
19,"logit_random",-0.0554488140775502,-0.125633840672868,-0.196317540606642,0.121510997660085,0.0126211968033934,0.0933761901088763,0.315178369231409,0.372937905193187,0.256239817013093,-0.211281074460377,-0.214251303543499,-0.151678864141618,-0.326305587533153,-0.0667831298006422,-0.185019872889413,0.0929426242913811,-0.0185478367607697,0.00652892122364135,0.442075994818049,-0.202665845907385,0.470167426625674,-0.443912106185945,-0.199505789207248,-2.37241653784839,-0.0263402960564159,-0.540796773326135,0.376859570898723,-9580.62008742409,-8959.90639317062,-8909.46129025701,-8907.09783129597,NA,NA,NA,1140.1977254355,104.659491411772,11.6181621398311,NA,NA,0,"pruned_test1_too_close",4,1,-8907.05057532203,1,"best",4
20,"logit_random",-0.0246724336891311,0.0928447828879054,-0.281175193618649,0.140077057306027,0.0426076017844324,0.207210901877177,-0.216270778966504,-0.0298838232561201,-0.645121354601779,-0.110260030228919,0.962036835714704,-0.0338222867235581,-1.15896718583102,-0.149844911125291,-0.032793314419913,0.00624483533110227,0.0685224466664784,0.0218199890751965,0.10919035944819,-0.345749129783494,0.417725278796859,-0.345573208207444,-0.0181362123186357,-3.09164480153901,0.0855064073829395,0.376160648785184,0.253278936826767,-10410.6606522213,-9154.85842990095,-9039.45576834317,-8919.75213663433,-8907.21320330964,NA,NA,1252.12908062317,2445.83503568622,492.446377846573,61.5454195930104,NA,0,"pruned_test1_too_close",5,1,-8907.05300046905,3,"test0_worse_conv",42
21,"logit_random",-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872,-0.0235211113259237,-0.141948279418049,-0.0804284578306562,0.0392860287143377,0.0455283651241568,0.00536136586235106,0.00426510297472155,0.24384583116169,-0.469094192525804,-0.0350153163712984,-0.38063922263229,-0.0525564748417825,-0.840027236219612,-0.32179604774486,-10408.4101833551,-8956.742378748,-8911.8618666961,-8907.26860857523,NA,NA,NA,2102.3504345007,652.986376606552,39.7053806319903,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
22,"logit_random",-0.0210397454746102,-0.184647231588183,-0.170379100922395,-0.0427451356177151,0.0197457514060354,-0.332539200067357,-0.405563831025354,-0.141969910892968,-0.148811183850136,-0.0293627716076242,-1.30843606105943,-0.0824375775768003,-1.06444281319364,-0.173406586958935,-0.168411536433177,-0.315649893420648,0.0247248911574116,0.0228677409262322,0.135863704169775,-0.0631445159169778,0.0928037829264544,-0.706147798866628,-0.15109096938797,-1.30426913532206,-0.181373502044419,-0.705701921281682,-0.734033866856918,-9692.74171128356,-8928.12268894401,-8907.32892941776,NA,NA,NA,NA,1184.28792029856,75.0564859261614,NA,NA,NA,0,"pruned_test1_too_close",38,1,-8907.05300046905,3,"test0_worse_conv",42
23,"logit_random",-0.110948656671453,-0.199080446159849,-0.0229502749329279,0.105761645779237,0.0354828650703596,0.335497322086969,-0.618093498001693,0.478351528289954,-0.147962615887963,-0.206758266940633,-3.18076424815352,-0.0754817382257684,0.29550097944595,-0.112918457755034,-0.154715455678164,-0.18166975691356,0.125209412142992,0.0108444851234924,0.276962680097994,-0.120581685797105,0.179581337823003,-0.538862090632604,-0.257902532160028,-0.272001653794961,-0.0979012123528242,-0.182100025422449,0.661786152897481,-9773.6462147468,-8989.73310607795,-8912.53802247993,-8907.29821761502,NA,NA,NA,1696.64359977743,407.026740068184,29.073583898617,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
24,"logit_random",-0.113667792760491,0.0208501648210444,-0.156386249681062,0.0555012563981592,0.0355288951295535,-0.0672618613524734,-0.323823796885421,0.653918300164178,-0.37289934639035,-0.129083813895681,-1.28153437728993,0.0140469578581673,0.554362600001555,-0.0704150351820529,-0.0468250619878499,-0.17051559029623,0.00421907788786406,0.0303119039125198,0.0816391832014629,-0.0990560096497179,0.580180210811915,-0.469351237541204,-0.12924247008864,-2.03622109425289,-0.0979512363632413,-0.190880695243655,-0.301721066027719,-9619.06156666259,-8955.87115298424,-8908.82008461406,NA,NA,NA,NA,2165.884330778,194.347757880544,NA,NA,NA,0,"pruned_test1_too_close",73,1,-8907.05057532203,1,"best",4
25,"logit_random",0.0444264677224167,0.0602784986077976,0.0452990206001027,0.161298455889508,-0.00757001227390251,0.228796754429988,-0.563250699928185,0.123772991046785,-0.0913145276052806,-0.186989250167275,-1.12053594816673,-0.0447159208476775,-0.357184557581327,-0.112801048328403,-0.14845792399776,-0.124491435370917,0.125848069221244,0.0213744090172197,-0.164785165418073,-0.271988401101033,0.802800572501527,-0.291771564087687,-0.123003525071729,-2.12068326450977,-0.0444595562573705,-1.3876822210641,-0.440429019418667,-10289.714655733,-8982.06880054868,-8916.12222049522,-8907.40597674247,NA,NA,NA,1643.91332309609,710.852796130333,114.887919964729,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
26,"logit_random",-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986,-0.0446067307835523,-0.179011754223631,-0.161377049288649,0.183920526450382,0.0157501825956251,0.166991861789474,-0.766157320092549,0.439898969522453,-0.664311170630897,-0.112410171878419,0.128982197799821,-0.0796175963269774,-0.314508699817105,0.339003273817181,-9648.44767490875,-9004.33957126826,-8919.59879435001,-8908.51882564901,-8907.06762533216,NA,NA,964.017455502069,665.084548080082,328.348904304065,8.55393454794196,NA,0,"pruned_test1_too_close",4,1,-8907.05057532203,1,"best",4
27,"logit_random",0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,-0.00120503754845963,-0.124360843658151,-0.113258634419712,0.0283204863218476,-0.00875154966572433,0.375017201707624,-0.413526177203416,0.165254141506439,-0.481044548910431,0.0289427673546637,-0.494773263568497,-0.139155581555004,-0.658183401535991,-1.02684135475017,-11457.4438435166,-8980.91219899326,-8934.71256576398,-8907.94192627822,-8907.07476413671,NA,NA,431.213669268563,2640.58907447517,94.0664046044676,6.76005576992231,NA,0,"pruned_test1_too_close",42,1,-8907.05300046905,3,"test0_worse_conv",42
28,"logit_random",-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,-0.0203530283291441,-0.159927497674609,-0.142103399741548,0.0568051869962422,0.0369615584681981,0.107087431364136,-0.184533442641875,1.23276113044137,-0.708405360245147,-0.0356481823386886,0.408930524775328,0.0516515475162502,-0.21782434264831,0.0206392254928025,-10270.9436679909,-9131.76499406968,-9005.83098995606,-8928.58362286413,-8907.74118764956,NA,NA,1011.50722014713,2724.52252289776,877.123401039553,87.4189619130484,NA,0,"pruned_test1_too_close",20,1,-8907.05300046905,3,"test0_worse_conv",42
29,"logit_random",-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,-0.0644724469757616,-0.00503083557387161,-0.0283112762623199,0.0485027292772704,0.0256452485284447,0.33198686234884,-0.682733094528902,0.328903080890883,-0.120134988552672,-0.0426302782704026,-0.671819523594494,-0.2053221479416,0.00359799681905998,-0.128519820227424,-9305.27539596087,-8922.09026736047,-8907.36572895004,NA,NA,NA,NA,835.374706344799,97.0059277587398,NA,NA,NA,0,"pruned_test1_too_close",22,1,-8907.05300046905,3,"test0_worse_conv",42
30,"logit_random",-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,-0.073931858017523,-0.0109156171761909,-0.0182489608667958,0.0228139965370555,0.0122035320529281,-0.0877869778302879,-0.554571261789891,0.131031717823191,-0.402471521688495,-0.223506262753061,-0.436365059069294,-0.0831517837302482,-0.767281529214857,-0.580133800859102,-9827.38782327958,-9115.24749167929,-9023.02883820465,-9018.25080192205,-9018.18375934934,-9018.18373040143,NA,2328.97159849639,882.574939388613,13.3399148174954,3.19603686454332,6.57417117950167,3,"test0_worse_conv",0,1,-9018.18373040143,3,"test0_worse_conv",30
31,"logit_random",-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,-0.191948782533671,0.0697496997050555,-0.212615979382184,0.171587638987457,0.0059445349171547,0.298995468986386,0.144460030738426,0.0529986261806722,-0.467292666879148,-0.126606718718722,2.03896468957304,0.0468671357551126,-0.377833665229509,0.348893304453467,-11145.8145254381,-9045.67382665696,-8923.2293200006,-8907.76980119473,NA,NA,NA,2721.5715573237,328.855408119363,185.279574553824,NA,NA,0,"pruned_test1_too_close",6,1,-8907.05300046905,3,"test0_worse_conv",42
32,"logit_random",-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,-0.0882685647465738,-0.0313943846268478,-0.140748299640407,0.058430559368741,0.00872408660053861,0.17844159520185,-0.533152321959313,0.292639585917144,-0.431938501520346,-0.162540031845642,-1.47512583380722,-0.0753013107535915,0.465021736565661,0.0958732708531415,-9834.4925982494,-8926.30770379924,-8907.66728240859,NA,NA,NA,NA,866.662337788432,40.5394438074837,NA,NA,NA,0,"pruned_test1_too_close",1,1,-8907.05057532203,1,"best",4
33,"logit_random",-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,-0.101032167674421,-0.149859981257767,-0.0715705661385795,-0.000668065053862132,0.017045619668546,0.00662026454741838,0.150838228394209,0.569719773385047,0.0289246277475739,-0.0288882349930616,0.380390177307128,-0.0314473498670506,-0.251905700482842,-0.367896578469455,-10652.6177121385,-9016.83686245808,-8917.87124305745,-8907.35022753255,NA,NA,NA,1739.9066531769,233.584272339181,40.4589274572371,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
34,"logit_random",-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,-0.0612395301322322,-0.198861866279818,-0.0907551397842778,0.169244772047071,0.0117511655811608,0.274034507249128,-0.493025180804493,-0.039537451518431,-0.181845799757251,-0.00115292054473594,-1.36277655689635,-0.0919186833559763,-0.475684352472491,-0.345335389542844,-9499.7688188056,-8917.61246281157,-8907.37212423204,NA,NA,NA,NA,556.31798210258,26.3403054301839,NA,NA,NA,0,"pruned_test1_too_close",1,1,-8907.05057532203,1,"best",4
35,"logit_random",-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,-0.0420055038857105,-0.150328643111041,-0.195387062694713,0.247425178057852,0.00848050379292153,0.0766494491066391,-0.348035671731019,0.521219978738037,-0.167775546452111,-0.068890676831852,-2.43901742579251,0.00377616959506436,0.0628597086738517,0.446871385998453,-9468.86841057531,-8954.1045077274,-8911.58781088542,-8907.37959011311,NA,NA,NA,419.33500763134,313.177503215098,26.9930568824503,NA,NA,0,"pruned_test1_too_close",2,1,-8907.05057532203,1,"best",4
36,"logit_random",-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,-0.124902883436747,-0.0533488824799568,-0.0580093017236699,0.131374479186277,0.0654253473919174,0.239977794934405,-0.345406876928971,0.181575411619678,-0.0691286827005188,0.0685416036210783,-0.299069125899662,-0.0542673937623765,-0.219420234509595,-0.275805634183396,-10557.7166520886,-9314.70145436124,-9310.08201657042,-9310.08201137498,NA,NA,NA,47.6364786078001,1.61970924751098,1.42534313636853,NA,NA,3,"test0_worse_conv",0,1,-9310.08201137498,3,"test0_worse_conv",36
