"Class_1","Class_2","model"
-3.69253196081686,-3.25212895319006,-3.37010000378028
-2.73719302071064,-5.14627507941558,-3.06795618869759
-1.9314653019466,-2.20353305041731,-2.0315193091229
-50.2497441217766,-34.2387473360805,-35.6693461706906
-12.0700641736709,-22.5482131070634,-12.8673005843345
-8.15587853325142,-6.01017838285533,-6.18696187409551
-2.66833305716842,-3.84030180154495,-2.85946654555556
-5.65518470489133,-3.95951614987411,-4.18786631845075
-9.58574969487243,-10.8812580962874,-10.0389724006229
-1.93436869392887,-2.32647512698772,-2.05014044158044
-5.4248954145333,-6.17828559297402,-5.66871529817445
-10.1800934423667,-9.24664042084129,-9.5662654662859
-1.15970217354514,-2.61345583259117,-1.3044145673327
-36.5938137892006,-53.0955310788868,-39.4482107101714
-12.3068749159643,-20.2444977836565,-13.4091509856989
-6.45267875190443,-13.3627683019233,-7.13513760321193
-8.94542902497489,-14.5819245752567,-9.65241683101863
-13.7789272447186,-21.69253844855,-15.0860427084011
-32.8355699756595,-19.705207297041,-20.9493512211798
-20.895945172257,-16.7738979994089,-17.4224151461766
-34.4751486474879,-23.4937026767056,-24.6535085215167
-26.901952279162,-14.6207935730572,-15.3095179171502
-10.1172506642092,-8.42774156336222,-8.73779216777804
-2.71048140648576,-3.98924173279883,-2.99466138492957
-3.26942542061586,-2.8785901100126,-3.00461595048675
-2.20197780047646,-3.280025350871,-2.34575722275365
-4.53295128474605,-4.98750037363362,-4.67801108871585
-6.48896614664223,-6.61461548221896,-6.54831862041712
-1.81405757551199,-2.81176185601432,-1.95350270026805
-1.85910838236873,-3.20359699614534,-1.99969613286994
-4.83441742770577,-4.86462371033983,-4.84941941087914
-43.710104708499,-35.6809388573926,-37.6822556541339
-7.41169471963689,-6.52901003048687,-6.76908869106948
-2.03975700156011,-3.0016842723917,-2.22438902442042
-5.3157755534552,-5.8178232789368,-5.48339567854653
-11.9851223549117,-7.44738876375841,-7.88323386020697
-11.2219452551493,-8.48166392125756,-8.82441599926567
-4.36216099333371,-3.61458619465583,-3.78449322138073
-5.82436119876472,-4.44557111605472,-4.63068651832547
-4.58043348106934,-7.70607732637825,-5.02590497946712
-3.0729325410179,-4.6132441698446,-3.35953448838141
-4.91443331948797,-3.74281918949256,-3.93836462910098
-1.48962960122653,-2.24545856787811,-1.625847237114
-3.20004387564561,-3.02922898841512,-3.09604793384511
-14.5575302958719,-10.7844083776181,-11.268581981352
-6.71809703518317,-4.1484916682662,-4.34932942181136
-12.0333055118601,-7.41343765270176,-7.64396743564144
-7.68648483302309,-7.12473077019952,-7.31816342718917
-82.6574079034385,-48.1994619277509,-51.6057242721726
-2.31156644303056,-3.4079498117663,-2.49045804688449
-7.80684688115802,-9.53835445064401,-8.18353846159561
