"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2","logLike"
-0.195050428292388,-0.0981460596749202,-0.180120975216229,0.374192950132856,0.354084609000366,0.198509114319053,-0.0613273635907696,0.373713665619452,-0.059707800566898,0.082338873279109,-1.05674812769169,-0.156726224830763,-0.315017651750856,0,-0.0412755365443247,-0.0967780620244989,-0.118111647086765,-0.0336649267068631,-0.0963298747878928,0.120600425269925,-0.32293687961126,0.316871878206261,-0.371792212102119,-0.172679674849051,-1.41676285131117,-0.0180583185357458,-0.455270891296929,0.592961010956252,-8907.04978848499
-0.19505705401548,-0.0983400547099254,-0.180154439322701,0.374836834722182,0.354666104785928,0.199290001936366,-0.0606253815674963,0.373948224152522,-0.0597097440814772,0.0821793584440097,-1.05745376850175,-0.157191691961027,-0.315238304046392,0,-0.0412714043058102,-0.0967606179235545,-0.118099943444513,-0.0338351171863087,-0.0964630902283211,0.120483462054031,-0.322815268685063,0.316965718006635,-0.3717259615732,-0.172494021431305,-1.4165566300388,-0.0180439410146106,-0.455313632368195,0.592356112303987,-8907.04972742482
-0.195055505828512,-0.0983332794948947,-0.180144263266468,0.375080040794428,0.35489808630273,0.199547123199113,-0.0605269667889754,0.374001403266668,-0.0598184566677257,0.0820481222191663,-1.05762140591288,-0.157226436763547,-0.31536085399374,0,-0.0412694684224114,-0.0967610817982326,-0.118100226814604,-0.0338597402387763,-0.096462170401685,0.120446009298395,-0.322877543864886,0.316939523547196,-0.371667652705241,-0.172578241351204,-1.41646931486332,-0.0179951395962907,-0.455302847286437,0.592273772863341,-8907.04967948174
-0.195060144593483,-0.0983338165956646,-0.180144828108402,0.375248378825397,0.355058894606392,0.199699151255981,-0.0604618703024414,0.373893116038339,-0.0598933430255849,0.0819483511829309,-1.05769414901386,-0.157209484738154,-0.315466531164264,0,-0.0412702676228797,-0.0967617960516125,-0.118101864776656,-0.0338855061945132,-0.0964894828024949,0.12042861880105,-0.322903462781738,0.316959298264127,-0.371627088201103,-0.172518667946202,-1.41649597109478,-0.0180275197841036,-0.455289304884788,0.592294382291029,-8907.04965443542
-0.19508013538605,-0.0983394428194134,-0.18015968358612,0.375586529825535,0.35535585512999,0.19986157004795,-0.0601142991022715,0.373923778115631,-0.0598180347695585,0.0817732127021374,-1.05768086554862,-0.157192289346291,-0.315590797426544,0,-0.0412744351873513,-0.0967622692252706,-0.118103011082356,-0.0339599806712544,-0.0966035357625417,0.120395104272873,-0.322913876458414,0.316976058905936,-0.371750215619243,-0.172518835696286,-1.41654792312403,-0.0180222660693161,-0.455300702538551,0.592698091622296,-8907.04962604555
-0.195111404700764,-0.0983390546844488,-0.180180461127491,0.375925289209765,0.35565441507937,0.200045151545699,-0.059692966743356,0.373860545473319,-0.0596900168436934,0.0817488197113258,-1.05758070939409,-0.157313214811722,-0.315517614599554,0,-0.041280003080663,-0.0967589941644421,-0.118103822926919,-0.033957433068571,-0.0964634138201819,0.120274486957596,-0.323042783715468,0.316992503168227,-0.37160829059613,-0.172556189362697,-1.41645397971943,-0.0182135256663075,-0.455226705139863,0.593153245012166,-8907.04962456287
-0.19511493450701,-0.0983388546266098,-0.18018317988682,0.375967688567066,0.355689060981713,0.200078481028469,-0.0596413443802051,0.373846062726028,-0.0596886867196569,0.0817757269201789,-1.05757126221565,-0.157318863093903,-0.315486032872399,0,-0.041280662375497,-0.0967589546881538,-0.11810397179319,-0.0339455639268045,-0.0964503841326172,0.120283823488342,-0.323067048580488,0.316993538365472,-0.371574336680258,-0.172543681502396,-1.41645063310443,-0.0181843720136189,-0.455258034835024,0.593211612179696,-8907.0496206596
-0.195126347827951,-0.0983396617436771,-0.180186659799099,0.376092869408462,0.355782612228259,0.20021952969465,-0.0595084356390937,0.37386392015166,-0.0597829772307858,0.0819465770959906,-1.05755897694818,-0.157234298701173,-0.315317543906966,0,-0.0412818469574983,-0.0967586252217385,-0.118104830956157,-0.0339110179367561,-0.0964838824312362,0.120399790206115,-0.32306501931987,0.316996934175542,-0.371526309916268,-0.172529212674563,-1.41646089432722,-0.018170673411989,-0.455160657412278,0.593350485238362,-8907.04961675195
-0.195135110377729,-0.0983371363751595,-0.18018475605846,0.376205242788526,0.355882143399915,0.200351337055218,-0.0593519742117751,0.373818076866246,-0.0599045483566179,0.0821312487560417,-1.05749880379706,-0.157021680536637,-0.315166386036597,0,-0.0412826458872814,-0.0967598336143768,-0.118106181324055,-0.0338840195497959,-0.0964280191538531,0.120370901594118,-0.322985020914438,0.317014951248642,-0.371614761961751,-0.172526276412938,-1.41636739226826,-0.0181705623512008,-0.45517054468553,0.593403766217587,-8907.04960888572
-0.195133442207474,-0.0983377496386848,-0.180186565635055,0.376246893802897,0.35592961998395,0.200375436206203,-0.0592729938417168,0.373828371030248,-0.059868315459653,0.0821442848345586,-1.05742553234001,-0.156880799979045,-0.315126061484007,0,-0.041282604140883,-0.09676071727222,-0.118105424594277,-0.0338897911991887,-0.0964186336931881,0.120386775873929,-0.323017898366913,0.317011191691478,-0.371593039917022,-0.172532580829089,-1.41639247254217,-0.0181759030740438,-0.455173195425493,0.593330545136276,-8907.04960117869
-0.195126570541675,-0.0983288689250561,-0.180188407104413,0.376314809148248,0.356019150313005,0.200463583144432,-0.0592858710623252,0.373833419440447,-0.0598583519644544,0.0821605915609072,-1.05723205331933,-0.156860105860199,-0.315052573214141,0,-0.0412820267935879,-0.0967657100765569,-0.118102916850059,-0.0338624962717805,-0.0965190200862627,0.120319986523403,-0.323046052207924,0.317004173051109,-0.371604893601339,-0.172578277311561,-1.41647867346524,-0.0181936560766088,-0.455211357142098,0.59321540964209,-8907.04958496324
-0.19511427428624,-0.0982962828681486,-0.180182772988205,0.376363701143073,0.356223012196096,0.200738560335104,-0.0593969772519641,0.373840388278242,-0.0598670926927196,0.082240024972048,-1.05681924302979,-0.15693235584204,-0.315001191225662,0,-0.0412808920583519,-0.0967847664502672,-0.118100913670873,-0.0342432903452752,-0.0964795139985039,0.12029512524689,-0.323094991993335,0.316994477762587,-0.371686947208028,-0.172670986814667,-1.41672032809697,-0.0181556595553679,-0.455256570423951,0.593017417621137,-8907.0495760591
-0.195153072143796,-0.0982416735348778,-0.18017963480608,0.375975307662109,0.356082195054656,0.201085238703264,-0.059499514857141,0.37379704962506,-0.0597681554561817,0.0823278212011884,-1.05699870522285,-0.157037850701592,-0.31585120224681,0,-0.0412842330146622,-0.0968151849945516,-0.118100127763764,-0.0340908449982638,-0.0965138288740385,0.120254506129662,-0.323184438424798,0.317007307337328,-0.371654389199885,-0.172626082695624,-1.41657680837766,-0.0179288381084591,-0.455048898711183,0.593106048435724,-8907.04955259028
-0.19518063995775,-0.0982278253215097,-0.180180568051747,0.375937151944296,0.355989503165769,0.200939387057586,-0.05957471613676,0.373729656058704,-0.0598535167748927,0.081999352502081,-1.05736744738413,-0.157129133802553,-0.315844648818958,0,-0.0412864657496931,-0.096825940874414,-0.118102888440962,-0.034046123285682,-0.0964630071815547,0.120308006582728,-0.32315747547032,0.317034650236197,-0.371670893618299,-0.172608498152321,-1.41649456697634,-0.0178631024295126,-0.455024674487306,0.593169731591299,-8907.04950229411
-0.195191701749267,-0.0982242918745079,-0.180172246136195,0.376084982589526,0.355993736938324,0.200706137614959,-0.0596013547108506,0.37369076016833,-0.0598993268746303,0.082093985587312,-1.05751234306492,-0.157174786463867,-0.315948981466054,0,-0.0412869484589358,-0.0968286777129564,-0.118106836368808,-0.0340681247504376,-0.0964835833487921,0.120362174803814,-0.323162871993941,0.317047675730531,-0.371658951426161,-0.17269989906547,-1.4164938536436,-0.0179193079553878,-0.455088601443203,0.593157162910383,-8907.0494945831
-0.195192161037026,-0.0982245077786489,-0.180172055730326,0.37609678783472,0.35599199965927,0.200693917718578,-0.0596044712157896,0.37369897555407,-0.0599036575589821,0.0821010696972101,-1.05752320114795,-0.157174128771141,-0.315952089503678,0,-0.0412869962176001,-0.0968291308623256,-0.118107153573953,-0.0340651308879894,-0.0964743076065322,0.120346948395625,-0.323165692071856,0.317046663999354,-0.371659077623472,-0.172695488587465,-1.4165098341993,-0.0179157544208306,-0.455084401189735,0.593157629044866,-8907.04949401531
-0.195192080129421,-0.0982242248251328,-0.180170656171827,0.376169846466558,0.355911739189526,0.200673690959388,-0.0596018221417196,0.373693548993071,-0.0599138329983169,0.0820834727450212,-1.05751372184361,-0.157163974318745,-0.315927721552375,0,-0.0412869285701034,-0.0968290306858946,-0.118107353503522,-0.0341023998705105,-0.0965095291650118,0.120311923574281,-0.323199102940264,0.317046460146847,-0.371652835751152,-0.172667227080521,-1.41647224471003,-0.0178900131087624,-0.455060401538535,0.593148397341893,-8907.0494899655
-0.195192568577669,-0.0982348837326723,-0.180177336326809,0.3761224204389,0.356015354839452,0.200559818348426,-0.0595582341134579,0.373685019991268,-0.0599514717227997,0.0819415157082974,-1.05763210226132,-0.157078194475633,-0.315701931375123,0,-0.0412869241706895,-0.0968257534312627,-0.118106504700774,-0.0340633426017935,-0.0965812948373429,0.120271326686895,-0.323233695465834,0.317048967840785,-0.371641915025246,-0.172702095416961,-1.41650949945401,-0.0179531579808525,-0.455143756572827,0.593113902325339,-8907.04945927589
-0.19519025479121,-0.0982338435895156,-0.180176700541765,0.376204854607677,0.356002121980711,0.200553414009739,-0.059571891042557,0.373689372886006,-0.059933905827754,0.0818853465286519,-1.05758110522857,-0.157097989031084,-0.315701978949718,0,-0.0412868604768047,-0.0968254998123926,-0.118106821997594,-0.0339649887842095,-0.0964934039705496,0.120360301535244,-0.323140388100051,0.317049756000577,-0.371658464578083,-0.172695802735273,-1.41652550169127,-0.0179465023091582,-0.455145626580945,0.593085701296504,-8907.0494544421
-0.195192738423917,-0.0982358088185927,-0.180176375729644,0.37625590828336,0.356062040842371,0.200541858131696,-0.0596755140583906,0.373674549239442,-0.0598173793429433,0.0818835299590441,-1.05763134996283,-0.157057316157002,-0.315636021201614,0,-0.0412867917732861,-0.0968249481575603,-0.118107308601754,-0.0339643065763361,-0.0965079148259476,0.120350349735595,-0.32312670271266,0.31705274660775,-0.371667837111976,-0.172670223381773,-1.41648142247727,-0.0179283937705194,-0.45513017178383,0.593089429266491,-8907.0494534187
-0.195192258422325,-0.0982384973756799,-0.180178134131515,0.376284475296656,0.355998242563052,0.200526936694589,-0.0596343360262155,0.373673920228797,-0.059856130307723,0.0818119039390361,-1.05766715177075,-0.157027915133506,-0.315558736066978,0,-0.0412868369566705,-0.0968241871552277,-0.118107490753673,-0.0339478748061176,-0.0965221771216448,0.120340888099709,-0.323139220078632,0.317054090424291,-0.371662958353085,-0.172700469950149,-1.41651836503248,-0.0179689078507041,-0.455179557337577,0.593075466406805,-8907.0494487664
-0.195191027844503,-0.0982395106590059,-0.180178737285488,0.376273813521402,0.356035769113584,0.200465056884026,-0.0595996749481885,0.373677219474979,-0.0599059703892117,0.0817853595264053,-1.05763868056353,-0.157041811418458,-0.315546724049295,0,-0.0412867773598933,-0.0968235258343256,-0.118106782877959,-0.0339402200422597,-0.0965302337105025,0.120338105894979,-0.323144679089636,0.317052188288351,-0.371658265939917,-0.172672469967249,-1.41649831418358,-0.0179417155396013,-0.455155232677726,0.593055645447679,-8907.0494476237
-0.195190086615126,-0.098240280315428,-0.180179637324635,0.376272993344095,0.355996710970195,0.20045581139831,-0.0595531001779268,0.373680936404435,-0.0599559956638674,0.0817520056688529,-1.05763887624449,-0.1570405161653,-0.315528517886636,0,-0.0412868095633018,-0.0968232682268669,-0.118106679854653,-0.0339318517522586,-0.096532939186368,0.120336859791923,-0.323153333940952,0.317051870756201,-0.371653508744855,-0.172689376040558,-1.41652357067495,-0.0179613085059285,-0.455178325581442,0.593046768552702,-8907.0494470137
-0.195190090972251,-0.0982402770229557,-0.180179633512377,0.376272987965363,0.355996917052418,0.20045580852289,-0.0595533665221843,0.373680918546631,-0.0599557372864769,0.0817521482170867,-1.05763887333077,-0.157040506232209,-0.315528558851807,0,-0.0412868093167865,-0.0968232692372023,-0.118106680183049,-0.0339318753370129,-0.0965329251878177,0.120336870201527,-0.323153279712746,0.317051871674708,-0.371653535885803,-0.172689280175066,-1.41652343873323,-0.0179612056371743,-0.455178212540591,0.593046798563879,-8907.04944701369
-0.19519009076258,-0.0982402804726259,-0.180179630042523,0.376272986654369,0.355996917556635,0.200455808308685,-0.0595533704139383,0.373680918768159,-0.0599557365542519,0.0817521684644,-1.05763886471804,-0.157040497924597,-0.315528550551548,0,-0.0412868092710976,-0.096823266128857,-0.118106680188475,-0.0339318751608272,-0.0965329322018409,0.120336870260237,-0.323153273556661,0.317051871877272,-0.371653538254716,-0.172689281276167,-1.41652343908873,-0.0179612057932267,-0.455178212874845,0.593046796000337,-8907.04944701369
