"model_name","cores","inter_draws","intra_draws","batch_number","sys_elapsed_seconds","proc_user_seconds","proc_system_seconds","proc_elapsed_seconds","proc_total_cpu_seconds","timestamp"
"LCL8_none_pref",1,0,0,1,0.0660837888717651,0.0590000000000146,0.00600000000000023,0.064000000001397,0.0650000000000148,"2025-11-14 14:13:34.917"
"LCL8_none_pref",1,0,0,2,0.0950029850006104,0.0949999999999818,0,0.0949999999982538,0.0949999999999818,"2025-11-14 14:13:35.579"
"LCL8_none_pref",1,0,0,3,0.0673903942108154,0.0640000000000327,0.00300000000000296,0.0690000000002328,0.0670000000000357,"2025-11-14 14:13:36.529"
"LCL8_none_pref",1,0,0,4,0.0709713935852051,0.0679999999999382,0.00499999999999545,0.0700000000011642,0.0729999999999336,"2025-11-14 14:13:37.204"
"LCL8_none_pref",1,0,0,5,0.0657816171646118,0.0640000000000327,0.00100000000000477,0.0660000000003493,0.0650000000000375,"2025-11-14 14:13:37.914"
"LCL8_none_pref",1,0,0,6,0.0734286069869995,0.0619999999999891,0.00999999999999659,0.0720000000001164,0.0719999999999857,"2025-11-14 14:13:38.573"
"LCL8_none_pref",1,0,0,7,0.07308349609375,0.0720000000000255,0.000999999999999091,0.0740000000019791,0.0730000000000245,"2025-11-14 14:13:39.308"
"LCL8_none_pref",1,0,0,8,0.0743664979934692,0.0739999999999782,0,0.0729999999981374,0.0739999999999782,"2025-11-14 14:13:40.040"
"LCL8_none_pref",1,0,0,9,0.0837794780731201,0.0729999999999563,0.0110000000000014,0.0850000000005821,0.0839999999999577,"2025-11-14 14:13:40.785"
"LCL8_none_pref",1,0,0,10,0.0815272092819214,0.08100000000004,0,0.0820000000006985,0.08100000000004,"2025-11-14 14:13:41.623"
"LCL8_none_pref",1,0,0,11,0.103319406509399,0.0989999999999782,0.00500000000000114,0.102999999999884,0.103999999999979,"2025-11-14 14:13:42.440"
"LCL8_none_pref",1,0,0,12,0.0954196929931641,0.0930000000000291,0.00299999999999727,0.0959999999991851,0.0960000000000264,"2025-11-14 14:13:43.474"
"LCL8_none_pref",1,0,0,13,0.088251781463623,0.0859999999999673,0.00200000000000387,0.0869999999995343,0.0879999999999711,"2025-11-14 14:13:44.429"
"LCL8_none_pref",1,0,0,14,0.0987471103668213,0.0880000000000109,0.00799999999999841,0.0990000000019791,0.0960000000000093,"2025-11-14 14:13:45.313"
"LCL8_none_pref",1,0,0,15,0.07969810962677,0.0800000000000182,0,0.0800000000017462,0.0800000000000182,"2025-11-14 14:13:46.301"
"LCL8_none_pref",1,0,0,16,0.0810838937759399,0.0789999999999964,0.00299999999999727,0.0809999999997672,0.0819999999999936,"2025-11-14 14:13:47.099"
"LCL8_none_pref",1,0,0,17,0.0720399141311645,0.0670000000000073,0.00600000000000023,0.0720000000001164,0.0730000000000075,"2025-11-14 14:13:47.911"
"LCL8_none_pref",1,0,0,18,0.0647497892379761,0.0640000000000327,0,0.0639999999984866,0.0640000000000327,"2025-11-14 14:13:48.632"
"LCL8_none_pref",1,0,0,19,0.0748327016830444,0.06899999999996,0.00600000000000023,0.0770000000018626,0.0749999999999602,"2025-11-14 14:13:49.280"
"LCL8_none_pref",1,0,0,20,0.0651687145233154,0.0659999999999854,0,0.0639999999984866,0.0659999999999854,"2025-11-14 14:13:50.029"
"LCL8_none_pref",1,0,0,21,0.0657500028610229,0.0650000000000546,0,0.0670000000012806,0.0650000000000546,"2025-11-14 14:13:50.681"
"LCL8_none_pref",1,0,0,22,0.0727381944656372,0.0679999999999382,0.00500000000000114,0.0720000000001164,0.0729999999999393,"2025-11-14 14:13:51.340"
"LCL8_none_pref",1,0,0,23,0.0643489122390747,0.0619999999999891,0.00300000000000296,0.0639999999984866,0.064999999999992,"2025-11-14 14:13:52.068"
"LCL8_none_pref",1,0,0,24,0.068171215057373,0.0640000000000327,0.00299999999999727,0.0670000000012806,0.06700000000003,"2025-11-14 14:13:52.712"
"LCL8_none_pref",1,0,0,25,0.0681385040283203,0.0630000000000109,0.00600000000000023,0.0699999999982538,0.0690000000000111,"2025-11-14 14:13:53.394"
"LCL8_none_pref",1,0,0,26,0.0613542079925537,0.0609999999999673,0,0.0600000000005821,0.0609999999999673,"2025-11-14 14:13:54.077"
"LCL8_none_pref",1,0,0,27,0.070330286026001,0.0619999999999891,0.00799999999999841,0.0720000000001164,0.0699999999999875,"2025-11-14 14:13:54.691"
"LCL8_none_pref",1,0,0,28,0.0661427974700928,0.0660000000000764,0.00200000000000387,0.0649999999994179,0.0680000000000803,"2025-11-14 14:13:55.395"
"LCL8_none_pref",1,0,0,29,0.0608088970184326,0.0609999999999673,0,0.0610000000015134,0.0609999999999673,"2025-11-14 14:13:56.057"
"LCL8_none_pref",1,0,0,30,0.070907998085022,0.0609999999999673,0.0089999999999975,0.0720000000001164,0.0699999999999648,"2025-11-14 14:13:56.665"
"LCL8_none_pref",1,0,0,31,0.0655968189239502,0.0640000000000327,0.00199999999999818,0.0639999999984866,0.0660000000000309,"2025-11-14 14:13:57.375"
"LCL8_none_pref",1,0,0,32,0.0695991992950439,0.0640000000000327,0.00600000000000023,0.0700000000011642,0.070000000000033,"2025-11-14 14:13:58.032"
"LCL8_none_pref",1,0,0,33,0.0644237995147705,0.0589999999999236,0.00500000000000114,0.0649999999994179,0.0639999999999247,"2025-11-14 14:13:58.728"
"LCL8_none_pref",1,0,0,34,0.0629130125045776,0.0630000000000109,0,0.0619999999995343,0.0630000000000109,"2025-11-14 14:13:59.373"
"LCL8_none_pref",1,0,0,35,0.0693341970443726,0.0640000000000327,0.00600000000000023,0.0700000000011642,0.070000000000033,"2025-11-14 14:14:00.003"
