"stage","candidate","LL","gradNorm","mu_b_Price","sigma_b_Price","mu_b_Acceleration","sigma_b_Acceleration","mu_b_OpCost","sigma_b_OpCost","mu_b_hev","sigma_b_hev","mu_b_phev20","sigma_b_phev20","mu_b_phev40","sigma_b_phev40","mu_b_bev","sigma_b_bev","mu_b_bevRangeRel","sigma_b_bevRangeRel","mu_b_noBEVFC","sigma_b_noBEVFC","mu_b_american","sigma_b_american","mu_b_chinese","sigma_b_chinese","mu_b_japanese","sigma_b_japanese","mu_b_skorean","sigma_b_skorean"
1,1,-9336.048053076,NA,-0.065961032,0,-0.086724325,0,-0.123458989,0,0.078787462,0,0.017337116,0,0.133321046,0,-0.225292786,0,0.305755872,0,-0.261643415,0,-0.113318709,0,-1.203619405,0,-0.05776064,0,-0.392742187,0
1,2,-9452.88885165104,NA,-0.132912054426738,0.0418113981378621,-0.208144181950279,0.0594383206814195,0.0536839649387229,0.153017643978132,0.0163597535704103,0.0711940619246542,0.0300538239769687,0.0118731085296756,0.245299918414363,-0.0712174719987728,-0.504397063887767,0.280850477586332,0.107327290450457,-0.236827005948562,-0.374343673605533,0.411165217709385,-0.308996258596503,0.150645837012744,-1.62051004854112,-0.677960388258901,-0.0797503584503724,0.0277136805346654,-0.880861206584268,-0.179565895491704
1,3,-9448.63081837913,NA,-0.0712139533661922,-0.112627700921708,-0.19240022045629,0.0396966550886823,0.0249250278111695,0.227108462596695,0.0278937555077425,-0.0202591075808347,0.00994047540587103,0.030976935116614,0.137548552518992,-0.117642927443387,-0.311056722408166,0.121920934405497,0.269285099098187,0.320281661518812,0.111432042623634,0.0503397884084512,-0.183765612923721,0.017424056048382,0.0701965863901546,-1.03909973778666,-0.00587049885576766,-0.0152764281459576,-0.193867724699412,0.039172021429356
1,4,-9559.83833869376,NA,-0.0813290964109317,0.00129854488670962,-0.190848668388288,0.160161822880182,-0.049522388879578,0.27597540424657,0.0285058421833901,-0.0339869424364027,0.0195647916453903,-0.00546444086607271,0.163512854311645,0.069577988345734,-0.338611848499015,0.0732968162530423,0.336289730961208,-0.193837863252974,-0.204563255166519,0.24697260260934,-0.227538140430763,-0.0188767615040274,-2.40881335754491,-0.419142788568179,-0.111587894513082,0.00106286718550799,-0.329754383878824,0.148394408932475
1,5,-9464.30417478375,NA,-0.119868868325778,-0.0197089167272528,0.120825683531308,-0.294968867761938,-0.0239286252027222,-0.189821549283087,0.0703832076392433,0.0294687458145735,0.0215842923979127,-0.00875314314156159,0.170873722173025,0.135421690333944,-0.166412205694935,0.248138401700126,0.637759360958464,-0.25246352215309,-0.0447977359826813,0.437038284657255,-0.0986321884497103,0.129187256057766,-1.35156243393967,-1.47248830001944,-0.0388663506888984,-0.0490246223345584,-0.00846075329395007,0.133775475126977
1,6,-10186.1952787386,NA,-0.0150331234486085,-0.0291391318660537,-0.250481955884456,0.00229319622559941,-0.0268721542641544,-0.172773486908185,0.0633275327614344,-0.114143788267029,0.00612873638359776,0.0105473693559925,0.0519263669307847,0.0850611423267727,-0.408192162674618,-0.229138382013874,0.824467685204142,-0.568383681466218,-0.318685040372728,0.115892138240721,-0.367484037780109,0.0146143942488505,-1.80682875388205,0.0238907278629354,0.00982932457860954,-0.0306220556470988,-0.187416847975946,0.140137904176508
1,7,-9199.08045715487,NA,-0.0768849661652772,0.0389813417193666,-0.0395431095354332,0.0321157351956643,-0.114618155495735,0.0911261665665155,0.137481293469902,-0.0391030361226561,0.0323888616885379,0.0277606144244523,0.0785332682507124,-0.167436881187128,-0.785601914920043,-0.160075060186843,0.521361965660468,-0.255201599082589,-0.631930550302535,-0.208817042715882,-0.129453671111338,-0.258049481429449,-1.84366771010148,-3.14292431372832,-0.0959650371122539,-0.0120633845082927,0.118986849744347,0.154540286340336
1,8,-9993.60600459398,NA,-0.00178923084774839,-0.0748209711347047,-0.15479178389205,-0.069495772022014,-0.247819182556086,0.0649262170353303,0.144129758547522,0.121286490652446,0.0145745879969523,-0.0250104907803924,0.0589859444313257,0.0590244975930964,-0.0133582856294377,-0.198156986416773,0.459843860679036,0.0932803097966057,0.38996453469324,0.275222793879027,0.0673970423590694,-0.016802702170065,-1.74293400127371,0.755811383425589,-0.0883787917388592,-0.0385015964839094,0.538816573108752,0.359689550966407
1,9,-12296.4503371194,NA,0.0472633207333241,-0.0289400457960296,0.0345488442004983,0.000200517261321052,-0.192215211497694,0.021318656959442,0.140767520772346,0.13702585535372,0.029540797372284,-0.0107648405473935,0.338052510949878,-0.0721323752370709,-0.177498957200501,-0.256671616539392,0.446002124838999,0.0205883502364358,-0.227926983192503,-0.227789926035462,-0.289170374075875,0.127067981334929,-1.8317985056358,0.530402941853638,-0.0618860981176783,0.121090574591898,-0.263641402065208,-0.55394955302542
1,10,-10394.2719409086,NA,-0.0491253357788771,0.0227500502184837,-0.0142024169877056,-0.0932542288871409,-0.467462017986619,0.112135900189491,0.030857325820613,0.0201380978875998,0.0246502350402975,0.0333284838053042,0.0876029306252998,0.0846003673824316,-0.405025317175306,0.159064652471556,0.713666804276697,-0.407487283073082,-0.0617312205943073,-0.178141203774877,-0.169471087204508,-0.0861194461210689,-2.66844598020317,-0.999419132097158,-0.0893970163452795,0.153631363786929,-0.830907893060552,-0.122809176786241
1,11,-9945.15007441438,NA,-0.0417809629912746,-0.0296429121939894,-0.189639912450591,0.0799688250028549,-0.167521533871157,-0.220471501547464,0.0695421510829192,-0.157832013194851,0.0134331131262534,-0.00324810631523389,-0.0174968235560358,0.0777844506744358,-0.486719893480532,-0.126556417951134,0.433927551257205,-0.188003107841085,-0.503935213312242,0.114693979393793,0.00102187799882236,-0.0400448071110924,-2.73020387017491,0.121359469160592,-0.00209572851021411,0.0703116086108548,-0.38482075612733,0.155818205837632
1,12,-11961.9592811097,NA,0.0119250445977048,0.00289042703459473,-0.194801934345832,0.0156263765993452,-0.0785051187986113,-0.249270593613312,0.170394170137053,-0.0568048473163445,0.0217592377065922,-0.017779552891541,0.23621290798479,-0.192226880831386,-0.106959458593276,-0.0917661824638589,0.10648285048066,-0.275521666183104,-0.227612636537947,-0.132351041854435,-0.0355456376627489,0.255638949652463,-1.43884742799252,0.461811602097307,-0.0233522426319995,0.0644813681026797,-0.239180783065687,0.22991652149279
1,13,-9652.54815848392,NA,-0.0235354193568555,-0.0374653111791256,-0.176533053434563,0.196317561870093,-0.015785821560972,-0.235953721124405,-0.00388776279833757,-0.00741275530316826,0.0332891193072607,0.00174128521631279,-0.0198036704381182,-0.0622329536783723,0.0372621280917204,0.0364680293794376,0.721071123011249,0.170865138613835,-0.442952729470775,-0.085629509997319,-0.0613376777142786,0.0544332715756158,-1.11880723907144,-0.782740054741725,-0.0361916166803297,-0.0418794842386794,-0.462763923679291,-0.0983889341775169
1,14,-10847.3922848144,NA,0.0194797351503173,0.12036966914525,-0.208503398709718,0.0268618852666855,0.258243171224162,-0.218888438783722,0.0884505956354622,-0.0819670603534173,0.0179754892177064,-0.0122316882116963,0.131241884983924,-0.169692362916772,-0.222694250553487,0.154046845680949,0.184249026190442,0.0176928221226563,-0.409380195653824,-0.132571831031735,-0.344262080564568,-0.112587056359186,-0.401919212406835,0.81495032913839,-0.0520990510393699,0.000653442361335,-1.35880045988418,0.0906271638455734
1,15,-9591.6171618443,NA,-0.053565761945061,0.0285612963435328,-0.134863889629749,0.0845153977506449,-0.279774647582378,0.021668650833268,0.220241360153996,-0.0341443351844107,0.0292090862139712,0.0164688956677438,0.490805570597014,0.0197502768739335,-0.685010693648826,0.269881951071072,0.596505276745004,-0.312819260577048,-0.3764026157433,-0.00541052142380344,-0.0606466297813059,-0.0737542780266758,-1.20640488997962,-0.416496220548904,-0.0534697144400409,0.0295942763607784,-0.24313753023991,0.581786484325412
1,16,-10034.3517284029,NA,0.0389964983824896,-0.0893090129174105,-0.117212772553138,-0.0245760827963209,-0.00529722712770103,0.112981742477189,0.10797303379065,0.0876837822099421,0.0391377889010446,-0.0026915629692099,0.124821178458521,0.0479041885000595,-0.591330530498259,-0.0940207683431389,-0.0485909788961864,-0.103031652530146,-0.0969486144731702,0.400056835223809,0.0442034404747363,-0.102850077610105,-1.86398769030575,-0.538911285006506,-0.0692962441828369,-0.0580030456773904,-0.280646732621379,-0.396280622749412
1,17,-9144.20322777796,NA,-0.0696006995384394,0.0761497625451887,-0.0288937597843522,0.00396296024797864,-0.0758152242707508,0.138283174697537,0.107163358728266,-0.0241984157995123,-0.00163788501537906,0.0148904495611552,0.0844670028749892,-0.0114275998497729,-0.320971713982125,-0.057419304935267,0.180427704042904,0.558316119933511,0.142753518612512,-0.206637851265592,-0.379732067460012,-0.0364188013237482,-2.4210685080577,0.502074471935136,0.0210838735666138,0.0650366023063595,-0.390412223208651,-0.732009011038161
1,18,-9496.33487301113,NA,-0.0106546115804034,0.060732759276188,-0.122813498043865,0.061287444718828,-0.0355431927569553,-0.0992180592987164,0.0246573040192765,-0.0326277596757787,0.0305516293399529,0.0224269516524331,0.235467773088104,0.0445214615237821,-0.157737404379368,0.258303777409292,0.0826367586658131,0.260526280446843,0.140345262508533,0.0855085258640627,-0.00268453255421415,0.154408182137997,-1.51843833083953,0.467827280538713,0.0113179833845037,-0.0882885620164709,-0.591042304157456,-0.170379824077727
1,19,-9165.98184840374,NA,-0.0554488140775502,-0.0295939093028694,-0.137904143980728,0.0470274038239016,-0.157041426599122,-0.0369900452481361,0.267796401704313,0.0173115297922747,0.0516532927242104,-0.0149876830455327,0.242910164966734,-0.216778690143027,-0.187182068379914,-0.00511195839156654,-0.0407955823773637,0.535935572695424,-0.584881901446144,-0.163112076499438,0.149113316904015,0.0113809930865495,-0.55640718219213,-0.838477565488726,-0.101691787437463,-0.0560895496890796,-0.179100257189399,-0.148054586326135
1,20,-9922.47882370038,NA,-0.0246724336891311,0.136577179143286,-0.197512785993425,0.0674637645065698,0.056494160444515,0.0684240573986495,0.0819425609667075,-0.0864879538133061,-0.00807304585068917,0.000467960402381326,0.373203814663498,0.0552536519389807,-0.66483040228742,-0.291678768781305,0.495895410909709,0.321221696624221,-0.295732261102061,0.0676533640546651,-0.133829035984194,-0.0605876362521691,-0.762847654958062,-0.386096197995723,-0.00924436255888057,-0.0906046834965633,0.581398915214385,0.768902835785184
1,21,-10055.0344196577,NA,-0.024169129676555,-0.0131629281815583,-0.0650925962452553,-0.000795826705585433,-0.27299506205605,0.0505145812394268,0.00531249077823868,0.0109713031127837,0.0326143136746985,0.0195681294468351,0.274944730013945,-0.0699640573553981,-0.198957109402741,0.144143914136212,0.111057921472522,0.106568486319825,-0.392822788467511,0.425448770946687,-0.222080425115334,0.115463988355938,-1.44733059206539,-0.954320908142848,-0.0178479538044214,0.0394940974226613,-0.357356581754844,-0.447285049219612
